>>heb<< Go.	לך!
>>heb<< The more I thought about it, the more I realized that I should be concerned.	ככל שחשבתי על זה יותר, כך השכלתי להבין שעלי להיות מודאג.
>>heb<< The police caught Tom red-handed, breaking into a house in our neighborhood.	המשטרה תפסה את תום על חם, פורץ לבית בשכונה שלנו.
>>heb<< The proceeds from the bond issue will be used to finance the budget deficit.	התשואה מהנפקת אגרות החוב תשמש למימון הגרעון בתקציב.
>>heb<< The true secret of writing a good letter is to write as if you were talking.	הסוד של כתיבת מכתב טובה הוא לכתוב כאילו אתה מדבר ישורות.
>>heb<< The two gunshot victims are in the intensive care unit at a nearby hospital.	שני קורבנות הירי בטיפול נמרץ בבית חולים בסביבה.
>>heb<< The workers in the factory were forced to work hard to improve the products.	הפועלים במפעל נאלצו לעבוד קשה כדי לשפר את המוצרים.
>>heb<< The world is worried about the nuclear capabilities of Iran and North Korea.	העולם מודאג מהיכולת הגרעינית של אירן ושל צפון קוריאה.
>>heb<< There's a good chance that Tom won't like the kind of music your band plays.	יש סיכוי טוב שתום לא יאהב את סוג המוזיקה שהלהקה שלך מנגנת.
>>heb<< They say that Hungarian is one of the most difficult languages in the world.	אומרים שהונגרית היא אחת מהשפות הקשות ביותר בעולם.
>>heb<< Think very carefully of all the implications, before you make your decision.	תחשוב היטב על כל ההשלכות לפני שתחליט.
>>heb<< This book says the earliest man-made bridges date back to the New Stone Age.	הספר הזה טוען שהגשרים הראשונים מעשה ידי אדם תחילתם בתקופת האבן החדשה.
>>heb<< This is to inform you of my address change. Please update your mailing list.	זה כדי להודיע לכם על שינוי כתובתי. אנא, עדכן את רשימת הנמענים שלך.
>>heb<< This novel describes the life of the Japanese as it was a hundred years ago.	הרומן הזה מתאר את החיים של היפנים כפי שהיו לפני מאה שנה.
>>heb<< Tickets are available from any choir member or may be purchased at the door.	כרטיסים אפשר לקבל אצל כל חבר מקהלה או לחליפין אפשר לרכוש בכניסה.
>>heb<< Tom broke into Mary's car and stole what was hidden under the driver's seat.	תום פרץ למכונית של מרי וגנב מה שהיה מוצפן תחת מושב הנהג.
>>heb<< Tom copied all the files on his internal hard disk to an external hard disk.	תום העתיק את כל הקבצים מהכונן הפנימי אל כונן חיצוני.
>>heb<< Tom doesn't like swimming in pools. He prefers swimming in lakes and rivers.	תום לא אוהב לשחות בבריכות. הוא מעדיף לשחות באגמים ובנהרות.
>>heb<< Tom finished cleaning the kitchen and then started cleaning the living room.	טום סיים לנקות את המטבח ואז התחיל לנקות את הסלון.
>>heb<< Tom has come back to Australia every summer since he graduated from college.	תום חזר לאוסטרליה כל קיץ מאז שגמר מכללה.
>>heb<< Tom hid in the mountains because he didn't want to get caught by the police.	תום התחבא בהרים כי הוא לא רצה להיתפס על ידי המשטרה.
>>heb<< Tom hopes Mary knows that she shouldn't do anything John has told her to do.	תום מקווה שמרי יודעת שהיא לא צריכה לעשות דבר ממה שג'ון צווה עליה.
>>heb<< Tom says he's the best French speaker in our class, but I don't believe him.	תום אומר שהוא דובר הצרפתית הטוב ביותר בכיתה שלנו, אבל אני לא מאמין לו.
>>heb<< Tom speaks five languages, but doesn't know how to be polite in any of them.	תום דובר חמש שפות, אבל אינו יודע איך להיות מנומס באף אחת מהן.
>>heb<< Tom's partner thought that they should also sell gourmet popcorn seasonings.	השותף של תום חשב שהם צריכים גם למכור תבליני פופקורן לאניני טעם.
>>heb<< We hope you will understand the difficult circumstances we're working under.	אני מקווה שתבין את הנסיבות הקשות בהן אנו עובדים.
>>heb<< Weather permitting, we are going to get to the top of the mountain tomorrow.	אם מזג האוויר יאפשר זאת, נגיע לפסגה מחר.
>>heb<< Whatever the origin is, Valentine's Day has had a long and romantic history.	בלי חשיבות למקור הסיפור, ליום ואלנטיין היסטוריה ארוכה ורומאנטית.
>>heb<< When his wife heard of his violent death, she was beside herself with grief.	כשאשתו שמעה על מותו האלים, היא התמוטטה מצער.
>>heb<< When your stomach is busy, digesting a big meal your brain takes a vacation.	כשהקיבה שלך פועלת ומעכלת ארוחה דשנה, המוח שלך בחופשה.
>>heb<< Where do you think the safest place in your house would be during a tornado?	איפה לדעתך יהיה המקום הבטוח ביותר בביתך במהלך סופת טורנדו?
>>heb<< Would you like to learn to speak English like a native speaker in two weeks?	האם תרצה ללמוד לדבר אנגלית כדובר ילידי בשבועיים?
>>heb<< Would you like to learn to speak English like a native speaker in two weeks?	האם תרצי ללמוד לדבר אנגלית כדובר ילידי במשך שבועיים?
>>heb<< Would you please stop singing so loudly? This is not a cheap drinking place.	אתה מוכן להפסיק לשיר כל כך חזק? זאת איננה מסבאה.
>>heb<< A few years ago, on Mother's Day, I gave my stepmother a locket as a present.	לפני כמה שנים ביום האם, נתתי לחמותי ענק כמתנה.
>>heb<< All the money in the world won't help you if you're stuck on a desert island.	כל הכסף בעולם לא יכול לעזור לך אם אתה תקוע על אי בודד.
>>heb<< All you ever do is nitpick. I wish you could say something more constructive.	כל מה שאת עושה זה קטנוניות. הייתי רוצה שתגידי פעם דבר מועיל יותר.
>>heb<< Does she really think that she can just waltz in here as if nothing happened?	האם היא באמת חושבת שהיא יכולה לצוץ כאן כאילו דבר לא קרה?
>>heb<< Every day Mary took baskets full of bread to the poor and cared for the sick.	כל יום מרי לקחה סלים מלאים לחם לעניים וטפלה בחולים.
>>heb<< Everyone rushed over to the other side of the ship to see what was happening.	כולם מיהרו לצד השני של הספינה לראות מה קורה.
>>heb<< For years I toasted my bread in the oven and then one day I bought a toaster.	שנים קליתי את לחמי בתנור עד שיום אחד קניתי לי מצנם.
>>heb<< He told me his address, but unfortunately I had no paper to write it down on.	הוא אמר לי את כתובתו, אך לצערי לא היה דף נייר לרשום אותה.
>>heb<< He told me his address, but unfortunately I had no paper to write it down on.	הוא מסר לי את כתובתו, אך לרוע המזל לא היה בידי דף נייר לרשום זאת.
>>heb<< He was let out after serving just two years of his four-year prison sentence.	הוא השחרר אחרי מאסר של שנתיים מתוך ארבע שנות עונש.
>>heb<< I entered the museum through the wrong gate. I should have been more careful.	נכנסתי למוזיאון דרך השער הלא נכון. הייתי צריך להזהר יותר.
>>heb<< I have a son and a daughter. The one is in New York, and the other in London.	יש לי בן ובת. הראשון בניו יורק והשניה בלונדון.
>>heb<< I have not heard from you. I was wondering if maybe my mail never got to you.	לא שמעתי ממך. תהיתי אם הדואר שלי לא הגיע אליך בכלל.
>>heb<< I thought perhaps you wouldn't mind taking care of Tom for a couple of hours.	חשבתי שאולי לא יהיה לך אכפת לטפל בתום כמה שעות.
>>heb<< I wish I could figure out how to finish this project without asking for help.	הייתי רוצה למצוא דרך לגמור את המיזם הזה בלי לבקש עזרה.
>>heb<< I'm not the only one who doesn't have enough money to pay the membership fee.	אני לא היחידי שאין לו מספיק כסף לשלם את דמי החברות.
>>heb<< I'm sure this will cause additional problems for you, but it can't be helped.	אני בטוח שזה יצור לך בעיות נוספות, אבל אין מנוס.
>>heb<< I've heard that it's dangerous to be walking alone on Park Street after dark.	שמעתי שמסוכן ללכת לבד ברחוב פרק.
>>heb<< If it had not been for your raincoat, I would have been drenched to the skin.	בלי המעיל שלך היית נרטב כהוגן.
>>heb<< If you are not satisfied with your share, I'll make it a bit more attractive.	אם אתה לא מרוצה מחלקך, אעשה אותו קצת יותר מושך.
>>heb<< In many parts of the world, there isn't enough food to meet everyone's needs.	בחלקים גדולים של העולם אין די מזון לצרכי כולם.
>>heb<< In many parts of the world, there's not enough food to meet everyone's needs.	בחלקים גדולים של העולם אין די מזון לצרכי כולם.
>>heb<< It seems that Tom had planned to give Mary the loan she had been looking for.	נראה שתום תכנן להלוות למרי את הכסף שהיא חיפשה.
>>heb<< Life seems to have been a constant struggle for her ever since she left home.	החיים נראים לה כמאבק מתמיד מאז שהיא עזבה את הבית.
>>heb<< Mary tied an apron around her waist and then took the turkey out of the oven.	מרי קשרה סינור מסביב למותניה והוציאה אז את תרנגול ההודו מהתנור.
>>heb<< Mountain bike racing has caught on with young Japanese in the past few years.	מירוצי אופני הרים משכו את חיבתם של הצעירים ביפן בשנים האחרונות.
>>heb<< My bonus doesn't come close to covering all the loan payments I have to make.	הבונוס שלי לא מגיע קרוב לכיסוי כל תשלומי ההלוואות שאני צריך לשלם.
>>heb<< My grandfather on my father's side is celebrating his 88th birthday tomorrow.	סבא שלי מצד אבא חוגג יומולדת 88.
>>heb<< My grandfather on my father's side is celebrating his 88th birthday tomorrow.	סבא שלי מצד אבא חוגג את יום הולדתו השמונים ושמונה.
>>heb<< Natural dyes keep a more beautiful color over the years than artificial dyes.	צבעים טבעיים שומרים על צבע טבעי בחלוף השנים יותר מצבעים מלאכותיים.
>>heb<< People often give fake personal information when setting up website accounts.	אנשים נותנים מידע כוזב על עצמם כשהם נרשמים לחשבון ברשת.
>>heb<< People who laugh a lot are much happier than those who don't laugh very much.	אנשים הצוחקים הרבה מאושרים יותר מאלו שאינם מרבים לצחוק.
>>heb<< Recently what with anxiety and lack of sleep, she has lost almost ten pounds.	לאחרונה, עם החרדה וחוסר השינה, היא ירדה כמעט חמישה קילו.
>>heb<< Schools are expected to meet the needs of every child, regardless of ability.	בתי הספר אמורים למלא את צרכי כל התלמידים, בלי יחס ליכולתם.
>>heb<< Sunblock contains chemicals that can reflect or absorb the ultraviolet light.	קרם שיזוף מכיל חומרים המסוגלים לשקף או לספוג את האור העל-סגולי.
>>heb<< The Netherlands is famous for its windmills, tulips, wooden clogs and canals.	הולנד מפורסמת בטחנות הרוח שלה, בצבעונים, בנעלי העץ ובתעלות.
>>heb<< The Royal Shakespeare Company is presenting The Merchant of Venice next week.	התאטרון המלכותי השייקספירי מציג את הסוחר מוונציה בשבוע הבא.
>>heb<< The heat turns off automatically when the room reaches a certain temperature.	החימום מתנתק אוטומטית כשהחדר מגיע לטמפרטורה מסוימת.
>>heb<< The most important thing in the Olympic Games is not winning but taking part.	הדבר החשוב ביותר במשחקים האולמפיים הוא ההשתתפות ולאו דווקא הנצחון.
>>heb<< The only thing that mattered to Tom was that we weren't impolite to his boss.	לטום היה חשוב אך ורק שלא התנהגנו בחוסר נימוס כלפי הבוס שלו.
>>heb<< The position of women, over the years, has definitely changed for the better.	המצב של הנשים במשך הזמן בכל אופן השתפר.
>>heb<< There are many rest stops along the freeway for the convenience of travelers.	יש תחנות רבות על הכביש המהיר לתועלת הנוסעים.
>>heb<< This is what is called a 'present' in some countries and 'bribery' in others.	לכך קוראים במדינות מסוימות "מתנה" ובמדינות אחרות "שוחד".
>>heb<< This kind of thing happens when you don't pay attention to what you're doing.	דברים מעין אלו קורים כאשר אתה לא שם לב מה אתה עושה.
>>heb<< This will go down in history as the greatest event that has ever taken place.	דבר זה יזכר בתולדות הימים כארוע החשוב ביותר שאי פעם קרה.
>>heb<< This will go down in history as the greatest event that has ever taken place.	דבר זה ייזכר בהיסטוריה כאירוע הגדול ביותר שקרה אי פעם.
>>heb<< This will go down in history as the greatest event that has ever taken place.	דבר זה ייזכר בהיסטוריה כאירוע החשוב ביותר שקרה אי פעם.
>>heb<< Tom came to the conclusion that no matter what he did, Mary wouldn't like it.	תום הגיע למסקנה שלא משנה מה יעשה, מרי לא תאהב את זה.
>>heb<< Tom decided that it wouldn't be sensible to try to cross the old rope bridge.	תום החליט שלא יהיה סביר לנסות לעבור את גשר החבלים הישן.
>>heb<< Tom got all his affairs in order, to make it easier for Mary after his death.	תום סדר את כל העניינים שלו כדי שלמרי יהיה קל יותר לאחר מותו.
>>heb<< Tom lost his job when his branch of the company amalgamated with head office.	תום איבד את משרתו כשהסניף של החברה התאחד עם המטה הכללי.
>>heb<< Tom said he liked what she had made for dinner, but he was only being polite.	תום אמר שהוא אהב את מה שהיא הכינה לארוחת הערב, אבל הוא היה סתם מנומס.
>>heb<< Tom spends all day speaking French at school and only speaks English at home.	תום מדבר צרפתית כל היום בבית הספר ובבית הוא מדבר רק אנגלית.
>>heb<< Tom spent the better part of the day writing an article for a local magazine.	טום בילה את רוב היום בכתיבת מאמר עבור המקומון.
>>heb<< Tom thought that Mary would be interested in visiting one of the art museums.	חשבתי שמרי תתעניין בביקור באחד ממוזיאוני האומנות.
>>heb<< Tom was the first one to realize that Mary was having a hard time doing that.	תום היה הראשון שהבחין שמרי מתקשה לעשות את זה.
>>heb<< Tom was wearing an orange jumpsuit and his hands were cuffed in front of him.	תום לבש סרבל כתום וידיו היו אזוקות לפניו.
>>heb<< Tom wouldn't have asked you to do the job if he didn't think you could do it.	תום לא היה מבקש ממך לו הוא חשב שלא תוכל למלא את התפקיד.
>>heb<< We are good friends now, but there was a time when we didn't like each other.	עכשיו אנחנו חברים טובים אבל פעם לא סבלנו אחד את השני.
>>heb<< We have a right to demand a safe future for ourselves and future generations.	יש לנו את הזכות לדרוש עתיד בטוח לנו ולדורות הבאים.
>>heb<< We waited all afternoon for something to happen, but in the end, nothing did.	חיכינו כל אחר הצהרים שמשהו יקרה, אבל כלום לא קרה.
>>heb<< When all was said and done, the world was not destroyed on December 21, 2012.	העולם בסופו של דבר לא נחרב ב-21 בדצמבר 2012.
>>heb<< Winning the election was a great victory for the candidate's political party.	הנצחון בבחירות היה נצחון חשוב למפלגה של המועמד.
>>heb<< A clean river flows through our town, and we can see many carp swimming in it.	נהר צלול זורם דרך העיירה שלנו, ואנו יכולים לראות קרפיונים רבים שוחים בו.
>>heb<< All you ever do is worry about what'll happen, so you never get anything done.	כל מה שאתה עושה הוא לדאוג בגלל מה שיקרה, כך שלעולם אתה לא גומר שום דבר.
>>heb<< As for me, I'm not satisfied with the result of the examination the other day.	מבחינתי, אני לא מרוצה מהתוצאה של הבחינה באותו היום.
>>heb<< At present he lives by himself and the rest of the world means nothing to him.	כעת הוא גר בגפו ושאר העולם חסר משמעות עבורו.
>>heb<< Birds can fly thousands of miles away and return to the same place every year.	עופות יכולים לעוף מרחק של אלפי מילין ולשוב לאותו המקום בדיוק מידי שנה בשנה.
>>heb<< Birds can fly thousands of miles away and return to the same place every year.	עופות יכולים לעוף מרחק אלפי מילין ולשוב לאותו המקום בדיוק מדי שנה בשנה.
>>heb<< Birds can fly thousands of miles away and return to the same place every year.	עופות יכולים לעוף מרחק אלפי מילין ולשוב לאותו המקום בדיוק מדי שנה.
>>heb<< Boredom, routine, and lack of curiosity are the greatest enemies of our brain.	שעמום, שגרה והעדר סקרנות הם האויבים הגדולים ביותר של המוח.
>>heb<< Cucumbers, spinach, broccoli and onions are considered non-starchy vegetables.	מלפפונים, תרד, ברוקולי ובצל נחשבים ירקות נטולי עמילן.
>>heb<< Don't discriminate against people based on nationality, gender, or occupation.	אל תפלו אנשים בגין הלאום, המין או המקצוע שלהם.
>>heb<< Due to the lack of students, the school will be closed at the end of the year.	בשל העדר תלמידים, בית הספר ייסגר עד סוף השנה.
>>heb<< Eighty percent of all information on computers around the world is in English.	שמונים אחוז מכל המידע על מחשבים ברחבי העולם הם באנגלית.
>>heb<< For a person who is in good physical condition, climbing mountains is a cinch.	לאדם בכושר גופני תקין טיפוס הרים הוא עניין של מה בכך.
>>heb<< He had been working in the factory for three years when the accident occurred.	הוא עבד במפעל כבר שלוש שנים כשהתאונה ארעה.
>>heb<< He solved the problem in five minutes that I had struggled with for two hours.	הוא פתר את הבעיה בחמש דקות כאשר אני נאבקתי איתה שעתיים.
>>heb<< He suddenly started doing an impression of an announcer and we all cracked up.	הוא התחיל לפתע לחקות את הקריין וכולנו התפרצנו בצחוק.
>>heb<< He was way behind on his rent. As a result, he was evicted from his apartment.	הוא פיגר בתשלום שכר הדירה. כתוצאה מכך הוא פוּנה מהדירה.
>>heb<< I can think of him as a very good friend, but I can't think of him as a lover.	אני יכולה לראות בו חבר קרוב, אבל לא מאהב.
>>heb<< I can't figure out how to transfer MP3 files from my iPod back to my computer.	אני לא מצליח להבין איך להעביר קבצי MP3 מה-iPod בחזרה למחשב שלי.
>>heb<< I had been in Tokyo only three days when I received news of my father's death.	הייתי בטוקיו רק שלושה ימים כשקיבלתי את הידיעה על מות אבי.
>>heb<< I have trouble seeing the blackboard from the seat the teacher assigned to me.	קשה לי לראות את הלוח מהמקום שהוקדש לי על ידי המורה.
>>heb<< I heard speech-to-text software often has problems when people are whispering.	שמעתי שלתוכנת דיבור לטקסט יש בעיה להבין כשאנשים לוחשים.
>>heb<< I know you well enough to know that you didn't really want to go out with Tom.	אני מכירה אותך מספיק טוב כדי לדעת, שלא ממש רצית לצאת עם תום.
>>heb<< I remember when we used to never eat vegetables that we didn't grow ourselves.	אני זוכרת כשנהגנו לא לאכול ירקות שלא אנו גידלנו בעצמנו.
>>heb<< I was walking down the street when suddenly someone tapped me on the shoulder.	הלכתי לתומי ברחוב כשמישהו לפתע טפח לי על הכתף.
>>heb<< I'll let you off this time, but I don't ever want to catch you stealing again.	אתן לך הפעם ללכת לחופשי, אבל לעולם אני לא רוצה לתפוס אותך גונב שנית.
>>heb<< I'm sure Tom will come back as soon as he realizes he left his briefcase here.	אני משוכנע שתום ישוב מיד כשיבחין שהוא השאיר את התיק שלו פה.
>>heb<< I've mistakenly deleted the party information and registration you sent to me.	בטעות מחקתי את המידע על המסיבה וההרשמה ששלחת לי
>>heb<< If it looks like an apple and it tastes like an apple, it's probably an apple.	אם זה נראה כמו תפוח ויש לזה טעם של תפוח, סביר להניח שזה תפוח.
>>heb<< If the mountain won't come to Mohammed, then Mohammed must go to the mountain.	אם ההר לא יבוא למוחמד, מוחמד צריך ללכת להר.
>>heb<< In my opinion, a well-designed website shouldn't require horizontal scrolling.	לדעתי, אתר אינטרנט מעוצב היטב לא דורש דפדוף מאוזן.
>>heb<< It is rather cold again today, but tomorrow we expect the temperature to rise.	די קר היום שוב, אבל מחר צפויות הטמפרטורות לעלות.
>>heb<< It is rather cold again today, but tomorrow we expect the temperature to rise.	גם היום די קר, אבל מחר צפוי שהטמפרטורה תעלה.
>>heb<< Laser printers are generally less expensive to maintain than ink jet printers.	תחזוקה של מדפסות לייזר בדרך כלל זולה יותר מזו של מדפסות הזרקת דיו.
>>heb<< Laser printers are generally less expensive to maintain than ink jet printers.	תחזוקת מדפסות לייזר על פי רוב זולה מתחזוקת מדפסות הזרקת דיו.
>>heb<< Mother Teresa used the prize money for her work in India and around the world.	אמא תרזה השתמשה בכספי הפרס לעבודתה בהודו ובכל העולם.
>>heb<< Mother was in a bad mood since she could not play golf because of bad weather.	לאמא היה מצב רוח רע כי היא לא יכלה לשחק גולף בגלל מזג האוויר הגרוע.
>>heb<< No sooner had she caught sight of me than she started running in my direction.	מיד כשראתה אותי היא התחילה לרוץ לעברי.
>>heb<< None of this would've happened if you'd paid attention to what you were doing.	שום דבר מזה לא היה קורה לו היית שם לב למה שאתה עושה.
>>heb<< Other scientists are debating his theory about the disappearance of dinosaurs.	מדענים אחרים מתווכחים על התאוריה שלו לגבי הכחדת הדינוזאורים.
>>heb<< Place the fork on the left side of the plate, and the knife on the right side.	שים את המזלג משמאל לצלחת ואת הסכין מימינה.
>>heb<< Please boil the eggs just a little so that even the whites are not quite hard.	אנא שלוק את הביצים מעט זמן כך שגם החלבונים לא יקרשו לגמרי.
>>heb<< Please put the potato chips in the bowl. Don't eat them directly from the bag.	שים בבקשה את הצ'יפס בקערה. אל תאכל ישירות מהשקית.
>>heb<< She's not here for the purpose of defending herself against these accusations.	היא לא נמצאת פה כדי להגן על עצמה מההאשמות האלה.
>>heb<< That's the only residential building in Boston that's been torn down recently.	זה בית המגורים היחידי בבוסטון שנהרס לאחרונה.
>>heb<< The best salad you'll ever eat is the one they serve with their lunch special.	הסלט הטוב ביותר שתאכל אי פעם הוא זה שהם מגישים עם המנה המיוחדת של ארוחת הצהרים שלהם.
>>heb<< The crash at the intersection in front of the post office killed three people.	התאונה בצומת שמול הדואר גבתה שלושה הרוגים.
>>heb<< The first great lesson that a young man should learn is that he knows nothing.	הלקח הראשון של הצעיר הוא שאין הוא יודע דבר.
>>heb<< The more skills one masters, the greater contribution one can make to society.	ככל שלאדם כישורים רבים יותר, כך תגדל תרומתו לחברה.
>>heb<< The people next door were annoyed with us for making so much noise last night.	השכנים התעצבנו מאתנו כי עשינו כל כך הרבה רעש אמש.
>>heb<< The program should have started by now, so we'll probably miss the first half.	נכון לעכשיו התוכנית כבר התחילה, מן הסתם, אז סביר שנחמיץ את המחצית הראשונה.
>>heb<< The relationship between the two countries has waxed and waned over the years.	היחסים בין שתי המדינות התמוססו במשך השנים.
>>heb<< The story has been passed down from generation to generation by word of mouth.	הסיפור הועבר מפה לפה מדור לדור.
>>heb<< The weather is more changeable in mountain regions than in any other district.	מזג האוויר הוא יותר הפכפך באזורי ההרים מאשר בכל אזור אחר.
>>heb<< There is a really good restaurant just off the beach that I think you'd enjoy.	יש מסעדה טובה ממש ליד החוף שאני חושבת שתאהב.
>>heb<< There's no evidence to suggest that Tom has been anything other a good father.	אין ראיות לכך שתום לא היה אבא טוב.
>>heb<< Though the Incas built up a great civilization, they had no system of writing.	אף שאנשי האינקה בנו תרבות לתפארת, לא היה להם כתב.
>>heb<< Tom can't stand the hot and muggy summers here, so he heads for the mountains.	תום לא סובל את הקייצים החמים והלחים פה, אז הוא שם את פעמיו אל ההרים.
>>heb<< Tom couldn't completely rule out the possibility that Mary had killed herself.	תום לא היה יכול להוציא מכלל חשבון את האפשרות שמרי התאבדה.
>>heb<< Tom doesn't let his children watch TV until after they've done their homework.	תום לא מרשה לילדים שלו לצפות בטלוויזיה עד שלא גמרו את שיעורי הבית שלהם.
>>heb<< Tom never admits that he's wrong, because he thinks that's a sign of weakness.	תום לעולם אינו מודה בטעות, כי הוא חושב שזה סימן של חולשה.
>>heb<< Tom put the bowl into the microwave and pushed the button to start it cooking.	תום שם את הקערה במיקרוגל ולחץ על כפתור ההפעלה.
>>heb<< Tom thinks Mary should apologize to John for not doing what she said she'd do.	תום סבור שמרי צריכה להתנצל בפני ג'ון על כך שלא עשתה מה שהבטיחה לעשות.
>>heb<< Tom wanted to tell Mary where he hid the gold coins, but John told him not to.	תום רצה לספר למרי איפה הוא הסתיר את מטבעות הזהב, אבל ג'ון אמר לו שלא יספר.
>>heb<< Tom was afraid that Mary might poke her eye out, so he told her to be careful.	תום פחד שמרי עלולה לדקור את עצמה בעין, אז הוא אמר להזהר.
>>heb<< Try to speak English as often as possible if you want to improve your English.	נסה לדבר אנגלית כמה שיותר אם אתה רוצה להשתפר.
>>heb<< We have the great responsibility to see that he succeeds on the entrance exam.	מוטלת עלינו האחריות לראות שהוא יצליח בבחינות הכניסה.
>>heb<< With this price, your product would not be competitive in the Japanese market.	עם המחיר הזה, המוצר שלך לא יהיה תחרותי בשוק היפני.
>>heb<< Would you please send me details of your products via e-mail as an attachment?	אתה מוכן לשלוח לי פרטים על המוצרים שלכם באימייל כמסמך מצורף?
>>heb<< You could at least try to be a bit more polite, even though it's not like you.	אולי זה לא בטבע שלך, אבל לפחות תשתדל להיות אדיב קצת.
>>heb<< You may not agree with him, but at least he stands up for what he believes in.	מותר שלא להסכים איתו, אבל לפחות הוא עומד בתוקף על מה שהוא מאמין בו.
>>heb<< You may not agree with him, but at least he stands up for what he believes in.	אפשר שלא להסכים איתו, אך הוא לפחות ניצב מאחורי הדברים שהוא מאמין בהם.
>>heb<< Albert Einstein's theory of relativity is the most famous formula in the world.	תאוריית היחסות של אלברט איינשטיין היא הנוסחה המפורסמת ביותר בעולם.
>>heb<< As it turned out, Tom was able to do what he thought he wouldn't be able to do.	יצא כך שתום היה מסוגל לבצע את מה שחשב.
>>heb<< Closer examination revealed that the skull had been crushed by some heavy blow.	בבדיקה מעמיקה יותר התגלה שהגולגולת רוסקה במכה כבדה.
>>heb<< Even after twelve months, Tom can't accept that it's over between him and Mary.	אפילו לאחר שנים עשר חודשים, תום לא יכול להשלים עם הפרידה ממרי.
>>heb<< Fortunately for us, our sun will continue to be around for a few billion years.	למרבה המזל, השמש שלנו עוד תמשיך להיות בסביבה למשך כמה מיליארדי שנים.
>>heb<< He argues that the administration must look for alternative sources of revenue.	הוא טוען שהממשל צריך למצוא מקורות הכנסה תחליפיים.
>>heb<< He was so intent on money-making that he had no time to think of anything else.	הוא שקד כל כך על רדיפת בצע שלא היה לו זמן לשום דבר אחר.
>>heb<< His doctoral thesis must be submitted to the professor by the end of the month.	עבודת הדוקטור שלו צריכה להיות מוגשת לפרופסור עד סוף החודש.
>>heb<< How much time do you spend every day helping your children with their homework?	כמה זמן אתה משקיע כל יום בעזרה לילדים עם שיעורי הבית שלהם?
>>heb<< However, the princess had barricaded herself in her room and wouldn't come out.	אבל הנסיכה נעלה את עצמה בחדרה ומאנה לצאת.
>>heb<< I could've stayed in Australia for a couple of more days, but I didn't want to.	יכולתי להישאר באוסטרליה מספר ימים נוספים אבל לא רציתי.
>>heb<< I didn't feel like studying because the noise outside was getting on my nerves.	לא בא לי ללמוד כי הרעש בחוץ עלה לי על העצבים.
>>heb<< I don't object to your going out to work, but who will look after the children?	אינני מתנגד שתצאי לעבודה, אבל מי יטפל בילדים?
>>heb<< I happened to be in the neighborhood, so I dropped in to see how Tom was doing.	נקלעתי במקרה לסביבה, אז קפצתי כדי לראות מה שלומו של תום.
>>heb<< I have a bottle of very good wine that I've been saving for a special occasion.	יש לי בקבוק יין מעולה ששמרתי להזדמנות מיוחדת.
>>heb<< I have no intention of lending this watch to anyone, much less parting with it.	אין לי כוונה להשאיל את השעון לאף אחד, קל וחומר להיפרד ממנו.
>>heb<< I heard they found a skeleton buried in the basement of a house on Park Street.	שמעתי שהם מצאו שלד קבור במרתף בבית ברחוב פארק.
>>heb<< I hope that your future activities will expand our relationship with your firm.	אני מקווה שהפעילויות העתידיות שלכם יגבירו את היחסים שלנו עם החברה שלכם.
>>heb<< I never thought it'd be this hard to find an appropriate birthday gift for Tom.	מעולם לא חשבתי שיהיה כה קשה למצוא מתנת יום הולדת הולמת לתום.
>>heb<< I remember it as if it were yesterday, but in reality it was fifteen years ago.	אני נזכר בכך כאילו זה קרה אתמול, למרות שבמציאות זה קרה לפני 15 שנים.
>>heb<< I returned the books I borrowed from the library, and I borrowed some new ones.	החזרתי את הספרים ששאלתי מהספרייה ושאלתי כמה חדשים.
>>heb<< I think what impressed me most was the way Tom could talk to just about anyone.	אני חושבת שמה שהכי הרשים אותי היה האופן בו תום יכול לדבר כמעט עם כל אחד.
>>heb<< I tried to do my homework, but I didn't really know how to do it, so I gave up.	ניסיתי להכין את שיעורי הבית, אבל לא ידעתי איך, אז נכנעתי.
>>heb<< I would be grateful if you could give him some information on local conditions.	אודה לך אם תתן לו קצת מידע על התנאים המקומיים.
>>heb<< If you're not going to try any harder than that, you might as well give up now.	אם לא תשתדל יותר מזה, עדיף כבר שתרים ידיים מיד עכשיו.
>>heb<< It seems like yesterday, but it's actually nearly ten years since we first met.	נראה כאילו זה קרה אתמול, אבל למעשה חלפו כמעט עשר שנים מאז שנפגשנו.
>>heb<< It's a very dangerous sport, where a slight mistake can lead to serious injury.	זה ספורט מסוכן מאד, בו טעות קטנטנה עלולה לגרום לפציעה חמורה.
>>heb<< Mary sat on the beach thinking about all the happy times she'd shared with Tom.	מרי ישבה על החוף והרהרה בזמנים היפים שהיא בילתה עם תום.
>>heb<< Maybe today you can give us a couple of tips about how to use the dictionaries.	אולי תוכל היום לתת לנו כמה עצות על אופן השימוש במילונים.
>>heb<< Maybe today you can give us a couple of tips about how to use the dictionaries.	אולי תוכלי היום לתת לנו מספר עצות כיצד להשתמש במילונים.
>>heb<< Maybe today you can give us a couple of tips about how to use the dictionaries.	אולי תוכל היום לתת לנו כמה טיפים על אופן השימוש במילונים.
>>heb<< My favorite bar had its liquor license suspended for serving alcohol to minors.	במסבאה האהובה עלי השעו את רשיון האלכוהול כי הם הגישו אלכוהול לקטינים.
>>heb<< Plenty of opportunities will present themselves, if only you are awake to them.	הרבה הזדמנויות יהיו, אם רק תהיה ערני.
