>>fin<< Go.	Mene.
>>fin<< Tom and Mary got married soon after high school.	Pian lukion jälkeen Tomi ja Mari menivät naimisiin.
>>fin<< Tom and Mary have been married for thirty years.	Tomi ja Mari ovat olleet naimisissa 30 vuotta.
>>fin<< Tom and Mary usually speak French to each other.	Tom ja Mary tavallisesti puhuvat ranskaa toisilleen.
>>fin<< Tom and Mary were sitting on the couch together.	Tom ja Mary istuivat yhdessä sohvalla.
>>fin<< Tom asked Mary where he should put his suitcase.	Tom kysyi Marylta minne hänen pitäisi panna matkalaukkunsa.
>>fin<< Tom asked me what I thought was going to happen.	Tom kysyi minulta mitä minä luulin, että tapahtuu.
>>fin<< Tom began to learn French about three years ago.	Tomi alkoi opiskella ranskaa noin kolme vuotta sitten.
>>fin<< Tom bent down to scratch the dog behind the ear.	Tom kumartui rapsuttamaan koiraa korvan takaa.
>>fin<< Tom certainly isn't as bad as Mary claims he is.	Tom ei varmastikaan ole niin huono kuin Mary väittää.
>>fin<< Tom couldn't sleep at all because it was so hot.	Tom ei pystynyt ollenkaan nukkumaan, koska oli niin kuumaa.
>>fin<< Tom didn't know what to say, so he said nothing.	Tomi ei tiennyt mitä sanoa, joten hän ei sanonut mitään.
>>fin<< Tom didn't quite understand what was being said.	Tom ei täysin ymmärtänyt mitä sanottiin.
>>fin<< Tom didn't want to do something he would regret.	Tom ei halunnut tehdä mitään, jota hän tulisi katumaan.
>>fin<< Tom does do some goofy things from time to time.	Tomi tekee silloin tällöin hölmöjä juttuja.
>>fin<< Tom doesn't know anything about raising rabbits.	Tom ei tiedä mitään kanien kasvatuksesta.
>>fin<< Tom doesn't know anything about raising rabbits.	Tom ei tiedä mitään jänisten kasvatuksesta.
>>fin<< Tom doesn't know what this is called in English.	Tom ei tiedä miksi tätä sanotaan englanniksi.
>>fin<< Tom doesn't like not being able to control Mary.	Tom ei pidä siitä, että hän ei pysty hallitsemaan Maryä.
>>fin<< Tom doesn't often do his homework before dinner.	Tom ei useinkaan tee läksyjään ennen päivällistä.
>>fin<< Tom drank that entire bottle of wine by himself.	Tomi joi sen koko viinipullon yksinään.
>>fin<< Tom drank that entire bottle of wine by himself.	Tomi joi yksin sen koko viinipullollisen.
>>fin<< Tom eats breakfast every morning at six o'clock.	Tom syö aamiaista joka aamu kello kuusi.
>>fin<< Tom gave his dog a good scratch behind the ears.	Tom rapsutti koiraansa oikein huolella korvien takaa.
>>fin<< Tom had a little trouble adjusting the settings.	Tomilla oli hieman vaikeuksia asetusten säädössä.
>>fin<< Tom had died by the time the paramedics arrived.	Tom oli kuollut siihen mennessä kun sairaankuljetus saapui.
>>fin<< Tom had his chauffeur drive Mary to the airport.	Tom antoi kuljettajansa ajaa Maryn lentokentälle.
>>fin<< Tom had no idea if Mary's allegations were true.	Tuomolla ei ollut aavistustakaan siitä, olivatko Maijan väitteet tosia.
>>fin<< Tom had to stay in the hospital for three weeks.	Tomin oli jäätävä sairaalaan kolmeksi viikoksi.
>>fin<< Tom had to stay in the hospital for three weeks.	Tomin täytyi viettää sairaalassa kolme viikkoa.
>>fin<< Tom has a lot of people to see tomorrow morning.	Tomilla on paljon ihmisiä tavattavana huomisaamuna.
>>fin<< Tom has been living abroad for a very long time.	Tom on asunut ulkomailla hyvin pitkän aikaa.
>>fin<< Tom has been on TV every night for thirty years.	Tom on ollut TV:ssä joka ilta kolmenkymmenen vuoden ajan.
>>fin<< Tom has no intention of going to Mary's wedding.	Tomilla ei ole aikomusta mennä Maryn häihin.
>>fin<< Tom has the bad habit of jumping to conclusions.	Tomilla on huono tapa vetää liian hätiköityjä johtopäätöksiä.
>>fin<< Tom is by no means sure of winning the election.	Tom ei ole suinkaan mitenkään varma siitä, että hän voittaa vaalit.
>>fin<< Tom is in the garage, working on his motorcycle.	Tomi on autotallissa huoltamassa moottoripyöräänsä.
>>fin<< Tom is looking for a reasonably-priced used car.	Tomi etsii kohtuullisen hintaista käytettyä autoa.
>>fin<< Tom is often disrespectful towards his teachers.	Tomin käytös opettajiaan kohtaan on usein epäkunnioittavaa.
>>fin<< Tom is three, and Mary has just turned thirteen.	Tomi on kolmevuotias ja Mari on juuri täyttänyt 13 vuotta.
>>fin<< Tom isn't much of a cook, but at least he tries.	Tomi ei ole kummoinen kokki, mutta ainakin hän yrittää.
>>fin<< Tom knows better than to do something like that.	Tommi tietää, ettei ole hyvä ajatus tehdä mitään tuollaista.
>>fin<< Tom knows better than to do something like that.	Tommi tietää, että ei ole hyvä ajatus tehdä mitään tuollaista.
>>fin<< Tom knows better than to do something like that.	Tommi tietää, ettei ole hyvä ajatus tehdä mitään tuonkaltaista.
>>fin<< Tom knows better than to do something like that.	Tommi tietää, että ei ole hyvä ajatus tehdä mitään tuonkaltaista.
>>fin<< Tom lit a match and then lit the candle with it.	Tom sytytti tulitikun ja sytytti sillä sitten kynttilän.
>>fin<< Tom may have been in Boston with Mary last week.	Tom on saattanut olla Bostonissa Marin kanssa viime viikolla.
>>fin<< Tom might be able to translate this into French.	Tom saattaa pystyä kääntämään tämän ranskaksi.
>>fin<< Tom must've known Mary wouldn't want to do that.	Tomin on täytynyt tietää, ettei Mari haluaisi tehdä sitä.
>>fin<< Tom needed some money to buy something for Mary.	Tom tarvitsi vähän rahaa ostaakseen jotakin Marylle.
>>fin<< Tom never thought about Mary while she was away.	Tom ei koskaan ajatellut Marya, kun tämä oli poissa.
>>fin<< Tom noticed Mary the moment he entered the room.	Tom huomasi Maryn sinä hetkenä kun hän astui huoneeseen.
>>fin<< Tom picked up the telephone and started dialing.	Tom nosti puhelimen ja alkoi soitella.
>>fin<< Tom pointed to the floor near Mary's right foot.	Tom osoitti lattiaa lähellä Maryn oikeaa jalkaa.
>>fin<< Tom practices the piano about three hours a day.	Tomi harjoittelee pianon soittoa noin kolme tuntia päivässä.
>>fin<< Tom regrets having told Mary about the incident.	Tom katuu, että hän kertoi Marille välikohtauksesta.
>>fin<< Tom said he needed some time to work things out.	Tom sanoi, että hän tarvitsee jonkin aikaa saadakseen asiat järjestykseen.
>>fin<< Tom said that he didn't know who he could trust.	Tom sanoi, ettei tiennyt, kehen voisi luottaa.
>>fin<< Tom said that there was a monster under his bed.	Tomi sanoi, että hänen sänkynsä alla on hirviö.
>>fin<< Tom seems to have reasons for everything he did.	Tomilla vaikuttaa olevan syynsä kaikelle sille, mitä hän teki.
>>fin<< Tom shifted the phone receiver to his other ear.	Tom vaihtoi puhelimen kuulokkeen toiselle korvalleen.
>>fin<< Tom shot himself with his father's gun and died.	Tomi ampui itsensä hänen isänsä aseella.
>>fin<< Tom taught me how to make an origami ninja star.	Tomi opetti miten tehdä origamiheittotähden.
>>fin<< Tom tied his tomato plants to stakes with twine.	Tom sitoi tomaattinsa tukikeppeihin narulla.
>>fin<< Tom told Mary that he couldn't live without her.	Tom kertoi Marille, ettei hän voisi elää ilman häntä.
>>fin<< Tom told Mary that he'd help her, but he didn't.	Tom sanoi Marille, että hän auttaisi tätä, mutta hän ei auttanut.
>>fin<< Tom wanted Mary to know that he didn't hate her.	Tom halusi Marin tietävän, ettei hän vihannut häntä.
>>fin<< Tom wanted to feel loved and accepted by others.	Tom halusi tuntea itsensä muiden rakastamaksi ja hyväksymäksi.
>>fin<< Tom was a mean man before his daughter was born.	Tom oli ilkeä ihminen ennen kuin hänen tyttärensä syntyi.
>>fin<< Tom was arrested for being drunk and disorderly.	Tom pidätettiin, koska hän oli humalassa ja häiriköi.
>>fin<< Tom was hoping Mary wouldn't find out the truth.	Tom toivoi että Mary ei saisi totuutta selville.
>>fin<< Tom was stupid enough to believe what Mary said.	Tom oli tarpeeksi typerä uskoakseen mitä Mari sanoi.
>>fin<< Tom was surprised when he saw Mary at the party.	Tomi oli yllättynyt kun hän näki Marin juhlissa.
>>fin<< Tom was touched that Mary was worried about him.	Tomi liikuttui siitä, että Mari oli niin huolissaan hänestä.
>>fin<< Tom wasn't the first person the police arrested.	Tom ei ollut ensimmäinen henkilö, jonka poliisi pidätti.
>>fin<< Tom wasn't the first person the police arrested.	Tom ei ollut ensimmäinen poliisin pidättämä henkilö.
>>fin<< Tom wasn't wearing socks, so his feet were cold.	Tomilla ei ollut sukkia jalassa, joten hänen jalkansa olivat kylmät.
>>fin<< Tom would've liked to go to Boston last weekend.	Tom olisi halunnut mennä Bostoniin viime viikonloppuna.
>>fin<< Tom would've won if he hadn't injured his ankle.	Tomi olisi voittanut, jos hän ei olisi loukannut nilkkaansa.
>>fin<< Tom wrote his name on the cover of his notebook.	Tom kirjoitti nimensä vihkon kanteen.
>>fin<< Tom's apartment is near where the bomb exploded.	Tomin asunto on lähellä pommin räjähdyspaikkaa.
>>fin<< Tom's best friend, Mary, has just turned thirty.	Tomin paras ystävä, Mari, täytti juuri kolmekymmentä.
>>fin<< Tom's bicycle was blue before he painted it red.	Tommin pyörä oli sininen, ennen kuin hän maalasi sen punaiseksi.
>>fin<< Tom's bicycle was blue before he painted it red.	Tommin polkupyörä oli sininen, ennen kuin hän maalasi sen punaiseksi.
>>fin<< Tom's bicycle was blue before he painted it red.	Tomin pyörä oli sininen, ennen kuin hän maalasi sen punaiseksi.
>>fin<< Tom's great-grandfather was the mayor of Boston.	Tomin isoukki oli Bostonin pormestari.
>>fin<< Tom's great-grandfather was the mayor of Boston.	Tomin isoisoisä oli Bostonin kaupunginjohtaja.
>>fin<< Tom's house is only three blocks away from here.	Tomin talo on vain kolmen korttelin päässä täältä.
>>fin<< Tom, Mary and John shared the cost of the party.	Tom, Mari ja Joni jakoivat keskenään juhlien kulut.
>>fin<< Trees give off oxygen and absorb carbon dioxide.	Puut sitovat hiilidioksidia ja tuottavat happea.
>>fin<< Try as you may, you will never get him to agree.	Yritä vaan, et saa häntä suostumaan.
>>fin<< We drank cappuccinos and talked about old times.	Joimme cappuccinot ja juttelimme vanhoista ajoista.
>>fin<< We had better leave her alone for a few minutes.	Meidän olisi parempi jättää hänet yksin muutamaksi minuutiksi.
>>fin<< We have extracurricular activities after school.	Meillä on koulun jälkeen opetusohjelmaan kuulumattomia aktiviteetteja.
>>fin<< We often hear about an energy crisis these days.	Kuulemme nykyään usein energiakriisistä.
>>fin<< We pigged out on pizza and chicken at lunchtime.	Ahdoimme pizzaa ja kanaa napaamme lounasaikaan.
>>fin<< We stayed at a small hotel just outside of town.	Yövyimme pienessä hotellissa hiukan kaupungin ulkopuolella.
>>fin<< We took a ferry from the island to the mainland.	Tulimme saarelta mantereelle lautalla.
>>fin<< We want to congratulate them on their good work.	Haluamme onnitella heitä heidän hyvästä työstään.
>>fin<< We'll just have to wait until something happens.	Meidän täytyy vain odottaa kunnes jotain tapahtuu.
>>fin<< What do you find so interesting about squirrels?	Mikä sinusta on niin kiinnostavaa oravissa?
>>fin<< What do you find so interesting about squirrels?	Mikä sinua kiehtoo oravissa?
>>fin<< What you did was very dangerous and very stupid.	Se mitä teit oli todella vaarallista ja todella typerää.
>>fin<< What's the difference between jam and marmalade?	Mikä on hillon ja marmelaadin ero?
>>fin<< When I grow up, I want to be an English teacher.	Haluan olla englannin opettaja isona.
>>fin<< When I grow up, I want to be an English teacher.	Minä haluan olla englannin opettaja isona.
>>fin<< When I grow up, I'm going to get married to Tom.	Sitten kun minä kasvan isoksi, aion mennä naimisiin Tomin kanssa.
>>fin<< When I was a child, I used to swim in that pond.	Kun minä olin lapsi, niin minä uin tuossa lammessa.
>>fin<< When he retired, his son took over his business.	Kun hän eläköityi, hänen poikansa jatkoi hänen yritystään.
>>fin<< When she was reading the letter, she looked sad.	Hän näytti surulliselta kun hän luki kirjeen.
>>fin<< Where are you all going so early in the morning?	Minne te kaikki olette menossa näin aamuvarhain?
>>fin<< Where are you all going so early in the morning?	Minne te kaikki olette menossa näin aikaisin aamusta?
>>fin<< Where do you plan to spend your summer vacation?	Missä aiot viettää kesälomasi?
>>fin<< Why don't you tell me why you think it happened?	Mitä jos kertoisit minulle miksi luulet niin tapahtuneen?
>>fin<< Would you mind if I ask you a personal question?	Pahastutko jos kysyn sinulta henkilökohtaisen kysymyksen?
>>fin<< Wouldn't you like to know who donated the money?	Etkö haluaisi tietää mihin lahjoitimme rahat?
>>fin<< You are not a good person. You know that, right?	Et ole mikään hyvä ihminen. Tiedät kai sen?
>>fin<< You are the last person that I expected to meet.	Olet viimeinen henkilö jonka odotin tapaavani.
>>fin<< You guys don't think they'd beat Tom up, do you?	Te kaverit ette kai luule, että ne hakkaisivat Tomin, ettehän.
>>fin<< You may not remember me, but we met last summer.	Et välttämättä muista minua, mutta tapasimme viime kesänä.
>>fin<< You ought to keep quiet when people are talking.	Sinun pitäisi pysyä hiljaa kun ihmiset puhuvat.
>>fin<< You should call your mother as soon as possible.	Sinun pitäisi soittaa äidillesi mahdollisimman pian.
>>fin<< You should just do what Tom is asking you to do.	Sinun pitäisi vain tehdä mitä Tom pyytää sinua tekemään.
>>fin<< You should try to get along with your neighbors.	Yritä tulla toimeen naapureidesi kanssa.
>>fin<< You shouldn't judge people based on their names.	Sinun ei pitäisi tuomita ihmisiä heidän nimiensä perusteella.
>>fin<< You shouldn't try to force your ideas on others.	Sinun ei pitäisi yrittää tyrkyttää ajatuksiasi muille.
>>fin<< You were nodding off at times during my lecture.	Torkahtelit välillä luentoni aikana.
>>fin<< You wouldn't happen to have a pencil, would you?	Ei kai sinulla sattuisi olemaan kynää?
>>fin<< You'd be surprised what you can learn in a week.	Yllättyisit siitä mitä voit oppia viikossa.
>>fin<< You're not seriously considering going, are you?	Ethän sinä vakavissasi ole menossa, ethän?
>>fin<< Your French is really good. Where did you study?	Puhut todella hyvin ranskaa. Missä opiskelit sitä?
>>fin<< Your job is to make sure Tom does his job right.	Sinun työsi on varmistaa, että Tom tekee työnsä oikein.
>>fin<< "How many pumpkins do you want?" "Three, please."	"Kuinka monta kurpitsaa haluat?" – "Kolme, ole hyvä."
>>fin<< "I'll do it tomorrow." "You said that yesterday!"	"Teen sen huomenna." "Sanoit noin jo eilen!"
>>fin<< "Is your father busy?" "No, I don't think he is."	”Onko isälläsi kiireitä?” ”En usko että on.”
>>fin<< "Is your father busy?" "No, I don't think he is."	”Onko isälläsi kiire?” ”Enpä usko, että on.”
>>fin<< A chain of events led to the outbreak of the war.	Tapahtumaketju johti sodan puhkeamiseen.
>>fin<< A doctor told me that eating eggs was bad for me.	Lääkäri kertoi minulle, että kananmunien syöminen tekee minulle huonoa.
>>fin<< A fast walker can walk six kilometers in an hour.	Nopea kävelijä voi kävellä kuusi kilometria tunnissa.
>>fin<< A fire broke out in this neighborhood last night.	Tällä asuinalueella syttyi tulipalo viime yönä.
>>fin<< A friend of mine asked me to send her a postcard.	Ystäväni pyysi lähettämään postikortin.
>>fin<< A great deal has happened while you've been away.	Paljon on tapahtunut sinun poissaollessasi.
>>fin<< A great number of books are published every year.	Suuri määrä kirjoja julkaistaan joka vuosi.
>>fin<< A great revolution has taken place in technology.	Suuri mullistus on tapahtunut teknologiassa.
>>fin<< A group of foreigners arrived in Edo, i.e. Tokyo.	Ryhmä ulkomaalaisia saapui Edoon, toisin sanoen Tokioon.
>>fin<< A guy named Tom was looking for you this morning.	Tom-niminen tyyppi etsi sinua tänä aamuna.
>>fin<< A long piece of thread easily becomes tangled up.	Pitkä lanka menee helposti solmuun.
>>fin<< A lot of members assisted at the general meeting.	Useita jäseniä oli läsnä vuosikokouksessa.
>>fin<< A lot of members assisted at the general meeting.	Useat jäsenet osallistuivat yleiskokoukseen.
>>fin<< A lot of passengers were injured in the accident.	Onnettomuudessa vahingoittui useita matkustajia.
>>fin<< A lot of young people went to Hawaii this summer.	Monet nuoret ihmiset kävivät Hawaijilla tänä kesänä.
>>fin<< A man who smacks his wife around is contemptible.	Vaimoaan lyövä mies on alhainen.
>>fin<< A monument was erected in memory of the deceased.	Muistomerkki pystytettiin edesmenneiden muistolle.
>>fin<< A monument was erected in memory of the deceased.	Monumentti pystytettiin menehtyneiden muistolle.
>>fin<< A party was held in honor of the visiting writer.	Juhlat järjestettiin vierailevan kirjailijan kunniaksi.
>>fin<< After an absence of ten months, he returned home.	Oltuaan poissa 10 kuukautta, hän palasi kotiin.
>>fin<< Against the snow, the white rabbit was invisible.	Lunta vasten valkoinen jänis oli näkymätön.
>>fin<< All things considered, she is a fairly good wife.	Kaiken kaikkiaan on hän melko hyvä vaimo.
>>fin<< All things considered, she is a fairly good wife.	Kaiken kaikkiaan hän on melko hyvä vaimo.
>>fin<< All things considered, she is a fairly good wife.	Kaiken kaikkiaan on hän aika hyvä vaimo.
>>fin<< All things considered, she is a fairly good wife.	Kaiken kaikkiaan hän on aika hyvä vaimo.
>>fin<< All things considered, she is a fairly good wife.	Kaiken kaikkiaan hän on jokseenkin hyvä vaimo.
>>fin<< All things considered, she is a fairly good wife.	Kaiken kaikkiaan on hän jokseenkin hyvä vaimo.
>>fin<< All things considered, she is a fairly good wife.	Kaiken kaikkiaan on hän kohtuullinen vaimo.
>>fin<< All things considered, she is a fairly good wife.	Kaiken kaikkiaan hän on kohtuullinen vaimo.
>>fin<< Anything that is too stupid to be spoken is sung.	Kaikki, mikä on liian tyhmää sanottavaksi, lauletaan.
>>fin<< Are you sure you don't want to study at my house?	Oletko varma, että et halua opiskella minun luonani?
>>fin<< As the crow flies, it's about 20 miles from here.	Se on täältä noin 20 mailia linnuntietä.
>>fin<< At dinner time, don't speak with your mouth full.	Ruoka-aikana älä puhu ruoka suussa.
>>fin<< Cambodia appealed to the United Nations for help.	Kambodža pyysi apua Yhdistyneiltä kansakunnilta.
>>fin<< Cambodia appealed to the United Nations for help.	Kambodža pyysi Yhdistyneitä kansakuntia apuun.
>>fin<< Cambodia appealed to the United Nations for help.	Kambodža pyysi Yhdistyneitä kansakuntia avuksi.
>>fin<< Cambodia appealed to the United Nations for help.	Kambodža pyysi YK:ta apuun.
>>fin<< Cambodia appealed to the United Nations for help.	Kambodža pyysi YK:lta apua.
>>fin<< Cambodia appealed to the United Nations for help.	Kambodža pyysi apua YK:lta.
>>fin<< Can I count on you being at the meeting tomorrow?	Voinko luottaa siihen, että olet huomenna kokouksessa?
>>fin<< Can a child of her age distinguish good from bad?	Voiko hänen ikäisensä lapsi erottaa hyvän pahasta?
>>fin<< Can you drive me to the airport tomorrow morning?	Voitko viedä minut lentokentälle huomenna aamulla?
>>fin<< Come closer and have a good look at this picture.	Tule lähemmäs ja katso kuvaa tarkasti.
>>fin<< Did you check all the items on the shopping list?	Merkitsitkö raksin ostoslistan kaikkiin kohtiin?
>>fin<< Do you consider yourself a fluent French speaker?	Puhutko omasta mielestäsi ranskaa sujuvasti?
>>fin<< Do you consider yourself a fluent French speaker?	Puhutko omasta mielestäsi sujuvasti ranskaa?
>>fin<< Do you consider yourself a fluent French speaker?	Puhutko omasta mielestäsi sujuvaa ranskaa?
>>fin<< Do you consider yourself a fluent French speaker?	Onko ranskasi omasta mielestäsi sujuvaa?
>>fin<< Do you know how much strawberries cost right now?	Tiedätkö mitä mansikat maksavat tätä nykyä?
>>fin<< Do you know what time the shopping center closes?	Tiedätkö moneltako ostari menee kiinni?
>>fin<< Do you really think this will ruin my reputation?	Oletko todellakin sitä mieltä, että tämä pilaa maineeni?
>>fin<< Does anybody have a logical explanation for this?	Onko kenelläkään tähän loogista selitystä?
>>fin<< Don't count your chickens before they're hatched.	Älä nuolaise ennen kuin tipahtaa.
>>fin<< Don't you think most Japanese students work hard?	Etkö ole sitä mieltä, että suurin osa japanilaisista opiskelijoista työskentelee kovasti?
>>fin<< Everybody knows Tom can't speak French very well.	Jokainen tietää ettei Tom osaa puhua ranskaa kovin hyvin.
>>fin<< Everyone was surprised when I went into the room.	Kaikki olivat yllättyneitä kun menin huoneeseen.
>>fin<< Excuse me, could you pass me the salt and pepper?	Anteeksi, voisitko ojentaa suolan ja pippurin?
>>fin<< Four percent inflation is forecast for this year.	Neljän prosentin inflaatio on tämän vuoden ennuste.
>>fin<< Have you ever been treated for a mental disorder?	Oletko koskaan saanut hoitoa mielenhäiriön vuoksi?
>>fin<< Having finished his work, he telephoned his wife.	Saatuaan työnsä valmiiksi hän soitti vaimolleen.
>>fin<< He and his sisters are currently living in Tokyo.	Hän siskoineen asuu nykyään Tokiossa.
>>fin<< He couldn't stand being away from his girlfriend.	Hän ei kestänyt olla poissa tyttöystävänsä luota.
>>fin<< He doesn't mean to be mean. It's just his nature.	Hän ei ole tarkoituksella ilkeä. Se on vain hänen luontonsa.
>>fin<< He is happiest when he is with his grandchildren.	Hän on onnellisin lastenlastensa kanssa.
>>fin<< He is happiest when he is with his grandchildren.	Hän on onnellisin ollessaan lastenlastensa kanssa.
>>fin<< He is happiest when he is with his grandchildren.	Hän on onnellisin, kun on lastenlastensa kanssa.
>>fin<< He is prime minister in name, but not in reality.	Hän on vain nimellisesti pääministeri.
>>fin<< He is serving a three-year sentence for burglary.	Hän kärsii kolmen vuoden tuomiota murtovarkaudesta.
>>fin<< He is very knowledgeable about French literature.	Hän on hyvin perehtynyt ranskalaiseen kirjallisuuteen.
>>fin<< He is very knowledgeable about French literature.	Hän on hyvin perillä ranskalaisesta kirjallisuudesta.
>>fin<< He looks young, but in reality he is past thirty.	Hän näyttää nuorelta, mutta todellisuudessa hän on yli kolmenkympin.
>>fin<< He never fails to write to his mother every week.	Hän kirjoittaa äidilleen poikkeuksetta joka viikko.
>>fin<< He never had enough food to give to someone else.	Hänellä ei koskaan ollut tarpeeksi ruokaa toiselle annettavaksi.
>>fin<< He played golf day after day during his vacation.	Hän pelasi golfia päivästä päivään lomansa aikana.
>>fin<< He pulled the wounded soldier to the nearby bush.	Hän raahasi haavoittuneen sotilaan läheiseen pusikkoon.
>>fin<< He said that he was going home the following day.	Hän sanoi, että hän oli menossa kotiin seuraavana päivänä.
>>fin<< He thanked the host for the very enjoyable party.	Hän kiitti isäntää hyvin nautittavasta juhlasta.
>>fin<< He was made to wait at the station for two hours.	Häntä odotutettiin kaksi tuntia asemalla.
>>fin<< He's not smart enough to add numbers in his head.	Hän ei ole tarpeeksi fiksu laskeakseen lukuja yhteen päässään.
>>fin<< He's on a diet because he is a little overweight.	Hän on dieetillä, koska hän on vähän ylipainoinen.
>>fin<< He's on a diet because he is a little overweight.	Hän on laihdutuskuurilla, koska hänellä on hieman ylipainoa.
>>fin<< His wife being out, he cooked dinner for himself.	Hänen vaimonsa oli poissa kotoa, joten hän valmisti illallisensa itse.
>>fin<< His wife being out, he cooked dinner for himself.	Hän valmisti illallisensa yksin, koska hänen vaimonsa oli poissa kotoa.
>>fin<< How come you know so much about Japanese history?	Miten tiedät niin paljon Japanin historiasta?
>>fin<< How did you reach such an interesting conclusion?	Miten päädyit niin mielenkiintoiseen johtopäätökseen?
>>fin<< How did you reach such an interesting conclusion?	Miten päädyitte niin mielenkiintoiseen johtopäätökseen?
>>fin<< How did you reach such an interesting conclusion?	Miten tulitte niin mielenkiintoiseen johtopäätökseen?
>>fin<< How did you reach such an interesting conclusion?	Miten tulit niin mielenkiintoiseen johtopäätökseen?
>>fin<< How many Christmas cards did you write last year?	Kuinka monta joulukorttia kirjoitit viime vuonna?
>>fin<< How many flights to New York do you offer a week?	Montako lentoa viikossa teillä on New Yorkiin?
>>fin<< How much do you charge for cleaning a wool dress?	Paljonko veloitatte villamekon puhdistamisesta?
>>fin<< How much longer are you going to be sitting here?	Kuinka kauan aiot vielä istua täällä?
>>fin<< Hundreds of thousands of people were out of work.	Sadat tuhannet ihmiset olivat ilman työtä.
>>fin<< I agree with you that the actor is very talented.	Olen samaa mieltä kanssasi että näyttelijä on lahjakas.
>>fin<< I always take what Tom says with a grain of salt.	Minä suhtaudun aina Tomin sanomisiin varauksella.
>>fin<< I can tell you if you promise not to tell anyone.	Voin kertoa sinulle, jos lupaat, ettet kerro kenellekään.
>>fin<< I can't explain the difference between those two.	En osaa selittää niiden kahden eroa.
>>fin<< I can't explain the difference between those two.	En osaa selittää niiden kahden välistä eroa.
>>fin<< I caught a big fish yesterday with my bare hands.	Nappasin ison kalan eilen paljain käsin.
>>fin<< I couldn't invite him. We're not well acquainted.	En voinut kutsua häntä. Me emme ole hyviä tuttavia.
>>fin<< I didn't get a chance to introduce myself to her.	En saanut tilaisuutta esittäytyä tytölle.
>>fin<< I didn't know Tom could speak French so fluently.	En tiennyt, että Tomi osaa puhua ranskaa niin sujuvasti.
>>fin<< I don't know what to say to make you feel better.	En tiedä mitä sanoa, että sinulle tulisi parempi olla.
>>fin<< I don't know whether Tom still lives here or not.	En tiedä asuuko Tom täällä enää vai ei.
>>fin<< I don't think Tom did what you think that he did.	En usko, että Tom teki, mitä sinä luulet hänen tehneen.
>>fin<< I don't think Tom understands what you're saying.	En usko, että Tom ymmärtää, mitä sanot.
>>fin<< I don't think Tom will ever come back here again.	En usko, että Tom tulee enää ikinä takaisin tänne.
>>fin<< I don't think it would be wise to argue with Tom.	Luulen, että ei ole viisasta väitellä Tomin kanssa.
>>fin<< I don't think you could ever do that by yourself.	En usko, että voisit ikinä tehdä sitä itseksesi.
>>fin<< I don't want Tom making the same mistakes I made.	En tahdo Tomin tekevän samoja virheitä kuin minä.
>>fin<< I feel more alert after drinking a cup of coffee.	Olen valppaampi juotuani kupin kahvia.
>>fin<< I feel sort of dizzy and I feel like throwing up.	Minua huimaa ja tuntuu siltä, että oksennan kohta.
>>fin<< I had no choice but to do what Tom told me to do.	Minulla ei ollut muuta vaihtoehtoa kuin tehdä, mitä Tom käski minun tehdä.
>>fin<< I have a doctor's appointment tomorrow afternoon.	Minulla on lääkärinaika huomenna iltapäivällä.
>>fin<< I have a friend whose father is a famous pianist.	Minulla on ystävä, jonka isä on tunnettu pianisti.
>>fin<< I have a load of work to do before I can go home.	Minulla on kasapäin töitä tehtävänä ennen kuin voin mennä kotiin.
>>fin<< I have difficulty pronouncing consonant clusters.	Minulla on vaikeuksia lausua konsonanttiryppäitä.
>>fin<< I have proof that Tom is the one who killed Mary.	Minulla on todisteita, jotka osoittavat, että Tomi oli se, joka tappoi Marin.
>>fin<< I have to write a letter. Do you have some paper?	Minun täytyy kirjoittaa kirje. Onko sinulla paperia?
>>fin<< I heard that Tom was mean to his last girlfriend.	Kuulin, että Tom oli ilkeä viimeisimmälle tyttöystävälleen.
>>fin<< I hope the new plan will work out satisfactorily.	Toivon, että uusi suunnitelma toimii tyydyttävästi.
>>fin<< I kept him company while his wife was in surgery.	Pidin hänelle seuraa sillä aikaa, kun hänen vaimonsa oli leikkauksessa.
>>fin<< I know a great Italian restaurant on Park Street.	Minä tiedän loistavan italialaisen Puistokadulla.
>>fin<< I know that Tom and Mary both have to leave soon.	Tiedän että Tomin ja Marin täytyy kummankin lähteä pian.
>>fin<< I know what you're implying, and I don't like it.	Mä tiedän, mitä sä vihjailet, ja mä en pidä siitä.
>>fin<< I left my umbrella here, but now I can't find it.	Jätin sateenvarjoni tänne, mutta nyt en pysty sitä löytämään.
>>fin<< I like the gray sweater more than the purple one.	Pidän enemmän harmaasta villapaidasta kuin purppurasta.
>>fin<< I never let facts get in the way of a good story.	En koskaan anna tosiasioiden häiritä hyvää tarinaa.
>>fin<< I never let facts get in the way of a good story.	En koskaan anna faktojen häiritä hyvää tarinaa.
>>fin<< I often go out for a short walk just after lunch.	Minä menen usein kävelylle heti lounaan jälkeen.
>>fin<< I put ten thousand yen into the bank every month.	Laitan joka kuukausi pankkiin kymmenentuhatta jeniä.
>>fin<< I put ten thousand yen into the bank every month.	Laitan joka kuukausi säästöön kymmenentuhatta jeniä.
>>fin<< I think I'll go visit Tom and see how he's doing.	Taidanpa lähteä Tomille katsomaan miten hän voi.
>>fin<< I think that it was probably Friday of last week.	Se oli luultavasti viime viikon perjantai.
>>fin<< I think that you should add a little more pepper.	Minusta sinun pitäisi lisätä hieman pippuria.
