>>ara<< Hi.	مرحبًا.
>>ara<< I think that you're doing the right thing.	أعتقد بأنك تفعل الصواب
>>ara<< I was about to go out when the phone rang.	كنت على وشك الذهاب عندما رَنّ الهاتف.
>>ara<< I was going to write to you, but I forgot.	كنت سأراسلك ولكني نسيت.
>>ara<< I was hoping Tom could lend me some money.	كُنتُ آملُ أنْ يُقرِضني توم بَعضَ النُّقودِ
>>ara<< I went to many shops to look for the book.	ذهبت إلى العديد من المتاجر للبحث عن الكتاب.
>>ara<< I wish I could forget about that incident.	ليتني كنت قادرا على نسيان تلك الحادثة.
>>ara<< I'll never forget how helpful you've been.	لن أنس مدى مساعدتك لي.
>>ara<< I'm busy now. Let's talk about this later.	أنا مشغول الآن. يمكننا الحديث عن هذا الموضوع لاحقًا.
>>ara<< I've just finished watching episode three.	انتهيت لتوّي من مشاهدة الحلقة الثالثة.
>>ara<< If you do it, I might be able to help you.	إذا فعلت ذلك, قد أكون قادر على مساعدتك.
>>ara<< If you don't hurry, you'll miss the train.	إذا لم تسرع سيفوتك القطار.
>>ara<< If you need an umbrella I'll lend you one.	إن كنت تحتاج مظلةً، فسأعيرك واحدةً.
>>ara<< If you want to succeed in life, work hard.	إن أردت النجاح في حياتك فاعمل بجد.
>>ara<< It is no use trying to solve this problem.	لا فائدة من محاولة حل هذه المسألة.
>>ara<< It sounds like they're not going to leave.	يبدو كأنهم لن يغادروا.
>>ara<< It was unclear who carried out the attack.	لم يكن واضحا من الذين نفذوا الهجوم
>>ara<< It wasn't the first time they had done it.	إنها لم تكن أول مرة يفعلوها.
>>ara<< It's better for you to stay away from Tom.	من الأفضل لك أن تبقى بعيداً عن توم.
>>ara<< Japanese tourists abroad are big spenders.	السياح اليابانيون في الخارج هم اكبر منفقي النقود .
>>ara<< Japanese tourists can be found everywhere.	يمكن ايجاد السياح اليابانيين في كل مكان .
>>ara<< Law and politics are two different things.	القانون والسياسة هما شيئان مختلفان.
>>ara<< Maybe I shouldn't invite Tom to the party.	ربما علي أن لا أدعوا توم إلى الحفلة.
>>ara<< My alarm clock didn't go off this morning.	لم ترن ساعتي المنبهة هذا الصباح.
>>ara<< My aunt showed me how to make good coffee.	علمتني عمتي كيف أحضّر قهوةً لذيذة.
>>ara<< My father contracted pneumonia last month.	أصيب أبي بذات الرئة الشهر الماضي.
>>ara<< My favorite music instrument is the flute.	آلتي الموسيقية المضلة هي الناي.
>>ara<< Our family has lived here for generations.	عاشت عائلتنا هنا لأجيال خلت.
>>ara<< Our teacher will go to the USA next month.	سيذهب أستاذنا إلى الولايات المتحدة الشهر القادم.
>>ara<< Our teacher will go to the USA next month.	سيسافر معلمنا إلى أمريكا الشهر المقبل.
>>ara<< She advised him not to use too much sugar.	نصحته ألا يضع الكثير من السكر.
>>ara<< She advised him not to use too much sugar.	نصحته بألا يكثر من السكر.
>>ara<< She didn't even try to do the right thing.	لم تحاول حتى ان تفعل الشيء الصحيح
>>ara<< She likes music better than anything else.	تحب الموسيقى أكثر من أي شيء آخر.
>>ara<< She looked as if she hadn't eaten in days.	بدت و كأنها لم تأكل منذ أيام.
>>ara<< She may have left her umbrella on the bus.	ربّما نسيت المظلّة في الحافلة.
>>ara<< She resembles her mother in every respect.	تشبه والدتها في كل شيء.
>>ara<< She smiled and accepted my little present.	ابتسمت وقبلت هديتي الصغيرة.
>>ara<< She was advised by him to give up smoking.	تم نصحهها من قبله للتخلي عن التدخين.
>>ara<< Shouldn't you be getting ready for school?	ألا يفترضُ بك أن تستعد للمدرسة؟
>>ara<< Since you're here, we might as well begin.	بما أنك هنا، لعلنا نبدأ.
>>ara<< Some of my friends can speak English well.	بعض أصدقائي يمكنهم تحدث الإنجليزية جيداً.
>>ara<< Switch on the light. I can't see anything.	أشعل الضوء. لا يمكنني أن أرى شيئاً.
>>ara<< That feast was one of the best I ever had.	كانت الوليمة من أطيب ما ذقت.
>>ara<< That's the stupidest thing I've ever said.	هذا أغبى ما قُلتُه على الإطلاق.
>>ara<< That's the ugliest snowman I've ever seen.	هذا أبشع رجل ثلجي رأيته أبدا.
>>ara<< That's what I wanted to talk to you about.	أردت الحديث معك عن هذا الأمر.
>>ara<< The girl released the birds from the cage.	الفتاة حررت الطيور من القفص.
>>ara<< The girl screamed when she saw the flames.	صرخت الفتاة حين رأت ألسنة اللهب.
>>ara<< The opening address alone lasted one hour.	خطاب الافتتاح وحده دام ساعة.
>>ara<< The town is always crawling with tourists.	البلدة دائما ما تدب بالسياح .
>>ara<< They've decided to get married next month.	قررا الزواج الشهر المقبل.
>>ara<< This is the very CD I've been looking for.	هذه هي الأسطوانة نفسها التي كنت أبحث عنها.
>>ara<< Tom and Mary don't live in the same state.	توم وماري لا يعيشون فى نفس الولاية.
>>ara<< Tom and Mary live in a house by the river.	يعيش توم وماري في بيت بمحاذاة نهر
>>ara<< Tom and Mary watched a nature documentary.	شاهد سامي وليلى وثائقيًا عن الطبيعة.
>>ara<< Tom doesn't seem to know a lot about Mary.	لا يبدو بأن توم يعرف الكثير عن ماري.
>>ara<< Tom hasn't written to Mary in a long time.	لم يراسل توم ماري منذ زمن بعيد.
>>ara<< Tom hopes you're able to attend his party.	يأمل توم بأن تكون قادراً على حضور حفلته
>>ara<< Tom is able to speak three languages well.	توم يستطيع ان يتحدث ثلاث لغات جيدا
>>ara<< Tom is extremely handsome and he knows it.	توم فائق الجمال وهو يعلم ذلك.
>>ara<< Tom is going to boarding school next year.	سيذهب توم إلى مدرسة داخلية في العام القادم.
>>ara<< Tom is going to pay for what he did to us.	سيدفع توم ثمن فعلته بنا.
>>ara<< Tom is going to pay for what he did to us.	سيدفع توم ثمن ما فعله بنا.
>>ara<< Tom is planning to study abroad next year.	يخطط توم للدراسة بالخارج السنة القادمة.
>>ara<< Tom isn't strict enough with his students.	توم ليس صارماً بما فيهِ الكفاية مع طلابه.
>>ara<< Tom just loves pineapple upside-down cake.	يحب توم كعكة الأناناس المقلوبة كثيرا.
>>ara<< Tom likes to do almost everything himself.	غالبًا يُفضل توم عمل الأشياء بنفسه
>>ara<< Tom looks like a typical American tourist.	توم يبدو وكأنه سائح امريكي نموذجي .
>>ara<< Tom said Mary wasn't reluctant to do that.	قال توم: ماري لم تكن متردده في فعل ذلك.
>>ara<< Tom said that he needs to call the police.	قال توم أنه يحتاج إلى أن يتصل بالشرطة.
>>ara<< Tom told me that I shouldn't ever do that.	أخبرني توم بألّا أفعل ذلك أبدًا.
>>ara<< Tom used to work for a big firm in Boston.	كان توم يعمل لمؤسسة كبيرة في بوسطن.
>>ara<< Tom was hit by a truck and died instantly.	توم صدمته شاحنة ومات في الحال
>>ara<< Tom would like to speak to you in private.	توم يريد محادثتك على انفراد.
>>ara<< Tom's horse reared suddenly and threw him.	شبَ حصان توم فجأة و القاه ارضاً.
>>ara<< What time will the flight arrive in Tokyo?	متى ستصل الطائرة إلى طوكيو؟
>>ara<< Which color do you like more, blue or red?	أي لون تفضل؟ الأزرق أم الأحمر؟
>>ara<< Which color do you like more, blue or red?	أي لون تحب أكثر؟ الأزرق أم الأحمر؟
>>ara<< Who knows what might happen in the future?	من يعلم ما قد يحصل مستقبلًا؟
>>ara<< Why don't you just start at the beginning?	لم لا تبدأ من البداية؟
>>ara<< Why is he angry about something like that?	لماذا هو غاضب بسبب شيء مثل ذلك؟
>>ara<< Why is he angry about something like that?	لمَ هو غاضب على شيء مثل هذا؟
>>ara<< Will you help me with my English homework?	هلّا ساعدتني في واجب اللغة الإنجليزية؟
>>ara<< Will you make a list of issues to discuss?	أيمكنك عمل قائمة بالمسائل التي ستناقش؟
>>ara<< You don't know what you are doing, do you?	لا تدري ماذا تفعل، أليس كذلك؟
>>ara<< You must consider this problem as a whole.	يجب عليك أن تنظر في هذه المشكلة بشكلٍ كلي.
>>ara<< You run into Japanese tourists everywhere.	انت تواجه السياح اليابانيين في كل مكان .
>>ara<< You should really tell Tom not to do that.	يجب عليك حقًّا أن تخبر توم ألا يفعل ذلك.
>>ara<< You were talking in your sleep last night.	كنت تتحدث في نومك البارحة.
>>ara<< You'll learn how to do it sooner or later.	ستتعلم كيف تفعلها عاجلًا أو آجلًا.
>>ara<< All Tom really needed was to be left alone.	كل ما كان توم يحتاجه كان أن يُترك وحيداً.
>>ara<< All Tom really wanted was something to eat.	كل ما كان يحتاجه توم حقاً كان شيئاً ما ليأكله.
>>ara<< All you have to do is read these two pages.	كل ما عليك فعله هو قراءة هاتين الصفحتين.
>>ara<< Could you please repeat what you just said?	هل يمكنك أن تكرر ما قلته للتو؟
>>ara<< Did you find the book you were looking for?	أوجدت الكتاب الذي كنت تبحث عنه؟
>>ara<< Did you forget to lock the door last night?	هل نسيت إقفال الباب اللّيلة الماضية؟
>>ara<< Didn't it occur to you to shut the windows?	ألم يخطر لك أن تغلق النوافذ؟
>>ara<< Do you have anything to say regarding this?	هل لديك ما تقوله بخصوص هذا الأمر؟
>>ara<< Do you have anything to say regarding this?	أعندك أي شيء تريد قوله بخصوص هذا الموضوع؟
>>ara<< Do you have one a little bigger than these?	هل عندك واحد أكبر قليلًا من هذه؟
>>ara<< Do you know which one of those guys is Tom?	أتعرف مَن يكون توم من بين هؤلاء؟
>>ara<< Do you remember the town where he was born?	هل تذكر المدينة الذي ولد بها؟
>>ara<< Don't forget to put a stamp on your letter.	لا تنسَ أن تضع طابعاً على رسالتك.
>>ara<< Don't worry about the results of your test.	لا تقلق بشأن نتائج إختبارك.
>>ara<< Don't worry about the results of your test.	لا تقلق بشأن نتائج إمتحانك.
>>ara<< Englishmen are, on the whole, conservative.	الإنجليز أكثرهم محافظين.
>>ara<< Every word in this dictionary is important.	كل كلمة في هذا القاموس مهمة.
>>ara<< Everybody knows that two and two make four.	يعلم الجميع أن اثنين زائد اثنين تساوي أربعة.
>>ara<< Falling rocks present a danger to climbers.	الصخور الواقعة تشكل خطرا على المتسلقين.
>>ara<< Generally speaking, history repeats itself.	على العموم ، التاريخ يكرّر نفسه.
>>ara<< Generally speaking, history repeats itself.	غالباً ما يعيد التاريخ نفسه.
>>ara<< Generally speaking, savings are increasing.	عموماً ، مدّخرات الأفراد في اِزدياد.
>>ara<< Guns don't kill people. People kill people.	الأسلحة النارية ليست من يقتل البشر. البشر هم من يقتل البشر.
>>ara<< He is concerned about his father's illness.	إنه قلق بسبب مرض والده.
>>ara<< He is one of the greatest artists in Japan.	هو أحد أعظم فناني اليابان.
>>ara<< He was known to the English as King Philip.	عرفه الإنجليز باسم الملك فيليب.
>>ara<< He was so mad that he forgot to eat dinner.	كان غاضباً لدرجة أنّه نسي أن يتناول طعام العشاء.
>>ara<< I am going to play tennis in the afternoon.	سألعب التنس بعد الظهر.
>>ara<< I am hoping to get two copies of this book.	آمل أن أحصل على نسختين من هذا الكتاب.
>>ara<< I called you in here to ask you a question.	لقد دعوتك إلی هنا لأسألك سؤالا
>>ara<< I don't like to cook when it's hot outside.	لا أحب أن أطبخ عندما يكون الجو حارّاً.
>>ara<< I don't want to hear another word about it!	لا أُريد أن أسمع كلمة أُخرىَ عن هذا!
>>ara<< I first used a computer about 40 years ago.	أول استخدام لي للحاسوب كان منذ 40 سنة خلت.
>>ara<< I had no choice but to stay in bed all day.	لم يكن لدي خيار سوی الاستلقاء علی السرير طوال اليوم.
>>ara<< I have something that I want to say to you.	هناك ما أريد قوله لك.
>>ara<< I have to take my medicine every six hours.	يجب أن اخذ الدواء كل ست ساعات
>>ara<< I like animals, for example, cats and dogs.	أنا أُحب الحيوانات, على سبيل المثال, القِطط والكلاب.
>>ara<< I love him more than any of the other boys.	أحبه أكثر من بقية الأولاد.
>>ara<< I think something may have happened to Tom.	أظن أن شيئا ما ربما حدث لتوم.
>>ara<< I think this table takes up too much space.	أعتقد أن هذه الطاولة تأخذ مساحة كبيرة.
>>ara<< I want to thank everyone for their support.	أودُ شُكرَ الجَميعِ لِدَعمِهم
>>ara<< I was only thirteen years old at that time.	كنت أبلغ الثلاثين عاما فقط آنذاك.
>>ara<< I will wait for you in front of the school.	سأنتظرك أمام المدرسة.
>>ara<< I won't play because I've twisted my ankle.	لن العب لانني لويت ذراعي.
>>ara<< I'd be unhappy, but I wouldn't kill myself.	لن أكون سعيدًا، لكن لن أقتل نفسي.
>>ara<< I'd like to introduce some friends of mine.	أريد أن أعرّفك ببعض أصدقائي.
>>ara<< I'll never forget the first time I saw you.	لن أنس أبدا المرّة الأولى التي رأيتك فيها.
>>ara<< I'm afraid Tom doesn't want to talk to you.	أخشى أن توم لا يريد التحدث معك.
>>ara<< I'm getting off the train at the next stop.	سأنزل من القطار عند المحطة القادمة.
>>ara<< I'm going to stay just a little bit longer.	سأبقى أكثر قليلا.
>>ara<< I'm going to take you where you'll be safe.	سآخذك إلى مكان آمن.
>>ara<< I'm going to take you where you'll be safe.	سآخذك إلى مكان ستكون فيه في أمان.
>>ara<< I'm not even sure I want to see that movie.	أنا حتى لستُ متأكداً ما إذا كُنتُ أريد أن أرى هذا الفيلم.
>>ara<< I've been looking forward to this all week.	كنت أتطلع لهذا طوال الأسبوع.
>>ara<< If possible, I'd like to receive an answer.	إذا ممكن, أود أن أستلم جواب.
>>ara<< If you want to dance, let's dance together.	إذا اردت أن ترقُص, هيا نرقص معاً.
>>ara<< If you want, I can show you how to do that.	إذا أردت, يمكنني أن أُريك كيف تفعل ذلك.
>>ara<< If you were in my place, what would you do?	ماذا كنتَ ستفعَل لو كنت في مكاني؟
>>ara<< If you were in my place, what would you do?	ماذا كنتِ ستفعَلينَ لو كنتِ في مكاني؟
>>ara<< In Japan a new school year starts in April.	في اليابان السنة الدراسية الجديدة تبدأ في أبريل.
>>ara<< In general, Tom likes to do things himself.	غالبًا يُفضل توم عمل الأشياء بنفسه
>>ara<< Is it true that you weren't here yesterday?	هل صحيح أنك لم تكن هنا البارحة؟
>>ara<< Is the cat on the chair or under the chair?	هل القطة فوق الكرسي أم أسفله ؟
>>ara<< Is the cat on the chair or under the chair?	هل القطة فوق الكرسي أم تحته؟
>>ara<< Is there anyone who might want to hurt Tom?	هل يوجد اي شخص ربما يريد أن يؤذي توم؟
>>ara<< Is there anything else you want to tell me?	هل يوجد أي شيء أخر تريد أن تُخبرني به؟
>>ara<< Is there anything that you want to tell me?	أثمّة ما تريد إخباري عنه؟
>>ara<< It appears to me that you are all mistaken.	يبدو لي أن كلكم مخطئون.
>>ara<< It appears to me that you are all mistaken.	يبدو لي أن جميعكم مخطئون.
>>ara<< It is believed that he was a brave soldier.	يُعتقد أنه كان جنديا شجاعا.
>>ara<< It is clear that he has made a big mistake.	من الواضحِ أنه أرتكب خطأ كبيراً.
>>ara<< It was stupid of me to make such a mistake.	كان من الغباء مني أن أقترف خطأً كهذا.
>>ara<< It's best we don't say anything about that.	من الأفضل أن لا نقول أي شيء حيال هذا.
>>ara<< It's crowded, so let's take the next train.	إن المكان مُزدحم، دعنا نستقل القطار القادم.
>>ara<< It's difficult to learn a foreign language.	تعلم لغة أجنبية صعب.
>>ara<< Let me help you. Your bags look very heavy.	دَعني أُساعدك. حقائبك تبدو ثقيلة.
>>ara<< Let's consider the worst that could happen.	لِنُفَكّر بأسوأ ما يمكن أن يكون قد حصل.
>>ara<< Local shops do good business with tourists.	المتاجر المحلية تقوم بمتاجرة جيدة مع السياح .
>>ara<< Maybe you can tell me where I can find Tom.	ربّما تخبرني عن مكانٍ أجد فيه توم.
>>ara<< Maybe you can tell me where I can find Tom.	ربّما تخبرينني عن مكانٍ أجد فيه توم.
>>ara<< Muslims believe that there is only one God.	يؤمن المسلمون أنّه هناك ربّ واحد فقط.
>>ara<< My mother permitted me to go to the movies.	سمحت لي أمي بأن أذهب إلى السينما.
>>ara<< My name is known to everybody in my school.	اسمي معروف لدى الجميع في مدرستي.
>>ara<< My older sister often drinks tea with milk.	عادةً ما تشرب أختي الكبيرة الشاي مع الحليب.
>>ara<< My older sister often drinks tea with milk.	كثيراً ما تشرب أختي الكبرى الشاي بالحليب.
>>ara<< Never in my life have I heard such a thing.	لم أسمع في حياتي بهذا البتة.
>>ara<< Norway is the richest country in the world.	النرويج هي أغنى دولةٍ في العالم.
>>ara<< Promise me you won't get mad if I tell you.	عدني أنك لن تغضب إن قلت لك.
>>ara<< Recent advances in medicine are remarkable.	التطورات الاخيرة في الدواء جديرة بالملاحظة
>>ara<< She has made the same mistake as last time.	ارتكبت نفس الخطأ مرّة أخرى.
>>ara<< She spent her life in pursuit of the truth.	أمضت حياتها في السعي وراء الحقيقة.
>>ara<< She's busy now, so she can't talk with you.	إنها مشغولة الآن, لذا لا تستطيع التحدث معك.
>>ara<< Success in life calls for constant efforts.	النجاح في الحياة يتطلب جهودًا متواصلة.
>>ara<< The children love listening to fairy tales.	الأطفال يحبون الاستماع إلى القصص الخيالية.
>>ara<< The doctor advised that she take a holiday.	نصحها الطبيب بأخذ إجازة.
>>ara<< The doctor's office is on the second floor.	عيادة الطبيب في الدور الثاني.
>>ara<< The football players were tired, but happy.	كان لاعبي كرة القدم متعبين لكنّهم سعداء.
>>ara<< The hammer and sickle symbolizes communism.	المطرقة والمنجل يرمزان للشيوعية.
>>ara<< The house standing on the hill is very old.	المنزل الواقف على التلة قديم جداً.
>>ara<< The man who is standing there is my father.	الرجل الذي يقف هناك هو أبي.
>>ara<< The police think that Tom knows who did it.	تظن الشرطة أن سامي يعلم من الفاعل.
>>ara<< The stock reached its high point last July.	وصلت أسعار الأسهم ذروتها في يوليو الماضي.
>>ara<< There are a lot of problems we can't avoid.	هناك الكثير من المشاكل التي لا يمكننا تجنبها.
>>ara<< There's no one in the office at the moment.	لا أحد في المكتب حاليًا.
>>ara<< These three countries were united into one.	إتحدت الدول الثلاث ليكوّنوا دولة واحدة.
>>ara<< They are watching what's happening closely.	إنهم يراقبون ما يحدث عن كثب.
>>ara<< They kept it secret that they were in love.	أبقَوْ حبهما سراً.
>>ara<< This is the first time that I've been here.	هذه المرة الأولى أكون هنا
>>ara<< Those scientists are the cream of the crop.	هؤلاء العلماء هم صفوة الصفوة.
>>ara<< Tom complained that he couldn't find a job.	اشتكي توم من أنه لم يستطع إيجاد وظيفة
>>ara<< Tom didn't show up at the party last night.	لم يأتي توم إلى الحفلة الليلة الماضية.
>>ara<< Tom has been at Mary's house all afternoon.	كانت توم في منزل ماري طوال الظهيرة.
>>ara<< Tom is only pretending he's not interested.	توم فقط يتظاهر بأنه غير مهتم.
>>ara<< Tom said that he wasn't allowed to do that.	قال توم بأنه لم يكن مسموحا له فعل ذلك.
>>ara<< Tom tried to kiss me, but I didn't let him.	حاول سامي تقبيلي ومنعتُه.
>>ara<< Tom wanted to know if Mary had a boyfriend.	أراد توم معرفة ما إن كان لِماري حبيب.
>>ara<< Tom wants me to help him with his homework.	يريد توم منّي مساعدته في حلّ واجبه المنزليّ.
>>ara<< Tom, Mary, John and Alice are all children.	توم وماري وجون كلهم أطفال.
>>ara<< We haven't finished what we have to do yet.	لم نكمل ما علينا إنجازه بعد.
>>ara<< We haven't had those kinds of problems yet.	لم نواجه هكذا مشاكل بعد.
>>ara<< We haven't seen you in the past four years.	لم يرك أحد منذ أربع سنوات.
>>ara<< We haven't seen you in the past four years.	لم نرك منذ أربع سنين.
>>ara<< We must go there whether we like it or not.	علينا الذهاب إلى هناك شئنا أم أبينا.
>>ara<< We must go there whether we like it or not.	يجب أن نذهب إلى هناك سواء أردنا ذلك أم لا.
>>ara<< What time did she arrive at Narita Airport?	متى وصلت إلى مطار ناريتا؟
>>ara<< What would you say if you were in my place?	ماذا كنتَ ستقول لو كنت في مكاني؟
>>ara<< What would you say if you were in my place?	ماذا كُنتِ ستقولينَ لو كنتِ في مكاني؟
>>ara<< What you say does not make any sense to me.	ما تقوله ليس له أيُ معنىً لي.
>>ara<< What's Tom doing here? I didn't invite him.	ماذا يفعل توم هنا؟ لم أرسل له دعوة.
>>ara<< What's the best way to resolve the problem?	ما افضل طريقه لحل المشكله
>>ara<< Where do you intend to spend your vacation?	أين تنوي قضاء عطلتك؟
>>ara<< Why did you lend money to someone like her?	لم أعرت مالا لشخص مثلها؟
>>ara<< Why didn't you do that the way I suggested?	لم لم تقم بذلك كما عرضت الأمر عليك؟
>>ara<< Why didn't you do that the way I suggested?	لم لم تقم بذلك وفقا لاقتراحي؟
>>ara<< Why does Tom have to sit in the back today?	لماذا يجب علي توم الجلوس في الخلف اليوم؟
>>ara<< You have to change trains at the next stop.	عليك أن تركب قطاراً آخر عند المحطة القادمة.
>>ara<< You have to get this work finished by noon.	يجب عليك أن تنهي هذا العمل قبل الظهر.
>>ara<< You have to wait until there's a seat free.	عليك الانتظار حتى يترك أحد مقعده.
>>ara<< You'd be crazy to turn that job offer down.	ستكون أحمق إذا رفضت تلك الفرضة العمل.
>>ara<< You'd better not swim if you've just eaten.	من الأفضل لك ألا تسبح إذا أكلت للتو.
>>ara<< You'll feel better if you take these pills.	ستشعر بتحسن إذا تناولت هذه الحبوب.
>>ara<< You're either with us or you're against us.	أنتَ إما معنا, أو ضدنا.
>>ara<< You're very good at doing that, aren't you?	أنت جيد جدًا في فعل ذلك ، أليس كذلك؟
>>ara<< Your house is three times as large as mine.	بيتك أكبر من بيتي ثلاث مرات.
>>ara<< Your house is three times as large as mine.	منزلك أكبر من منزلي بثلاث مرات.
>>ara<< A bird in the hand is worth two in the bush.	عصفور في اليد خير من عشرة على الشجرة.
>>ara<< A little knowledge can be a dangerous thing.	القليل من المعرفة يمكن أن يكون شيء خطير.
>>ara<< A pelican can fit a lot of fish in its beak.	يمكن للبجعة أن تستوعب الكثير من الأسماك في منقارها.
>>ara<< All Tom really needed was about ten dollars.	كل ما كان يحتاجه توم كان حقاً بخصوص عشرة دولارات.
>>ara<< Are you sure you haven't forgotten anything?	هل أنت متأكد أنك لم تنسَ شيئاً؟
>>ara<< Are you sure you haven't forgotten anything?	أمتأكد أنك لم تنسَ شيئاً ما؟
>>ara<< Artificial light is produced by electricity.	الضوء الإصطناعي يُولّد بالكهرباء.
>>ara<< As far as I know, he's an excellent student.	على حد علمي، هو طالب ممتاز.
>>ara<< At the time, we were just fifteen years old.	كان عمرنا حينها خمس عشرة سنة فقط.
>>ara<< Both of those students didn't pass the test.	كلا الطالبين لم ينجحا الإختبار.
>>ara<< Can we go to the lake and watch the sunrise?	هل بإمكاننا الذّهاب إلى البحيرة لمشاهدة شروق الشّمس؟
>>ara<< Could you tell me how to get to the station?	هل يمكنك أن تخبرني كيف أصل إلى المحطة؟
>>ara<< Do you really want me to go there right now?	هل تريدني حقاً أن أذهب إلى هناك الأن؟
>>ara<< Do you really want me to go there right now?	هل تريديني حقاً أن أذهب إلى هناك الأن؟
>>ara<< Do you remember the night when we first met?	هل تذكر الليلة التي تقابلنا فيها أول مرة؟
>>ara<< Do you sometimes go abroad on your holidays?	هل تذهب أحيانا إلى خارج البلاد لقضاء عطلتك؟
>>ara<< Do you think you could do what Tom is doing?	أتَضُنُّ أنَّكَ تَستَطيعُ فِعلَ ما يفعَلَهُ توم؟
>>ara<< Do you want me to help you with the cooking?	أتريد مني مساعدتك في الطبخ؟
>>ara<< Don't count your chickens before they hatch.	لا تَعَوِل على شيء جيد قبل حدوثه
>>ara<< He comes every day to visit his sick friend.	يأتي كل يوم لزيارة صديقه المريض.
>>ara<< He couldn't bring himself to shoot the deer.	لم يستطع أن يجعل نفسه تطلق على الأيِّل.
>>ara<< He has published many papers on the subject.	نشر العديد من الأوراق حول هذا الموضوع.
>>ara<< He made up his mind to keep his plan secret.	قرر أن يبقي خطته سراً.
>>ara<< He reached home shortly before five o'clock.	وصل إلى بيته قبل الخامسة بدقائق.
>>ara<< He told his son to get down from the ladder.	قال لابنه أن ينزل عن السلم.
>>ara<< Her disappointment was apparent to everyone.	خيبَةُ أملها كانت جليّة للجميع.
>>ara<< How long does it take to get to the station?	كم من الوقت يلزم للوصول إلى المحطّة.
>>ara<< How often do you forget to do your homework?	أتنسى عادة القيام بواجبات؟
>>ara<< I can speak French about as well as Tom can.	أستطيع تحدث الفرنسية كتوم تقريبًا
>>ara<< I didn't know Tom had to do that by himself.	لم أعلم بأنه كان على توم فعل ذلك بنفسه.
>>ara<< I don't like him because he is sly as a fox.	لا أحبه لأنه ماكر كالثعلب.
>>ara<< I don't think Tom would buy a pink umbrella.	لا أظن أن توم سيشتري مظلة وردية.
>>ara<< I hate mosquitoes, but they seem to love me.	أكره البعوض جدًا، إلا أنهم يحبونني جدًا.
>>ara<< I have books that I've reread several times.	لدي كُتب قرأتها مرارا وتكرارا.
>>ara<< I haven't had a chance to see the movie yet.	لم تسنح لي الفرصة لمشاهدة الفيلم.
>>ara<< I just want a straight answer. Nothing more.	أريد فقط إجابة صريحة، لا أكثر.
>>ara<< I looked all over the house for that letter.	بحثت في المنزل كله عن تلك الرسالة.
>>ara<< I met her in a coffee shop near the station.	قابلتها في المقهى القريب من المحطة.
>>ara<< I think I mistakenly sent that email to Tom.	أنا أعتقد أني بطريق الخطأ أرسلت البريد الإلكتروني إلى توم.
>>ara<< I think you've mistaken me for someone else.	أعتقد أنك أخطأتني بشخص آخر.
>>ara<< I used to swim every day when I was a child.	كنت أسبح كل يوم عندما كنت صغيراً.
>>ara<< I worked hard in order to support my family.	عملت عملا شاقا لكي أدعم عائلتي.
>>ara<< I'm looking for a book about medieval Spain.	إني أبحث عن كتاب عن اسبانيا في العصور الوسطى.
>>ara<< I'm looking forward to your Halloween party.	أنا أتتطلع لحفلة عيد القديسيين خاصتك.
>>ara<< I'm looking forward to your Halloween party.	أنا أتتطلع لحفلة الهالووين خاصتك.
>>ara<< I'm not sure if I like this one or that one.	لست متأكدًا مما إذا كنت أفضل هذا أم ذاك.
>>ara<< I've already given Tom his birthday present.	سبق أن أعطيت توم هدية عيد ميلاده.
>>ara<< If it rains tomorrow, will you stay at home?	هل ستبقى في المنزل إذا أمطرت غداً؟
>>ara<< If the weather is good, I'll go to the park.	لو كان الجو جيدًا، سأذهب إلى الحديقة
>>ara<< If you keep trying, you'll get better at it.	واصِل المحاولة وستصبح أفضل.
>>ara<< If you've got something to say, just say it.	إن كان لديك ما تقول، فقُله.
>>ara<< In case of fire, telephone the fire station.	في حالة الحريق، اتصل بمحظة المطافي.
>>ara<< In order to do that, you have to take risks.	لفعل ذلك، يجِبُ أن تُخاطر.
>>ara<< Isn't there something you want to say to me?	ألا يوجد ما تريد قوله لي؟
>>ara<< It isn't as hot here as I expected it to be.	انها ليست ساخنة هنا كما توقعت.
>>ara<< It was difficult to remove the coffee stain.	كان من الصعب إزالة بقعة القهوة.
>>ara<< It would seem that the weather is improving.	يظهر أن الطقس يتحسن.
>>ara<< It's impossible to learn English in a month.	من المستحيل تعلم الإنجليزية في شهر.
>>ara<< Let's forget about what happened last night.	لننس ما حدث اللّيلة الماضية.
>>ara<< Let's forget that this whole thing happened.	لننسى أنّ شيئا كهذا قد حصل.
>>ara<< Mary wanted to know if Tom had a girlfriend.	أرادت ماري معرفة ما إن كان لِتوم حبيبة.
>>ara<< My father gives my mother all of his salary.	أبي يعطي أمي كل راتبه الشهري.
>>ara<< Now that I am here, you don't have to worry.	لا تقلق ، أنا هنا الآن.
>>ara<< One of Tom's ancestors lived in that castle.	أَحدْ أجدَاد توم عَاشَ في هذهِ القلْعَة.
>>ara<< People are living in all parts of the world.	الناس يعيشون في جميع أنحاء العالم.
>>ara<< She didn't know what to do with the problem.	لم تعرف كيف تتصرف تجاه المشكلة.
>>ara<< Some children play video games all the time.	بعض الأطفال يلعبون ألعاب الفيديو في جميع الأوقات.
>>ara<< Some children play video games all the time.	بعض الأطفال يلعبون ألعاب الفيديو في كل الأوقات.
>>ara<< Some people in the world suffer from hunger.	في هذا العالم يعاني بعضُ الناسِ الجوعَ.
>>ara<< TV plays an important part in everyday life.	يلعب التلفاز دوراً هاماً في الحياة اليومية.
