>>cat<< Wow!	Carai!
>>cat<< Three boys were standing in front of me.	Hi havia tres nois al meu davant.
>>cat<< What do these dots represent on the map?	Què signifiquen aquests punts al mapa?
>>cat<< Will you please stop talking about food?	Podries deixar de parlar de menjar?
>>cat<< Write these words down in your notebook.	Escriu aquestes paraules al teu quadern.
>>cat<< You don't let your kids do that, do you?	No deixes que els teus fills facin això, oi?
>>cat<< Do you have anything to eat in your pack?	Tens alguna cosa per menjar a la teva motxilla?
>>cat<< German is the best language in the world.	L'alemany és la millor llengua del món.
>>cat<< How is anyone ever going to find us here?	Com redimonis ens podrà trobar algú aquí?
>>cat<< How many people are there in your family?	Quants són a la seva família?
>>cat<< I asked him many questions about ecology.	Li vaig fer moltes preguntes sobre ecologia.
>>cat<< I don't have the strength to keep trying.	No tinc la força per continuar triant.
>>cat<< I want to make sure we have enough water.	Vull estar segur que tenim suficient aigua.
>>cat<< I want to make sure we have enough water.	Em vull assegurar que tenim prou aigua.
>>cat<< I will ask him where he went last Sunday.	Li preguntaré on va anar el diumenge.
>>cat<< I'm surprised that he accepted the offer.	Em sorprèn que acceptés l'oferiment.
>>cat<< It is dangerous to cross that old bridge.	És perillós creuar aquell pont vell.
>>cat<< It is difficult to speak three languages.	És difícil parlar tres llengues.
>>cat<< It was a party to celebrate her birthday.	Era una festa per a celebrar el seu aniversari.
>>cat<< There are many beautiful parks in London.	A Londres hi han molts parcs bonics.
>>cat<< They live on the other side of the river.	Viuen a l'altra banda del riu.
>>cat<< This is a once-in-a-lifetime opportunity.	És una oportunitat única.
>>cat<< Tom does everything he can to save money.	En Tom fa tot el que pot per estalviar.
>>cat<< Tom goes to Boston every once in a while.	En Tom va a Boston de tant en tant.
>>cat<< Tom is the captain of this baseball team.	Tom és el capità d'aquest equip de beisbol.
>>cat<< Tom isn't the only one here who's hungry.	En Tom no és l'únic aquí famolenc.
>>cat<< What time did you go to sleep last night?	A quina hora vas anar a dormir ahir a la nit?
>>cat<< What's the average height of the players?	Quina és l'alçada mitjana dels jugadors?
>>cat<< Clouds are what I most like about the sky.	Els nuus són el que més m'agrada del cel.
>>cat<< I am sure of his winning the tennis match.	Estic segur de la seva victòria al tennis.
>>cat<< I did basically the same thing as Tom did.	He fet bàsicament el mateix que ha fet el Tom.
>>cat<< I don't know the reason why he went there.	No sé el motiu pel qual va anar-hi.
>>cat<< I hear you're looking for a new assistant.	He sentit que estàs buscant un nou assistent.
>>cat<< I think you might have trouble doing that.	Crec que tindràs problemes per fer allò.
>>cat<< I'd like to give you the key, but I can't.	M'agradaria donar-te la clau, però no puc.
>>cat<< I'd like to go with you if you don't mind.	Si no us importa, m'agradaria anar amb vosaltres.
>>cat<< I'd like to know when you can send it out.	M'agadaria saber quan ho pot enviar.
>>cat<< It's dangerous to jump off a moving train.	És perillós saltar d'un tren en marxa.
>>cat<< It's strange that our friends aren't here.	És extrany que els nostres amics no estiguin aqui.
>>cat<< Nothing happens unless you make it happen.	No passa res si tu no fas que passi.
>>cat<< The girl dressed in white is his fiancée.	La noia de blanc és la seva promesa.
>>cat<< The girl dressed in white is his fiancée.	La noia vestida de blanc és la seva xicota.
>>cat<< There's nothing in the fridge except milk.	A la nevera només hi ha llet.
>>cat<< This is the best book that I've ever read.	És el millor llibre que he llegit mai.
>>cat<< Tom leaves for work at 6:30 every morning.	En Tom surt a treballar cada matí a dos quarts de set.
>>cat<< Tom used to cry a lot when he was a child.	Tom plorava molt quan era un xiquet.
>>cat<< Tom's parents were missionaries in Africa.	Els pares d'en Tom eren missioners a l'Àfrica.
>>cat<< Why did you quit studying French with Tom?	Per què vas deixar d'estudiar francès amb en Tom?
>>cat<< Why is it forbidden to fish in this river?	Per què està prohibit pescar en este riu?
>>cat<< You guys have never been to Europe, right?	No heu estat mai a Europa, oi?
>>cat<< As we go up higher, the air becomes cooler.	Com més amunt anem, més fresc és l'aire.
>>cat<< Do you support or oppose the death penalty?	Estàs a favor o en contra de la pena de mort?
>>cat<< Don't you think you can help Tom with that?	No creus que pots ajudar en Tom amb això?
>>cat<< How can you be sure that's going to happen?	Com pots estar segur que passarà?
>>cat<< How can you eat an enchilada without salsa?	Com et pots menjar una entxilada sense salsa?
>>cat<< How many letters are there in the alphabet?	Quantes lletres té l'abecedari?
>>cat<< How many letters are there in the alphabet?	Quantes lletres conté l'alfabet?
>>cat<< I don't have anything to say to any of you.	No tinc res a dir-vos a cap de vosaltres.
>>cat<< I don't know for certain when he will come.	No sé del cert quan vindrà.
>>cat<< I eat a boiled egg for breakfast every day.	Cada dia em menjo un ou dur per esmorzar.
>>cat<< I have been studying French four years now.	Fa quatre anys que estudio francès.
>>cat<< I know that I can't throw a ball very well.	Sé que no tinc la mà trencada a llençar boles.
>>cat<< I told you to be here on time this morning.	Et vaig dir que havies de ser aquí puntual aquest matí.
>>cat<< I was surprised Tom didn't need to do that.	Em va sorprendre que en Tom no necessités fer-ho.
>>cat<< I'll let Tom know that you want to see him.	Faré saber a en Tom que vols veure'l.
>>cat<< I'm fed up with him always preaching to me.	Estic tip que em sermonegi constantment.
>>cat<< I'm fed up with him always preaching to me.	Estic tip dels seus sermons constants.
>>cat<< I'm getting off the train at the next stop.	Em baixo del tren a la pròxima estació.
>>cat<< I'm sure the weather will be nice tomorrow.	Segur qu demà farà bon temps.
>>cat<< It seems those two are made for each other.	Sembla que aquell parell estan fets l'un per l'altre.
>>cat<< The protestors accused the police of abuse.	Els manifestants van acusar a la policia d'abús.
>>cat<< There's only one shop that sells this book.	Només hi ha una botiga que vengui aquest llibre.
>>cat<< This is the place where my father was born.	Aquest és el lloc on va nèixer el meu pare.
>>cat<< Tom couldn't imagine his life without Mary.	En Tom no podia imaginar la seva vida sense la Maria.
>>cat<< Tom didn't think Mary would be so careless.	En Tom no es pensava que la Maria passaria tant de tot.
>>cat<< Tom is young, but he knows what he's doing.	El Tom és jove, però sap el que està fent.
>>cat<< Tom said that Mary has only done that once.	El Tom va dir que la Mary ho havia fet només un cop.
>>cat<< Tom said that Mary has only done that once.	El Tom digué que la Mary ho havia fet només una vegada.
>>cat<< We'd like to look at some engagement rings.	Ens agradaria veure alguns anells de compromís.
>>cat<< We've recently put a new roof on our house.	Recentment hem posat un nou sostre a casa nostra.
>>cat<< When will it be convenient for you to come?	Quan li convendria venir?
>>cat<< Can you remember the first time you saw Tom?	Podeu recordar el primer cop que heu vist en Tom?
>>cat<< Give him this message the moment he arrives.	Dóna-li aquest missatge quan arribi.
>>cat<< How about if we go play golf this afternoon?	Què tal si anem a jugar a golf aquesta tarda?
>>cat<< How much time do you spend with your spouse?	Quant de temps passa vostè amb el seu cònjuge?
>>cat<< I demanded that he pay the bill immediately.	Li vaig demanar de pagar la factura immediatament.
>>cat<< I don't understand the meaning of this word.	No entenc el significat d'aquesta paraula.
>>cat<< I feel like telling him what I think of him.	Tinc ganes de dir-li què penso d'ell.
>>cat<< I had fun hanging out with Tom last weekend.	M'ho vaig passar pipa el cap de setmana passat quan vaig sortir amb en Tom.
>>cat<< I had fun hanging out with Tom last weekend.	M'ho vaig passar bomba el cap de setmana passat quan vaig quedar amb en Tom.
>>cat<< I have a lot of money in my savings account.	Tinc molts diners al meu compte d'estalvi.
>>cat<< I lived in Boston before I moved to Chicago.	Vivia a Boston abans de mudar-me a Chicago.
>>cat<< I really need to take care of some business.	He de tenir cura d'alguns negocis.
>>cat<< I refused to eat until my parents came home.	No vaig voler menjar fins que els meus pares no tornessin a casa.
>>cat<< I've always dreamed of opening a restaurant.	Sempre he somiat amb obrir un restaurant.
>>cat<< It's good to try new things once in a while.	Està bé provar coses noves de tant en tant.
>>cat<< Japan imports great quantities of crude oil.	El Japó importa una gran quantitat de petroli.
>>cat<< My friend doesn't believe that ghosts exist.	El meu amic no es creu que els fantastes existeixen.
>>cat<< My friend doesn't believe that ghosts exist.	La meva amiga no es creu que els fantastes existeixen.
>>cat<< My friend doesn't believe that ghosts exist.	El meu amic no creu que els fantastes existeixin.
>>cat<< My friend doesn't believe that ghosts exist.	La meva amiga no creu que els fantastes existeixin.
>>cat<< She kept the dining room warm in the winter.	Ella mantenia el menjador calent a l'hivern.
>>cat<< She makes him do his homework before dinner.	Ella l'obliga a fer els deures abans de sopar.
>>cat<< The Maori language is spoken in New Zealand.	La llengua maori es parla a Nova Zelanda.
>>cat<< They fell into the conversation immediately.	Van passar al tema a l'instant.
>>cat<< Tom said he's glad you were able to do that.	En Tom va dir que estava content que haguessis pogut fer allò.
>>cat<< What's the name of your favorite restaurant?	Com es diu el teu restaurant preferit?
>>cat<< You always expect me to solve your problems.	Sempre esperes que resolgui els teus problemes.
>>cat<< You should pay more attention to what I say.	Deuries prestar més atenció a allò que dic.
>>cat<< A new supermarket opened in our neighborhood.	Un nou supermercat va obrir al nostre barri.
>>cat<< Both of them are unpredictable and impatient.	Tots dos són impredictibles i impacients.
>>cat<< But what does this have to do with the birds?	Però, què té a veure, això, amb els ocells!
>>cat<< Did you get the flowers I sent the other day?	Vas rebre les flors que et vaig enviar l'altre dia?
>>cat<< Do you know the boy who is crying over there?	Coneixes el noi que plora allà?
>>cat<< Do you think this image has been manipulated?	Creus que esta imatge ha sigut manipulada?
>>cat<< Her explanation of the problem made no sense.	La seva explicació del problema no tenia ni cap ni peus.
>>cat<< Human beings are the only animals that laugh.	L'ésser humà és l'únic animal que riu.
>>cat<< I am going to do it whether you agree or not.	Ho faré, estigueu o no d'acord amb mi.
>>cat<< I don't understand what you're trying to say.	No entenc el que vols dir.
>>cat<< I will take you to the zoo one of these days.	Un dia d'aquests et portaré al zoo.
>>cat<< In any case, this has nothing to do with you.	En tot cas, açò no té res a veure amb tu.
>>cat<< My son has gone to America to study medicine.	El meu fill ha anat a Amèrica a estudiar medicina.
>>cat<< She says she brushes her teeth every morning.	Ella diu que es raspatlla les dents tots els dematins.
>>cat<< Things don't change very quickly around here.	Les coses no canvien gaire ràpid per aquests volts.
>>cat<< Tom cut his finger when he was opening a can.	En Tom es va tallar el dit mentre obria una llauna.
>>cat<< Tom will likely be the first person to leave.	El Tom serà gairebé segur el primer a marxar.
>>cat<< Tom will likely be the first person to leave.	El Tom serà probablement el primer a marxar.
>>cat<< Tom will likely be the first person to leave.	El Tom marxarà el primer probablement.
>>cat<< We need to invest in clean, renewable energy.	Hem d'invertir en energia neta i renovable.
>>cat<< You'll need to come back before it gets dark.	Hauries de tornar abans que es fes fosc.
>>cat<< He is one of the candidates running for mayor.	És un dels candidats que es presenta per alcalde.
>>cat<< I haven't got the nerve to ask you for a loan.	No tinc valor per demanar-te un préstec.
>>cat<< I went to Vienna for the first time last year.	L'any passat vaig anar a Viena per primer cop.
>>cat<< I'd like to have a few minutes alone with Tom.	Voldria tenir uns minuts a soles amb el Tom.
>>cat<< I'm getting off the train at the next station.	Em baixo del tren a la pròxima estació.
>>cat<< It is said that golf is very popular in Japan.	Es diu que el golf és molt popular al Japó.
>>cat<< It seems I'm going to be up all night tonight.	Sembla que avui estaré despert tota la nit.
>>cat<< Maybe it's time for you to get a new computer.	Potser és hora que tinguis un ordinador nou.
>>cat<< My mom yells at me all the time for no reason.	Ma mare m'escridassa tothora sense motiu.
>>cat<< Next time I come, I'll bring you some flowers.	La propera vegada que vingui, et portaré unes flors.
>>cat<< Please wash your hands properly before eating.	Siusplau renteu-vos les mans com cal abans de menjar.
>>cat<< She bought that camera while she was in Japan.	Ella va comprar aquella càmera quan era al Japó.
>>cat<< She came back ten minutes after the explosion.	Ella va tornar deu minuts després de l'explosió.
>>cat<< The urban population of America is increasing.	La població urbana a Amèrica està creixent.
>>cat<< Tom is a thirteen-year-old boy from Australia.	En Tom és un nen de tretze anys d'Austràlia.
>>cat<< Why are you not allowed to fish in this river?	Per què està prohibit pescar en este riu?
>>cat<< Why can't we go to school like everybody else?	Per què no podem anar a l'escola com tothom?
>>cat<< Why can't we go to school like everybody else?	Per què no podem anar a l'escola com els altres?
>>cat<< Why didn't you say anything about this sooner?	Per què no vas dir res d'això abans?
>>cat<< All the apples that fall are eaten by the pigs.	Totes les pomes que en cauen se les mengen els porcs.
>>cat<< Can you remember the last time you ate ravioli?	Recordes l'última vegada que vas menjar ravioli?
>>cat<< He doesn't look willing to come to the concert.	No sembla que vulgui venir al concert.
>>cat<< I really liked the dance that we saw yesterday.	Em va agradar molt el ball que vam veure ahir.
>>cat<< I thought she was angry and would just go away.	Vaig pensar que s'havia enfadat i que se n'aniria.
>>cat<< She buys what she wants regardless of the cost.	Compra el que vol sense fixar-se en el que val.
>>cat<< She's curious to find out who sent the flowers.	Ella té curiositat per saber qui va enviar les flors.
>>cat<< Tom may not be able to pay his rent next month.	Potser que el Tom no pugui pagar el lloguer del mes que ve.
>>cat<< Unfortunately, my birthday is only once a year.	Malauradament, el meu aniversario només succeeix una vegada a l'any.
>>cat<< What would it cost to have this chair repaired?	Quant costaria arreglar aquesta cadira?
>>cat<< Don't do that unless Tom says you have to do it.	No ho facis tret que en Tom et digui que has de fer-ho.
>>cat<< Drink some coffee. It tastes very good, I think.	Pren una mica de cafè. Té molt bon gust, crec.
>>cat<< I made friends with them at the school festival.	Vaig fer-me amic d'ells al festival escolar.
>>cat<< I was surprised that Tom didn't need to do that.	Em va sorprendre que en Tom no necessités fer-ho.
>>cat<< Mr. Jackson was my worst teacher in high school.	Mr. Jackson va ser el meu pitjor professor de l'institut.
>>cat<< She explained the literal meaning of the phrase.	Va explicar el significat literal de la frase.
>>cat<< There's something going on between Tom and Mary.	Alguna cosa hi ha entre el Tom i la Mary.
>>cat<< They're not going to let anything happen to Tom.	No permetran que res li succeeixi a en Tom.
>>cat<< Tom likes talking about politics and philosophy.	A en Tom li agrada parlar de política i filosofia.
>>cat<< You have no idea how many times I've heard that.	No tens ni idea dels cops que he sentit això.
>>cat<< Do not leave your baggage unattended at any time.	No desatengueu les maletes en cap moment.
>>cat<< He and his sisters are currently living in Tokyo.	En aquest moment, ell i les seves germanes viuen a Tòquio.
>>cat<< He explained the literal meaning of the sentence.	Va explicar el significat literal de la frase.
>>cat<< He never fails to write to his mother every week.	No passa una setmana que no li escrigui a la seva mare.
>>cat<< I don't want to sleep on the couch again tonight.	No vull dormir al sofà de nou aquesta nit.
>>cat<< I don't want to sleep on the couch again tonight.	No vull tornar a dormir al sofà aquesta nit.
>>cat<< I have a friend whose father is a famous pianist.	Tinc un amic el pare del qual és un pianista famós.
>>cat<< I thought you said you wanted to do that for Tom.	Em pensava que havies dit que ho volies fer per en Tom.
>>cat<< I'd like to forget the whole thing ever happened.	M'agradaria oblidar fins que tot allò ocorregué.
>>cat<< I'm not interested in going to the baseball game.	No tinc cap interès a anar al partit de beisbol.
>>cat<< I'm sorry, but I can't find the book you lent me.	Em sap greu, però no trobo el llibre que em vas deixar.
>>cat<< If only I knew, I would tell you all that I knew.	Si ho sabés, et diria tot el que sé.
>>cat<< Neither my sister nor I have read this new novel.	Ni jo ni la meva germana no hem llegit aquesta nova novel·la.
>>cat<< She tried to squeeze the juice out of the orange.	Va provar d'escórrer la taronja.
>>cat<< This story is far more interesting than that one.	Aquesta història és molt més interessant que aquella.
>>cat<< Tom said that he's glad you were able to do that.	En Tom va dir que estava content que haguessis pogut fer allò.
>>cat<< What's the most dangerous thing you've ever done?	Què és el més perillós que has fet mai?
>>cat<< When he was young, he would often watch baseball.	Quan ell era jove, veia sovint el beisbol.
>>cat<< I took it for granted that he would pass the exam.	Dono per descomptat que aprovarà l'examen.
>>cat<< They insisted on my making use of the opportunity.	Em varen insistir per a que aprofitès aquella oportunitat.
>>cat<< Tom thinks women in America wear too much perfume.	En Tom pensa que als Estats Units les dones duen massa perfum.
>>cat<< Tom tried to tell Mary what he was planning to do.	En Tomàs va intentar comunicar a la Maria el que planejava fer.
>>cat<< At the meeting, we came up with a lot of new ideas.	A la reunió, vam proposar un munt d'idees noves.
>>cat<< I might need to stay in Boston for a few more days.	Potser encara necessiti estar a Boston uns dies més.
>>cat<< I wonder whether Tom has a driver's license or not.	Em pregunto si en Tom té carnet de conduir o li manca.
>>cat<< I've not been to work. I've stayed at home all day.	No he anat a treballar, m'he quedat a casa tot el día.
>>cat<< Speaking of last night, what time did you get home?	Parlant de la nit d'ahir, a quina hora vas arribar a casa?
>>cat<< Tom is probably not the tallest person in the room.	En Tom probablement no és la persona més alta en aquesta sala.
>>cat<< Tom isn't a student here. He's one of the teachers.	En Tom no és un estudiant aquí. És un dels mestres.
>>cat<< Tom noticed that Mary was having trouble breathing.	El Tom va veure que la Mary tenia problemes per respirar.
>>cat<< Tom noticed that Mary was having trouble breathing.	El Tom va notar que a la Mary li costava respirar.
>>cat<< When I was young, people always told me I was ugly.	Quan era jove, la gent sempre em deia que era lletja.
>>cat<< When I was young, people always told me I was ugly.	Quan era jove, la gent sempre em deia que era lleig.
>>cat<< A can of beer tastes better after a hard day's work.	Una llauna de cervesa fa més bon gust després d'un dia de treballar de valent.
>>cat<< A child has a higher temperature than an adult does.	Un nen té la temperatura més alta que un adult.
>>cat<< Do you know which deity this temple is dedicated to?	Sabeu a quina divinitat està dedicat aquest temple?
>>cat<< Everything was fine until Tom set the house on fire.	Tot estava bé fins que en Tom va incendiar la casa.
>>cat<< I haven't been to work. I've stayed at home all day.	No he anat a treballar, m'he quedat a casa tot el día.
>>cat<< I'm looking for Tom. You haven't seen him, have you?	Estic buscant el Tom. L'has vist?
>>cat<< I'm looking for Tom. You haven't seen him, have you?	Busco el Tom, no l'has vist pas?
>>cat<< I'm looking for Tom. You haven't seen him, have you?	Busco el Tom, no l'heu vist pas?
>>cat<< I'm looking for Tom. You haven't seen him, have you?	Estic buscant el Tom. L'heu vist?
>>cat<< Recently, we've been getting a lot of new customers.	Recentment, hem estat aconseguint molts clients nous.
>>cat<< She cried and cried, but nobody came to comfort her.	Ella plorava i plorava, però ningú no vingué a consolar-la.
>>cat<< There are purple tulips next to my castle's windows.	Hi ha tulipes de color violeta al costat de les finestres del meu castell.
>>cat<< There were a lot of things Tom didn't tell us about.	Hi havia un munt de coses de les quals en Tom no ens havia dit res.
>>cat<< Tom told everybody that he wanted to move to Boston.	En Tom va dir a tothom que es volia mudar a Boston.
>>cat<< When I got home, I found your letter waiting for me.	Quan vaig arribar a casa, vaig trobar la teva carta esperant-me.
>>cat<< Why don't we see if Tom wants to play cards with us?	Perquè no mirem si en Tom vol jugar a les cartes amb niosaltres?
>>cat<< A can of beer tastes better after a day of hard work.	Una llauna de cervesa fa més bon gust després d'un dia de treballar de valent.
>>cat<< Everything in the world is nothing more than a dream.	Tot el que hi ha a aquest món no és més que un somni.
>>cat<< I was glad to see that he finally came to his senses.	Vaig estar content de veure que al final va posar-hi seny.
>>cat<< I'm hoping to put an end to our unhappy relationship.	Friso per posar punt i final a la nostra relació infeliç.
>>cat<< Tom is a pretty nice person once you get to know him.	Un cop el coneixes, t'adones que en Tom és una persona prou simpàtica.
>>cat<< Tom said he thought that Mary would unlikely do that.	En Tom va dir que no es pensava que la Maria ho fes.
>>cat<< I want to live in a quiet city where the air is clean.	Vull viure a una ciutat tranquila amb l'aire pur.
>>cat<< If you don't want to be alone, I can keep you company.	Si no vols estar sol, puc fer-te companyia.
>>cat<< In the beginning God created the heaven and the earth.	Al principi Déu creà el cel i la terra.
>>cat<< The doctor says that I'll never be able to swim again.	El metge diu que no tornaré a ser capaç de nedar.
>>cat<< Tom said that he's glad that you were able to do that.	En Tom va dir que estava content que haguessis pogut fer allò.
>>cat<< Books are for people who wish they were somewhere else.	Els llibres són per la gent que desitjaría ser-hi amb un altre lloc.
>>cat<< He will take over the business when his father retires.	Ell continuarà el negoci quan son pare es jubili.
>>cat<< I knew that Tom knew who was going to help him do that.	Sabia que en Tom sabia qui l'anava a ajudar a fer-ho.
>>cat<< I shall sleep with your letter under my pillow tonight.	Hauria de dormir amb la teva carta sota el meu coixí aquesta nit.
>>cat<< My mother likes tulips very much and so does my sister.	A ma mare li agraden molt les tulipes i a ma germana també.
>>cat<< This cola has lost its fizz and doesn't taste any good.	Aquesta cola s'ha esbravat i no té bon gust.
>>cat<< Tom is accustomed to calling up girls on the telephone.	En Tom acostuma a trucar noies.
>>cat<< As a student, I became interested in oriental languages.	Com a estudiant vaig interessar-me per les llengües orientals.
>>cat<< I didn't know that you were finished doing that already.	No sabia que haguessis acabat de fer allò ja.
>>cat<< I don't know how much longer I'll be able to stand this.	No sé quant més de temps podré suportar això.
>>cat<< My life would be so different now if I hadn't done that.	La meva vida seria tan diferent ara mateix si no hagués fet allò.
>>cat<< Tom should tell Mary not to forget to water the flowers.	El Tom li hauria de dir a la Mary que no oblidi regar les flors.
>>cat<< Why don't you sit down, and we'll have a drink together?	Per què no seus i bevem junts una copa?
>>cat<< "How long will it take you to do that?" "Thirty minutes."	"Quant temps et portarà fer això?" "Trenta minuts".
>>cat<< A man who never makes mistakes is a man who does nothing.	Qui no fa res malament, no fa res.
>>cat<< Cuzco is one of the most interesting places in the world.	Cuzco és un dels indrets més interessants del món.
>>cat<< I stayed in bed one more day just to be on the safe side.	Em vaig quedar un dia més al llit per si de cas.
>>cat<< I'm so sorry for not writing to you for such a long time.	Em sap molt de greu haver estat tant de temps sense escriure't.
>>cat<< Tom will likely be discharged from the hospital tomorrow.	Demà donaran d'alta de l'hospital en Tom.
>>cat<< "How are you feeling this morning?" "Pretty good, thanks."	"Com et sents aquest matí?" "Bastant bé, gràcies."
>>cat<< I didn't realize that you didn't know how to speak French.	No m'havia adonat que no parles francès.
>>cat<< I didn't realize that you didn't know how to speak French.	No m'havia adonat que no saps francès
>>cat<< I never realized that you were such a good French speaker.	No m'havia adonat que parles el francès tan bé.
>>cat<< I never realized that you were such a good French speaker.	Mai havia notat que parlessis el francès tan bé.
>>cat<< People of my generation all think the same way about this.	Tota la gent de la meva generació pensen igual sobre això.
>>cat<< How many people do you think we should invite to our party?	Quantes persones creus que hauríem de convidar a la nostra festa?
>>cat<< The only useful answers are those that raise new questions.	Les úniques respostes útils són les que creen noves preguntes.
>>cat<< You must have a lot of patience to learn foreign languages.	Cal molta paciència per a aprendre llengües foranes.
>>cat<< By the age of 25, she had lived in five different countries.	Als 25 anys, ella havia viscut a cinc països diferents.
>>cat<< It takes us thirty minutes to walk from here to the station.	D'aquí a l'estació triguem mitja hora a peu.
>>cat<< The secret of longevity is to choose your parents carefully.	El secret de la longevitat és triar amb compte els pares.
>>cat<< We're going to a new bar tonight. Do you want to come along?	Aquesta nit anirem a un nou bar. Vols venir?
>>cat<< Tom is hoping that everybody will leave, so he can go to bed.	En Tom espera que tothom marxi per poder anar a dormir.
>>cat<< Didn't you know Tom would be upset if he saw you kissing Mary?	No sabies que en Tom s'enutjaria si et veia besar la Maria?
>>cat<< I imagine that you are wondering when your new PC will arrive.	Imagino que t'estàs preguntant quan arribarà el teu ordinador nou.
>>cat<< It takes about 10 minutes to get to the train station by foot.	Tens uns 10 minuts d'aquí a l'estació a peu.
>>cat<< It's important to condemn racism, but that alone isn't enough.	És important condemnar el racisme, però amb això no n'hi ha prou.
>>cat<< This medicine must not be placed within the reach of children.	Aquest medicament no s'ha de deixar a la ma dels nins.
>>cat<< You told her that you had finished the work three days before.	Li vas dir que havies enllestit la feina feia tres dies.
>>cat<< I want to introduce you to the man I spoke about the other day.	Tinc desig de presentar-vos l'home de qui vaig parlar l'altre dia.
>>cat<< I wanted to go to the beach today, but then it started to rain.	Volia anar a la platja avui, però llavors ha començat a ploure.
>>cat<< His father died, and to make matters worse, his mother fell ill.	Son pare es va morir, i per acabar-ho d'adobar, sa mare es va posar malalta.
>>cat<< We lost our way, and what was worse, we were caught in a shower.	Ens vam perdre i, encara pitjor, ens va enxampar un xàfec.
>>cat<< The ticket you've bought isn't valid for travel during rush hour.	El billet que has comprat no és vàlid per a viatjar en hora punta.
>>cat<< She's worried since she hasn't heard from her son for many months.	Està amoïnada perquè fa mesos que no té notícia del seu fill.
>>cat<< I suspected that he was telling a lie, but that didn't surprise me.	Sospitava que m'estava dient una mentida, però això no em va sorprendre.
>>cat<< My daughter won't find it easy to get accustomed to the new school.	La meva filla no trobarà fàcil per acostumar-se a la nova escola.
>>cat<< My leg's gone to sleep, so I don't think I can stand up right away.	La cama se m'ha dormit, així que no crec que pugui aixecar-me de seguida.
>>cat<< The bullet penetrated his chest, leaving him in critical condition.	La bala va penetrar al seu pit i el va deixar en estat crític.
>>cat<< Tom and I are good friends now, but we didn't like each other at first.	En Tom i jo som bons amics ara, però al principi no ens quèiem gaire bé l'un a l'altre.
>>cat<< I wanted to buy the book, but I found I had no more than 200 yen with me.	Volia comprar el llibre, però vaig adonar-me que no duia més de 200 iens.
>>cat<< For the first time in more than 6 years, the unemployment rate is below 6%.	Per primera vegada en més de 6 anys, la taxa d'atur està per davall del 6%.
>>cat<< The majority of the population of this country are against mandatory voting.	La majoria de la població d'este país està en contra del vot obligatori.
>>cat<< We would have bought the plane tickets if the price had been a little lower.	Hauríem comprat els bitllets d'avió si el preu fos un pèl més baix.
>>cat<< My friend has had three jobs in a year; he never sticks to anything for long.	El meu amic ha treballat a tres llocs diferents en un any; res no li dura gaire.
>>cat<< Tom is able to understand French fairly well, but he doesn't speak it so well.	En Tom entén prou bé el francès, però no el parla tan bé.
>>cat<< You can't park in a handicapped parking space unless you have a special permit.	No pots aparcar a una plaça d'aparcament per discapacitats si no tens un permís especial.
>>cat<< The tiger mosquito is one of the most common carriers of chikungunya and dengue.	El mosquit tigre és un dels portants més habituals del chikungunya o del dengue.
>>cat<< According to a Gallup poll, 44% of Americans believe the world is less than 10,000 years old.	Segons una enquesta de Gallup, el 44% d'estatunidencs creu que el món té menys de 10.000 anys.
>>cat<< We're gonna make sure that no one is taking advantage of the American people for their own short-term gain.	Ens assegurarem que ningú s'estiga aprofitant del poble americà per al seu propi interès a curt termini.
