>>nus<< Hi.	Maalɛ.
>>nus<< I know Tom is a nonsmoker.	Ŋa̱cä jɛ i̱ ci̱ Töm ma̱th kɛ tap.
>>nus<< I know Tom is intelligent.	Ɣän ŋa̱cä jɛ ɛn Töm i̱ ram mi̱ pɛl pɛl.
>>nus<< I need to talk to Tom now.	Görä ɣöö bä ruac kɛ Töm.
>>nus<< I think I know who did it.	Di̱ɛwä jɛ ŋa̱cä ram min lät jɛ.
>>nus<< I thought I saw something.	Di̱ɛwä jɛ tee kɛ mi̱ cä nɛn.
>>nus<< I thought Tom would agree.	Jɛn ŋa̱cä ni̱ ɣöö dee Töm ca̱r ɛmɛ nhɔk.
>>nus<< I want to go out with you.	Görä ɣöö dëë wä ja̱l kɔn ji̱.
>>nus<< I was afraid of my father.	Cä dual kɛ guäär.
>>nus<< I was thinking of leaving.	Ta̱a̱ rɛy cärkä kɛ ɣöö dee ji̱ɛn,
>>nus<< I will look the other way.	Bä duɔ̱ɔ̱p dɔdi̱ɛn gui̱c.
>>nus<< I'll be in town on Monday.	Bä tee rɛk kɛ Ji̱ëcla̱t.
>>nus<< I'll be in town on Monday.	Kɛ Ji̱ëcla̱t bä tee rɛk.
>>nus<< I'm not feeling very well.	Cän puɔ̱nydä jek ɛ puɔl.
>>nus<< I'm not feeling very well.	Puɔ̱nydä jekä jɛ cɛ puɔl ɛ gɔaa.
>>nus<< I'm not writing about you.	/Cien gɔ̱r kɛ kui̱du.
>>nus<< I'm not writing about you.	/Cien gɔ̲r kɛ kui̱du.
>>nus<< I'm the one who saved Tom.	To̱m ɛ ɣän ram kɛl mi̱ tëëk jɛ,
>>nus<< Is that why you called me?	Ɛjɛn ɛn cio̱li̱ ɣä
>>nus<< Is this your first flight?	Nɛmɛ ɛ jɛn riäy ɛn jiɛcrɔ kɛ nhiam
>>nus<< Many residents were angry.	Ji̱ ciëëŋni̱ ti ŋuan gakɛ.
>>nus<< Many residents were angry.	ji̲ cie̲ni̲ ti̲ ŋuan ci̲kɛ ŋɛ̈ɛ̈ny.
>>nus<< Not even one taxi stopped.	Cäŋɛni tɛkthi̱ kɛl känɛ cuɔ̱ŋ.
>>nus<< OK Tom, that should do it.	Tön ɛ jɛn, go̱r bi̱ nɛmɛni̱ la̱t.
>>nus<< This box is full of books.	Ɛn thänduk ɛmɛ cɛ thi̱a̱ŋ kɛ buɔkni̱.
>>nus<< Tom and I were both wrong.	Ɣän kɔnɛ Töm kɔn da̱ŋ rɛw ci̱ nɛy bath.
>>nus<< Tom can't drive very well.	Töm jɛn kui̱cɛ gër thuɔ̱rbiɛɛl.
>>nus<< Tom didn't deserve to die.	Töm /cɛ rɔ̱ŋ kɛ lia̱.
>>nus<< Tom didn't deserve to die.	Töm /cɛ rɔ̱ŋ kɛ ɣöö bɛ li̱w.
>>nus<< Tom has eyesight problems.	Töm jɛn tee kɛ riɛk gui̱äc.
>>nus<< Tom has three secretaries.	Tee Töm kɛ gɔ̱ɔ̱r ruacni̱ da̱ŋ di̱ɔ̱k.
>>nus<< Tom is Canadian, isn't he?	Töm ɣäni̱ raan Kɛnɛdɛ di̱?
>>nus<< Tom is living in the past.	,cma̱dɛv'dɛ.vcɛ̈db
>>nus<< Tom left the room quietly.	Töm cɛ jiɛɛn dueel ni bitdä.
>>nus<< Tom left the room quietly.	Töm cɛ dueel ba̱nypiny ni bitdä.
>>nus<< Tom seems like a nice boy.	Töm ce̱tɛ kɛ dho̱l mi̱ gɔaa.
>>nus<< Tom told me you'd do that.	Ci̲ Töm la̲r ɤa i̲ /cië bi̲ la̲t.
>>nus<< Tom was happy to see Mary.	Töm ci̱ lɔcdɛ tɛɛth kɛ nën Mɛɛrɛ.
>>nus<< Tom won't buy that for us.	Ci̱ Töm ɛ bi̱ kök kä kɔn.
>>nus<< Tom works as hard as Mary.	Töm jɛ lätɛ bum ce̱tkɛ Mëri̱.
>>nus<< We do everything together.	Kɔn lätnɛy ti ŋuan kɛɛl.
>>nus<< We do everything together.	lät nɛy ti̲diaal kɛɛl.
>>nus<< We need some help in here.	Go̱r nɛy luääk kɛ gua̱a̱th ɛmɛ
>>nus<< Why didn't Tom come today?	Ɛŋu mi ken Töm ben ɛn walɛ?
>>nus<< Why should I learn French?	Ɣän ɛ ŋu gɔ̱a̱rä thok Pi̱rɛɛny kɛ jɛ mɔ?
>>nus<< Why were you so surprised?	Ɛ ŋu ci̱ ga̱a̱c kɛ jɛ mɔ ?
>>nus<< Why were you so surprised?	Kä ɛ ŋu ci̱ gua̱a̱c inɔ mɔ ?
>>nus<< Would you like some water?	Dee lɔcdu pi̲w go̲r?
>>nus<< You must not eat too much.	Cu mi̱th kɛ mi̱äth mi̱ di̱i̱t ɛlɔ̱ŋ.
>>nus<< You must not eat too much.	Cu mi̱äth jakä di̱t ɛlɔ̱ŋ.
>>nus<< You'll never see me again.	Ji̲n ci̲ ɤä bi̲ nyɔk kɛ nën.
>>nus<< Your cat is looking at us.	Nyawdu jɛn giicɛ nɛy.
>>nus<< Are you going out tomorrow?	̈Bi̲ we raar i̲ ruun ?
>>nus<< Do we have a meeting today?	Tee kɔn kɛ duɔl kɛ cäŋ ɛmɛ?
>>nus<< Do you have kids in school?	Rɛy duëël gɔ̱rkä ti̱ kɛ gaat thi̱n ?
>>nus<< Do you have kids in school?	Ti̱ kɛ gaat ti̱ tee rɛy duëël gɔ̱rkä ?
>>nus<< Do you think I look strong?	Ji̱n gui̱ci̱ jɛ ci̱ëë ɣän buɔ̱mä ?
>>nus<< Don't tell me you stole it.	Cuɛ lär ɣä i̱ kuali ni jɛ.
>>nus<< Have you read the book yet?	Ci ji̱n book kuɛn i̱nun?
>>nus<< Have you read the book yet?	Ci kuën kɛ book inun?
>>nus<< Have you read the book yet?	ŋotdi keni book ni kuɛn i̱nun?
>>nus<< Have you read the book yet?	Keni book ni kuɛn i̱nun?
>>nus<< He was elected mayor again.	Ca jɛ kuany ɛla mɛ-yɔr ɛ nyɔk.
>>nus<< How much do you earn a day?	Kɛ yi̱o̱o̱di̱ laa jek i̱ kɛ cäŋ?
>>nus<< I don't drink beer anymore.	Ciänɛ mäthä kɛ Bi̱raa.
>>nus<< I don't really like movies.	Ciän mubini nhɔk
>>nus<< I don't think I'm handsome.	Cän jɛ ŋäth i̲ ɛ ɤän balaŋ.
>>nus<< I had the right to do that.	Ta̱a̱ kɛ cuɔ̱ɔ̱ŋ kɛ lätni̠ kä nɔmɔ.
>>nus<< I just need to talk to you.	Ɣän göörä ɣöö bä ruac kɛ ji̱.
>>nus<< I knew Tom was lying to us.	ŋacja jɛ ɛn ɣoo kac jɛ ni jɛ.
>>nus<< I know that Tom is a thief.	Jɛn ŋa̱cä Töm ɛn ɣöö ɛ wän .
>>nus<< I know that Tom is a thief.	Töm ŋa̱cä jɛ ɛn ɣöö ɛ cuär.
>>nus<< I know that Tom is strange.	Jɛn ŋa̱cä Töm i̱ ɛ ja̱l.
>>nus<< I know where you were born.	Ɣän ŋa̱cä gua̱a̱th ɛn dap kɛ ji̱ thi̱n.
>>nus<< I know you aren't a doctor.	Ɣän ŋa̱cä ɣöö ɛ ji̱n ki̱m..
>>nus<< I know you miss me as well.	Ŋa̱cä jɛ ɛn ɣöö ci̱ ɣä tim bä.
>>nus<< I need some summer clothes.	Görä bi̱äyni̱ kɛ kui̱ tɔ̱t.
>>nus<< I still don't see anything.	Ŋuɔtä thi̱lɛ mi̱ nɛ̈ɛ̈nä.
>>nus<< I studied there a year ago.	Ɣän gɔ̱a̱rä thi̱n kɛ ruɔ̱n ëë ci we.
>>nus<< I think Tom could fix this.	Di̱ɛwä jɛ ɛn ɣöö bi̱ Tom ɛ ri̱ali̱kä .
>>nus<< I think he'll never return.	Ca di̱w i̱ cɛ bi̱ luny jɔk.
>>nus<< I think he'll never return.	Di̱ɛwä jɛ i̱ cɛ bi̱ luny jɔk.
>>nus<< I used to be rich like you.	Cä kɔn ti̱i̱l cie ji.
>>nus<< I'm telling the truth, Tom.	Latdä ni̱ thuɔ̱k, Töm.
>>nus<< If I have time, I'll do it.	Mi̱ ta̱a̱ kɛ gua̱a̱th,Bä dhi̱l la̱t.
>>nus<< If I have time, I'll do it.	Bä yi̱k la̱t.mi̱ ta̱a̱ kɛ gua̱a̱th.
>>nus<< If I have time, I'll do it.	Mi̱ lɔarä,Bä yi̱k dhi̱l la̱t.
>>nus<< It's exactly what I wanted.	Ɛ jɛn ɛn go̱o̱rä.pa̱ny.
>>nus<< Let me tell you what I see.	Ɛ ji̲ la̲rä mi̲n cä nɛn
>>nus<< Tom and Mary sang together.	Töm kɛnɛ mɛrɛ ci̱kɛ dit kɛt kɛɛl.
>>nus<< Tom and Mary sang together.	Töm kɛnɛ Mɛrɛ ci̱kɛ tuar kɛɛl.
>>nus<< Tom didn't do that so well.	Tom /känɛ nɔmɔ la̱t ɛ gɔaa.
>>nus<< Tom doesn't have a website.	Thiɛlɛ Töm wɛpthay
>>nus<< Tom doesn't like my family.	Töm /cɛ ji̱ dhɔarä nhɔk.
>>nus<< Tom heard his dog growling.	Ci̱ Töm ji̱o̱k liŋ mi̱n guäyɛ .
>>nus<< Tom is a member of my crew.	Töm jɛn ɛ ram kɛlmkä nɛy tin lät kä Ki̱riw.
>>nus<< Tom is always well dressed.	ni ciaŋ laa cuk ɛlo̱ŋ.
>>nus<< Tom is sound asleep in bed.	Töm ce̱tɛ mi̱ cɛ tɛ̱c wi̱i̱dhaaŋkä
>>nus<< Tom knew that I loved Mary.	ŋäc Töm ɤöö nhɔakä Mary
>>nus<< Tom looks a little nervous.	Töm jɛn lätɛ ci̱ëë cɛ dual kä tɔt.
>>nus<< Tom said he was unemployed.	Töm ɛjɛni̱ thiɛlɛ la̱t.
>>nus<< Tom says he has experience.	Töm tee kɛ ŋäc.
>>nus<< Tom still wants to do that.	Töm gui̱cɛ jɛ ɛn ɣöö derɛ jɛ la̱t.
>>nus<< Tom will be returning soon.	Töm bɛ rɔdɛ ri̱t ɛn tämɛ.
>>nus<< Tom will get off scot free.	Töm jɛn cɛ lɔar rɛy wänä.
>>nus<< Tom's dream is coming true.	Ci̱ läk Töm dia̱ thuɔ̱k.
>>nus<< We have no school tomorrow.	thiɛlɛ nɛy (kɔn) duel gɔ̱rä i̱ruun.
>>nus<< We need to change the lock.	Bä bul duël yi̱k gɛr.
>>nus<< We study English every day.	Ɛ nɛy ɛ kuën kɛ ,Ingili̲i̲c ni ciaaŋ
>>nus<< When do you have breakfast?	Ɛ guääth ɛndiɛn bi̱ mäth ruɔ̱n waaŋ cam kɛ jɛ mɔ ?
>>nus<< Will you come with us, too?	De yi̱ɛn ro̱ nyɔk, kɛ ben kutda ?
>>nus<< You'll be told where to go.	Baa ji̱ la̱r gua̱a̱th in bi̱ wä thi̱n.
>>nus<< Do you know what's going on?	Ji̱n ŋäci̱ mi̱ läät rɔdɛ kɛ gua̱a̱th ɛmɛ ?
>>nus<< Do you know what's going on?	Kɛ gua̱a̱th ɛmɛ ŋäci̱ mi̱n tuɔɔk ɛn tämɛ?
>>nus<< Does Tom usually wear a hat?	Töm la kumɛ kan ɛ läthɛ ni̱ ci̱aaŋ?
>>nus<< Doing that was quite simple.	Jɛn la̱t nɛmɛ kä thi̱a̱a̱kɛ.
>>nus<< Everyone is getting fidgety.	Nɛy diaal nyon kɛn naath.
>>nus<< Everyone is getting fidgety.	Nɛy diaal tɔ̱ɔ̱ŋ kɛ naath ɛ kɛn.
>>nus<< How about I buy you a drink?	Kä mi̱ cä ji̱ kök mi̱ mathi̱?
>>nus<< How long have you been back?	Ɛ pek mi̱ nin di̱ ci̱ luny jɔk kɛ jɛ mɔ ?
>>nus<< I believe that he is honest.	Ɣän ŋa̱thä jɛ i̱ ɛ gua̱n luäŋkä.
>>nus<< I can teach you how to sing.	Bä ji̱ ŋi̱ääc kɛ ta̱a̱ ɛn de kɛt di̱i̱t,
>>nus<< I can teach you how to sing.	Ta̱a̱ kɛ ŋäc ɛn bä ji̱ nyuɔ̱th kët di̱ɛt kɛ jɛ .
>>nus<< I don't think I can do that.	Ka̱n jɛ ŋa̱c i̱ dee luäŋ kɛ la̱t.
>>nus<< I don't think I can do that.	Ka̱nɛ ca̱r i̱ dee luäŋ kɛ la̱t.
>>nus<< I don't want to take a bath.	Ɣän /cien jɛ go̱r i̱, bä puaak.
>>nus<< I got up thirty minutes ago.	Ɣan ca rɔ ji̱ɛc kɛ kɔr mi̱nitni̱ ti̱ jji̱ɛn da̱ŋ di̱ɔ̱k
>>nus<< I had a hard time saying no.	Cä jɛ jek ɛ bɛc ɛn ɣöö bä ëëy lar.
>>nus<< I know Tom was lying to you.	Ɣän ŋa̱cä jɛ ci̱ Töm kac lat ti̱ ,
>>nus<< I need to drink more coffee.	Bä rɔ nyɔk kɛ ma̱th bunkä .
>>nus<< I need to drink more coffee.	Görä ɣöö nyɔk kärɔ kɛ ma̱th bunka
>>nus<< I sat down by the telephone.	Cä nyuur kut Talɛponä.
>>nus<< I should be done in an hour.	bä yi̱k thuk rɛy thaakä.
>>nus<< I suspect that Tom was here.	Dui̱ɛwä jɛ ɛn ɣöö tee Töm thi̱n.
>>nus<< I think that Tom is average.	Diɛwä jɛ Töm cɛ pa̱a̱th
>>nus<< I think that Tom is excited.	Dui̱ɛwä jɛ Töm tɛ̈thlɔcdɛ.
>>nus<< I think that Tom is excited.	Töm jɛn tɛ̈thlɔcdɛ di̱ɛwä jɛ.
>>nus<< I think you're a bad father.	Ɣän diɛwä jɛ ɛji̱ gua̱ndi̱i̱t mi̱ jiääk.
>>nus<< I'm not a very good swimmer.	/ciɛ ɣän keet mi̠ gɔaa ɛlo̠ŋ
>>nus<< I've got stuff I want to do.	Görä ɣöö bä ti̱ nyi̱nŋuaan lät.
>>nus<< If Tom were here, he'd help.	Mi tee Töm ɛn wanɛ, dërɛ luäk
>>nus<< My house has three bedrooms.	Duëlä tee kɛ dhaŋni̱ da̱ŋ di̱ɔ̱k.
>>nus<< No one was listening to Tom.	Thi̱lɛ ram mi̱ li̱ŋ Töm.
>>nus<< Perhaps Tom knows something.	Ɛ dɔ̱ŋ te töm kɛ mi̱ ŋäcɛ.
>>nus<< Somebody is waiting for you.	Tee kɛ ram mi̱ lip ji̱.
>>nus<< The baby seems to be asleep.	Gat cetɛ kɛ mi̲ cɛ ni̲ɛɛn.
>>nus<< Tom can swim faster than me.	Töm pɛ̈thɛ kɛ kët a länyɛ ɣä.
>>nus<< Tom is a skillful carpenter.	Töm jɛn ɛ kuur ŋäcɛ la̱t ga̱thä ji̱ɛn.
>>nus<< Tom said he liked that book.	Töm cɛ lar i̲ nhɔkɛ bok ɛmɔ.
>>nus<< Tom was walking very slowly.	Töm cɛ ja̱l ɛmääth ɛlɔ̱ŋ.
>>nus<< Tom went swimming with Mary.	Töm go̲r kët kɛnɛ Mëri̲
>>nus<< Tom's money won't last long.	Töm /ci̱ yio̱o̱kɛ bi̱ jääny.
>>nus<< We understand you perfectly.	liŋ nɛyi̲ ɛjɔc.
>>nus<< We'll be back on track soon.	Bi̲ nɛy luny dup kɛ pɛ̈th
>>nus<< We're very impatient people.	Kɛ kɔn nɛy ti̱ gɔw.
>>nus<< What you did made Tom angry.	Min ci la̱t cɛ To̱m jak kä gak.
>>nus<< When did you see them first?	Ɛ nɛy ci̱ kɛ nɛn kɛ nhi̱am ɔ?
>>nus<< Who will you be coming with?	Bia ben kɛɛl yiɛnɛ ŋa?
>>nus<< Will you lend me your knife?	Deri̱ ɣä ka̱m ŋɔmdu ?
>>nus<< Will you lend me your knife?	Dee ŋɔmdu naŋ mi̱ nhɔki̱ jɛ ?
>>nus<< You told me I could do that.	Ci̱ jɛ la̱r ɣä ɛn ɣöö dee jɛ luäŋ.
>>nus<< You're not thinking clearly.	Ji ci̱ cäär kɛ thuɔ̱k.
>>nus<< Your phone was switched off.	Ci̱ talɛpɔndu rɔdɛ gäk.
>>nus<< Are you allowed to fish here?	Ca ji pa̱l ɣöö bi dɛɛp gua̱mɛ?
>>nus<< Are you allowed to fish here?	Ca ji nhök ɣöö bi dɛɛp gua̱mɛ?
>>nus<< Are you allowed to fish here?	Ca ji jakä ɣöö bi dɛɛp gua̱mɛ?
>>nus<< As I said, we have a problem.	Cä lar,te kɔn kɛ riɛk.
>>nus<< Did Tom really tell you that?	C̲i̲ Töm ɛ la̲ri̲ ɛ thuɔ̲k?
>>nus<< Didn't you know Tom did that?	Ciɛ ŋäc i̱ ci Töm ɛ la̱t?
>>nus<< Do they know what's going on?	Kɛn ŋäc kɛ mi̱n läät rɔdɛ?
>>nus<< Dolphins are playful animals.	Dɔlpi̲i̲n ɛlëy gua̲n ŋaarkä.
>>nus<< Dolphins are playful animals.	dɔlpin ɛley mi̲ nhɔk ŋar.
>>nus<< Has Tom completed his degree?	Ɛn Töm cɛ di̱kri̱i̱dɛ thuk?
>>nus<< Has Tom completed his degree?	Ɛn Töm cɛ di̱k-ri̱i̱dɛ thuk?
>>nus<< He'll be married next Sunday.	Jɛn bɛ kuɛɛn kɛ cäŋ kuɔ̱th ɛ bi̱ ben nɔ.
>>nus<< How do you know what Tom did?	Ŋäci jɛ idi̱ ŋu ci Töm ɛ la̱t ɔ?
>>nus<< I always wondered about that.	Laa ga̲a̲c̲ ni̲ ci̲aŋkɛ jɛn nɔmɔ.
>>nus<< I barely make any profit now.	Dakni̱ rëp mi̱ kua̱lɛ jek ɛntämɛ.
>>nus<< I came to see if you were OK.	ɣän ba̱a̱ kɛ ɣöö bä ji̠ ben nɛn mi̠ puɔl puɔnydu.
>>nus<< I can't help you do that now.	/Cän mɛmɛni̱ bi̱ luäŋ kɛ lät kä yi̱ɛ.
>>nus<< I didn't report the accident.	ɤän cän mi̲ ci̲ tuɔ̲ɔ̲k bi tho̲p.
>>nus<< I don't know where I'll live.	kui̲äcä gua̲a̲th in bä ci̲e̲ŋ thi̲n
>>nus<< I don't want to talk anymore.	Ɣän cänɛ gör i̱ tee ram mi̱ bi̱ nɛy ruac.
>>nus<< I know you're still in there.	Ɣän ŋa̱cä jɛ i̱ ŋoti̱ gua̱a̱th ɛ mi̱i̱.
>>nus<< I suppose Tom will like that.	Di̱ɛwä ɣöö bi̱ Töm yi̱k yɔa̱t.
>>nus<< I thought we did a great job.	ɣän ŋa̱cä ni̠ ɣöö ci̠ kɔn la̱t mi̠ di̠i̠t la̱t.
>>nus<< I travel as much as Tom does.	Ɣän cä ja̱l kɔnɛ Töm.
>>nus<< I wonder if Tom will be late.	ɣän caarä ni̠ ɣo̠o̠ mi̠ Tom bɛ jääny.
>>nus<< I would like a word with you.	Dëë met ruac kɛ ji̱.
>>nus<< It was a risk we had to take.	Baa ri̲ɛk banɛ ka̲nɔ
>>nus<< My parents live in Australia.	Ciëëŋ ciëëmaari̱ kä Authi̱ra̱lia.
>>nus<< She asked him where he lived.	Ca jɛ thi̱ëëc kɛ gua̱a̱th ɛn ci̱ëëŋɛ thi̱n.
>>nus<< That doesn't to matter to me.	Nɛmɛ jɛn thiɛlɛ mi̱ gɛɛr kä ɣä.
>>nus<< That was your idea, not mine.	Ɛ ca̱ru, /ci̱ɛ ca̱rä.
>>nus<< This watch needs to be fixed.	Thaak ɛmɛ go̱o̱rɛ la̱t
>>nus<< Tom and Mary are both thirty.	Töm kɛnɛ Mëri̱ tee kɛ ji̱ɛn diɔ̱k .
>>nus<< Tom destroyed his own family.	Ci̱ Töm ji̱ gɔalɛ pa̱ny riɔ̱r.
>>nus<< Tom didn't want to stop Mary.	Töm cɛ go̱r i̱ bɛ Mɛri̱ ka̱p cuɔ̱ɔ̱ŋ.
>>nus<< Tom has a very beautiful dog.	Töm tee kɛ ji̱o̱k mi̱ gɔaa ɛlɔ̱ŋ.
>>nus<< Tom has never fallen in love.	Töm /kenɛ raan met nhɔk.
>>nus<< Tom is a professional driver.	Töm ɛ geer mi̱ ci̱ thuɔ̱k thi̱n.
>>nus<< Tom is completely unreliable.	Töm caa jɛ ŋäth ɛ puc.
>>nus<< Tom is doing fine without us.	Töm wëë gɔaa ɛ thiɛlɛ kɔn thi̱n.
>>nus<< Tom is going to sell his car.	Töm jɛn kɔkɛ thurbilɛ.
>>nus<< Tom isn't likely to be awake.	Töm /cɛ rɔ bi̲ luäŋ kɛ ker
>>nus<< Tom owns a yellow sports car.	Töm tee burbil Ithpɔtkä mi̲ yaan mi̲ la duŋdɛ
>>nus<< Tom really worries about you.	Töm diɛɛrɛ kɛ kui̱i̱du.
>>nus<< Tom says he plans to do that.	Ci̱ Töm ɛ lar i̱ tee kɛ ca̱p kɛ ɣöö bɛ la̱t.
>>nus<< Tom wasn't forced to do that.	Töm ka̱nɛ kuɔ̱k ɣöö lɛlɛ nɔmɔ.
>>nus<< Tom will be moving to Boston.	Töm gɛrɛ rɔ wee kä Bɔ̱thtɔɔm
>>nus<< Tom won't visit you tomorrow.	Töm /cɛ ji bi gui̱l i̱, ruun.
>>nus<< Tom's request surprised Mary.	Mɛrɛ cɛ ga̱a̱c kɛ thiëëc Töm.
>>nus<< Tomorrow is Monday, isn't it?	Iruun ɛ jiëcla̱t, /kiɛ ciɛ jɛn?
>>nus<< We didn't bring enough water.	/Ken nɛy pi̱ ti̱ rɔ̱ŋ nööŋ.
>>nus<< What are you planning to buy?	Ɛ ŋu ci̱ nhɔk ɛn ɣöö bi kɔkɔ?
>>nus<< Who runs faster, Tom or Mary?	Ɛ ŋadi̱ɛn ri̱ŋ ɛ lɔ̱ŋ, ɛ Töm ki̱ɛ Mëri̱ ?
>>nus<< You'll have to come tomorrow.	Ji̱n gɔani̱ ɣöö dëri̱ ben i̱ ruun.
>>nus<< Are you and your sister close?	Thi̲e̲e̲ki̲ yiɛnɛ nyi̲muɔɔri̲?
>>nus<< Can I have some water, please?	Dee piw ti̱ tɔt jek kä ji̱?
>>nus<< Everyone was dressed in black.	Nɛy diaal c5kɛ bi̱ääyni ti̱ ca̱a̱r la̱th ni wënkä.
>>nus<< How many chickens did you buy?	Kɛ manpɛ̈lɛ̈ɛ̈kni̱ da̱ŋ di̱ cia kɔk tɔni̱?
>>nus<< I do know that it isn't right.	Ɣän ŋa̱cä jɛ i̱ ci̱ɛ cuɔ̱ɔ̱ŋ.
>>nus<< I do know that it isn't right.	Ɛn ɣöö ci̱ɛ thuɔ̱k ŋa̱cä jɛ.
>>nus<< I got that for almost nothing.	Ɣän thiɛlɛ duɔ̱r mi̱ cä jek thi̱n.
>>nus<< I just want to be your friend.	Ɣän go̱o̱rä ɣöö bi̱ ji̱n ɛ määthdä.
>>nus<< I know Tom is a very nice guy.	Ɣän ŋa̱cä Töm jɛn ɛ ram mi̱ gɔaa.
>>nus<< I know someone should do that.	Ɣän ŋa̱cä jɛ i̱ dee ram kɛl ɛ la̱t kä kɛ.
>>nus<< I must finish this work first.	Bä la̱t ɛmɛ yi̱k thuk kɛ nhiam.
>>nus<< I need to tell Tom everything.	Görä ɤöö bä Töm la̲r ŋɔak dial.
>>nus<< I thought you lived in Boston.	ŋa̱cä ni ɣöö cieŋi kä Bo̱thtɔn.
>>nus<< I want to be with Tom forever.	Bä ci̱ëëŋ kɛl kɔnɛ Töm kɛ pëk mi̱ bäär.
>>nus<< I want to return to Australia.	Göörä loc kä Ɣuri̱thi̱ra̱li̱aa.
>>nus<< I'll come to your house later.	Bä lɔ̱ ben ci̱ëëŋdu i̱ yɔ.
>>nus<< I'm sorry that you can't stay.	ɤän cä duär /ci kɔn bi̲ ciëŋ kɛl.
>>nus<< I've been told not to do that.	Cä lärɛ , /cu jɛ lät ɛn nɔmɔ.
>>nus<< It's been three years already.	Jɛn cɛ tee kɛ run da̱ŋ di̱ɔ̱k.
>>nus<< It's easy for you to say that.	Thɛ̱̈kɛ kä ji deri jɛ lar inɔ.
>>nus<< It's easy for you to say that.	Thɛ̱̈kɛ deri jɛ lat.
>>nus<< My eyes get tired very easily.	Wäŋkä la kɛn ŋala cuc kɛ pɛ̈th.
>>nus<< Please give me a cup of water.	Dërɛ gɔaa ɛn ɣöö bi̱ ɣä moc kɛ kubay piini̱..
>>nus<< She left early in the morning.	Cɛ ji̱ɛn kɛ run waŋ.
>>nus<< That's what I'm frightened of.	ɛjɛn ɛn dual kɛ ɣä.
>>nus<< That's what I'm frightened of.	ɛjɛn ɛn dual kɛ ŋä.
>>nus<< They have time for everything.	Te kɛ kɛɛ thaak rɛy nyini̱ ti̱ ŋuan.
>>nus<< Tom and Mary are doing better.	Töm kɛnɛ Mɛri̱ lät kɛn a gɔaa.
>>nus<< Tom and Mary are really drunk.	Töm kɛnɛ Mɛri cikɛ yɔ̱ŋ pa̱ny.
>>nus<< Tom cut his hand when he fell.	Ci Töm tetdɛ ŋok min cɛ pɛɛn
>>nus<< Tom doesn't have any children.	Töm jɛn thiɛlɛ jɛ gaat.
>>nus<< Tom is not as patient as Mary.	Ɣän ciä ji̱ baay kɛ ramdɔdiɛn ?
>>nus<< Tom is not as patient as Mary.	Töm /ciɛ luääk ce̱tkɛ Mëri̱.
>>nus<< Tom said that Mary was eating.	Ci̱ Töm ɛ lar i̱ ŋɔt Mɛri̱ kɛ mi̱äth.
>>nus<< Tom speaks French really well.	Töm ŋäcɛ ruac thuɔk pi̲rɛny ɛlo̲ŋ.
>>nus<< Tom will try it one more time.	Töm bɛ nyɔk kɛ ɣɔ̱n kä kɛɛl.
>>nus<< Tom woke up three hours later.	Töm kerɛ kɛ kɔr thaakni̱ da̱ŋ di̱ɔ̱k.
>>nus<< We visited our mother's grave.	Ci nɛy wiic muɔn manda wä guiil
>>nus<< Why don't you stay for dinner?	ɛŋu ci̱ kuän thi̱aŋ lip ɔ?
>>nus<< Would you like me to help you?	Nhɔki̱ jɛ i̱ dëë ji̱ luäk ?
>>nus<< You'll know the truth one day.	ji̠n bi̠ thuɔ̲k ŋa̱c cäŋ kɛl.
>>nus<< You'll know the truth one day.	bi̠ thuɔ̲k ŋa̱c cäŋ kɛl.
>>nus<< Both Tom and I failed the exam.	Ɣän kɔnɛ Töm ci̱ nɛy pɛ̈ɛ̈n kä Ɣɔ̱ɔ̱n.
>>nus<< Both Tom and Mary like bananas.	Töm kɛnɛ mɛri̲ nhɔk kɛn muuth.
>>nus<< Did Tom give you anything else?	Tee kɛ mi̱ ci̱ Töm ɛ ka̱m ji̱ ?
>>nus<< Did you come with your husband?	Jin ci ben yiɛnɛ cɔwdu?
>>nus<< Did you talk to Tom about that?	Ci̱aa ruac yi̱ɛnɛ Töm kɛ kui̱ kä nɔmɔ?
>>nus<< Does he know that you love him?	Jɛn ŋäcɛ ɣöö nhɔki̱ jɛ.
>>nus<< Finish it before you go to bed.	Thukɛ ɛŋoti̲ käni̲ wee tɔ̲ɔ̲c.
>>nus<< Hippos are my favorite animals.	Röth kɛ kɛn ley tin nhɔakä lɔaacdä.
>>nus<< I don't have any classes today.	Thiɛlɛ ɤä ki̲lɛ̈th kɛ cäŋ wa̲lɛkä.
>>nus<< I don't know what Tom would do.	Kuäcä min bi Töm ɛ lɛl.
>>nus<< I don't know what Tom would do.	Ɣän kuäcä min bi Töm ɛ la̱t.
>>nus<< I don't want to see this again.	Cänɛ gör i̲ bä nyɔk kɛ nën.
>>nus<< I hope that I see Tom tomorrow.	Ŋa̱thä jɛ ɛn ɣöö bä Töm nɛn iruun.
>>nus<< I planned to leave immediately.	Cä rialikä bä jiɛn kɛ pɛ̈th.
>>nus<< I poured water into the bucket.	Cä pi̱w wuɔc rɛy jɛndɛlkä,.
>>nus<< I poured water into the bucket.	Cä pi̱w wuɔc rɛy jɛndɛlkä.
>>nus<< I took this picture a week ago.	Cä thuurɛ ɛmɛ kän kɛ juɔk ëë ci̱ wee.
>>nus<< I want to go play in the river.	Görä ɣöö bä wä ŋar yieer.
