>>urd<< Hi.	سلام۔
>>urd<< I knew at a glance that he was an honest man.	مجھے اسے دیکھ کر فورا پتہ لگ گیا تھا کہ وہ ایک سچا آدمی ہے۔
>>urd<< I left Japan for the first time in ten years.	میں دس سال میں پہلی دفعہ جاپان سے باہر نکلا۔
>>urd<< I'm confident that I'll win the tennis match.	مجھے یقین ہے کہ میں ٹینس میچ جیت جائوں گا۔
>>urd<< I'm going to work during the spring vacation.	میں بہار کی چھٹیوں میں کام پہ جا رہا ہوں۔
>>urd<< She goes to the supermarket every three days.	وہ سوپر مارکیٹ ہر تین دن بعد جاتی ہے۔
>>urd<< The baseball game was called off due to rain.	بیس بال کھیل بارش کی وجہ سے ملتوی کر دیا گیا۔
>>urd<< The doctor advised my father to stop smoking.	ڈاکٹر نے میرے والد کو مشورہ دیا کہ وہ تمباکونوشی چھوڑ دے۔
>>urd<< The meeting will start at four o'clock sharp.	میٹنگ پورے چار بجے شروع ہو جائے گی۔
>>urd<< The meeting will start at four o'clock sharp.	مجلس پورے چار بجے شروع ہو جائے گی۔
>>urd<< Are you absolutely sure that Tom will do that?	کیا تمہیں پورا یقین ہے کہ ٹام یہ کر لے گا؟
>>urd<< He convinced me that his brother was innocent.	اس نے مجھے قائل کیا کہ اس کا بھائی بے قصور ہے۔
>>urd<< His wife has started to work out of necessity.	اس کی بیوی نے مجبوری میں کام کرنا شروع کیا ہے۔
>>urd<< I have to lose weight, so I'm going on a diet.	مجھے وزن کم کرنا ہے، اسی لئیے میں ڈائیٹنگ شروع کر رہا ہوں۔
>>urd<< I'm sorry to disturb you while you're talking.	قطع قلامی معاف۔
>>urd<< In the United States, school buses are yellow.	امریکہ میں اسکول کی بسوں کا رنگ پیلا ہیں
>>urd<< Science can be used for good or evil purposes.	سائنس اچھے یا برے مقاصد کے لئے استعمال کیا جا سکتا ہے۔
>>urd<< The girl who's playing the piano is my sister.	جو لڑکی پیانو بجا رہی ہے وہ میری بہن ہے۔
>>urd<< We invited our new neighbors over for a drink.	ہم نے اپنے نئے ہمسائیوں کو چائے پہ دعوت دی۔
>>urd<< We watched the baseball game on TV last night.	ہم نے کل رات ٹی وی پر بیس بال گیم دیکھی۔
>>urd<< When the rain stopped, he went out for a walk.	جب بارش رکی تھی تو وہ چہل قدمی کے لیے باہر چلا گیا تھا۔
>>urd<< You should stay in bed for three or four days.	تم تین سے چار دن تک بستر پر رہو۔
>>urd<< You've already decided not to go, haven't you?	تم نے تو فیصلہ نہیں کر لیا نہ جانے کا؟
>>urd<< You've already decided not to go, haven't you?	آپ نے تو فیصلہ نہیں کر لیا نہ جانے کا؟
>>urd<< His novels are, for the most part, very boring.	اس کے ناول، زیادہ تر، کافی بورنگ ہوتے ہے۔
>>urd<< I wish you hadn't told that story to my mother.	کاش تم نے وہ کہانی میری والدہ کو نہ بتائی ہوتی۔
>>urd<< I wish you hadn't told that story to my mother.	کاش تم نے وہ کہانی میری امی کو نہ بتائی ہوتی۔
>>urd<< I wish you hadn't told that story to my mother.	کاش تم نے وہ کہانی میری ماں کو نہ بتائی ہوتی۔
>>urd<< It doesn't matter who says that, it's not true.	اس سے فرق نہیں پڑتا کہ کس نے کہاں ہے، بات ہی غلط ہے۔
>>urd<< One of her cars is blue and the others are red.	اس کی ایک گاڑی نیلی ہے اور باقی لال ہیں۔
>>urd<< One of her cars is blue and the others are red.	اس کی ایک گاڑی نیلی ہے اور باقی ساری لال ہیں۔
>>urd<< Please give me a wake-up call at eight o'clock.	براہ کرم مجھے آٹھ بجے فون کر کے اٹھا دیجیے گا۔
>>urd<< She is staying at a little hotel by the castle.	قلعہ کے پاس ایک چھوٹا سا ہوٹل ہے، وہ وہاں رہ رہی ہے۔
>>urd<< She's curious to find out who sent the flowers.	وہ جاننے کے لئیے بیتاب ہے کہ یہ پھول کس نے بھیجے ہے۔
>>urd<< Ten years have passed since he went to America.	دس سال ہو گئے ہیں اسے امریکہ گئے ہوئے۔
>>urd<< The recent advances in medicine are remarkable.	طب کے میدان میں حال ہی میں ہونے والے ترقی بہت شاندار ہیں۔
>>urd<< The river overflowed because of the heavy rain.	تیز بارشوں کی وجہ سے دریا سے پانی ابل کے باہر آ گیا۔
>>urd<< When the bomb exploded, I happened to be there.	میں وہی پہ تھا جب بم دھماکہ ہوا تھا۔
>>urd<< Would you please tell me what I should do next?	کیا آپ مجھے بتائیں گے کہ میں اب کیا کروں؟
>>urd<< Would you please tell me what I should do next?	کیا آپ مجھے بتا سکتے ہے کہ میں اب کیا کروں؟
>>urd<< Would you please tell me what I should do next?	کیا آپ مجھے بتائیں گے کہ میں اب آگے کیا کروں؟
>>urd<< Would you please tell me what I should do next?	کیا آپ مجھے بتا سکتے ہے کہ میں اب آگے کیا کروں؟
>>urd<< You should always wash your hands before meals.	کھانے سے پہلے ہمیشہ ہاتھ دھویا کرو۔
>>urd<< At the moment, there isn't anyone in the office.	اس وقت دفتر میں کوئی نہیں ہے۔
>>urd<< Being injured in an accident, he could not walk.	حادثہ میں زخمی ہونے کے بعد، وہ چل نہیں سکتا۔
>>urd<< I plan to study this afternoon after I get home.	میرا پلین ہے کہ شام کو گھر جا کے میں پڑھائی کرو گا۔
>>urd<< It was not in his nature to speak ill of others.	اس کی فطرت میں دوسروں کی برائی کرنا نہیں ہے۔
>>urd<< It was not in his nature to speak ill of others.	ان کی فطرت میں دوسروں کی برائی کرنا نہیں ہے۔
>>urd<< It was so hot that I slept with the window open.	اتنی گرمی تھی کہ میں کھڑکی کھول کے سویا۔
>>urd<< There's something going on between Tom and Mary.	ٹام اور مریم کے بیج میں کچھ چل رہا ہے۔
>>urd<< Tom didn't expect such a nice present from Mary.	ٹام نے مریم سے اتنے اچھے تحفے کی امید نہیں کی تھی۔
>>urd<< What did you say? Could you please say it again?	کیا کہ رہے ہو؟ دوبارہ کہ سکتے ہو؟
>>urd<< Do you think we should import rice from the U.S.?	ہمیں کیا امریکا سے چاول کی برآمدگی کرنی چاہیے؟
>>urd<< Don't you know that he passed away two years ago?	تمھیں نہیں پتہ ، اسے فوت ہوئے دو سال ہو گئے ہے۔
>>urd<< I want a boat that'll take me far away from here.	مجھے ایک کشتی چاہئیے جو مجھے یہاں سے دور لے جائے۔
>>urd<< Just wait a little please. He hasn't arrived yet.	برائے مہربانی تھوڑا انتظار فرما لے۔ وہ ابھی تک پہنچے نہیں ہے۔
>>urd<< Just wait a little please. He hasn't arrived yet.	برائے مہربانی تھوڑا انتظار فرما لے۔ وہ ابھی تک آئے نہیں ہے۔
>>urd<< The accident took place the day before yesterday.	حادثہ پرسو ہوا تھا۔
>>urd<< The construction of the hospital is about to end.	ہسپتال کی تعمیر بس ختم ہونے والی ہے۔
>>urd<< The old woman climbed the stairs with difficulty.	بزرگ عورت بڑی مشکل سے سیڑھیاں چڑھی تھی۔
>>urd<< What would our lives be like without electricity?	ہماری زندگیاں بغیر بجلی کے کیسی ہونگی؟
>>urd<< You don't get up as early as your sister, do you?	تم اپنی بہن کی طرح صبح جلدی نہیں اٹھتے، ہے نا؟
>>urd<< You don't get up as early as your sister, do you?	آپ اپنی بہن کی طرح صبح جلدی نہیں اٹھتے، ہے نا؟
>>urd<< A doctor tried to remove the bullet from his back.	ڈاکٹر نے اس کی پیٹھ سے گولی نکالنے کی کوشش کی۔
>>urd<< I gave my sister a pearl necklace on her birthday.	میں نی اپنی بہن کو اس کی سالگرہ پر ہیروں کا ہار دیا۔
>>urd<< Martin Luther King spent his life seeking justice.	مارٹن لوتھر کنگ نے اپنی زنگی انصاف کے حصول میں گزاردی۔
>>urd<< My father usually watches television after dinner.	میرے والد رات کے کھانے کے بعد عموماً ٹی وی دیکھتے ہے۔
>>urd<< My father usually watches television after dinner.	میرے والد عشائیہ کے بعد عموماً ٹی وی دیکھتے ہے۔
>>urd<< You're working too hard. Take it easy for a while.	تم بہت زیادہ کام کر رہے ہو آج کل۔ تھوڑا سا آرام کر لو۔
>>urd<< He's accustomed to getting up early in the morning.	وہ صبح جلدی اٹھنے کا عادی ہے۔
>>urd<< Our office is on the northern side of the building.	ہمارا دفتر عمارت کے شمال جانب ہے۔
>>urd<< The bat was stolen yesterday, along with the balls.	بلے کے ساتھ ساتھ کل گیندیں بھی چوری ہو گئی۔
>>urd<< This is the camera that Tom took the pictures with.	یہ وہ کیمرہ ہے جس سے ٹام نے تصویریں کھینچی ہیں۔
>>urd<< I'll postpone my trip to Scotland until it's warmer.	میں سکاٹ لینڈ کا دورہ تب تک ملتوی کر رہا ہو جب تک موسم تھوڑا گرم نہیں ہو جاتا۔
>>urd<< If that guitar weren't so expensive, I could buy it.	اگر وہ گیٹار اتنا مہنگا نہ ہوتا، میں اسے خرید لیتا۔
>>urd<< My uncle went to Mexico in 1983, never to come back.	میرے ماموں ۱۹۸۳ میں میکسیکو گئے تھے اور کبھی واپس نہیں آئے۔
>>urd<< My uncle went to Mexico in 1983, never to come back.	میرے تایا ۱۹۸۳ میں میکسیکو گئے تھے اور کبھی واپس نہیں آئے۔
>>urd<< My uncle went to Mexico in 1983, never to come back.	میرے چاچا ۱۹۸۳ میں میکسیکو گئے تھے اور کبھی واپس نہیں آئے۔
>>urd<< No matter how much she eats, she never gains weight.	وہ جتنا مرضی کھا لے، اس کا وزن بڑھتا ہی نہیں ہے۔
>>urd<< This story is by far more interesting than that one.	یہ کہانی دوسرے سے زیادو مزیدار ہے۔
>>urd<< Can one person really make a difference in the world?	کیا کوئی ایک شخص دنیا میں کوئی بدلاؤ لا سکتا ہے؟
>>urd<< I could tell from his accent that he was a Frenchman.	میں اس کے بولنے کے لہجے سے بتا سکتا تھا کہ وہ فرانسیسی ہے۔
>>urd<< Mary's new hairstyle made her stand out in the crowd.	میری کے بالوں کے نئے انداز نے اسے بھیڑ میں بھی منفرد کر دیا تھا۔
>>urd<< Tom fell in love with Mary the first time he saw her.	ٹام نے جب پہلی دفعہ مریم کو دیکھا تو وہ اس کے عشق میں گرفتار ہو گیا۔
>>urd<< Tom fell in love with Mary the first time he saw her.	ٹام کی جب پہلی دفعہ مریم پہ نظر پڑی تو وہ اس پہ دل ہار گیا۔
>>urd<< Tom grew up near a lake, but he isn't a good swimmer.	ٹام ایک جھیل کے قریب بڑا ہوا مگر وہ اچھا تیراک نہیں ہے۔
>>urd<< When I got home, I noticed that I had lost my wallet.	جب میں گھر پہنچا تو مجھے پتہ لگا کہ میرا بٹوہ گم ہو گیا ہے۔
>>urd<< When I got home, I noticed that I had lost my wallet.	جب میں گھر پہنچی تو مجھے پتہ لگا کہ میرا بٹوہ گم ہو گیا ہے۔
>>urd<< I was caught in a shower and was drenched to the skin.	میں بارش میں پھنس گیا اور پورے کا پورا بھیگ گیا۔
>>urd<< No matter how you do it, the results will be the same.	تم جیسے مرضی کرو، اس کا نتیجہ ایک ہی نکلے گا۔
>>urd<< Please bring us two cups of tea and one cup of coffee.	ہمیں دو کپ چائے اور ایک کپ کافی لا دینا۔
>>urd<< Tom never felt comfortable expressing his own opinion.	ٹام اپنی رائے کو اظہار کرنے میں کبھی بھی خوش نہیں تھا۔
>>urd<< Tom never felt comfortable expressing his own opinion.	ٹام اپنی رائے کو اظہار کرنے میں کتراتا تھا۔
>>urd<< "He'd like to have a coffee after work." "I would too."	"وہ کام کے بعد کافی پینا پسند کرے گا۔" "میں بھی"
>>urd<< He's been staying at that hotel for the past five days.	وہ پچھلے پانچ دنوں سے ہوٹل میں قیام پزیر ہے۔
>>urd<< If you look after your clothes, they last a lot longer.	اگر تم اپنے کپروں کا دھیان رکھو گے تو وہ زیادہ عرصہ چلے گے۔
>>urd<< My father told me about his experiences during the war.	میرے ابو نے مجھے اپنے جنگی تجربے کے بارے میں بتایا۔
>>urd<< My father told me about his experiences during the war.	میرے والد نے مجھے اپنے جنگی تجربے کے بارے میں بتایا۔
>>urd<< The committee is composed of three men and seven women.	کمیٹی میں تین مرد اور سات عورتیں ہیں۔
>>urd<< You'll save yourself a lot of time if you take the car.	اگر تم گاڑی میں جائو گے تو تم اپنا کافی وقت بچا لو گے۔
>>urd<< Every time I look at this picture, I think of my father.	جب بھی میں اس تصویر کو دیکھتا ہوں، مجھے اپنے ابو یار آ جاتے ہے۔
>>urd<< Is it the vacuum cleaner's fault that the room is dusty?	کیا یہ ویکیوم کلینر کا قصور ہے کہ کمرہ گندا ہے؟
>>urd<< Deaf people often talk to each other using sign language.	بہرے لوگ اکثر ایک دوسرے سے نشانی زبان میں بات کرتے ہیں۔
>>urd<< Do you have any idea where Tom might have put his camera?	تمھیں کوئی آئڈیا ہے کہ ٹام نے اپنا کیمرہ کدھر دکھا ہوا ہے؟
>>urd<< It is very hard to tell what country a person comes from.	کافی مشکل ہے بتانا کہ کونسا بندہ کس ملک سے ہے۔
>>urd<< The last bus had already gone when I got to the bus stop.	میرے بس سٹاپ پہنچنے تک آخری بس نکل چکی تھی۔
>>urd<< I have to have an interview before taking the examination.	مجھے امتہان سے پہلے ایک انٹرویو دینا پڑے گا۔
>>urd<< On last week's English test, my score was worse than hers.	پچھلے ہفتے کے انگریزی کے امتحان میں میرے اس سے برے نمبر تھے۔
>>urd<< The doctor tried every possible means to save his patient.	ڈاکٹر نے ہر ممکن کوشش کی مریض کو بچانے کے لیئے۔
>>urd<< Compared with last year, this year's crops are much better.	پچھلے سال کے مقابلے میں اس سال کی کپاس بے مثال ہیں۔
>>urd<< I just told Tom that I wanted to help him clean the garage.	میں نے ٹام کو بتایا کہ مجھے گراج کی صفائی کے لئیے مدد چاہئیے۔
>>urd<< I need another can of paint to finish painting the ceiling.	مجھے پینٹ کا ایک کنستر اور چاہئیے چھت کو پوری طرح پینٹ کرنے کے لئیے۔
>>urd<< I thought we'd never get out of the burning building alive.	مجھے لگا ہم کبھی بھی اس جلتی ہوئی عمارت سے زندہ نہیں نکل سکے گے۔
>>urd<< Many people in Africa were killed as a result of the storm.	طوفان کے نتیجے میں افریقہ کے بہت سے لوگ ہلاک ہو گئے تھے۔
>>urd<< The grass is always greener on the other side of the fence.	دور کے ڈھول سہانے۔
>>urd<< His mother said that he had been sick in bed for five weeks.	اس کی والدہ نے بتایا ہے کہ وہ پانچ ہفتوں سے بستر میں بیمار پڑا ہے۔
>>urd<< His mother said that he had been sick in bed for five weeks.	اس کی امی نے بتایا ہے کہ وہ پانچ ہفتوں سے بستر میں بیمار پڑا ہے
>>urd<< She fainted, and I had to hold her to keep her from falling.	وہ بیہوش ہو گئی، اور مجھے اس کو گرنے سے بچانے کے لئے پکڑنا پڑا۔
>>urd<< There's no danger of this lamp setting fire to the curtains.	اس چراغ سے پردوں کو آگ لگنے کا کوئی خطرہ نہیں۔
>>urd<< You should try to form the habit of using your dictionaries.	تمہیں لغات کو استعمال کرنے کی عادت بنانی چائیے۔
>>urd<< You should try to form the habit of using your dictionaries.	آپ کو لغات کو استعمال کرنے کی عادت بنانی چائیے۔
>>urd<< In addition to being a doctor, he was a very famous novelist.	ڈاکٹر ہونے کے علاوہ وہ ایک مشہور مصنف بھی تھا۔
>>urd<< I got up early so that I might be in time for the first train.	میں صبح جلدی اٹھا تاکہ میں پہلی ریل گاڑی پکڑ سکوں۔
>>urd<< I got up early so that I might be in time for the first train.	میں صبح جلدی اٹھی تاکہ میں پہلی ریل گاڑی پکڑ سکوں۔
>>urd<< You shouldn't say that kind of thing when children are around.	تمہیں اس قسم کی باتیں بچوں کے سامنے نہیں کرنی چائیے۔
>>urd<< You shouldn't say that kind of thing when children are around.	آپ کو اس قسم کی باتیں بچوں کے سامنے نہیں کرنی چائیے۔
>>urd<< On my way home from school yesterday, I was caught in a shower.	کل سکول سے واپس آتے ہوئے میں بارش کی لپیٹ میں آ گیا تھا۔
>>urd<< On my way home from school yesterday, I was caught in a shower.	کل سکول سے واپس آتے ہوئے میں بارش کی لپیٹ میں آ گئی تھی۔
>>urd<< Once you've formed a bad habit, you can't get rid of it easily.	ایک بار تم نے کوئی گندی عادت اپنالی، پھر اس سے آرام سے جان نہیں چھٹے گی۔
>>urd<< Tom has been eating at that restaurant since he was a teenager.	ٹام اس ریستوران میں تب سے جا رہا ہے جب سے وہ نوجوان ہوتا تھا۔
>>urd<< You will be able to speak fluent English in another few months.	تم کچھ مہینوں میں بہترین انگریزی بول سکو گے۔
>>urd<< I don't know how I did it. The important thing is that I did it.	مجھے نہیں پتہ میں نے کیسے کیا ہے، مگر اصل چیز یہ ہے کہ میں نے کر لیا ہے۔
>>urd<< This morning I went to the airport in order to see my cousin off.	آج صبح میں ائیرپورٹ گیا تھا اپنے کزن کو چھوڑنے۔
>>urd<< Before you criticize someone, you should walk a mile in their shoes.	کسی پہ تنقید کرنے سے پہلے اُس کی زندگی کو پہلے سمحھ لو۔
>>urd<< Winter seems to be sticking around a lot longer than usual this year.	سردی اس سال کافی لمبی ہو گئی ہے۔
>>urd<< She cut the cake into six pieces and gave one to each of the children.	اس نے کیک کے چھہ پیس کیئے اور ہر بچے کو ایک ایک پیس دیا۔
>>urd<< Children who are sixteen years old or younger may not enter the theater.	سولہ سال سے کم عمر کے بچے ٹھیٹر میں داخل نہیں ہو سکتے۔
>>urd<< She borrowed the book from him many years ago and hasn't yet returned it.	اس نے اس سے یہ کتاب کئی سال پہلے ادھار لی تھی اور ابھی تک نہیں لوٹائی۔
>>urd<< She asked him to not quit his job because they were poor and needed the money.	اس نے اسے اپنی نوکری چھوڑنے سے منع کیا کیونکہ وہ غریب ہے اور ان کو پیسوں کی ضرورت ہیں۔
>>urd<< Tom would've liked to attend Mary's party. Unfortunately, he had other things he had to do.	ٹام میری کی پارٹی میں شامل تو ہونا چاہتا تھا مگر بدقسمتی سے اسے کچھ اور ضروری کام تھے۔
>>urd<< When you meet someone for the first time, be careful about how close you stand to that person.	جب تم پہلی دفعہ کسی سے ملو، اس بات کو مد نظر رکھو کہ تم اس کے کتنا قریب کھڑے ہو۔
