>>pol<< Go.	Idź.
>>pol<< Having done the work, she has nothing to do.	Skończyła pracę i nie ma nic do roboty.
>>pol<< He devoted his life to the study of science.	Poświęcił swoje życie nauce.
>>pol<< He encouraged his son to do something great.	Zachęcał syna do wielkich czynów.
>>pol<< He entered the college to study electronics.	Wstąpił na uczelnię, aby studiować elektronikę.
>>pol<< He had no difficulty explaining the mystery.	Bez trudności wyjaśnił tajemnicję.
>>pol<< He had the privilege of a private education.	Miał ten przywilej, że chodził do prywatnej szkoły.
>>pol<< He has no equal in the field of electronics.	Nie ma sobie równych na polu elektroniki.
>>pol<< He has spent three years writing this novel.	Spędził trzy lata na pisaniu tej powieści.
>>pol<< He is getting on very well with his English.	Nauka angielskiego idzie mu bardzo dobrze.
>>pol<< He knows no foreign language except English.	On nie zna żadnych języków obcych poza angielskim.
>>pol<< He said he would write to me, but he hasn't.	Powiedział, że do mnie napisze, ale jeszcze tego nie zrobił.
>>pol<< He said that he had left his wallet at home.	Powiedział, że zostawił swój portfel w domu.
>>pol<< He showed me the manuscript of his new play.	Pokazał mi rękopis swojej nowej sztuki.
>>pol<< He speaks English as if he were an American.	Mówi po angielsku, jakby był Amerykaninem.
>>pol<< He speaks as if he had read the book before.	Mówi, jakby już wcześniej czytał tę książkę.
>>pol<< He tried to rationalize his foolish actions.	Próbował uzasadnić swoje głupie działania.
>>pol<< He went fishing in a river near the village.	Poszedł nad rzekę koło wioski łowić ryby.
>>pol<< His house was sold for ten thousand dollars.	Jego dom zastał sprzedany za dziesięć tysięcy dolarów.
>>pol<< His method is much more effective than ours.	Jego metoda jest o wiele bardziej skuteczna niż nasza.
>>pol<< His name is known to everybody in this area.	Jego nazwisko jest znane wszystkim w tej okolicy.
>>pol<< His poetry does not translate into Japanese.	Jego wiersze są nieprzetłumaczalne na japoński.
>>pol<< His recovery was nothing short of a miracle.	Jego wyzdrowienie było niczym cud.
>>pol<< How come Mary is going on a picnic with him?	Dlaczego Mary idzie z nim na piknik?
>>pol<< How did she come to know so much about fish?	Skąd ona się tak zna na rybach?
>>pol<< How far is it from the airport to the hotel?	Jak daleko jest z lotniska do hotelu?
>>pol<< How long does it take to get to the station?	Jak długo zajmuje dojście do stacji?
>>pol<< How long have you been living in this house?	Od kiedy mieszkasz w tym domu?
>>pol<< How long will it take you to paint my house?	Ile Ci zajmie pomalowanie mojego domu?
>>pol<< How many nights would you like the room for?	Na ile nocy chciałby pan zostać?
>>pol<< How many politicians do you personally know?	Ilu polityków znasz osobiście?
>>pol<< How much did they give you for your old car?	Ile dostałeś za swój stary samochód?
>>pol<< I always have a lot of fun when I come here.	Zawsze się dobrze bawię, kiedy tu przychodzę.
>>pol<< I am angry that she didn't keep her promise.	Jestem zły, że nie dotrzymała obietnicy.
>>pol<< I am not as interested in literature as you.	Nie interesuje mnie literatura tak jak ciebie.
>>pol<< I assume you know how to get to Tom's house.	Zakładam, że wiesz, jak się dostać do domu Toma.
>>pol<< I awoke to find everything had been a dream.	Obudziłem się, by odkryć, że to wszystko było tylko snem.
>>pol<< I bought him a drink in return for his help.	Kupiłem mu drinka w zamian za jego pomoc.
>>pol<< I can't be sure, but I think Tom likes Mary.	Nie jestem pewny ale wydaje mi się, że Tomowi podoba się Mary.
>>pol<< I can't believe that you enjoyed that movie.	Nie rozumiem, jak mógł cię się ten film podobać.
>>pol<< I can't believe that you were a cheerleader.	Niewiarygodne, że byłaś cheerleaderką.
>>pol<< I can't carry this suitcase. It's too heavy.	Nie mogę nieść tej walizki. Jest zbyt ciężka.
>>pol<< I can't finish the job in such a short time.	Nie mogę skończyć pracy w tak krótkim czasie.
>>pol<< I can't make heads or tails of what you say.	Nie rozumiem ani trochę o czym mówisz.
>>pol<< I can't seem to get him to fix this machine.	Chyba nie naprawi mi tego urządzenia.
>>pol<< I can't work with you if you don't trust me.	Nie mogę z tobą pracować jeśli mi nie ufasz.
>>pol<< I congratulated him on the birth of his son.	Pogratulowałem mu narodzin syna.
>>pol<< I couldn't have done this without your help.	Nie mógłbym tego zrobić bez twojej pomocy.
>>pol<< I definitely won't go shopping this morning.	Na pewno nie pójdę na zakupy dziś rano.
>>pol<< I definitely won't go shopping this morning.	Na sto procent nie pójdę dziś rano na zakupy.
>>pol<< I didn't know Tom was going skiing with you.	Nie wiedziałem, że Tomasz jedzie z tobą na narty.
>>pol<< I didn't mean to imply your house was dirty.	Nie chciałem sugerować, że twój dom jest brudny.
>>pol<< I didn't mean to imply your house was dirty.	Nie chciałem sugerować, że wasz dom jest brudny.
>>pol<< I didn't understand what the professor said.	Nie zrozumiałem, co mówił profesor.
>>pol<< I don't care for butter. I prefer margarine.	Nie przepadam za masłem. Wolę margarynę.
>>pol<< I don't know much about Tom's personal life.	Nie wiem zbyt wiele na temat prywatnego życia Toma.
>>pol<< I don't know when, but it'll happen someday.	Nie wiem kiedy, ale kiedyś to się zdarzy.
>>pol<< I don't like this skirt. It always rides up.	Nie lubię tej spódniczki - wiecznie się podciąga do góry.
>>pol<< I don't remember asking you for your advice.	Nie pamiętam, żebym prosił cię o radę.
>>pol<< I don't think anyone could have stopped Tom.	Uważam, że nikt nie mógł powstrzymać Toma.
>>pol<< I don't understand the meaning of this word.	Nie rozumiem znaczenia tego słowa.
>>pol<< I don't understand the meaning of this word.	Nie rozumiem, co znaczy to słowo.
>>pol<< I don't want to participate in the ceremony.	Nie chcę uczestniczyć w ceremonii.
>>pol<< I don't want to work under these conditions.	Nie chcę pracować w tych warunkach.
>>pol<< I feel like telling him what I think of him.	Mam ochotę powiedzieć mu co o nim myślę.
>>pol<< I fell asleep while I was doing my homework.	Zasnąłem odrabiając lekcje.
>>pol<< I forgot Tom knew how to play the accordion.	Zapomniałem, że Tom umie grać na akordeonie.
>>pol<< I forwarded the schedule you sent me to Tom.	Przekazałem Tomowi plan, który mi wysłałeś.
>>pol<< I gave my mother 19 flowers on Mother's Day.	Dałem mojej matce 19 kwiatów z okazji Dnia Matki.
>>pol<< I had always supposed that Tom was innocent.	Zawsze sądziłem, że Tom jest niewinny.
>>pol<< I had my chauffeur drive Tom to the airport.	Mój szofer zawiózł Toma na lotnisko.
>>pol<< I hate carrots even more than I hate onions.	Nie lubię marchewki jeszcze bardziej niż cebuli.
>>pol<< I have a deposit of 500,000 yen at the bank.	Mam zdeponowane 500 000 jenów w banku.
>>pol<< I have a long list of things I shouldn't do.	Mam długą listę rzeczy, których nie powinnam robić.
>>pol<< I have a lot of things to do this afternoon.	Dziś popołudniu mam wiele do zrobienia.
>>pol<< I have absolutely no idea what Tom is doing.	Kompletnie nie mam pojęcia, co Tom robi.
>>pol<< I have many friends who are native speakers.	Mam wielu przyjaciół, którzy są rodzimymi użytkownikami tego języka.
>>pol<< I have many friends who are native speakers.	Wielu moich znajomych mówi tym językiem natywnie.
>>pol<< I have no idea whether or not Tom will come.	Nie mam pojęcia, czy Tom przyjdzie czy nie.
>>pol<< I haven't been back here since the incident.	Nigdy tu nie byłem od czasu wypadku.
>>pol<< I haven't been busy for these past two days.	Nie byłem zajęty przez ostatnie dwa dni.
>>pol<< I haven't thought about that in a long time.	Nie myślałem o tym od dłuższego czasu.
>>pol<< I heard you were planning to move to Boston.	Słyszałem, że planujesz przeprowadzić się do Bostonu.
>>pol<< I intend to stay in Australia with my uncle.	Zamierzam zostać w Australii z moim wujkiem.
>>pol<< I just want to be your friend, nothing more.	Chcę być tylko waszą przyjaciółką, nic ponadto.
>>pol<< I just want to be your friend, nothing more.	Chcę być tylko waszym przyjacielem, nic ponadto.
>>pol<< I just want to be your friend, nothing more.	Chcę być tylko twoją przyjaciółką, nic ponadto.
>>pol<< I just want to be your friend, nothing more.	Chcę być tylko twoim przyjacielem, nic ponadto.
>>pol<< I just want to talk with you a little while.	Chciałbym chwilę z tobą porozmawiać.
>>pol<< I just want to talk with you a little while.	Chciałbym zamienić z tobą dwa słowa.
>>pol<< I know Tom wants us to go swimming with him.	Wiem, że Tom chce, żebyśmy poszli z nim popływać.
>>pol<< I know a good restaurant that's inexpensive.	Znam dobrą, niedrogą restaurację.
>>pol<< I know somebody who speaks French very well.	Znam kogoś, kto bardzo dobrze mówi po francusku.
>>pol<< I left my new pair of gloves in the library.	Zostawiłem moją nową parę rękawiczek w bibliotece.
>>pol<< I looked in my closet for something to wear.	Szukałem w szafie czegoś, co mógłbym na siebie włożyć.
>>pol<< I looked in my closet for something to wear.	Rozglądałem się w szafie za jakimś ubraniem.
>>pol<< I met Tom when I was a sophomore at Harvard.	Poznałem Toma, gdy byłem na drugim roku na Harvardzie.
>>pol<< I need a pair of scissors to cut this paper.	Potrzebuję pary nożyczek do cięcia tego papieru.
>>pol<< I need to know what they were talking about.	Muszę wiedzieć, o czym mówili.
>>pol<< I need you to find out what happened to Tom.	Muszę się dowiedzieć co stało się Tom'owi.
>>pol<< I never imagined myself going home so early.	Nie przypuszczałem, że będę tak wcześnie wychodził do domu.
>>pol<< I never should've let Tom eat so much candy.	Nie powinienem był pozwalać Tomowi jeść tyle słodyczy.
>>pol<< I never spend a day without thinking of you.	Nie ma dnia, bym o tobie nie myślał.
>>pol<< I never thought I'd see Tom in Boston again.	Nigdy nie sądziłem, że jeszcze zobaczę Tomka w Bostonie.
>>pol<< I only have toast and coffee in the morning.	Na śniadanie jem tylko grzankę z kawą.
>>pol<< I only speak French at home with my parents.	Po francusku mówię jedynie w domu z rodzicami.
>>pol<< I plan to finish it in two or three minutes.	Chcę to skończyć w dwie, trzy minuty.
>>pol<< I ran as fast as I could to catch the train.	Biegłem najszybciej jak umiem, żeby zdążyć na pociąg.
>>pol<< I really need to take care of some business.	Naprawdę muszę zająć się kilkoma sprawami.
>>pol<< I really need to talk to Tom sometime today.	Naprawdę muszę dzisiaj w którymś momencie porozmawiać z Tomem.
>>pol<< I really want to know what's happening here.	Naprawdę chcę wiedzieć co tu się dzieje.
>>pol<< I regard the contract as having been broken.	Uznajemy, że umowę zerwano.
>>pol<< I saw the two together on several occasions.	Widziałem ich dwoje razem w kilku miejscach.
>>pol<< I saw the two together on several occasions.	Widziałem ich dwoje razem przy kilku okazjach.
>>pol<< I should've listened to what my mother said.	Powinienem był słuchać matki.
>>pol<< I shouldn't have to do all this work myself.	Nie powinienem musieć robić sam tego wszystkiego.
>>pol<< I spent my time strolling about the streets.	Wałęsałem się przez ten czas po ulicach.
>>pol<< I still can't believe this is all happening.	Wciąż nie mogę uwierzyć, że to wszystko się dzieje.
>>pol<< I take it for granted that she will join us.	To dla mnie oczywiste, że ona do nas dołączy.
>>pol<< I think I just heard someone call your name.	Chyba usłyszałem, jak ktoś woła twoje imię.
>>pol<< I think I'd like to visit Australia someday.	Myślę, że chciałbym kiedyś pojechać do Australii.
>>pol<< I think I'd like to visit Australia someday.	Myślę, że chciałbym kiedyś polecieć do Australii.
>>pol<< I think I've never seen you so drunk before.	Myślę, że nigdy wcześniej nie widziałem cię tak pijanego.
>>pol<< I think it's time for me to wash this shirt.	Myślę, że nadszedł czas, żeby wyprać tę koszulę.
>>pol<< I think it's unlikely that plants feel pain.	Chyba niemożliwe, by rośliny odczuwały ból.
>>pol<< I think there is a more obvious explanation.	Myślę że jest na to bardziej oczywiste wytłumaczenie.
>>pol<< I thought I'd try eating Mexican food today.	Myślałem o spróbowaniu dziś kuchni meksykańskiej.
>>pol<< I thought Tom would get accepted to Harvard.	Myślałem, że Tom zostanie przyjęty na Harvard.
>>pol<< I thought that Tom wouldn't do that anymore.	Myślałem, że Tom więcej tego nie zrobi.
>>pol<< I thought that Tom wouldn't do that anymore.	Myślałam, że Tom więcej tego nie zrobi.
>>pol<< I thought that guy had a gun, so I shot him.	Myślałem, że ten facet ma broń, więc zastrzeliłem go.
>>pol<< I thought you were going to be gone all day.	Myślałem, że nie będzie cię cały dzień.
>>pol<< I thought you were going to be gone all day.	Myślałam, że nie będzie cię cały dzień.
>>pol<< I told you this was going to be interesting.	Mówiłem ci, że zapowiadało się, że będzie ciekawe.
>>pol<< I understand you had a little talk with Tom.	Rozumiem, że wczoraj rozmawiałeś z Tomem.
>>pol<< I use flashcards to study French vocabulary.	Używam fiszek do nauki francuskich słówek.
>>pol<< I used to dream about becoming an astronaut.	Kiedyś chciałem zostać kosmonautą.
>>pol<< I used to dream about becoming an astronaut.	Kiedyś chciałem zostać astronautą.
>>pol<< I used to dream about becoming very wealthy.	Kiedyś marzyłem, by zostać bardzo bogaty.
>>pol<< I used to know a guy that grew up in Boston.	Znałem kiedyś gościa, który dorastał w Bostonie.
>>pol<< I used to often take walks along that river.	Często spacerowałem wzdłuż tamtej rzeki.
>>pol<< I waited for my husband till after midnight.	Czekałam na mojego męża do po północy.
>>pol<< I want to go to the top of the Eiffel Tower.	Chcę wejść na szczyt Wieży Eiffla.
>>pol<< I want to see the house that you grew up in.	Chcę zobaczyć dom, w którym się wychowałeś.
>>pol<< I want to see the house that you grew up in.	Chcę zobaczyć dom, w którym dorastałeś.
>>pol<< I wanted to be a bus driver when I was five.	Kiedy miałem pięć lat, chciałem być kierowcą autobusu.
>>pol<< I wanted to talk to you about what happened.	Chciałem z tobą porozmawiać o tym co się stało.
>>pol<< I was absent from school because I was sick.	Nie było mnie w szkole, bo byłem chory.
>>pol<< I was just going out, when it began to rain.	Byłem właśnie na zewnątrz, kiedy zaczęło padać.
>>pol<< I was leaving home, when it started to rain.	Gdy wyszedłem z domu, zaczęło padać.
>>pol<< I was only able to do that for a short time.	Byłem w stanie to robić tylko przez krótką chwilę.
>>pol<< I wasn't aware that you were feeling so bad.	Nie wiedziałem, że czujesz się tak źle.
>>pol<< I wish I could figure out how to burn a DVD.	Chciałbym umieć rozgryźć nagrywanie płyt DVD.
>>pol<< I wish I could show you how much I love you.	Chciałbym móc ci pokazać, jak bardzo cię kocham.
>>pol<< I wish we didn't have to do this any longer.	Chciałbym nie musieć już tego robić.
>>pol<< I wonder why Tom just didn't ask us to help.	Zastanawiam się, czemu Tom po prostu nie zapytał nas o pomoc.
>>pol<< I wonder why they left my name off the list.	Ciekawam, dlaczego skreślili moje nazwisko z listy.
>>pol<< I'd like to get married to someone like you.	Chciałbym ożenić się z kimś takim jak ty.
>>pol<< I'd like to get married to someone like you.	Chciałabym wyjść za mąż, za kogoś takiego jak ty.
>>pol<< I'd like to improve my French pronunciation.	Chciałbym poprawić moją francuską wymowę.
>>pol<< I'd like to pay with my credit card instead.	Zamiast tego chciałbym zapłacić kartą kredytową.
>>pol<< I'd like to reserve a table for four at six.	Chciałbym zarezerwować stolik dla czterech osób na godzinę szóstą.
>>pol<< I'll always love you, no matter what you do.	Zawsze będę cię kochał, niezależnie, co zrobisz.
>>pol<< I'll do that regardless of the consequences.	Zrobię to bez względu na konsekwencje.
>>pol<< I'll monitor your progress from my computer.	Będę przyglądać się twojemu postępowi ze swojego komputera.
>>pol<< I'll see what else I can find out about Tom.	Zobaczę, czego jeszcze mogę dowiedzieć się na temat Toma.
>>pol<< I'll take care of the dog while you are out.	Zaopiekuję się psem, kiedy ciebie nie będzie.
>>pol<< I'm about three centimeters taller than Tom.	Jestem jakieś trzy centymetry wyższy niż Tom.
>>pol<< I'm fed up with the way Tom has been acting.	Mam dość tego jak Tom się zachowuje.
>>pol<< I'm going to get some grub and I'll be back.	Idę coś zjeść i wracam.
>>pol<< I'm going to look for another place to live.	Rozejrzę się za innym miejscem do życia.
>>pol<< I'm going to work out the problem by myself.	Rozwiążę ten problem sam.
>>pol<< I'm happy to sit out here and chat with you.	Cieszę się, że mogę tu z tobą siedzieć i gadać.
>>pol<< I'm looking forward to the return of spring.	Z niecierpliwością czekam na wiosnę.
>>pol<< I'm not Mary's boyfriend. I'm just a friend.	Nie jestem chłopakiem Mary. Jestem tylko przyjacielem.
>>pol<< I'm not even sure if that would help or not.	Nie mam pojęcia czy to pomoże, czy nie.
>>pol<< I'm not going to go swimming this afternoon.	Nie zamierzam iść dziś popołudniu pływać.
>>pol<< I'm not sure whether to stay home or go out.	Nie jestem pewien, czy zostać w domu, czy wyjść.
>>pol<< I'm sorry, but I think that you're mistaken.	Przykro mi, ale uważam, że jesteś w błędzie.
>>pol<< I'm taking my son to the zoo this afternoon.	Biorę syna do zoo dzisiaj po południu.
>>pol<< I'm the only one who can help Tom right now.	Tylko ja mogę w tej chwili pomóc Tomowi.
>>pol<< I'm totally and completely in love with you.	Jestem całkowicie i po uszy zakochany w tobie.
>>pol<< I'm trying to figure out what I ought to do.	Próbuję wymyślić, co powinienem zrobić.
>>pol<< I'm very interested in classical literature.	Bardzo mnie interesuje literatura klasyczna.
>>pol<< I'm visiting my grandmother in the hospital.	Odwiedzam moją babcię w szpitalu.
>>pol<< I've always wanted to go to another country.	Zawsze chciałem pojechać do innego państwa.
>>pol<< I've always wanted to travel through Europe.	Zawsze chciałem podróżować po Europie.
>>pol<< I've always wanted to visit another country.	Zawsze chciałem odwiedzić inne państwo.
>>pol<< I've been playing golf for a very long time.	Gram w golfa od dłuższego czasu.
>>pol<< I've been trying to contact you all morning.	Próbowałem się z tobą skontaktować cały ranek.
>>pol<< I've never thought about becoming a teacher.	Nigdy nie myślałem, żeby zostać nauczycielem.
>>pol<< If I had enough time, I would talk with you.	Gdybym miał czas, porozmawiałbym z tobą.
>>pol<< If the food's cold, put it in the microwave.	Jeśli jedzenie jest zimne, włóż je do mikrofalówki.
>>pol<< If you did that for me, it would help a lot.	Jeśli byś to dla mnie zrobił, bardzo by mi to pomogło.
>>pol<< If you did that for me, it would help a lot.	Jeśli byś to dla mnie zrobiła, bardzo by mi to pomogło.
>>pol<< If you don't tell Tom what happened, I will.	Jeśli ty nie powiesz Tomowi, co się stało, ja to zrobię.
>>pol<< If you push this button, the door will open.	Jak naciśniesz ten przycisk, drzwi się otworzą.
>>pol<< If you won a million yen, what would you do?	Co byś zrobił, gdybyś wygrał milion jenów?
>>pol<< If you've got something to say, just say it.	Jeżeli masz coś do powiedzenia, po prostu to powiedz.
>>pol<< In order to do that, you have to take risks.	Aby to zrobić, trzeba podjąć ryzyko.
>>pol<< Is it safe to eat raw fish during pregnancy?	Czy bezpieczne jest jedzenie w ciąży surowych ryb?
>>pol<< Is there anyone who can pronounce this word?	Czy jest ktoś, kto potrafi wypowiedzieć to słowo?
>>pol<< Is there something else you want to tell me?	Czy jest coś jeszcze, co chcesz mi powiedzieć?
>>pol<< It can't be good sitting in the sun all day.	Siedzenie na słońcu przez cały dzień nie może wyjść na dobre.
>>pol<< It is crazy of you to put your life at risk.	To wariackie z twojej strony, ryzykować życie.
>>pol<< It is difficult for me to get up before six.	Trudno jest mi wstawać przed szóstą.
>>pol<< It is fortunate that the weather is so nice.	Jakie to szczęście, że pogoda jest tak piękna.
>>pol<< It is true that he is young, but he is wise.	To prawda, że jest młody, ale za to roztropny.
>>pol<< It seems that you're not having fun in here.	Wygląda na to, że nie bawisz się tu dobrze.
>>pol<< It seems to me that she is a little selfish.	Wydaje mi się, że ona jest odrobinę samolubna.
>>pol<< It was a new experience for almost everyone.	To prawie dla każdego było nowe doświadczenie.
>>pol<< It's a pity that Mary has no sense of humor.	Szkoda, że Mary nie ma poczucia humoru.
>>pol<< It's a shame the way old people are treated.	To smutne, jak źle traktuje się starych ludzi.
>>pol<< It's clear that Tom doesn't want to do that.	Tom wyraźnie nie chce tego robić.
>>pol<< It's essential that you eat more vegetables.	Najważniejsze, byś jadł więcej warzyw.
>>pol<< It's impossible to learn English in a month.	Niemożliwym jest nauczenie się angielskiego w miesiąc.
>>pol<< It's not known who first invented the wheel.	Nie wiadomo, kto pierwszy wynalazł koło.
>>pol<< It's really dark here. I can't see anything.	Bardzo tu ciemno. Nic nie widzę.
>>pol<< Kissing a smoker is like licking an ashtray.	Całowanie palacza jest jak lizanie popielniczki.
>>pol<< Let me know if you come across the magazine.	Daj mi znać, jeśli natkniesz się gdzieś na ten magazyn.
>>pol<< Let's do this again. It's been a lot of fun.	Zróbmy to jeszcze raz. Było zabawnie.
>>pol<< Lincoln welcomed his old political opponent.	Lincoln powitał dawnego przeciwnika politycznego.
>>pol<< Many lost their homes during the earthquake.	Wielu straciło swoje domy podczas trzęsienia ziemi.
>>pol<< Mary is one of the cutest girls that I know.	Mary to jedna z najsłodszych dziewczyn, jakie znam.
>>pol<< Mary is one of the cutest girls that I know.	Mary to jedna z najśliczniejszych dziewczyn, jakie znam.
>>pol<< Mary is saving money so she can go to Japan.	Mary oszczędza pieniądze, żeby mogła pojechać do Japonii.
>>pol<< My daughter is looking forward to Christmas.	Moja córka nie może się doczekać świąt Bożego Narodzenia.
>>pol<< My father could swim well when he was young.	Mój ojciec świetnie pływał w młodości.
>>pol<< My father often goes to America on business.	Mój ojciec często lata do Ameryki w sprawach służbowych.
>>pol<< My father smokes a pack of cigarettes a day.	Mój ojciec pali paczkę papierosów na dzień.
>>pol<< My grandmother went peacefully in the night.	Moja babcia odeszła spokojnie tego wieczora.
>>pol<< My sister sang an English song at the party.	Moja siostra zaśpiewała na przyjęciu angielską piosenkę.
>>pol<< Myanmar is ruled by a military dictatorship.	W Myanmarze rządzi dyktatura wojskowa.
>>pol<< Myanmar is ruled by a military dictatorship.	Birma rządzona jest przez wojskową juntę.
>>pol<< Napoleon Bonaparte was afraid of black cats.	Napoleon Bonaparte bał się czarnych kotów.
>>pol<< Natural resources are not abundant in Japan.	Japonia nie obfituje w bogactwa naturalne.
>>pol<< No citizen should be deprived of his rights.	Nikt nie może odebrać obywatelowi jego praw.
>>pol<< No doubt something unexpected was happening.	Bez wątpienia działo się coś niespodziewanego.
>>pol<< No matter who says so, I can't believe that.	Nie ważne kto tak mówi, nie mogę w to uwierzyć.
>>pol<< No one but you could have done it this well.	Nikt poza tobą nie zrobiłby tego tak dobrze.
>>pol<< No other city in Japan is as large as Tokyo.	Nie ma w Japonii tak dużego miasta jak Tokio.
>>pol<< Nobody could explain how the thing was made.	Nikt nie potrafił wyjaśnić, jak to jest zrobione.
>>pol<< Nothing but a full apology will satisfy Tom.	Nic oprócz pełnych przeprosin nie zadowoli Toma.
>>pol<< Nothing but a full apology will satisfy Tom.	Nic oprócz pełnych przeprosin nie usatysfakcjonuje Toma.
>>pol<< Now that I am here, you don't have to worry.	Jestem tu, więc się nie martw.
>>pol<< Our school did away with uniforms last year.	W naszej szkole wycofano mundurki w zeszłym roku.
>>pol<< Our teacher warned him not to be late again.	Nauczyciel upomniał go, by już się nie spóźniał.
>>pol<< Our visitors are sitting in the living room.	Nasi goście siedzą w salonie.
>>pol<< Pavlov rang a bell whenever he fed his dogs.	Pawłow dzwonił dzwonkiem za każdym razem, kiedy karmił psy.
>>pol<< Peace has returned after three years of war.	Pokój powrócił po trzech latach wojny.
>>pol<< People over the age of 18 are able to drive.	Ludzie powyżej osiemnastu lat mogą prowadzić.
>>pol<< Perhaps Tom knows more than he's telling us.	Może Tom wie więcej niż nam mówi.
>>pol<< Philosophy is an interesting field of study.	Filozofia jest interesującym kierunkiem studiów.
>>pol<< Please write down your contact address here.	Proszę zapisać tutaj swój adres kontaktowy.
>>pol<< Policemen aren't permitted to drink on duty.	Policjantom nie wolno pić na służbie.
>>pol<< Prague is the capital of the Czech Republic.	Praga jest stolicą Republiki Czeskiej.
>>pol<< Probably you are allergic to pollen or dust.	Prawdopodobnie jesteś uczulony na pyłek kwiatowy albo kurz.
>>pol<< Scotland is famous for its woollen textiles.	Szkocja słynie z wełnianych tkanin.
>>pol<< She acknowledged that my statement was true.	Przyznała, że moje oświadczenie było prawdą.
>>pol<< She advised him to go to the police station.	Poradziła mu iść z tym na policję.
>>pol<< She can hardly wait for the summer vacation.	Nie może się doczekać letnich wakacji.
>>pol<< She could solve the problem, and so could I.	Ona może rozwiązać ten problem, ja zresztą też.
>>pol<< She had never dreamed of meeting him abroad.	Ona nigdy nie marzyła o spotkaniu go za granicą.
>>pol<< She has been waiting for him thirty minutes.	Czekała na niego 30 minut.
>>pol<< She has many enemies in the political world.	Ona ma wielu wrogów w świecie politycznym.
>>pol<< She is always curious about what I am doing.	Zawsze jest ciekawa tego, co robię.
>>pol<< She made many mistakes in typing the report.	Ona zrobiła wiele błędów, pisząc to sprawozdanie.
>>pol<< She seems to be possessed by an evil spirit.	On wygląda na opętanego przez złego ducha.
>>pol<< She squeezed the juice from several oranges.	Wycisnął sok z kilku pomarańcz.
>>pol<< She told him that she believes in astrology.	Powiedziała mu, że wierzy w astrologię.
>>pol<< She was advised by him to come back at once.	Poradził jej, żeby natychmiast wróciła.
>>pol<< She was advised by him to get more exercise.	Dostała od niego radę, żeby więcej ćwiczyć.
>>pol<< She went to the door to welcome her friends.	Poszła do drzwi, żeby powitać swoich przyjaciół.
>>pol<< She's been absent from school for five days.	Od pięciu dni nie ma jej w szkole.
>>pol<< Shortly after the accident, the police came.	Niedługo po wypadku przyjechała policja.
>>pol<< Soldiers go on patrol in a military vehicle.	Żołnierze jadą na patrol w wojskowym pojeździe.
>>pol<< Some of her children are good, some are bad.	Spośród jej dzieci jedne są dobre, a inne złe.
>>pol<< Some people believe in God and others don't.	Niektórzy ludzie wierzą w Boga, a inni nie.
>>pol<< Tell me you weren't thinking the same thing.	Powiedz, że nie myślałeś o tym samym.
>>pol<< That old house has been neglected for years.	Tamten stary dom jest zaniedbany od lat.
>>pol<< That's the most absurd idea I've ever heard.	To najbardziej absurdalny pomysł jaki kiedykolwiek słyszałem.
>>pol<< That's why I told you not to go by yourself.	Właśnie dlatego kazałem ci nie iść samemu.
>>pol<< That's why I told you not to go by yourself.	Właśnie dlatego kazałem ci nie iść samej.
>>pol<< That's why I told you not to go by yourself.	Właśnie dlatego kazałam ci nie iść samemu.
>>pol<< That's why I told you not to go by yourself.	Właśnie dlatego kazałam ci nie iść samej.
>>pol<< That, of course, was what I was hired to do.	Do tego, rzecz jasna, mnie zatrudniono.
>>pol<< The accident damaged her car's front wheels.	Wypadek uszkodził przednie koła jej wozu.
>>pol<< The actress greeted her fans from the stage.	Aktorka pozdrowiła fanów ze sceny.
>>pol<< The boy's problems are physical, not mental.	Problemy tego chłopca mają charakter fizyczny, nie mentalny.
>>pol<< The bus was late because of the traffic jam.	Autobus spóźnił się z powodu korków.
>>pol<< The cake was all eaten up before I got home.	Ciasto zostało zjedzone zanim wróciłem do domu.
>>pol<< The capital of the United Kingdom is London.	Stolicą Zjednoczonego Królestwa jest Londyn.
>>pol<< The columns are made of reinforced concrete.	Kolumny są zrobione ze zbrojonego betonu.
>>pol<< The committee is made up of fifteen members.	Komitet liczy 15 członków.
>>pol<< The date of manufacture is shown on the lid.	Data produkcji jest podana na wieczku.
>>pol<< The date of manufacture is shown on the lid.	Data produkcji jest umieszczona na pokrywce.
>>pol<< The doctor advised me not to drink too much.	Doktor zalecił mi nie pić za dużo.
>>pol<< The doctor persuaded him to give up smoking.	Lekarz namówił go, żeby rzucił palenie.
>>pol<< The food at the party was really incredible.	Jedzenie na imprezie było naprawdę wspaniałe.
>>pol<< The footnotes are at the bottom of the page.	Przypisy są na dole strony.
>>pol<< The girl lifted the heavy box with one hand.	Dziewczyna podniosła ciężkie pudło jedną ręką.
>>pol<< The girl who lives next door is very pretty.	Ta dziewczyna, która mieszka obok jest bardzo ładna.
>>pol<< The good news is that you don't have cancer.	Dobre wieści są takie, że nie masz raka.
>>pol<< The green container is shaped like an igloo.	Zielony pojemnik ma kształt igloo.
>>pol<< The judge sentenced him to a year in prison.	Sędzia skazał go na rok więzienia.
>>pol<< The man speaks English with a German accent.	Ten człowiek mówi po angielsku z niemieckim akcentem.
>>pol<< The man you met at the station is my father.	Mężczyzna, którego spotkałeś na stacji to mój ojciec.
>>pol<< The meeting ended at three in the afternoon.	Zebranie skończyło się o trzeciej po południu.
>>pol<< The old are not always wiser than the young.	Nie zawsze starzy są mądrzejsi od młodych.
