>>tha<< Hi.	สวัสดี
>>tha<< Do you remember your father's birthday?	คุณจำวันเกิดของพ่อคุณได้ไหม?
>>tha<< Harvard University was founded in 1636.	มหาวิทยาลัยฮาร์วาร์ดก่อตั้งขึ้นในปี 1636
>>tha<< He is teaching Spanish to the children.	เขาสอนภาษาสเปนให้เด็กๆ
>>tha<< He will be a good husband to my sister.	เขาน่าจะเป็นสามีที่ดีของน้องสาวฉัน
>>tha<< He will be a good husband to my sister.	เขาน่าจะเป็นสามีที่ดีของพี่สาวฉัน
>>tha<< How long are you planning to stay here?	คุณวางแผนที่จะอยู่ที่นี่นานเท่าไหร่
>>tha<< I didn't know Mary was your girlfriend.	ฉันไม่รู้ว่าแมรี่เป็นแฟนคุณ
>>tha<< I didn't know what was in the envelope.	ผมไม่รู้ว่าอะไรอยู่ในซอง
>>tha<< I didn't take part in the conversation.	ฉันไม่ได้มีส่วนร่วมในการสนทนา
>>tha<< I haven't finished the translation yet.	ฉันยังแปลไม่เสร็จ
>>tha<< I heard you were thinking of resigning.	ฉันได้ยินว่าคุณกำลังคิดที่จะลาออก
>>tha<< I know that we're a long way from home.	ผมรู้ว่าเราอยู่ไกลจากบ้าน
>>tha<< I need to know the exact date and time.	ผมต้องการทราบวันที่และเวลาที่แน่นอน
>>tha<< I think you're a very attractive woman.	ผมคิดว่าคุณเป็นผู้หญิงที่มีเสน่ห์มาก
>>tha<< I want the same dictionary as you have.	ฉันต้องการพจนานุกรมเดียวกันกับที่คุณมี
>>tha<< I was the only one to get here on time.	ผมเป็นคนเดียวที่มาที่นี่ทันเวลา
>>tha<< I wasn't the one who broke this window.	ผมไม่ใช่คนที่ทำหน้าต่างนี้แตก
>>tha<< I'd like to know where Tom hid his key.	ผมอยากรู้ว่าทอมซ่อนกุญแจไว้ที่ไหน
>>tha<< I'm not going to go to Boston with Tom.	ฉันจะไม่ไปบอสตันกับทอม
>>tha<< Is there anything else you want to ask?	คุณจะถามอะไรอีกไหม
>>tha<< Lake Biwa is the largest lake in Japan.	ทะเลสาบบิวะเป็นทะเลสาบที่ใหญ่ที่สุดในญี่ปุ่น
>>tha<< Luckily, the police arrived right away.	โชคดีที่ตำรวจมาถึงทันที
>>tha<< My younger brother is taller than I am.	น้องชายของฉันสูงกว่าฉัน
>>tha<< She acted in a play for the first time.	เธอแสดงละครเป็นครั้งแรก
>>tha<< She's been in the hospital for a month.	เธออยู่ในโรงพยาบาลมาแล้วหนึ่งเดือน
>>tha<< There was a blue notebook on the table.	มันมีสมุดสีน้ำเงินบนโต๊ะ
>>tha<< There's only one towel in the bathroom.	ในห้องน้ำมีผ้าเช็ดตัวผืนเดียว
>>tha<< Tom didn't know what he should believe.	ทอมไม่รู้ว่าเขาควรเชื่ออะไร
>>tha<< Tom had a farm not too far from Boston.	ทอมมีฟาร์มอยู่ไม่ไกลจากบอสตัน
>>tha<< Tom said some horrible things about me.	ทอมพูดสิ่งที่ไม่ดีเกี่ยวกับฉัน
>>tha<< Tom says that he likes cycling to work.	ทอมบอกว่าเขาชอบปั่นจักรยานไปทำงาน
>>tha<< Tom threw scraps of bread to the ducks.	ทอมโยนเศษขนมปังให้เป็ด
>>tha<< Tom walked over to Mary and hugged her.	ทอมเดินไปหาแมรี่และกอดเธอ
>>tha<< Unfortunately, my father isn't at home.	น่าเสียดาย พ่อของฉันไม่ได้อยู่บ้าน
>>tha<< We have something special for you, sir.	เรามีบางสิ่งที่พิเศษสำหรับคุณครับท่านสุภาพบุรุษ
>>tha<< We liked the food, especially the fish.	เราชอบอาหาร โดยเฉพาะปลา
>>tha<< Which one do you think I should choose?	คุณคิดว่าผมควรเลือกอันไหน
>>tha<< You haven't been here before, have you?	คุณไม่เคยมาที่นี่ก่อนใช่ไหม?
>>tha<< You left the cake in the oven too long.	คุณทิ้งเค้กไว้ในเตาอบนานเกินไป
>>tha<< You're not going to get fired, are you?	คุณจะไม่โดนไล่ออกใช่ไหม
>>tha<< Are you interested in foreign languages?	คุณสนใจในภาษาต่างประเทศหรือไม่?
>>tha<< Are you interested in foreign languages?	คุณสนใจภาษาต่างประเทศไหม
>>tha<< Do you always go to bed before midnight?	คุณเข้านอนก่อนเที่ยงคืนตลอดไหม
>>tha<< How many symphonies did Beethoven write?	เบทโฮเฟินเขียนซิมโฟนีมาเท่าไหร่แล้ว?
>>tha<< I don't feel like eating anything today.	วันนี้ฉันไม่อยากกินอะไรเลย
>>tha<< I don't think your father would approve.	ผมไม่คิดว่าพ่อคุณจะเห็นด้วย
>>tha<< I got better after taking that medicine.	ฉันดีขึ้นหลังจากกินยานั้น
>>tha<< I know what the children are looking at.	ผมรู้ว่าเด็กๆ กำลังดูอะไร
>>tha<< I went to the airport to meet my father.	ฉันไปที่สนามบินเพื่ิอพบกับพ่อของฉัน
>>tha<< I wonder if Tom really has a girlfriend.	ผมสงสัยว่าทอมมีแฟนแล้วจริงหรือ
>>tha<< I would be happy to teach you that song.	ผมยินดีที่จะสอนเพลงนั้นให้คุณ
>>tha<< I'm far from pleased with your behavior.	ผมไม่พอใจพฤติกรรมของคุณ
>>tha<< I've told you everything I can think of.	ผมบอกคุณทุกอย่างที่ผมคิดไปแล้ว
>>tha<< If you're happy, then I'm happy for you.	ถ้าคุณมีความสุขผมก็ยินดีกับคุณ
>>tha<< It looks like you've got other problems.	ดูเหมือนว่าคุณมีปัญหาอื่น ๆ
>>tha<< It seems to me that Tom is too careless.	สำหรับฉันดูเหมือนว่าทอมประมาทเกินไป
>>tha<< Someday I'll buy a cotton candy machine.	สักวันฉันจะซื้อเครื่องทำสายไหม
>>tha<< The French flag is blue, white, and red.	ธงชาติฝรั่งเศสมีสีน้ำเงิน, ขาว, และแดง
>>tha<< The chemical formula for water is H₂O.	สูตรทางเคมีของน้ำคือ H₂O
>>tha<< The children are growing up really fast.	เด็กๆโตเร็วมาก
>>tha<< The meeting is to be held here tomorrow.	พรุ่งนี้จะมีการประชุมที่นี่
>>tha<< There are a lot of things we need to do.	มีหลายอย่างที่เราต้องทำ
>>tha<< There are some empty bottles in the box.	มีขวดเปล่าอยู่ในกล่อง
>>tha<< There is a garden in front of the house.	มีสวนอยู่หน้าบ้าน
>>tha<< There is almost no water in this bottle.	แทบไม่มีน้ำเลยในขวดนี้
>>tha<< They speak English and French in Canada.	พวกเขาพูดภาษาอังกฤษและฝรั่งเศสในแคนาดา
>>tha<< This is the church where we got married.	นี่คือโบสถ์ที่เราแต่งงานกัน
>>tha<< Tom advised Mary to eat more vegetables.	ทอมแนะนำให้แมรี่กินผักมากขึ้น
>>tha<< Tom and Mary are both Canadian citizens.	ทั้งทอมและแมรี่เป็นชาวแคนาดา
>>tha<< Tom doesn't believe in life after death.	ทอมไม่เชื่อในชีวิตหลังความตาย
>>tha<< Tom doesn't know what Mary wants to buy.	ทอมไม่รู้ว่าแมรี่ต้องการซื้ออะไร
>>tha<< Tom hasn't come to work for three weeks.	ทอมไม่มาทำงานสามอาทิตย์แล้ว
>>tha<< Tom is frequently free in the afternoon.	ทอมมักจะว่างในตอนบ่าย
>>tha<< Tom plays soccer every day after school.	ทอมเล่นฟุตบอลทุกวันหลังเลิกเรียน
>>tha<< We must move this statue very carefully.	เราต้องย้ายรูปปั้นนี้อย่างระมัดระวังมาก
>>tha<< We've gotten a lot of positive feedback.	เราได้รับการตอบรับเชิงบวกมากมาย
>>tha<< What do you call this insect in English?	คุณเรียกแมลงชนิดนี้เป็นภาษาอังกฤษว่าอะไร
>>tha<< What do you want to do in the afternoon?	คุณต้องการทำอะไรตอนบ่าย?
>>tha<< What kind of fish do you eat most often?	คุณกินปลาอะไรบ่อยที่สุด
>>tha<< When was the last time you played chess?	คุณเล่นหมากรุกครั้งสุดท้ายเมื่อไหร่
>>tha<< You should phone Tom as soon as you can.	คุณควรโทรหาทอมให้เร็วที่สุด
>>tha<< Don't use the elevator if there's a fire.	อย่าใช้ลิฟต์ถ้ามีไฟไหม้
>>tha<< How long did this book take you to write?	คุณใช้เวลาเขียนหนังสือเล่มนี้นานเท่าไหร่
>>tha<< How long will this cold weather continue?	อากาศหนาวนี้จะดำเนินต่อไปอีกนานขนาดไหน?
>>tha<< I always take a bath before going to bed.	ฉันอาบน้ำก่อนนอนเสมอ
>>tha<< I am looking for a present for my mother.	ฉันกำลังมองหาของขวัญให้กับแม่ของฉัน
>>tha<< I can speak Chinese, but I can't read it.	ฉันพูดภาษาจีนได้ แต่ฉันอ่านไม่ออก
>>tha<< I can't remember when he moved to Boston.	ฉันจำไม่ได้ว่าเขาย้ายไปบอสตันเมื่อไหร่
>>tha<< I don't know anything about the accident.	ฉันไม่รู้อะไรเกี่ยวกับอุบัติเหตุ
>>tha<< I have a boss who's much younger than me.	ฉันมีเจ้านายที่อายุน้อยกว่าฉันมาก
>>tha<< I know that wasn't the answer you wanted.	ผมรู้ว่านั่นไม่ใช่คำตอบที่คุณต้องการ
>>tha<< I know the reason why Tom was doing that.	ฉันรู้เหตุผลที่ทอมทำอย่างนั้น
>>tha<< I know you'd prefer a bottle of red wine.	ฉันรู้ว่าคุณต้องการไวน์แดงหนึ่งขวด
>>tha<< I study French for three hours every day.	ผมเรียนภาษาฝรั่งเศสสามชั่วโมงทุกวัน
>>tha<< I think you're asking the wrong question.	ผมคิดว่าคุณถามคำถามผิด
>>tha<< I thought that we'd outsmarted everybody.	ฉันคิดว่าเราจะเอาชนะทุกคน
>>tha<< I tried to write down everything he said.	ผมพยายามเขียนทุกอย่างที่เขาพูด
>>tha<< I will teach you how to fish next Sunday.	ผมจะสอนวิธีตกปลาให้คุณวันอาทิตย์หน้า
>>tha<< I wouldn't be able to live without music.	ผมอยู่ไม่ได้ถ้าไม่มีดนตรี
>>tha<< I'll call them tomorrow when I come back.	ฉันจะโทรหาพวกเขาพรุ่งนี้เมื่อฉันกลับมา
>>tha<< Most people write about their daily life.	คนส่วนใหญ่เขียนเกี่ยวกับชีวิตประจำวันของพวกเขา
>>tha<< My mother has been sick since last month.	แม่ฉันป่วยมาตั้งแต่เดือนที่แล้ว
>>tha<< My mother is making a cake for my father.	แม่ฉันทำเค้กให้พ่อฉัน
>>tha<< My room is three times as large as yours.	ห้องของฉันมีขนาดใหญ่เป็นสามเท่าของคุณ
>>tha<< Thank you for teaching me so many things.	ขอบคุณที่สอนอะไรหลายๆ อย่างให้ผม
>>tha<< That looks delicious. I'd like to try it.	นั่นดูน่าอร่อย ฉันจะลองชิมดู
>>tha<< The food was so good that I ate too much.	อาหารอร่อยมากจนฉันกินมากเกินไป
>>tha<< There are many red flowers in the garden.	มีดอกไม้สีแดงมากมายในสวน
>>tha<< There is too much furniture in the house.	มีเฟอร์นิเจอร์มากเกินไปในบ้าน
>>tha<< This is the house that I used to live in.	นี่คือบ้านที่ฉันเคยอยู่
>>tha<< Tom and I've been friends for many years.	ทอมกับผมเป็นเพื่อนกันมาหลายปีแล้ว
>>tha<< Tom and Mary invited me to their wedding.	ทอมและแมรี่เชิญฉันไปงานแต่งงาน
>>tha<< Tom didn't say anything, but just smiled.	ทอมไม่ได้พูดอะไรได้แต่ยิ้ม
>>tha<< Tom got paid a lot less than he expected.	ทอมได้รับเงินน้อยกว่าที่เขาคาดไว้มาก
>>tha<< Tom has less money than his brother does.	ทอมมีเงินน้อยกว่าพี่ชายเขา
>>tha<< Tom has less money than his brother does.	ทอมมีเงินน้อยกว่าน้องชายเขา
>>tha<< Tom has lost interest in studying French.	ทอมเสียความสนใจในการเรียนภาษาฝรั่งเศส
>>tha<< Tom poured some apple juice into a glass.	ทอมเทน้ำแอปเปิ้ลลงในแก้ว
>>tha<< Tom said Mary was coming over for dinner.	ทอมบอกว่าแมรี่กำลังมาในมื้อเย็น
>>tha<< Tom said something I couldn't understand.	ทอมพูดบางอย่างที่ฉันไม่เข้าใจ
>>tha<< Tom spends too much time on the computer.	ทอมใช้เวลากับคอมพิวเตอร์มากเกินไป
>>tha<< Tom was working for an insurance company.	ทอมทำงานให้บริษัทประกัน
>>tha<< Tom's dog is much bigger than Mary's dog.	สุนัขของทอมตัวใหญ่กว่าสุนัขของแมรี่มาก
>>tha<< Tom's dog is much bigger than Mary's dog.	หมาของทอมตัวใหญ่กว่าหมาของแมรี่มาก
>>tha<< We should leave here as soon as possible.	เราควรออกจากที่นี่ให้เร็วที่สุด
>>tha<< What prevented Tom from coming yesterday?	อะไรทำให้ทอมไม่มาเมื่อวานนี้?
>>tha<< When the cat is away, the mice will play.	แมวไม่อยู่หนูร่าเริง
>>tha<< Would you please not leave the door open?	คุณช่วยอย่าเปิดประตูทิ้งไว้ได้ไหม?
>>tha<< Would you please not leave the door open?	คุณกรุณาอย่าเปิดประตูทิ้งไว้ได้ไหม?
>>tha<< You should be respectful to your parents.	คุณควรเคารพพ่อแม่คุณ
>>tha<< You're lucky that you didn't get injured.	คุณโชคดีที่คุณไม่บาดเจ็บ
>>tha<< Can someone tell me where the keyboard is?	มีใครสามารถบอกฉันได้มั้ยว่าแป้นพิมพ์อยู่ที่ไหน?
>>tha<< Do you go to school on foot or by bicycle?	คุณไปโรงเรียนด้วยการเดินไปหรือขี่จักรยานไป?
>>tha<< Everyone wants to meet you. You're famous!	ทุกคนต้องการพบคุณ คุณโด่งดังแล้ว!
>>tha<< He must be very angry to say such a thing.	เขาจะต้องโกรธมากที่จะพูดสิ่งนี้
>>tha<< I agree with you that we should try again.	ฉันเห็นด้วยกับคุณว่าเราควรลองอีกครั้ง
>>tha<< I didn't know apple trees grow from seeds.	ฉันไม่รู้ว่าต้นแอปเปิ้ลเติบโตจากเมล็ด
>>tha<< I don't have any money to pay for the bus.	ผมไม่มีเงินจ่ายค่ารถเมล์
>>tha<< I don't have any problem getting to sleep.	ผมไม่มีปัญหาในการนอนหลับ
>>tha<< I forgot to take my medicine this morning.	เช้านี้ผมลืมกินยา
>>tha<< I had to walk because there were no taxis.	ฉันต้องเดินเพราะไม่มีแท็กซี่
>>tha<< I have already finished reading this book.	ฉันอ่านหนังสือเล่มนี้เสร็จแล้ว
>>tha<< I have to pick my kids up at their school.	ฉันต้องไปรับลูกที่โรงเรียน
>>tha<< I think that it's going to be a busy week.	ผมคิดว่ามันจะเป็นสัปดาห์ที่ยุ่ง
>>tha<< I was surprised Tom didn't come yesterday.	ผมแปลกใจที่ทอมไม่มาเมื่อวาน
>>tha<< I'm trying to get in touch with my sister.	ฉันกำลังพยายามติดต่อกับพี่สาว
>>tha<< I've been sitting here for almost an hour.	ผมนั่งอยู่ที่นี่มาเกือบชั่วโมงแล้ว
>>tha<< I've been trying not to eat so much candy.	ฉันพยายามจะไม่กินขนมมาก
>>tha<< She was very beautiful when she was young.	เธอสวยมากตอนที่เธอยังเด็ก
>>tha<< Thai is the official language in Thailand.	ภาษาไทยเป็นภาษาราชการในประเทศไทย
>>tha<< Thai is the official language of Thailand.	ภาษาไทยเป็นภาษาราชการของประเทศไทย
>>tha<< That's the stupidest thing I've ever said.	นั่นคือสิ่งที่โง่ที่สุดที่ฉันเคยพูด
>>tha<< The plane took off at exactly ten o'clock.	เครื่องบินออกตอนสิบโมง
>>tha<< There are many good restaurants in Boston.	มีร้านอาหารดี ๆ มากมายในบอสตัน
>>tha<< There are still things that we need to do.	ยังมีสิ่งที่เราต้องทำ
>>tha<< There is an urgent need for social change.	การเปลี่ยนแปลงทางสังคมเป็นสิ่งจำเป็นเร่งด่วนของที่นั่น
>>tha<< There's no water coming out of the shower.	ไม่มีน้ำไหลออกมาจากฝักบัว
>>tha<< Tom came down to breakfast in his pajamas.	ทอมลงมาทานอาหารเช้าในชุดนอน
>>tha<< Tom didn't come to school on October 20th.	ทอมไม่ได้มาโรงเรียนในวันที่ยี่สิบตุลาคม
>>tha<< Tom didn't notice the surveillance camera.	ทอมไม่ได้สังเกตกล้องวงจรปิด
>>tha<< Tom recognized Mary as soon as he saw her.	ทอมจำแมรี่ได้ทันทีที่เขาเห็นเธอ
>>tha<< Tom says he doesn't know a thing about it.	ทอมบอกว่าเขาไม่รู้อะไรเกี่ยวกับมัน
>>tha<< Tom says you want to go to Boston with us.	ทอมบอกว่าคุณต้องการไปบอสตันกับเรา
>>tha<< Tom will be sleeping in the guest bedroom.	ทอมจะนอนในห้องนอนแขก
>>tha<< We're going to cycle to the lake tomorrow.	พรุ่งนี้เราจะปั่นจักรยานไปทะเลสาบกัน
>>tha<< What kind of bicycle does Tom want to buy?	ทอมต้องการซื้อจักรยานแบบไหน
>>tha<< You shouldn't keep a wild animal as a pet.	คุณไม่ควรเลี้ยงสัตว์ป่าเป็นสัตว์เลี้ยง
>>tha<< You're not the only one with this problem.	คุณไม่ใช่คนเดียวที่มีปัญหานี้
>>tha<< You've already had breakfast, haven't you?	คุณทานอาหารเช้าแล้วใช่ไหม
>>tha<< Are you sure there were only three of them?	คุณแน่ใจเหรอว่ามีแค่สามคน
>>tha<< Could you please repeat what you just said?	ช่วยพูดซ้ำในสิ่งที่คุณพึ่งพูดได้ไหม
>>tha<< Did you find the book you were looking for?	คุณเจอหนังสือที่ตามหาตอนนั้นหรือยัง
>>tha<< Have you ever received a blood transfusion?	คุณเคยได้รับการถ่ายเลือดหรือไม่
>>tha<< Have you finished your French homework yet?	คุณทำการบ้านภาษาฝรั่งเศสเสร็จแล้วหรือยัง?
>>tha<< He translated a Japanese novel into French.	ขาแปลนวนิยายญี่ปุ่นเป็นภาษาฝรั่งเศส
>>tha<< How long have you been waiting for the bus?	คุณรอรถเมล์มานานเท่าไหร่แล้ว?
>>tha<< I am afraid they don't get along very well.	ฉันเกรงว่าพวกเขาไปด้วยกันได้ไม่ค่อยดีเท่าไหร่
>>tha<< I know you're supposed to be working today.	ผมรู้ว่าวันนี้คุณต้องทำงาน
>>tha<< I met my teacher on the way to the station.	ฉันพบคุณครูระหว่างทางไปสถานี
>>tha<< I would like to go to the concert with you.	ฉันอยากไปที่คอนเสิร์ตกับคุณ
>>tha<< I'd be unhappy, but I wouldn't kill myself.	ฉันจะไม่มีความสุข แต่ฉันจะไม่ฆ่าตัวตาย
>>tha<< I'm going to study French for one semester.	ฉันจะเรียนภาษาฝรั่งเศษเป็นเวลาหนึ่งเทอม
>>tha<< Let's consider the worst that could happen.	ลองพิจารณาสิ่งที่แย่ที่สุดที่อาจเกิดขึ้นได้
>>tha<< My ex-husband no longer lives in this city.	สามีเก่าของฉันไม่อาศัยอยู่ในเมืองนี้อีกต่อไป
>>tha<< My grandfather passed away three years ago.	ปู่ของผมเสียชีวิตเมื่อสามปีที่แล้ว
>>tha<< My mother wants me to study in Switzerland.	แม่ของฉันต้องการให้ฉันเรียนที่สวิตเซอร์แลนด์
>>tha<< The phone rang while I was taking a shower.	เสียงโทรศัพท์ดังขณะที่ฉันกำลังอาบน้ำ
>>tha<< The plant is likely to be closed next week.	โรงงานน่าจะปิดในสัปดาห์หน้า
>>tha<< The simplest solutions are always the best.	ทางแก้ปัญหาที่ง่ายที่สุดมักจะเป็นทางที่ดีที่สุดเสมอ
>>tha<< This is a very good way to learn languages.	นี่เป็นวิธีที่ดีมากในการเรียนรู้ภาษา
>>tha<< Tom bought the cheapest thing in the store.	ทอมซื้อของที่ถูกสุดในร้าน
>>tha<< Tom could swim when he was three years old.	ทอมว่ายน้ำได้ตั้งแต่เขาสามขวบ
>>tha<< Tom is always so negative about everything.	ทอมให้มองเห็นทุกอย่างในแง่ลบเสมอ
>>tha<< Tom was supposed to do that, but he didn't.	ทอมควรทำอย่างนั้นแต่เขาไม่ทำ
>>tha<< Why aren't you doing what I told you to do?	ทำไมคุณไม่ทำตามที่ผมบอก
>>tha<< Why didn't you tell me I shouldn't do that?	ทำไมคุณไม่บอกฉันว่าฉันไม่ควรทำอย่างนั้น
>>tha<< Why don't you stay with us for a few weeks?	ทำไมคุณไม่อยู่กับเราสักสองสามสัปดาห์
>>tha<< You should have knocked before you came in.	คุณควรเคาะประตูก่อนที่จะเข้ามา
>>tha<< Amsterdam is the capital of the Netherlands.	อัมสเตอร์ดัมเป็นเมืองหลวงของเนเธอร์แลนด์
>>tha<< Don't give any of these things to your kids.	อย่าเอาของพวกนี้ให้ลูกคุณ
>>tha<< He gave the police a false name and address.	เขาให้ชื่อและที่อยู่ปลอมกับตำรวจ
>>tha<< How long do you plan to stay on this island?	คุณวางแผนที่จะอยู่บนเกาะนี้นานแค่ไหน
>>tha<< How many people were present at the meeting?	มีคนเข้าร่วมประชุมกี่คน?
>>tha<< I don't want to work under these conditions.	ฉันไม่ต้องการทำงานภายใต้เงื่อนไขเหล่านี้
>>tha<< I have plenty of time, but not enough money.	ฉันมีเวลาเหลือเฟือ แต่มีเงินไม่พอ
>>tha<< I have plenty of time, but not enough money.	ผมมีเวลามากมายแต่มีเงินไม่พอ
>>tha<< I know most people here don't like swimming.	ผมรู้ว่าคนส่วนใหญ่ที่นี่ไม่ชอบว่ายน้ำ
>>tha<< I will give you a bicycle for your birthday.	ฉันจะให้จักรยานแก่คุณสำหรับวันเกิด
>>tha<< In order to do that, you have to take risks.	ในการทำเช่นนั้น คุณต้องยอมรับความเสี่ยง
>>tha<< It takes years to master a foreign language.	ใช้เวลาหลายปีกว่าจะชำนาญภาษาต่างประเทศ
>>tha<< It was so cold yesterday that I stayed home.	เมื่อวานนี้มันหนาวมากจนฉันอยู่บ้าน
>>tha<< Social customs vary from country to country.	วัฒนธรรมทางสังคมมีการแปรเปลี่ยนไปในแต่ละประเทศ
>>tha<< The escaped prisoner hasn't yet been caught.	นักโทษที่หลบหนียังไม่ถูกจับ
>>tha<< Tom put salt in his coffee instead of sugar.	ทอมใส่เกลือในกาแฟของเขาแทนที่จะเป็นน้ำตาล
>>tha<< Tom tried to pick up his keys with his toes.	ทอมพยายามหยิบกุญแจของเขาขึ้นมาด้วยนิ้วเท้าของเขา
>>tha<< We should've brought another bottle of wine.	เราน่าจะเอาไวน์มาอีกขวด
>>tha<< We've been here for the last couple of days.	เราอยู่ที่นี่มาสองวันแล้ว
>>tha<< You can't buy anything if you have no money.	คุณไม่สามารถซื้ออะไรได้ถ้าคุณไม่มีเงิน
>>tha<< Your wish will come true in the near future.	ความปรารถนาของคุณจะเป็นจริงในอนาคตอันใกล้
>>tha<< Earthquakes and floods are natural disasters.	แผ่นดินไหวและน้ำท่วมเป็นภัยธรรมชาติ
>>tha<< Even though he apologized, I'm still furious.	ถึงเขาจะขอโทษ ฉันก็ยังโกรธ
>>tha<< Even though he apologized, I'm still furious.	ถึงเขาจะขอโทษแล้ว แต่ฉันก็ยังโกรธ
>>tha<< I got here just a few minutes before you did.	ฉันมาถึงที่นี่ก่อนคุณไม่กี่นาที
>>tha<< I realize now why I shouldn't have done that.	ฉันเข้าใจแล้วว่าทำไมฉันไม่ควรทำอย่างนั้น
>>tha<< I still don't understand what the problem is.	ผมยังไม่เข้าใจว่าปัญหาคืออะไร
>>tha<< I think that Tom would be afraid of your dog.	ฉันคิดว่าทอมน่าจะกลัวหมาของเธอนะ
>>tha<< I usually do my shopping at this supermarket.	ฉันมักจะซื้อของที่ซูเปอร์มาร์เก็ตนี้
>>tha<< I wonder why Tom didn't come to Mary's party.	ฉันสงสัยว่าทำไมทอมถึงไม่มาที่ปาร์ตี้ของแมรี่
>>tha<< I would've liked to have gone there with you.	ผมอยากจะไปที่นั่นกับคุณ
>>tha<< I'll do my best not to disturb your studying.	ฉันจะพยายามสุดความสามารถที่จะไม่รบกวนการเรียนของเธอ
>>tha<< In Venice, there are always lots of tourists.	ในเวนิสมีนักท่องเที่ยวจำนวนมากเสมอ
>>tha<< People don't like what they can't understand.	ผู้คนมักไม่ชอบในสิ่งที่พวกเขาไม่เข้าใจ
>>tha<< She was ready to give him back all his money.	เธอพร้อมที่จะคืนเงินทั้งหมดให้เขา
>>tha<< The box was so heavy that I couldn't lift it.	กล่องหนักมากจนยกไม่ได้
>>tha<< The more you have, the more you have to lose.	ยิ่งมีมาก ก็ยิ่งต้องเสียมาก
>>tha<< The price of food has gone up a lot recently.	ราคาอาหารขึ้นมากในช่วงนี้
>>tha<< There are many words that I don't understand.	มีหลายคำที่ฉันไม่เข้าใจ
>>tha<< There were almost no passengers on the train.	แทบไม่มีผู้โดยสารบนรถไฟเลย
>>tha<< There's got to be a better way of doing this.	มันต้องมีทางที่ดีกว่านี้
>>tha<< These books are mine and those books are his.	หนังสือกองนี้ของฉัน ส่วนกองโน้นน่ะของเค้า
>>tha<< Tom knew right away something had gone wrong.	ทอมรู้ทันทีว่ามีบางอย่างผิดปกติ
>>tha<< Tom takes a walk with the kids every evening.	ทอมเดินเล่นกับเด็กๆ ทุกเย็น
>>tha<< We couldn't go out because of the heavy rain.	เราออกไปไม่ได้เพราะฝนตกหนัก
>>tha<< What time did you close the store last night?	เมื่อคืนคุณปิดร้านกี่โมง
>>tha<< Would you be kind enough to explain it to me?	คุณช่วยกรุณาอธิบายให้ฉันฟังได้ไหม
>>tha<< You need to be more positive about your work.	คุณต้องมีทัศนคติที่ดีต่องานของคุณ
>>tha<< Avoid crossing this street when it is raining.	หลีกเลี่ยงการข้ามถนนเส้นนี้เมื่อฝนตก
>>tha<< He marches to the beat of a different drummer.	เขาเดินตามจังหวะของมือกลองคนละคน
>>tha<< I can't sleep because it's too bright outside.	ผมนอนไม่หลับเพราะข้างนอกสว่างเกินไป
>>tha<< I hear she is going to get married next month.	ผมได้ยินว่าเธอจะแต่งงานเดือนหน้า
>>tha<< I was thirsty, but there was nothing to drink.	ผมหิวน้ำแต่ไม่มีอะไรให้ดื่ม
>>tha<< I wonder what Tom's motive for doing that was.	ฉันสงสัยว่าทอมมีเหตุผลอะไรในการทำอย่างนั้น
>>tha<< She went to see him in the hospital every day.	เธอไปพบเขาที่โรงพยาบาลทุกวัน
>>tha<< Tom is a boy's name and Mary is a girl's name.	ทอมเป็นชื่อของเด็กชายและแมรี่เป็นชื่อของเด็กหญิง
>>tha<< When Tom found out about that, he was furious.	เมื่อทอมรู้เรื่องนี้เขาก็โกรธจัด
>>tha<< You shouldn't be drinking on an empty stomach.	คุณไม่ควรดื่มในขณะท้องว่าง
>>tha<< A lot of people are dealing with allergies now.	ผู้คนจำนวนมากกำลังเผชิญกับอาการแพ้ในขณะนี้
>>tha<< He officially announced himself as a candidate.	เขาประกาศตัวเป็นผู้ท้าชิงอย่างเป็นทางการ
>>tha<< How many students are there in your university?	ในมหาวิทยาลัยของคุณมีนักเรียนกี่คน?
>>tha<< I don't believe that black cats cause bad luck.	ฉันไม่เชื่อว่าแมวดำก่อให้เกิดโชคร้าย
>>tha<< I was bitten by a lot of insects in the forest.	ฉันถูกแมลงหลายตัวกัดในป่า
>>tha<< I'd love to go to the museum with you tomorrow.	ฉันอยากไปพิพิธภัณฑ์กับคุณพรุ่งนี้
>>tha<< Is it true that horses sleep while standing up?	จริงหรือไม่ที่ม้าหลับขณะยืน
>>tha<< One million people lost their lives in the war.	หนึ่งล้านคนเสียชีวิตในสงคราม
>>tha<< The policeman arrested him for drunken driving.	ตำรวจกุมตัวเขาเพราะเมาแล้วขับ
>>tha<< Tom donated a kidney to someone he didn't know.	ทอมบริจาคไตให้คนที่เขาไม่รู้จัก
>>tha<< Tom is a man's name and Mary is a woman's name.	ทอมเป็นชื่อของผู้ชายและแมรี่เป็นชื่อของผู้หญิง
>>tha<< We're delighted with the way things turned out.	เราพอใจกับสิ่งที่เกิดขึ้น
>>tha<< Why wouldn't you let me get a driver's license?	ทำไมคุณไม่ให้ฉันทำใบขับขี่
>>tha<< I didn't see any children playing on the swings.	ผมไม่เห็นเด็กเล่นชิงช้าเลย
>>tha<< I just lay on the beach and watched people swim.	ผมแค่นอนบนชายหาดและดูคนว่ายน้ำ
>>tha<< I know what I want. I just haven't found it yet.	ฉันรู้ว่าฉันต้องการอะไร แค่ฉันยังไม่ได้พบมัน
