>>bul<< Hi.	Здрасти.
>>bul<< I think you'll find it very interesting.	Мисля, че ще ти бъде много интересна.
>>bul<< I think you'll find it very interesting.	Мисля, че ще ти бъде много интересен.
>>bul<< I think you'll find it very interesting.	Мисля, че ще ви бъде много интересно.
>>bul<< I think you'll find it very interesting.	Мисля, че ще ви бъде много интересна.
>>bul<< I think you'll find it very interesting.	Мисля, че ще ви бъде много интересен.
>>bul<< I thought that this was just between us.	Мислех, че това засяга само нас двамата.
>>bul<< I thought that this was just between us.	Мислех, че това засяга само нас двете.
>>bul<< I thought that we could make it by 2:30.	Мислех, че ще успеем до 2:30.
>>bul<< I want to know what's going on out here.	Искам да знам какво става тук.
>>bul<< I was amazed at Tom's fluency in French.	Бях удивен от това колко добре говори Том френски.
>>bul<< I was amazed at Tom's fluency in French.	Бях удивена от това колко добре говори Том френски.
>>bul<< I was born the year my grandfather died.	Роден съм в годината, когато дядо ми е умрял.
>>bul<< I was born the year my grandfather died.	Роден съм в годината, в която е умрял дядо ми.
>>bul<< I was born the year my grandfather died.	Родена съм в годината, в която е умрял дядо ми.
>>bul<< I was born the year my grandfather died.	Родена съм в годината, когато дядо ми е умрял.
>>bul<< I was very tired so I went to bed early.	Аз бях много уморен, така че си легнах рано.
>>bul<< I won't be more than two or three hours.	Няма да е повече от два-три часа.
>>bul<< I won't be more than two or three hours.	Няма да трае повече от два или три часа.
>>bul<< I'd like some information about museums.	Бих искал да получа повече информация за музеите.
>>bul<< I'd like some information about museums.	Бих искал да науча нещо повече за музеите.
>>bul<< I'd like some information about museums.	Бих искала да науча нещо повече за музеите.
>>bul<< I'd like some information about museums.	Бих искала да получа повече информация за музеите.
>>bul<< I'm going to study French next semester.	Следващия семестър ще уча френски.
>>bul<< I'm going to study French next semester.	През следващия семестър ще уча френски.
>>bul<< I'm sick of listening to her complaints.	Писна ми да слушам оплакванията ѝ.
>>bul<< I'm used to being ignored by my parents.	Свикнал съм родителите ми да ме игнорират.
>>bul<< I'm used to being ignored by my parents.	Свикнал съм родителите ми да не ми обръщат внимание.
>>bul<< I've only been waiting for five minutes.	Чаках едва от пет минути.
>>bul<< I've seen Tom do some remarkable things.	Виждал съм Том да прави някои забележителни неща.
>>bul<< I've seen Tom do some remarkable things.	Виждала съм Том да прави някои забележителни неща.
>>bul<< I've seen Tom play guitar with his band.	Виждал съм Том да свири на китара с групата си.
>>bul<< I've seen Tom play guitar with his band.	Виждала съм Том да свири на китара с групата си.
>>bul<< I've told you everything I can think of.	Казах ти всичко, за което мога да се сетя.
>>bul<< I've wanted to meet him for a long time.	От много време исках да се срещна с него.
>>bul<< If it rains tomorrow, we won't go there.	Ако утре вали, няма да ходим.
>>bul<< If you speak French, I won't understand.	Ако говориш на френски, няма да разбера.
>>bul<< Is French a difficult language to learn?	Френският език труден за научаване ли е?
>>bul<< Is she going to go to America this year?	Тя мисли ли да ходи до Америка тази година?
>>bul<< It looks like you did a pretty good job.	Изглежда си свършил доста добра работа.
>>bul<< It looks like you did a pretty good job.	Изглежда си свършила доста добра работа.
>>bul<< It seems you aren't taking me seriously.	Май не ме вземаш на сериозно.
>>bul<< It seems you aren't taking me seriously.	Изглежда не ме вземаш на сериозно.
>>bul<< It'll save time if we avoid Park Street.	Ще спестим време ако избегнем Park Street.
>>bul<< My French teacher is the same age as me.	Учителят ми по френски е на моите години.
>>bul<< My French teacher is the same age as me.	Учителката ми по френски е на моите години.
>>bul<< My dog is almost half the size of yours.	Моето куче е почти два пъти по-малко от твоето.
>>bul<< My father forbids me to go out at night.	Баща ми не ми позволява да излизам вечер.
>>bul<< My father used to read to me at bedtime.	Баща ми ми четеше преди да заспя.
>>bul<< My gums bleed whenever I floss my teeth.	Венците ми кървят всеки път, когато ползвам конец за зъби.
>>bul<< My little sister goes to nursery school.	Моята малка сестра отива в училище за медицински сестри.
>>bul<< No matter what you say, I won't give up.	Каквото и да кажеш, няма да се откажа.
>>bul<< No matter what you say, I won't give up.	Каквото и да кажеш, аз няма да се откажа.
>>bul<< No matter what you say, I won't give up.	Каквото и да кажете, няма да се откажа.
>>bul<< No matter what you say, I won't give up.	Каквото и да кажете, аз няма да се откажа.
>>bul<< None of the old trees survived the fire.	Никое от старите дървета не оцеля след пожара.
>>bul<< Please write down what I'm going to say.	Моля, запишете си това, което ще кажа.
>>bul<< Please write down what I'm going to say.	Моля те, запиши това, което ще ти кажа.
>>bul<< She attempted to swim across the Thames.	Тя се опита да преплува Темза.
>>bul<< She gave up everything for her children.	Тя се отказа от всичко заради децата си.
>>bul<< She got married at the age of seventeen.	Тя се омъжи на седемнадесет.
>>bul<< She got married at the age of seventeen.	Тя се ожени на седемнадесет.
>>bul<< She got married at the age of seventeen.	Тя се омъжи на седемнадесетгодишна възраст.
>>bul<< She had her blouse ironed by her sister.	Сестра ѝ ѝ изглади блузата.
>>bul<< She is making progress with her English.	Тя напредва с английския.
>>bul<< She spends most of her money on clothes.	Тя харчи повечето си пари за дрехи.
>>bul<< Short skirts are already out of fashion.	Късите поли вече не са на мода.
>>bul<< Some people say French is easy to learn.	Някои хора казват, че френски се учи лесно.
>>bul<< Somebody had drowned her in the bathtub.	Някой я беше удавил във ваната.
>>bul<< Texas is nearly twice as large as Japan.	Тексас е почти два пъти по-голям от Япония.
>>bul<< That is mine. I don't know where his is.	Това е мое. Не знам неговото къде е.
>>bul<< That is mine. I don't know where his is.	Тази е моя. Не знам неговата къде е.
>>bul<< That is mine. I don't know where his is.	Този е мой. Не знам неговият къде е.
>>bul<< The basket was filled with strawberries.	Кошницата беше пълна с ягоди.
>>bul<< The invitation said, "No gifts, please."	На поканата пишеше "Моля, без подаръци".
>>bul<< The men are wearing short sleeve shirts.	Мъжете носят ризи с къс ръкав.
>>bul<< The patient got better little by little.	Пациентът оздравяваше малко по малко.
>>bul<< The robber seized the bag from his hand.	Обирджията сграбчи чантата от ръката му.
>>bul<< The shoe doesn't fit me. It's too small.	Обувката не ми става. Много е малка.
>>bul<< The situation is improving, so cheer up!	Ситуацията се подобрява, така че горе главата!
>>bul<< The trouble is that I am short of money.	Проблемът е, че нямам много пари.
>>bul<< The whole world was involved in the war.	Целият свят беше въвлечен във войната.
>>bul<< There are a lot of big cities in Brazil.	В Бразилия има много големи градове.
>>bul<< There is a garden in front of the house.	Има градина пред къщата.
>>bul<< There is a picture that he himself drew.	Има една картина, нарисувана от него самия.
>>bul<< There is no satisfying spoiled children.	Няма угаждане на разглезените деца.
>>bul<< There's no way to get in touch with him.	Няма начин да се свържете с него.
>>bul<< They were stranded on a deserted island.	Те бяха захвърлени на забравен остров.
>>bul<< This is one of the fish that Tom caught.	Това е една от рибите, които Том хвана.
>>bul<< This is one of the fish that Tom caught.	Това е една от рибите, които хвана Том.
>>bul<< This is the cutest puppy I've ever seen.	Това е най-сладкото кутре, което някога съм виждал.
>>bul<< This is the cutest puppy I've ever seen.	Това е най-сладкото кутре, което някога съм виждала.
>>bul<< This is the hospital where Tom was born.	Това е болницата, в която е роден Том.
>>bul<< This is the hospital where Tom was born.	Това е болницата, в която се е родил Том.
>>bul<< This is the hospital where Tom was born.	Това е болницата, в която Том е роден.
>>bul<< This is the hospital where Tom was born.	Това е болницата, в която Том се е родил.
>>bul<< Tom and Mary were looking at each other.	Том и Мери се гледаха.
>>bul<< Tom can speak French as well as you can.	Том може да говори френски така добре, както и ти.
>>bul<< Tom couldn't believe what was happening.	Том не можеше да повярва какво се случва.
>>bul<< Tom couldn't believe what was happening.	Том не можа да повярва какво става.
>>bul<< Tom doesn't know about Mary's death yet.	Том още не знае за смъртта на Мери.
>>bul<< Tom doesn't know how to handle children.	Том не знае как да се оправя с деца.
>>bul<< Tom doesn't know what's really going on.	Том не знае какво става всъщност.
>>bul<< Tom doesn't yet realize he's in trouble.	Том още не разбира, че е попаднал в беда.
>>bul<< Tom hit his head on the roof of the car.	Том си удари главата в тавана на колата.
>>bul<< Tom is accustomed to speaking in public.	Том е свикнал да говори пред хора.
>>bul<< Tom is the one who gave me this bicycle.	Том е човекът, който ми даде това колело.
>>bul<< Tom is the one who told me how to do it.	Том е човекът, който ми каза как да го направя.
>>bul<< Tom never could hide a secret from Mary.	Том никога нищо не успяваше да запази в тайна от Мери.
>>bul<< Tom pulled an MP3 player out of his bag.	Том извади MP3 плеър от чантата си.
>>bul<< Tom pulled an MP3 player out of his bag.	Том извади емпетройка от чантата си.
>>bul<< Tom said he never wanted to get married.	Том каза, че никога не е искал да се жени.
>>bul<< Tom speaks French like a native speaker.	Том говори френски като носител на езика.
>>bul<< Tom speaks French like a native speaker.	Том говори френски като да му е роден.
>>bul<< Tom speaks French much better than Mary.	Том говори френски много по-добре от Мери.
>>bul<< Tom translated the contract into French.	Том преведе договора на френски.
>>bul<< Tom translated the document into French.	Том преведе документа на френски.
>>bul<< Tom went shopping at a department store.	Том отиде да пазарува в супермаркета.
>>bul<< Tom whispered something into Mary's ear.	Том прошепна на Мери нещо на ухо.
>>bul<< Tom won't be getting any help from Mary.	От Мери Том няма да получи никаква помощ.
>>bul<< Tom's cellphone rang and he answered it.	Джиесемът на Том звънна и той вдигна.
>>bul<< Turn off the light before you go to bed.	Изключи лампата, преди да си легнеш.
>>bul<< Up until now everything was predictable.	Дотук всичко беше предвидимо.
>>bul<< We all agree that we should leave early.	Всички сме съгласни, че трябва да тръгнем рано.
>>bul<< We furnished the refugees with blankets.	Предоставихме на бежанците одеала.
>>bul<< We'd be happy if you could come with us.	Ще се радваме, ако можеш да дойдеш с нас.
>>bul<< We'd be happy if you could come with us.	Ще се радваме, ако можете да дойдете с нас.
>>bul<< What have you been doing all this while?	Ти какво прави през всичкото това време?
>>bul<< What have you been doing all this while?	Какво сте правили през всичкото това време?
>>bul<< What kind of oranges do you usually buy?	Какъв вид портокали купуваш обикновено?
>>bul<< What's stopping you from doing research?	Какво ви пречи да направите едно изследване?
>>bul<< Which do you like better, Coke or Pepsi?	Коя ти харесва повече, кока-колата или пепсито?
>>bul<< Why are you stopping? The light's green.	Защо спираш, зелено е?
>>bul<< Will you tell me the way to the station?	Ще ми кажете ли пътя до гарата?
>>bul<< Without your help, I would have drowned.	Без твоята помощ щях да потъна.
>>bul<< Would you please help me translate this?	Би ли ми помогнал да преведа това?
>>bul<< Would you please help me translate this?	Би ли ми помогнала да преведа това?
>>bul<< Would you please help me translate this?	Бихте ли ми помогнали да преведа това?
>>bul<< You must buy a ticket to get on the bus.	За да се качиш на автобуса, трябва да си купиш билет.
>>bul<< You should try to learn a little French.	Трябва да пробваш да научиш малко френски.
>>bul<< You should try to learn a little French.	Трябва да пробвате да научите малко френски.
>>bul<< You won't be able to do that without me.	Няма да се справиш без мен.
>>bul<< You won't be able to do that without me.	Няма да можеш да го направиш без мен.
>>bul<< You're carrying your joke a bit too far.	Шегата ти стига твърде далеч.
>>bul<< You're taking advantage of her weakness.	Вие се възползвате от слабостта ѝ.
>>bul<< A soccer team consists of eleven players.	Футболният отбор се състои от единадесет играчи.
>>bul<< About how much would a taxi be from here?	Горе-долу колко излиза едно такси от там?
>>bul<< All I want to do now is get back to work.	Всичко, което искам сега, е да се върна на работа.
>>bul<< Are you going to go anywhere this summer?	Мислиш ли да ходиш някъде това лято?
>>bul<< Are you going to go anywhere this summer?	Мислите ли да ходите някъде това лято?
>>bul<< Are you sure you don't want another soda?	Сигурен ли си, че не искаш още едно безалкохолно?
>>bul<< Are you sure you don't want another soda?	Сигурна ли си, че не искаш още едно безалкохолно?
>>bul<< Are you sure you don't want some of this?	Сигурен ли си, че не искаш малко от това?
>>bul<< Are you sure you don't want some of this?	Сигурна ли си, че не искаш малко от това?
>>bul<< Are you sure you don't want some of this?	Сигурен ли си, че не искаш малко?
>>bul<< Are you sure you don't want some of this?	Сигурна ли си, че не искаш малко?
>>bul<< Are you sure you want to hear about this?	Сигурен ли си, че искаш да го чуеш?
>>bul<< Are you sure you want to hear about this?	Сигурна ли си, че искаш да го чуеш?
>>bul<< Are you sure you want to hear about this?	Сигурни ли сте, че искате да го чуете?
>>bul<< Around 29% of Okinawans live to be a 100.	Около 29% от жителите на Окинава доживяват до 100 години.
>>bul<< At that time, she was bathing in the sun.	По това време тя се печеше на слънце.
>>bul<< At that time, she was bathing in the sun.	По това време тя си правеше слънчеви бани.
>>bul<< Attendance is compulsory for all members.	Присъствието за всички членове е задължително.
>>bul<< Can I borrow your digital camera tonight?	Мога ли да взема назаем цифровата камера довечера?
>>bul<< Can you iron this T-shirt for me, please?	Може ли да ми изгладиш тази тениска, моля те?
>>bul<< Do I have to answer all of the questions?	Трябва ли да отговоря на всички въпроси?
>>bul<< Do I have to answer all of the questions?	Трябва ли да отговарям на всички въпроси?
>>bul<< Do you have an airplane ticket back home?	Имаш ли самолетен билет вкъщи?
>>bul<< Do you know whether Tom can speak French?	Знаеш ли дали Том може да говори френски?
>>bul<< Do you know whether Tom can speak French?	Знаете ли дали Том може да говори френски?
>>bul<< Don't cry. Crying doesn't solve anything.	Не плачи. С реване нищо няма да оправиш.
>>bul<< Fifty families live in this tiny village.	Петдесет семейства живеят в това малко градче.
>>bul<< Food and clothes are necessities of life.	Храната и дрехите са нещо жизнено необходимо.
>>bul<< Fools rush in where angels fear to tread.	Глупаците тичат там, където ангелите ги е страх да стъпят.
>>bul<< Hang your jacket on the hook by the door.	Сложи си якето на закачалката до вратата.
>>bul<< Have you already started learning French?	Започна ли вече да учиш френски?
>>bul<< Have you already started learning French?	Започнахте ли вече да учите френски?
>>bul<< Have you ever gone to the beach with Tom?	Ходил ли си на плаж с Том?
>>bul<< Have you ever gone to the beach with Tom?	Ходила ли си на плаж с Том?
>>bul<< He doesn't eat anything other than fruit.	Той не яде нищо друго освен плодове.
>>bul<< He gave correct answers to the questions.	Той отговори правилно на въпросите.
>>bul<< He had no notion of leaving his hometown.	Той нямаше намерение да напуска неговият роден град.
>>bul<< He left the house without saying goodbye.	Излезе, без да каже "довиждане".
>>bul<< He makes friends with everybody he meets.	Той се сприятелява с всички, които срещне.
>>bul<< He went out without saying goodbye to me.	Тръгна си, без да се прости.
>>bul<< His undertaking failed for lack of funds.	Неговото начинание се провали заради липса на средства.
>>bul<< Hold on just a second, would you, please?	Ще можете ли да изчакате секунда?
>>bul<< I came early in order to get a good seat.	Дойдох рано, за да заема хубаво място.
>>bul<< I couldn't go to work because I was sick.	Не можах да отида на работа, защото бях болен.
>>bul<< I don't know how to cook too many things.	Има твърде много неща, които не знам как да готвя.
>>bul<< I don't like to wear shoes without socks.	Не обичам да нося обувки без чорапи.
>>bul<< I don't think you really want to do that.	Не мисля, че ти наистина искаш да го направиш.
>>bul<< I don't think you really want to do that.	Аз не мисля, че ти наистина искаш да го направиш.
>>bul<< I don't think you really want to do that.	Аз не мисля, че наистина искаш да го направиш.
>>bul<< I feel sick when I get up in the morning.	Прилошава ми, когато ставам сутрин.
>>bul<< I had difficulty in solving this problem.	Имах трудности при разрешаването на този проблем.
>>bul<< I had difficulty in solving this problem.	Имах затруднения при решаването тази задача.
>>bul<< I had difficulty working out the problem.	Срещнах трудности, когато се занимавах с проблема.
>>bul<< I have a faint recollection of the event.	Имам блед спомен за събитието.
>>bul<< I have something that might interest you.	Имам нещо, което може да те заинтересува.
>>bul<< I have to do whatever Tom tells me to do.	Трябва да правя всичко, което Том ми каже.
>>bul<< I haven't seen Tom since he was thirteen.	Не съм виждала Том откакто беше на тринайсет.
>>bul<< I haven't seen Tom since he was thirteen.	Не съм виждал Том откакто беше на тринайсет.
>>bul<< I haven't seen Tom since he was thirteen.	Не съм виждала Том от тринайсетгодишен.
>>bul<< I haven't seen this kind of plant before.	Такова растение досега не съм виждал.
>>bul<< I haven't seen you in almost three years.	Не съм те виждал почти три години.
>>bul<< I haven't seen you in almost three years.	Не съм те виждала почти три години.
>>bul<< I haven't seen you in almost three years.	Не съм ви виждал почти три години.
>>bul<< I haven't seen you in almost three years.	Не съм ви виждала почти три години.
>>bul<< I haven't talked to anyone but Tom today.	Днес не съм разговарял с никого, освен с Том.
>>bul<< I hear Tom is an excellent tennis player.	Чувам, че Том отлично играе тенис.
>>bul<< I just couldn't watch Tom suffer anymore.	Просто повече не можех да гледам как Том страда.
>>bul<< I know those girls over there quite well.	Познавам онези момичета там доста добре.
>>bul<< I majored in chemistry at the university.	Завърших химия в университета.
>>bul<< I noticed you weren't at home last night.	Забелязах, че не си беше у вас снощи.
>>bul<< I put on my favorite dress for the party.	За партито си облякох любимата рокля.
>>bul<< I ran away from home when I was thirteen.	Избягах от къщи, когато бях на тринайсет.
>>bul<< I really do hope we can still be friends.	Наистина се надявам, че все още можем да бъдем приятели.
>>bul<< I shouldn't have eaten that. I feel sick.	Не трябваше да ям това. Прилоша ми.
>>bul<< I study French for three hours every day.	Уча френски по три часа всеки ден.
>>bul<< I think I'm really not so good at French.	Мисля, че френският ми наистина не е много силен.
>>bul<< I think Tom is entirely wrong about Mary.	Мисля, че Том изобщо не е прав за Мери.
>>bul<< I think we need to find out where Tom is.	Мисля, че трябва да разберем къде е Том.
>>bul<< I think you should check under the couch.	Мисля, че трябва да провериш под дивана.
>>bul<< I think you should check under the couch.	Мисля, че трябва да проверите под дивана.
>>bul<< I think you're probably wrong about that.	Мисля, че най-вероятно грешиш за това.
>>bul<< I think you're probably wrong about that.	Мисля, че най-вероятно грешите за това.
>>bul<< I think you're putting in too much sugar.	Мисля, че слагаш твърде много захар.
>>bul<< I think you're putting in too much sugar.	Мисля, че слагате твърде много захар.
>>bul<< I think you're really going to like this.	Мисля, че това наистина ще ти хареса.
>>bul<< I think you're really going to like this.	Мисля, че това наистина ще ви хареса.
>>bul<< I thought you were going steady with Tom.	Мислех, че излизаш сериозно с Том.
>>bul<< I thought you were going to wait for Tom.	Мислех, че ще изчакаш Тим.
>>bul<< I want your answer by the end of the day.	Искам отговора ти до края на деня.
>>bul<< I want your answer by the end of the day.	Искам отговора Ви до края на деня.
>>bul<< I won't be ready to do that until Monday.	Няма да съм готов да го направя преди понеделник.
>>bul<< I wonder if you might be able to help me.	Чудя се дали ще можеш да ми помогнеш.
>>bul<< I wonder if you might be able to help me.	Чудя се дали би могла да ми помогнеш.
>>bul<< I wonder if you might be able to help me.	Чудя се дали ще можете да ми помогнете.
>>bul<< I'd like to ask you a few more questions.	Бих искал да ти задам още няколко въпроса.
>>bul<< I'd like to ask you a few more questions.	Бих искал да ви задам още няколко въпроса.
>>bul<< I'd like to ask you a few more questions.	Бих искала да ти задам още няколко въпроса.
>>bul<< I'd like to ask you a few more questions.	Бих искала да ви задам още няколко въпроса.
>>bul<< I'd like to come along if you don't mind.	Бих искал да дойда с теб, ако нямаш нищо против.
>>bul<< I'd like to come along if you don't mind.	Бих искала да дойда с теб, ако нямаш нищо против.
>>bul<< I'll call on you at your office tomorrow.	Ще се отбия при тебе в офиса утре.
>>bul<< I'll call them tomorrow when I come back.	Ще им се обадя утре, като се върна.
>>bul<< I'll get Tom to go to Boston to help you.	Ще накарам Том да дойде до Бостън да ти помогне.
>>bul<< I'll get Tom to go to Boston to help you.	Ще накарам Том да дойде до Бостън да ви помогне.
>>bul<< I'm absolutely certain that Tom is wrong.	Абсолютно сигурен съм, че Том греши.
>>bul<< I'm absolutely certain that Tom is wrong.	Абсолютно сигурна съм, че Том греши.
>>bul<< I'm fond of listening to classical music.	Обичам да слушам класическа музика.
>>bul<< I'm going to study French this afternoon.	Ще уча по френски този следобед.
>>bul<< I'm going to study French this afternoon.	Ще уча френски този следобед.
>>bul<< I'm going to the country for the weekend.	Отивам в провинцията за уикенда.
>>bul<< I'm looking for something less expensive.	Търся нещо не толкова скъпо.
>>bul<< I'm looking for something less expensive.	Аз търся нещо не толкова скъпо.
>>bul<< I've never seen anything quite like this.	Никога не съм виждал нещо подобно.
>>bul<< I've never seen anything quite like this.	Никога не съм виждала нещо подобно.
>>bul<< I've smelled this smell somewhere before.	Тази миризма и друг път съм я усещал.
>>bul<< I've smelled this smell somewhere before.	Тази миризма и друг път съм я усещала.
>>bul<< I've spent too much time working on this.	Твърде много време прекарах, работейки върху това.
>>bul<< I've taken everything into consideration.	Взел съм предвид всичко.
>>bul<< I've taken everything into consideration.	Взела съм предвид всичко.
>>bul<< It is a little after a quarter to eleven.	Сега е малко след единадесет без четвърт.
>>bul<< It isn't something that I think I can do.	Това не е нещо, което мисля, че мога да направя.
>>bul<< It looks like we're running out of money.	Изглежда, че парите ни свършват.
>>bul<< It looks like we're running out of water.	Изглежда, че водата ни е на свършване.
>>bul<< It looks like you changed the whole room.	Изглежда, че сте променили цялата стая.
>>bul<< It looks like you changed the whole room.	Изглежда, че си променила цялата стая.
>>bul<< It looks like you changed the whole room.	Изглежда, че си променил цялата стая.
>>bul<< It's not something that I think I can do.	Това не е нещо, което мисля, че мога да направя.
>>bul<< Last night I did not get a wink of sleep.	Миналата нощ не можах да мигна.
>>bul<< Last night, I barely made the last train.	Миналата нощ за малко да изпусна последния влак.
>>bul<< Maybe I shouldn't tell Tom what Mary did.	Може би не трябва да казвам на Том какво направи Мери.
>>bul<< My husband sends his best regards to you.	Съпругът ми ви праща специални поздрави.
>>bul<< My living expense is rising year by year.	Разходите ми нарастват с всяка изминала година.
>>bul<< My living expense is rising year by year.	С всяка година разходите ми нарастват.
>>bul<< No one knows whether he loves her or not.	Никой не знае дали той я обича, или не.
>>bul<< Nowadays long skirts are not fashionable.	Сега дългите поли вече не са на мода.
>>bul<< Our guests should be here within an hour.	До един час нашите гости би трябвало да са тук.
>>bul<< Please explain the rules of soccer to me.	Моля те, обясни ми правилата във футбола.
>>bul<< Please let me know when I should get off.	Моля, кажете ми, когато трябва да сляза.
>>bul<< Please tell me how to get to the airport.	Моля те, кажи ми как да стигна до летището.
>>bul<< Please tell me how to get to the airport.	Моля кажете ми как да стигна до летището.
>>bul<< Since there were no taxis, I had to walk.	Понеже нямаше никакви таксита, трябваше да вървя.
>>bul<< Speaking French is very difficult for me.	Да говоря на френски ми е много трудно.
>>bul<< Suddenly, a man stepped in front of them.	Изведнъж пред тях изскочи някакъв мъж.
>>bul<< That is mine. I don't know where hers is.	Това е мое. Не знам къде е нейното.
>>bul<< That is mine. I don't know where hers is.	Този е мой. Не знам къде е нейният.
>>bul<< That is mine. I don't know where hers is.	Тази е моя. Не знам къде е нейната.
>>bul<< That's mine. I don't know where yours is.	Това е мое. Не знам къде е твоето.
>>bul<< That's mine. I don't know where yours is.	Тази е моя. Не знам къде е твоята.
>>bul<< That's mine. I don't know where yours is.	Този е мой. Не знам къде е твоят.
>>bul<< The baby cannot even walk, much less run.	Бебето дори не може да ходи, да не говорим - да тича.
>>bul<< The bus driver didn't see the pedestrian.	Шофьорът на автобуса не видя пешеходеца.
>>bul<< The doctors are still trying to save Tom.	Докторите все още се опитват да спасят Том.
>>bul<< The game has been indefinitely postponed.	Мачът беше отложен за неизвестно време.
>>bul<< The hunter aimed at the bird, but missed.	Ловецът се прицели в птицата, но пропусна.
>>bul<< The museum is open from Monday to Friday.	Музеят е отворен от понеделник до петък.
>>bul<< The soldiers' food supply is running out.	Хранителните запаси на войниците са на изчерпване.
>>bul<< The soldiers' food supply is running out.	Хранителните запаси на войниците са на свършване.
>>bul<< The station is in the center of the city.	Гарата е в центъра на града.
>>bul<< The stock market is in a prolonged slump.	Борсата е в продължителен спад.
>>bul<< The train was delayed on account of snow.	Движението на влада беше забавено заради снега.
>>bul<< The union was modest in its wage demands.	Профсъюзът бе скромен в исканията си за заплатите.
>>bul<< There is a lot of furniture in this room.	В тази стая има доста мебели.
>>bul<< There was a fire in this city last night.	Имаше пожар в този град миналата нощ.
>>bul<< There's a desk in the corner of the room.	В ъгъла на стаята има бюро.
>>bul<< They are content with things as they are.	Те са доволни с нещата по начина, по който те стоят в момента.
>>bul<< They made straight for their destination.	Те се отправиха направо към целта си.
>>bul<< Tom always sleeps hugging his teddy bear.	Том винаги спи, прегърнал мечето си.
>>bul<< Tom and Mary both turned around to watch.	И Том, и Мери се обърнаха да гледат.
>>bul<< Tom asked Mary if she could speak French.	Том попита Мери дали тя може да говори френски.
>>bul<< Tom doesn't speak French as well as Mary.	Том не говори френски толкова добре, колкото Мери.
>>bul<< Tom got married when he was 30 years old.	Том се ожени когато беше на 30 години.
>>bul<< Tom is wearing an expensive Italian suit.	Том носи скъп италиански костюм.
>>bul<< Tom is wearing glasses with black frames.	Том носи очила с черни рамки.
>>bul<< Tom lives just down the street from Mary.	Том живее малко по-надолу на същата улица, на която живее Мери.
>>bul<< Tom opens the gate every morning at 8:00.	Том отваря портата всяка сутрин точно в 8:00.
>>bul<< Tom raised three children all by himself.	Том отгледа сам три деца.
>>bul<< Tom seems to be Mary's only close friend.	Изглежда Том е единственият близък приятел на Мери.
>>bul<< Tom spent the weekend at his beach house.	Том прекара уикенда в къщата си на брега.
>>bul<< Tom tried to elicit a response from Mary.	Том се опитва да получи отговор от Мери.
>>bul<< Tom was arrested for driving while drunk.	Том беше арестуван за шофиране в нетрезво състояние.
>>bul<< Tom was convicted and sentenced to death.	Том беше намерен за виновен и осъден на смърт.
>>bul<< Tom was pleasantly surprised to see Mary.	Том беше приятно изненадан да види Мери.
>>bul<< Tom was told he had cancer just recently.	На Том му казаха съвсем наскоро, че има рак.
>>bul<< Tom was told he had cancer just recently.	На Том съвсем наскоро му беше казано, че има рак.
>>bul<< Tom went on a road trip with his friends.	Том тръгна да пътува с приятелите си.
>>bul<< Tom won't be making any deliveries today.	Том няма да прави никакви доставки днес.
>>bul<< Tom wouldn't be here if it wasn't for me.	Ако не беше заради мен, Том не би бил тук.
>>bul<< Tom's girlfriend threatened to leave him.	Приятелката на Том заплаши, че ще го напусне.
>>bul<< Unfortunately, I hardly speak any French.	За съжаление, аз почти не говоря френски.
>>bul<< We are entitled to vote at the age of 20.	На нас ни се полага да гласуваме на възраст 20 години.
>>bul<< We can talk here without being overheard.	Тук можем да разговаряме, без да ни чуят.
>>bul<< We have only a slender chance of success.	Имаме малък шанс за успех.
>>bul<< We usually speak to each other in French.	Обикновено разговаряме на френски.
>>bul<< We want to rent an apartment in the city.	Искаме да наемем апартамент в града.
>>bul<< We won't be able to get out of this cell.	Няма да можем да се измъкнем от тази килия.
>>bul<< What do you have hidden behind your back?	Какво криеш зад гърба си?
>>bul<< What do you have hidden behind your back?	Какво криете зад гърба си?
>>bul<< What has your friend been doing recently?	Какво прави твоят приятел напоследък?
>>bul<< What is the capital of the United States?	Коя е столицата на Съединените щати?
>>bul<< What prevented you from coming yesterday?	Какво ви попречи да дойдете вчера?
>>bul<< What prevented you from coming yesterday?	Какво ти попречи да дойдеш вчера?
>>bul<< What time will you arrive in Boston, Tom?	По кое време пристигаш в Бостън, Том?
>>bul<< When I travel, I prefer to travel by air.	Когато пътувам, предпочитам да пътувам по въздух.
>>bul<< Who can speak French better, Tom or Mary?	Кой говори френски по-добре, Том или Мери?
>>bul<< Why don't you try on this yellow sweater?	Защо не пробваш този жълт пуловер?
>>bul<< Will you help me with my French homework?	Ще ми помогнеш ли с домашното по френски?
>>bul<< Work slowly, and you won't make mistakes.	Работи бавно и няма да правиш грешки.
>>bul<< Work slowly, and you won't make mistakes.	Работете бавно и няма да допускате грешки.
>>bul<< You don't get up as early as your sister.	Ти не ставаш толкова рано, колкото сестра ти.
>>bul<< You're always disagreeing with your boss.	Винаги не се съгласяваш с твоят шеф .
>>bul<< You're not allowed to smoke in this room.	Не е позволено да се пуши в тази стая.
>>bul<< You're not allowed to smoke in this room.	Не е разрешено да се пуши в тази стая.
>>bul<< You're pretty good at French, aren't you?	Доста те бива с френския, нали?
>>bul<< You're pretty good at French, aren't you?	Френският ти е доста силен, нали?
>>bul<< You're pretty good at French, aren't you?	Ти си доста добър по френски, нали?
>>bul<< Your plan is not in line with our policy.	Вашият план е в разрез с нашата политика.
