>>hye<< Run!	Վազի՛։
>>hye<< Did you ever talk to Tom about this?	Երբևէ խոսե՞լ ես Թոմի հետ այս մասին:
>>hye<< Did you ever talk to Tom about this?	Դու երբևէ խոսե՞լ ես Թոմի հետ այս մասին։
>>hye<< Did you ever talk to Tom about this?	Դուք երբևէ խոսե՞լ եք Թոմի հետ այս մասին։
>>hye<< Did you know the victims personally?	Դուք անձամբ ծանո՞թ էիք տուժածներին։
>>hye<< Did you notice how restless Tom was?	Նկատեցի՞ր, թե որքան անհանգիստ էր Թոմը։
>>hye<< Do you have any knowledge of French?	Դուք ֆրանսերենի որևէ իմացություն ունե՞ք:
>>hye<< Do you hear that strange noise, too?	Դու էլ լսո՞ւմ ես այդ տարօրինակ ձայնը։
>>hye<< Do you hear that strange noise, too?	Դուք էլ եք լսո՞ւմ այդ տարօրինակ ձայնը։
>>hye<< Do you know where Tom wants to live?	Գիտե՞ս, թե որտեղ է Թոմը ուզում ապրել։
>>hye<< Do you know where Tom wants to live?	Գիտե՞ք, թե որտեղ է Թոմը ուզում ապրել։
>>hye<< Do you know where Tom wants to live?	Դու գիտե՞ս, թե որտեղ է ուզում ապրել Թոմը։
>>hye<< Do you know where Tom wants to live?	Դուք գիտե՞ք, թե որտեղ է ուզում ապրել Թոմը։
>>hye<< Do you know where my sunglasses are?	Գիտե՞ս, թե որտեղ են իմ արևային ակնոցները։
>>hye<< Do you know where my sunglasses are?	Գիտե՞ք, թե որտեղ են իմ արևային ակնոցները։
>>hye<< Do you mind if I turn off the light?	Դեմ չե՞ք, եթե լույսն անջատեմ։
>>hye<< Do you mind if I turn off the light?	Դեմ չե՞ս, եթե լույսն անջատեմ։
>>hye<< Do you play any musical instruments?	Նվագո՞ւմ եք որևէ երաժշտական գործիք:
>>hye<< Do you play any musical instruments?	Նվագո՞ւմ ես որևէ երաժշտական գործիք:
>>hye<< Do you really think I can't do this?	Իսկապե՞ս կարծում ես, որ ես չեմ կարող դա անել։
>>hye<< Do you really think I can't do this?	Իսկապե՞ս կարծում եք, որ ես չեմ կարող դա անել։
>>hye<< Do you really think Tom can do that?	Իսկապե՞ս կարծում ես, որ Թոմը կարող է դա անել։
>>hye<< Do you really think Tom can do that?	Իսկապե՞ս կարծում եք, որ Թոմը կարող է դա անել։
>>hye<< Do you really want to do that today?	Իրո՞ք ուզում եք դա անել այսօր։
>>hye<< Do you really want to do that today?	Իրո՞ք ուզում ես դա անել այսօր։
>>hye<< Do you remember how this movie ends?	Հիշու՞մ եք, թե ինչպես է ավարտվում այս ֆիլմը։
>>hye<< Do you remember how this movie ends?	Հիշու՞մ ես, թե ինչպես է ավարտվում այս ֆիլմը։
>>hye<< Do you remember how this movie ends?	Դու իշու՞մ ես՝ ինչպես է ավարտվում այս ֆիլմը։
>>hye<< Do you remember how this movie ends?	Դուք իշու՞մ եք՝ ինչպես է ավարտվում այս ֆիլմը։
>>hye<< Do you want to learn to play guitar?	Ուզո՞ւմ եք սովորել կիթառ նվագել:
>>hye<< Do you want to learn to play guitar?	Ուզո՞ւմ ես սովորել կիթառ նվագել:
>>hye<< Do you want to learn to play guitar?	Դուք ուզո՞ւմ եք սովորել կիթառ նվագել:
>>hye<< Do you want to learn to play guitar?	Դու ուզո՞ւմ ես սովորել կիթառ նվագել:
>>hye<< Do your parents know that you smoke?	Ծնողներդ գիտե՞ն, որ դու ծխում ես։
>>hye<< Do your parents know that you smoke?	Ծնողներդ գիտե՞ն, որ դուք ծխում եք։
>>hye<< Do your parents know that you smoke?	Ձեր ծնողները գիտե՞ն, որ դուք ծխում եք:
>>hye<< Does Tom know how to play the piano?	Թոմը դաշնամուր նվագել գիտի՞։
>>hye<< Doesn't that remind you of anything?	Դա ձեզ ոչինչ չի՞ հիշեցնում։
>>hye<< Doesn't that remind you of anything?	Դա քեզ ոչինչ չի՞ հիշեցնում։
>>hye<< Don't tell Tom. He'll tell everyone.	Թոմին մի՛ ասա։ Նա բոլորին կպատմի։
>>hye<< Don't tell Tom. He'll tell everyone.	Թոմին մի՛ ասեք։ Նա բոլորին կպատմի։
>>hye<< Don't tell Tom. He'll tell everyone.	Մի՛ ասա Թոմին: Նա բոլորին կպատմի։
>>hye<< Don't tell Tom. He'll tell everyone.	Մի՛ ասեք Թոմին: Նա բոլորին կպատմի։
>>hye<< Don't touch anything without asking.	Առանց հարցնելու ոչնչի մի՛ դիպչեք։
>>hye<< Don't you want to turn on the light?	Չե՞ք ուզում լույսը վառել։
>>hye<< Don't you want to turn on the light?	Չե՞ս ուզում լույսը վառել։
>>hye<< Earth, Mars and Jupiter are planets.	Երկիրը, Մարսը և Յուպիտերը մոլորակներ են:
>>hye<< Electric cars will change the world.	Էլեկտրական մեքենաները փոխելու են աշխարհը։
>>hye<< For more details, visit our website.	Մանրամասների համար այցելեք մեր կայքը։
>>hye<< Get out your keys and open the door.	Հանիր բանալին և բացիր դուռը։
>>hye<< Happiness is sometimes hard to find.	Երջանկությունը երբեմն դժվար է գտնել։
>>hye<< Has your father ever been to Boston?	Հայրդ երբևիցե եղե՞լ է Բոստոնում։
>>hye<< Have you already bought your ticket?	Արդեն գնե՞լ եք տոմսը։
>>hye<< Have you already bought your ticket?	Արդեն գնե՞լ ես տոմսը։
>>hye<< Have you already bought your ticket?	Դուք արդեն գնե՞լ եք տոմսը։
>>hye<< Have you already bought your ticket?	Դու արդեն գնե՞լ ես տոմսը։
>>hye<< Have you already decided what to do?	Դուք արդեն որոշե՞լ եք, թե ինչ անել:
>>hye<< Have you already decided what to do?	Դու արդեն որոշե՞լ ես, թե ինչ անել:
>>hye<< Have you already decided what to do?	Արդեն որոշե՞լ եք՝ ինչ անել։
>>hye<< Have you already decided what to do?	Արդեն որոշե՞լ ես՝ ինչ անել։
>>hye<< Have you already made your decision?	Արդեն կայացրե՞լ եք ձեր որոշումը։
>>hye<< Have you ever heard of such a thing?	Երբևէ լսե՞լ եք նման բանի մասին։
>>hye<< Have you ever heard of such a thing?	Երբևէ լսե՞լ ես նման բանի մասին։
>>hye<< Have you ever tried to quit smoking?	Երբևէ փորձե՞լ եք թողնել ծխելը։
>>hye<< Have you ever tried to quit smoking?	Երբևէ փորձե՞լ ես թողնել ծխելը։
>>hye<< Have you ever tried to quit smoking?	Դուք երբևէ փորձե՞լ եք թողնել ծխելը։
>>hye<< Have you ever tried to quit smoking?	Դու երբևէ փորձե՞լ ես թողնել ծխելը։
>>hye<< Have you forgotten that I'm married?	Մոռացե՞լ ես, որ ես ամուսնացած եմ։
>>hye<< Have you forgotten that I'm married?	Մոռացե՞լ եք, որ ես ամուսնացած եմ։
>>hye<< Have you forgotten that I'm married?	Դոք մոռացե՞լ եք, որ ամուսնացած եմ։
>>hye<< Have you forgotten that I'm married?	Դո մոռացե՞լ ես, որ ամուսնացած եմ։
>>hye<< Have you heard what happened to Tom?	Լսե՞լ ես, թե ինչ պատահեց Թոմի հետ։
>>hye<< Have you heard what happened to Tom?	Լսե՞լ եք, թե ինչ պատահեց Թոմի հետ։
>>hye<< He decided to put off his departure.	Նա որոշեց հետաձգել իր մեկնումը։
>>hye<< He took something out of his pocket.	Նա ինչ-որ բան հանեց գրպանից։
>>hye<< He wrote three books in three years.	Նա երեք տարում երեք գիրք գրեց։
>>hye<< How long have you been in this city?	Որքա՞ն ժամանակ եք եղել այս քաղաքում:
>>hye<< How long have you been working here?	Որքա՞ն ժամանակ եք այստեղ աշխատում:
>>hye<< How long have you been working here?	Որքա՞ն ժամանակ ես այստեղ աշխատում:
>>hye<< I asked Tom to open the door for me.	Ես խնդրեցի Թոմին բացել դուռը ինձ համար։
>>hye<< I asked him if he had got my letter.	Ես հարցրեցի նրան, թե ստացե՞լ է իմ նամակը։
>>hye<< I assume that you know who did this.	Ենթադրում եմ, որ դուք գիտեք, թե ով է դա արել։
>>hye<< I assume that you know who did this.	Ենթադրում եմ, որ դու գիտես, թե ով է դա արել։
>>hye<< I assume that you know why I'm here.	Ենթադրում եմ, որ դուք գիտեք, թե ինչու եմ ես այստեղ:
>>hye<< I assume that you know why I'm here.	Ենթադրում եմ, որ գիտես, թե ինչու եմ ես այստեղ:
>>hye<< I bought a new computer last Monday.	Անցյալ երկուշաբթի ես նոր համակարգիչ գնեցի։
>>hye<< I bought a new computer last Monday.	Ես անցյալ երկուշաբթի նոր համակարգիչ գնեցի։
>>hye<< I can't play the piano, but she can.	Ես դաշնամուր նվագել չգիտեմ, իսկ նա գիտի։
>>hye<< I can't wait because I'm in a hurry.	Ես չեմ կարող սպասել, որովհետև շտապում եմ։
>>hye<< I didn't believe it really happened.	Ես չէի հավատում, որ դա իսկապես տեղի է ունեցել:
>>hye<< I didn't give Tom what he asked for.	Ես Թոմին չտվեցի այն, ինչ նա խնդրեց։
>>hye<< I didn't know that I had to do that.	Ես չգիտեի, որ պետք է դա անեմ։
>>hye<< I didn't know that you had children.	Ես չգիտեի, որ դու երեխաներ ունես։
>>hye<< I didn't know that you had children.	Ես չգիտեի, որ դուք երեխաներ ունեք։
>>hye<< I didn't know you needed to do that.	Ես չգիտեի, որ դու պետք է դա անես:
>>hye<< I didn't know you needed to do that.	Ես չգիտեի, որ դուք պետք է դա անեք:
>>hye<< I didn't understand what you wanted.	Ես չհասկացա, թե ինչ էիր ուզում։
>>hye<< I don't even want to hazard a guess.	Չեմ էլ ուզում գուշակել։
>>hye<< I don't have time to read this book.	Ես այդ գիրքը կարդալու ժամանակ չունեմ։
>>hye<< I don't know any other way to do it.	Ես դա անելու ուրիշ ձև չգիտեմ։
>>hye<< I don't know where I left my wallet.	Չգիտեմ, թե որտեղ եմ թողել դրամապանակս։
>>hye<< I don't know who took your umbrella.	Չգիտեմ, թե ով է վերցրել քո հովանոցը։
>>hye<< I don't know who took your umbrella.	Չգիտեմ, թե ով է վերցրել ձեր հովանոցը։
>>hye<< I don't know who took your umbrella.	Չգիտեմ, թե ով վերցրեց ձեր հովանոցը։
>>hye<< I don't know why he said that to me.	Ես չգիտեմ, թե ինչու նա ինձ ասաց սա:
>>hye<< I don't know why that was happening.	Ես չգիտեմ, թե ինչու դա տեղի ունեցավ:
>>hye<< I don't like to talk about politics.	Ես չեմ սիրում խոսել քաղաքականությունից։
>>hye<< I don't really know what that means.	Ես չգիտեմ իրականում ինչ է դա նշանակում։
>>hye<< I don't remember any of their names.	Ես նրանցից ոչ մեկի անունը չեմ հիշում:
>>hye<< I don't think Tom knows I'm married.	Չեմ կարծում, թե Թոմը գիտի, որ ես ամուսնացած եմ։
>>hye<< I don't think Tom knows I'm married.	Ես չեմ կարծում, թե Թոմը գիտի, որ ես ամուսնացած եմ։
>>hye<< I don't think Tom wants to see Mary.	Չեմ կարծում, որ Թոմը ցանկանում է տեսնել Մերիին։
>>hye<< I don't think you'd like doing this.	Չեմ կարծում, որ դուք կցանկանայիք դա անել:
>>hye<< I don't think you'd like doing this.	Չեմ կարծում, որ դու կցանկանայիր դա անել:
>>hye<< I don't want to tell Tom everything.	Ես չեմ ուզում Թոմին պատմել ամեն ինչ։
>>hye<< I doubt that Tom understands French.	Կասկածում եմ, որ Թոմը հասկանում է ֆրանսերեն։
>>hye<< I drink coffee almost every morning.	Ես գրեթե ամեն առավոտ սուրճ եմ խմում։
>>hye<< I hardly ever read novels in French.	Ես գրեթե երբեք ֆրանսերեն վեպեր չեմ կարդում:
>>hye<< I have been in Japan for two months.	Ես երկու ամիս է՝ Ճապոնիայում եմ։
>>hye<< I have no idea where the others are.	Ես պատկերացում չունեմ, թե որտեղ են մյուսները։
>>hye<< I haven't been sleeping well lately.	Վերջերս լավ չեմ քնում։
>>hye<< I hope that it'll be sunny tomorrow.	Հուսով եմ՝ վաղը արևոտ կլինի։
>>hye<< I hope you will be completely cured.	Հուսով եմ, որ դուք լիովին կբուժվեք։
>>hye<< I knew I should've stayed in Boston.	Ես գիտեի, որ պիտի մնայի Բոստոնում։
>>hye<< I knew you'd understand immediately.	Ես գիտեի, որ դուք միանգամից կհասկանաք:
>>hye<< I knew you'd understand immediately.	Ես գիտեի, որ դու միանգամից կհասկանաս:
>>hye<< I know that you can't do that today.	Ես գիտեմ, որ այսօր դուք չեք կարող դա անել:
>>hye<< I know that you can't do that today.	Գիտեմ, որ այսօր դու չես կարող դա անել:
>>hye<< I know that you don't know who I am.	Ես գիտեմ, որ դուք չգիտեք, թե ով եմ ես։
>>hye<< I know that you don't know who I am.	Ես գիտեմ, որ դու չգիտես, թե ով եմ ես։
>>hye<< I know you won't be able to do that.	Ես գիտեմ, որ դուք չեք կարողանա դա անել:
>>hye<< I know you won't be able to do that.	Ես գիտեմ, որ դու չես կարողանա դա անել:
>>hye<< I learned French instead of English.	Ես ֆրանսերեն սովորեցի անգլերենի փոխարեն։
>>hye<< I leave home at 7:30 in the morning.	Ես տնից դուրս եմ գալիս առավոտյան ժամը 7:30-ին։
>>hye<< I leave home at 7:30 in the morning.	Ես դուրս եմ գալիս տնից առավոտյան ժամը 7:30-ին։
>>hye<< I most likely won't do that anymore.	Ամենայն հավանականությամբ, այլևս դա չեմ անի։
>>hye<< I spent all day cleaning the garage.	Ես ամբողջ օրը ավտոտնակն էի մաքրում։
>>hye<< I spent the entire day on the beach.	Ես անցկացրեցի ամբողջ օրը լողափում։
>>hye<< I studied French instead of English.	Ես ֆրանսերեն էի սովորում անգլերենի փոխարեն։
>>hye<< I think Tom isn't a very good coach.	Կարծում եմ՝ Թոմը շատ լավ մարզիչ չէ։
>>hye<< I think Tom isn't a very good coach.	Ես կարծում եմ, որ Թոմը լավ մարզիչ չէ:
>>hye<< I think you'd be interested in this.	Կարծում եմ՝ սա ձեզ կհետաքրքրի:
>>hye<< I think you'd be interested in this.	Կարծում եմ՝ սա քեզ կհետաքրքրի:
>>hye<< I thought you wanted to get married.	Ես կարծում էի, որ դու ուզում ես ամուսնանալ:
>>hye<< I thought you wanted to get married.	Ես կարծում էի, որ դուք ուզում եք ամուսնանալ:
>>hye<< I thought you wanted to get married.	Ես կարծում էի՝ դու ուզում ես ամուսնանալ:
>>hye<< I thought you wanted to get married.	Ես կարծում էի՝ դուք ուզում եք ամուսնանալ:
>>hye<< I told Tom you'd be able to do that.	Ես Թոմին ասացի, որ դու կկարողանաս դա անել:
>>hye<< I told Tom you'd be able to do that.	Ես Թոմին ասացի, որ դուք կկարողանաք դա անել:
>>hye<< I want to know where you heard that.	Ես ուզում եմ իմանալ, թե որտեղից եք դա լսել:
>>hye<< I want to know where you heard that.	Ես ուզում եմ իմանալ, թե որտեղից ես դա լսել:
>>hye<< I want to live close to the station.	Ես ուզում եմ ապրել կայարանին մոտ։
>>hye<< I want you to meet a friend of mine.	Ուզում եմ, հանդիպեք իմ ընկերոջը։
>>hye<< I want you to tell me what happened.	Ես ուզում եմ, որ դու ինձ պատմես, թե ինչ է տեղի ունեցել:
>>hye<< I want you to tell me what happened.	Ես ուզում եմ, որ դուք ինձ պատմեք, թե ինչ է պատահել:
>>hye<< I was in bed all day long yesterday.	Երեկ ամբողջ օրը անկողնում էի։
>>hye<< I wasn't able to solve that problem.	Ես չկարողացա լուծել այդ խնդիրը։
>>hye<< I won't bother you again, I promise.	Էլ չեմ անհանգստացնի քեզ, խոստանում եմ։
>>hye<< I won't bother you again, I promise.	Էլ չեմ անհանգստացնի ձեզ, խոստանում եմ։
>>hye<< I'll tell you all about it tomorrow.	Ես ձեզ ամեն ինչ կպատմեմ վաղը:
>>hye<< I'll tell you all about it tomorrow.	Ես քեզ ամեն ինչ կպատմեմ վաղը:
>>hye<< I'm going back to Boston today, too.	Ես այսօր նույնպես վերադառնում եմ Բոստոն:
>>hye<< I'm not quite sure yet what I'll do.	Ես դեռ վստահ չեմ, թե ինչ եմ անելու:
>>hye<< I'm really glad you decided to come.	Շատ ուրախ եմ, որ որոշեցիր գալ։
>>hye<< I'm really glad you decided to come.	Շատ ուրախ եմ, որ որոշեցիք գալ։
>>hye<< I'm really glad you decided to come.	Ես շատ ուրախ եմ, որ դուք որոշեցիք գալ։
>>hye<< I'm really glad you decided to come.	Ես շատ ուրախ եմ, որ դու որոշեցիր գալ։
>>hye<< I've already turned my computer off.	Ես արդեն անջատել եմ համակարգիչս:
>>hye<< I've told Tom why I want to do that.	Ես Թոմին ասել եմ, թե ինչու եմ ուզում դա անել:
>>hye<< If Tom were here, he could help you.	Եթե ​​Թոմը այստեղ լիներ, նա կարող էր օգնել ձեզ:
>>hye<< If Tom were here, he could help you.	Եթե ​​Թոմը այստեղ լիներ, նա կարող էր օգնել քեզ:
>>hye<< If you want, you can easily make it.	Եթե ​​ուզում եք, կարող եք հեշտությամբ անել այն։
>>hye<< If you want, you can easily make it.	Եթե ​​ուզում ես, կարող ես հեշտությամբ անել այն։
>>hye<< Is there someone in the living room?	Հյուրասենյակում մարդ կա՞։
>>hye<< It is difficult to satisfy everyone.	Դժվար է բոլորին գոհացնել:
>>hye<< It looks like the wind's picking up.	Կարծես քամին ուժեղանում է:
>>hye<< It was already dark when I got home.	Արդեն մութ էր, երբ տուն հասա։
>>hye<< It'll just take about three minutes.	Դա ընդամենը երեք րոպե կտևի։
>>hye<< It's because of me that Tom is here.	Իմ պատճառով է, որ Թոմն այստեղ է։
>>hye<< It's necessary for you see a doctor.	Անհրաժեշտ է, որ դուք դիմել բժշկի։
>>hye<< It's very important for you to come.	Ձեզ համար շատ կարևոր է գալը։
>>hye<< Japanese gardens usually have ponds.	Ճապոնական այգիները սովորաբար լճակներ ունեն։
>>hye<< Let's try to answer these questions.	Փորձենք պատասխանել այս հարցերին։
>>hye<< More than five-hundred were wounded.	Ավելի քան հինգ հարյուրը վիրավոր էին։
>>hye<< My parents don't like my girlfriend.	Ծնողներս չեն սիրում իմ ընկերուհուն։
>>hye<< No one knows why Tom didn't do that.	Ոչ ոք չգիտի, թե ինչու Թոմը դա չարեց:
>>hye<< Nobody knows what's happened to Tom.	Ոչ ոք չգիտի, թե ինչ է պատահել Թոմի հետ։
>>hye<< Nobody wants to take responsibility.	Ոչ ոք չի ուզում պատասխանատվություն կրել։
>>hye<< One of us is going to have to leave.	Մեզանից մեկը պետք է հեռանա:
>>hye<< Please tell me what happened to him.	Խնդրում եմ պատմեք ինձ, թե ինչ պատահեց նրա հետ։
>>hye<< Please tell me what happened to him.	Խնդրում եմ պատմի ինձ, թե ինչ պատահեց նրա հետ։
>>hye<< Remember to take the dog for a walk.	Հիշեք շանը զբոսանքի տանել:
>>hye<< Schools and universities are closed.	Դպրոցներն ու համալսարանները փակ են։
>>hye<< She is able to answer your question.	Նա կարող է պատասխանել ձեր հարցին։
>>hye<< She is able to answer your question.	Նա կարող է պատասխանել քո հարցին։
>>hye<< She is able to answer your question.	Նա կարող է պատասխանել հարցիդ։
>>hye<< She talks as if she knew everything.	Նա խոսում է այնպես, կարծես ամեն ինչ գիտեր:
>>hye<< Tell Tom that I want to talk to him.	Ասա Թոմին, որ ես ուզում եմ խոսել նրա հետ։
>>hye<< Tell her that I am preparing dinner.	Ասա նրան, որ ես ընթրիք եմ պատրաստում։
>>hye<< Tell her that I am preparing dinner.	Ասեք նրան, որ ես ընթրիք եմ պատրաստում։
>>hye<< Tell her that I am preparing dinner.	Ասա նրան, որ ընթրիք եմ պատրաստում։
>>hye<< The boy tried moving the heavy sofa.	Տղան փորձեց տեղաշարժել ծանր բազմոցը։
>>hye<< The day before yesterday was Monday.	Երեկ չէ մյուս օրը երկուշաբթի էր։
>>hye<< The experiment confirmed his theory.	Փորձը հաստատեց նրա տեսությունը։
>>hye<< The incident took place at midnight.	Դեպքը տեղի է ունեցել կեսգիշերին։
>>hye<< The new teacher is in the classroom.	Նոր ուսուցիչը դասասենյակում է։
>>hye<< The new teacher is in the classroom.	Նոր ուսուցչուհին դասասենյակում է։
>>hye<< The old man fell down on the ground.	Ծերունին ընկավ գետնին։
>>hye<< There are few painters like Picasso.	Պիկասոյի նման նկարիչները քիչ են:
>>hye<< There is no one with that name here.	Այստեղ այդ անունով մարդ չկա։
>>hye<< There's something else I need to do.	Մի բան էլ կա, որ պետք է անեմ։
>>hye<< These rhinos were born in captivity.	Այս ռնգեղջյուրները ծնվել են գերության մեջ։
>>hye<< They always go skiing in the winter.	Նրանք ձմռանը միշտ գնում են դահուկ քշելու։
>>hye<< This doesn't belong to you, does it?	Սա քեզ չի պատկանում, չէ՞:
>>hye<< This doesn't belong to you, does it?	Սա ձեզ չի պատկանում, չէ՞:
>>hye<< This is the book I want you to read.	Սա այն գիրքն է, որը ես ուզում եմ, որ դուք կարդաք:
>>hye<< This is the book I want you to read.	Սա այն գիրքն է, որը ես ուզում եմ, որ դու կարդաս:
>>hye<< This isn't a good time to visit Tom.	Սա հարմար ժամանակ չէ Թոմին այցելելու համար:
>>hye<< This isn't my accordion. It's Tom's.	Սա իմ ակորդեոնը չէ։ Սա Թոմինն է։
>>hye<< Time will show which of us is right.	Ժամանակը ցույց կտա, թե մեզնից ով է ճիշտ։
>>hye<< Tom accidentally deleted some files.	Թոմը պատահաբար ջնջեց որոշ ֆայլեր:
>>hye<< Tom and Mary didn't know what to do.	Թոմն ու Մերին չգիտեին՝ ինչ անեն։
>>hye<< Tom and Mary didn't know what to do.	Թոմն ու Մերին չգիտեին, թե ինչ անել:
>>hye<< Tom and Mary live on the same floor.	Թոմն ու Մերին ապրում են նույն հարկում։
>>hye<< Tom and Mary were alone in the room.	Թոմն ու Մերին մենակ էին սենյակում։
>>hye<< Tom apologized to me for being late.	Թոմը ներողություն խնդրեց ինձնից ուշանալու համար։
>>hye<< Tom asked Mary to speak more slowly.	Թոմը խնդրեց Մերիին ավելի դանդաղ խոսել։
>>hye<< Tom didn't go to school last Monday.	Թոմը դպրոց չգնաց անցյալ երկուշաբթի։
>>hye<< Tom didn't have a chance to do that.	Թոմը հնարավորություն չուներ դա անելու։
>>hye<< Tom doesn't know I'm Mary's brother.	Թոմը չգիտի, որ ես Մերիի եղբայրն եմ։
>>hye<< Tom doesn't seem to know the answer.	Թոմը կարծես չգիտի պատասխանը։
>>hye<< Tom has a daughter living in Boston.	Թոմը դուստր ունի, որն ապրում է Բոստոնում:
>>hye<< Tom has advised Mary not to do that.	Թոմը Մերիին խորհուրդ տվեց չանել դա։
>>hye<< Tom has written more than 300 songs.	Թոմը գրել է ավելի քան 300 երգ։
>>hye<< Tom is a very good basketball coach.	Թոմը շատ լավ բասկետբոլի մարզիչ է։
>>hye<< Tom is always very polite, isn't he?	Թոմը միշտ շատ քաղաքավարի է, չէ՞։
>>hye<< Tom is at the library now, isn't he?	Թոմը հիմա գրադարանում է, այնպես չէ՞։
>>hye<< Tom is the father of three children.	Թոմը երեք երեխաների հայր է։
>>hye<< Tom may not be as busy as you think.	Թոմը կարող է այնքան զբաղված չլինել, որքան կարծում եք:
>>hye<< Tom may not be as busy as you think.	Թոմը կարող է այնքան զբաղված չլինել, որքան կարծում ես:
>>hye<< Tom never forgot to do his homework.	Թոմը երբեք չի մոռացել կատարել իր տնային աշխատանքը:
>>hye<< Tom put his pistol under the pillow.	Թոմը ատրճանակը դրեց բարձի տակ։
>>hye<< Tom said he knew Mary would do that.	Թոմն ասաց, որ գիտեր, որ Մերին դա կանի:
>>hye<< Tom said that he'd retire this year.	Թոմն ասաց, որ այս տարի թոշակի կանցնի։
>>hye<< Tom thought that Mary would do that.	Թոմը կարծում էր, որ Մերին դա կանի։
>>hye<< Tom told Mary that John was married.	Թոմն ասաց Մերիին, որ Ջոնն ամուսնացած է:
>>hye<< Tom told me that he'd be ready soon.	Թոմն ինձ ասաց, որ շուտով պատրաստ կլինի։
>>hye<< Tom was born three months before me.	Թոմը ծնվել է ինձանից երեք ամիս առաջ։
>>hye<< Tom wasn't able to get his job back.	Թոմը չկարողացավ իր աշխատանքը վերադարձնել:
>>hye<< Tom's parents were happy to see Tom.	Թոմի ծնողները ուրախ էին տեսնել Թոմին։
>>hye<< Tom, what did I tell you about that?	Թոմ, ի՞նչ ասացի քեզ այդ մասին:
>>hye<< Tom, what did I tell you about that?	Թոմ, ի՞նչ ասացի ձեզ այդ մասին:
>>hye<< Two men were fighting in the street.	Երկու տղամարդ փողոցում կռվում էին.
>>hye<< Unfortunately, that hasn't happened.	Ցավոք, դա տեղի չի ունեցել:
>>hye<< Unfortunately, that hasn't happened.	Դժբախտաբար, դա տեղի չի ունեցել։
>>hye<< Was the high school you went to big?	Այն ավագ դպրոցը, որտեղ սովորել եք, մե՞ծ էր:
>>hye<< We don't talk to each other anymore.	Մենք այլևս իրար հետ չենք խոսում։
>>hye<< We're not worried about that at all.	Մեզ դա ընդհանրապես չի անհանգստացնում:
>>hye<< Were you busy last Monday afternoon?	Անցած երկուշաբթի կեսօրին զբաղվա՞ծ էիք:
>>hye<< Were you busy last Monday afternoon?	Անցած երկուշաբթի կեսօրին զբաղվա՞ծ էիր:
>>hye<< What are you trying to hide from me?	Ի՞նչ ես փորձում թաքցնել ինձնից։
>>hye<< What are you trying to hide from me?	Ի՞նչ եք փորձում թաքցնել ինձնից։
>>hye<< What are you trying to hide from me?	Ի՞նչ ես դու փորձում ինձնից թաքցնել։
>>hye<< What countries do you want to visit?	Ո՞ր երկրներ եք ցանկանում այցելել:
>>hye<< What countries do you want to visit?	Ո՞ր երկրներ ես ցանկանում այցելել:
>>hye<< What did you do with all your shoes?	Ի՞նչ արեցիր քո բոլոր կոշիկներով։
>>hye<< What do you want to protect us from?	Ինչի՞ց եք ուզում մեզ պաշտպանել։
>>hye<< What do you want to protect us from?	Ինչի՞ց ես ուզում մեզ պաշտպանել։
>>hye<< What kind of hat do you want to buy?	Ինչպիսի՞ գլխարկ եք ցանկանում գնել:
>>hye<< What movies have you watched lately?	Ի՞նչ ֆիլմեր եք դիտել վերջերս:
>>hye<< What time yesterday was the concert?	Երեկ ժամը քանիսի՞ն էր համերգը:
>>hye<< What would you do if I weren't here?	Ի՞նչ կանեիր, եթե ես այստեղ չլինեի։
>>hye<< What would you do if I weren't here?	Ի՞նչ կանեիք, եթե ես այստեղ չլինեի։
>>hye<< When I grow up, I want to be a king.	Երբ մեծանեմ, ուզում եմ դառնամ թաքավոր։
>>hye<< When I grow up, I want to be a king.	Երբ որ մեծանեմ, ուզում եմ թաքավոր լինեմ։
>>hye<< When I grow up, I want to be a king.	Երբ մեծանամ, ուզում եմ արքա լինեմ։
>>hye<< When I grow up, I want to be a king.	Երբ մեծանեմ, ուզում եմ թաքավոր լինել։
>>hye<< When did you notice Tom wasn't here?	Ե՞րբ նկատեցիր, որ Թոմը այստեղ չէ։
>>hye<< When exactly do you want to do that?	Կոնկրետ ե՞րբ եք ուզում դա անել:
>>hye<< When exactly do you want to do that?	Կոնկրետ ե՞րբ ես ուզում դա անել:
>>hye<< When was the first time you met her?	Ե՞րբ եք առաջին անգամ հանդիպել նրան։
>>hye<< When will you come back from Boston?	Ե՞րբ ես վերադառնալու Բոստոնից։
>>hye<< When will you come back from Boston?	Ե՞րբ եք վերադառնալու Բոստոնից։
>>hye<< Whenever I see this, I remember him.	Երբ սա տեսնում եմ, հիշում եմ նրան։
>>hye<< Where are Tom and his family living?	Որտե՞ղ են ապրում Թոմը և նրա ընտանիքը։
>>hye<< Where do you think everyone else is?	Ձեր կարծիքով որտե՞ղ են մնացած բոլորը:
>>hye<< Where do you usually buy your shoes?	Որտե՞ղ եք սովորաբար գնում կոշիկները:
>>hye<< Where were you the entire afternoon?	Որտե՞ղ էիք ամբողջ կեսօրին:
>>hye<< Where were you the entire afternoon?	Որտե՞ղ էիր ամբողջ կեսօրին:
>>hye<< Why did you want to go to Australia?	Ինչու՞ էիր ուզում գնալ Ավստրալիա:
>>hye<< Why did you want to go to Australia?	Ինչո՞ւ էիք ուզում գնալ Ավստրալիա։
>>hye<< Why did you want to go to Australia?	Ինչո՞ւ էիր ուզում գնալ Ավստրալիա։
