>>yue<< Fire!	著火啦！
>>yue<< Don't forget that it's Tom's birthday tomorrow.	唔好唔記得Tom聽日生日。
>>yue<< Don't forget to return the book to the library.	唔好唔記得還返本書俾圖書館喎。
>>yue<< Have you decided on the subject of your thesis?	你決定咗論文寫咩未呀？
>>yue<< He canceled the appointment at the last moment.	佢喺最後一刻取消咗個會面。
>>yue<< He was ignorant of the plot to assassinate him.	佢唔知有人密謀刺殺佢。
>>yue<< How many Christmas cards did you get last year?	你舊年收到幾多張聖誕卡呀？
>>yue<< I bought this book for myself, not for my wife.	呢本書我係買俾自己㗎，唔係買俾老婆㗎。
>>yue<< I don't want an apology. I want an explanation.	我唔係要你道歉，我要你解釋。
>>yue<< I had my hair cut at the barber shop yesterday.	我尋日去咗髮型屋剪頭髮。
>>yue<< I had no idea there'd be this many people here.	我冇諗過呢到會有咁多人。
>>yue<< I have visited more than nine countries so far.	至今我去過多過九個國家。
>>yue<< I hear he's just begun looking for another job.	聽講佢又開始搵工囉喎。
>>yue<< I like it spicy, but I don't like it too spicy.	我鍾意食辣，但係唔鍾意食太辣。
>>yue<< I like it spicy, but I don't like it too spicy.	我鍾意渠辣，但係太辣都唔好。
>>yue<< I saw him go into the toilet a few minutes ago.	我幾分鐘之前見到佢走咗入個廁所度。
>>yue<< I shouldn't have drunk so much beer last night.	我尋晚唔應該飲咁多啤酒。
>>yue<< I used a ribbon to tie my hair into a ponytail.	我搵條絲帶喺個頭度紮咗個馬尾。
>>yue<< I would like to sit in the non-smoking section.	我想坐非吸煙區。
>>yue<< I'll pay for the damage that I did to your car.	我整壞咗你架車，會賠返錢俾你。
>>yue<< If you eat that much, you'll get a stomachache.	食咁多嘢，因住肚痛呀。
>>yue<< If you eat that much, you'll get a stomachache.	食咁多嘢，小心肚痛呀。
>>yue<< In high school, French was my favorite subject.	高中嘅時候，法文係我最鍾意嗰科。
>>yue<< Is it just me or does he look a bit like Obama?	其實有冇人覺得佢個樣有啲似奧巴馬？
>>yue<< Is there anything to drink in the refrigerator?	雪櫃有冇嘢飲呀？
>>yue<< It's because I was asked to come that I'm here.	有人叫我嚟，我先嚟咋。
>>yue<< Last week five students were absent from class.	上個禮拜有五個人冇返學。
>>yue<< Learning a foreign language is a waste of time.	學外語根本就係浪費時間。
>>yue<< My brother helps me with my homework sometimes.	我阿哥有時會幫我做功課。
>>yue<< My father is so old that he is hard of hearing.	我老豆好大年紀喇，聽嘢都聽得唔係好清楚喇。
>>yue<< My uncle lives in Madrid, the capital of Spain.	我阿叔住喺西班牙嘅首都馬德里。
>>yue<< My uncle lives in Madrid, the capital of Spain.	我伯父住喺西班牙嘅首都馬德里。
>>yue<< My uncle lives in Madrid, the capital of Spain.	我舅父住喺西班牙嘅首都馬德里。
>>yue<< She bought a vacuum cleaner at the supermarket.	佢喺超級市場度買咗部吸塵機。
>>yue<< Since I was all by myself, I felt a bit lonely.	因为只得我一个，所以觉得有啲孤单。
>>yue<< Somebody must break the sad news to her mother.	咁都要有人話個壞消息俾佢阿媽知㗎。
>>yue<< The beauty of the scene was beyond description.	嗰度啲風景真係靚到唔知點形容。
>>yue<< The doctor prescribed medicine for the patient.	個醫生開咗啲藥俾個病人。
>>yue<< The hotel where we stayed was very comfortable.	我哋住嘅嗰間酒店好舒服。
>>yue<< The man cheated the old woman out of her money.	佢呃咗個阿婆啲錢。
>>yue<< The man reading a book over there is my father.	喺嗰度睇緊書嗰個就係我阿爸喇。
>>yue<< The old man told the children an amusing story.	個伯伯講咗個好搞笑嘅故仔俾班小朋友聽。
>>yue<< There are a lot of French books in the library.	圖書館有好多法文書。
>>yue<< They booted him out of school for not studying.	佢唔讀書，所以就俾人踢咗出校。
>>yue<< This hotel has accommodations for 1,000 guests.	呢間酒店裝得落一千人。
>>yue<< Tom and Mary both work at the same supermarket.	阿湯同瑪利喺同一間超級市場做嘢。
>>yue<< We have two dogs, three cats, and six chickens.	我哋養咗兩隻狗，三隻貓同埋六隻雞。
>>yue<< We'll try to stop by sometime tomorrow morning.	我哋盡量聽朝嚟啦。
>>yue<< What do you think of the game that Tom created?	阿湯整嗰隻 game 你覺得點啊？
>>yue<< What does the word "get" mean in this sentence?	呢句句子個「get」字係咩意思呢？
>>yue<< What does your family eat for Christmas dinner?	你哋屋企聖誕節通常會食咩做晚餐㗎？
>>yue<< What kind of music do you want at your wedding?	你婚禮想要啲咩類型嘅音樂？
>>yue<< What would it cost to have this chair repaired?	我想問吓修理呢張凳要幾多錢呀？
>>yue<< When we arrived, the lecture had already begun.	我哋到嗰陣，課堂已經開始咗。
>>yue<< When you yawn, cover your mouth with your hand.	你打喊露嗰陣要用隻手揞住個口。
>>yue<< Why don't you just tell us what's on your mind?	做咩你唔直接將你嘅諗法話俾我哋聽啫？
>>yue<< You should receive them by the end of the week.	你今個禮拜之內應該會收到㗎喇。
>>yue<< You've left out a word in copying the textbook.	你抄書嗰陣抄漏咗一隻字喎。
>>yue<< "How many questions did you get right?" "Zilch."	「你答啱咗幾多條呀？」「零條。」
>>yue<< Apart from her, everybody answered the question.	淨係得佢無答到條問題。
>>yue<< Are there any English magazines in this library?	呢間圖書館有冇英文雜誌㗎？
>>yue<< Dark as it was, we managed to find our way home.	個天好黑，但係我哋都搵到路返屋企。
>>yue<< Do you have any idea what they're talking about?	你知唔知佢哋喺度講緊啲咩呀？
>>yue<< Do you think that I don't know what's happening?	你以為我唔知發生緊咩事?
>>yue<< Don't go out in this heat without wearing a hat.	咁熱，戴返頂帽先好出街呀。
>>yue<< Frankly speaking, I don't want to work with him.	老實講吖，其實我真係唔係好想同佢一齊做嘢。
>>yue<< Having met him before, I recognized him at once.	我之前見過佢，所以一眼就認得。
>>yue<< He has only a superficial knowledge of Japanese.	佢淨係識啲好表面嘅日文。
>>yue<< How long did it take you to translate this book?	你譯呢本書譯咗幾耐呀？
>>yue<< I am at a loss what to buy him for his birthday.	我諗唔到買啲咩送俾佢做生日禮物先好。
>>yue<< I didn't answer your letter, because I was busy.	我係因為忙得濟，所以先至冇回信俾你㗎咋。
>>yue<< I didn't realize you couldn't understand French.	我唔知你唔識法文。
>>yue<< I don't really know why, but they don't like me.	我都唔知點解，但係佢哋唔係好鍾意我。
>>yue<< I felt out of place in the expensive restaurant.	我喺間高級餐廳度覺得好唔自在。
>>yue<< I had just written the letter when he came back.	佢返到嚟嗰陣，我啱啱好寫完封信。
>>yue<< I haven't eaten anything in the past three days.	我三日冇食嘢喇。
>>yue<< I lost the door key, so I can't enter the house.	我唔見咗條門匙，所以我入唔到間屋。
>>yue<< I purchased a telescope and a book on astronomy.	我買咗個望遠鏡同埋一本天文學嘅書。
>>yue<< I realize I'm new here, but I have a suggestion.	我知我係新嚟嘅，但係我有一個建議。
>>yue<< I stuck two sheets of paper together with paste.	我攞膠漿黐住兩張紙。
>>yue<< I want to eat some Korean food that isn't spicy.	我想食啲唔辣嘅韓國嘢。
>>yue<< I was searching for something that didn't exist.	我搵緊一樣唔存在嘅嘢。
>>yue<< I wasn't able to buy what I was supposed to buy.	我買唔到想買嘅嘢。
>>yue<< I will study abroad when I have finished school.	我畢咗業之後諗住去外國讀書。
>>yue<< I'd like a wake-up call at six tomorrow morning.	唔該聽朝六點鐘打電話嚟叫我起身吖。
>>yue<< I'd like to know why you weren't here yesterday.	我想知你尋日點解唔喺到。
>>yue<< I'll have exams right after the summer holidays.	我放完暑假即刻就要考試喇。
>>yue<< I'm thinking about putting my house up for sale.	我諗緊好冇賣咗棟樓佢。
>>yue<< I've spent an entire hour waiting for my friend.	我等咗我個friend成粒鐘。
>>yue<< I've told you a million times not to exaggerate.	我咪叫咗你一百萬次講嘢唔好咁誇張囉。
>>yue<< It happened that I sat next to her at a meeting.	我開會嗰陣咁啱得咁橋坐正喺佢隔籬。
>>yue<< It isn't easy to write a love letter in English.	用英文寫情信好難寫得好。
>>yue<< It looks like they're satisfied with the result.	佢哋好似對個結果好滿意噉。
>>yue<< Judging from his accent, he must be from Kyushu.	聽渠口音，一定係九州人嘞。
>>yue<< Mary made a cake without her mother's knowledge.	瑪莉唔俾佢阿媽知，自己整咗一件蛋糕。
>>yue<< Only a few people came to the meeting yesterday.	尋日淨係得幾個人嚟咗開會。
>>yue<< She is in the habit of jogging before breakfast.	佢慣咗食早餐之前會去跑步。
>>yue<< She stayed at home all day instead of going out.	佢成日冇出街留喺屋企。
>>yue<< She was not merely beautiful, but also talented.	佢唔單止靚女，仲好有才華添。
>>yue<< That guy is always asking his parents for money.	條友成日都問老豆老母攞錢。
>>yue<< That guy is always asking his parents for money.	條友成日都問阿爸阿媽攞錢。
>>yue<< The last day to apply is the day after tomorrow.	後日最後一日報名。
>>yue<< The people waiting for the bus seemed impatient.	啲等巴士嘅人好似唔係好耐煩咁。
>>yue<< There's a possibility that the man was murdered.	佢有可能係俾人謀殺嘅。
>>yue<< This is just a symptom of a much bigger problem.	呢個只係問題嘅冰山一角。
>>yue<< This is the most beautiful flower in the garden.	呢朵係成個花園最靚嘅花。
>>yue<< Tom doesn't take very good care of his children.	阿Tom冇好好噉照顧佢啲仔女。
>>yue<< Tom is thirteen, but he still believes in Santa.	阿湯都十三歲嘞，重信有聖誕老人。
>>yue<< Tom isn't the only one here who's a good singer.	呢到除咗阿Tom之外仲有好多人唱歌唱得好好聽。
>>yue<< Tom wants his children to have a good education.	阿Tom想佢啲仔女接受優良嘅教育。
>>yue<< We all try to get together at least once a year.	我哋大家都嘗試一年最少見一次面。
>>yue<< We don't have much snow here even in the winter.	呢到連冬天都唔係落好多雪。
>>yue<< We have to take this problem into consideration.	我哋要考慮呢個問題。
>>yue<< We hope to reach the summit before it gets dark.	我哋希望可以喺天黑之前上到山頂。
>>yue<< What were you doing when I called you yesterday?	尋日我打電話嚟嗰陣，你喺度做緊啲咩呀？
>>yue<< What will happen if there's a power failure now?	如果而家停電，會發生啲咩事呢？
>>yue<< Why do you always have to overcomplicate things?	你點解係都要搞到啲嘢咁複雜啫？
>>yue<< You haven't shown this to anyone else, have you?	你冇俾其他人睇過㗎可？
>>yue<< All five rabbits were eaten by the hungry wolves.	五隻白兔都俾啲餓狼食晒。
>>yue<< Anything that is too stupid to be spoken is sung.	鳩到講唔出口嘅說話就會變成歌詞。
>>yue<< Are you suggesting that we impersonate policemen?	你係咪想我等扮差佬啊？
>>yue<< Are you sure you don't want me to drive you home?	你真係唔想我車你返屋企？
>>yue<< As soon as she read the letter, she began to cry.	佢一開始讀嗰封信就喊咗出嚟。
>>yue<< Australia is the smallest continent in the world.	澳洲喺世界上最細嘅大洲。
>>yue<< Do you play any instruments other than the piano?	你除咗鋼琴之外仲有冇玩第啲樂器呀？
>>yue<< Don't forget to pick me up at 6 o'clock tomorrow.	唔好唔記得聽日六點嚟搵我喎。
>>yue<< He was in the process of making a final decision.	佢做緊個最後嘅決定。
>>yue<< Here. Take this with you. It might come in handy.	嗱，攞去啦，可能會有用。
>>yue<< How many Christmas cards did you write last year?	你舊年寫咗幾多張聖誕卡？
>>yue<< I didn't think that Tom would want to go with us.	我唔覺得阿湯想同我等去囉。
>>yue<< I don't think the pool will be open this weekend.	我唔覺得泳池今個禮拜會開囉。
>>yue<< I don't usually carry much with me when I travel.	我去旅行通常都唔會帶好多嘢。
>>yue<< I got up early in order to catch the first train.	我為咗搭頭班火車，晨咁早就起咗身。
>>yue<< I haven't had that much fun since I left college.	我大學畢業之後未試過玩得咁開心。
>>yue<< I like the gray sweater more than the purple one.	我鍾意件灰色冷衫多過件紫色冷衫。
>>yue<< I take my clothes to the cleaner's twice a month.	我每半個月就會攞我啲衫去乾洗舖度洗。
>>yue<< I think all of us want to know why that happened.	我諗我哋呢到個個都想知點解會發生咗件咁嘅事。
>>yue<< I took it for granted that he would win the race.	我以為佢一定會跑第一。
>>yue<< I wish I could remember where I left my umbrella.	我記得喺邊度漏咗把遮就好嘞。
>>yue<< I'll travel across Europe by bicycle this summer.	我今個夏天諗住踩單車環遊歐洲。
>>yue<< If possible, I'd like to travel around the world.	如果可以嘅話，我想環遊世界。
>>yue<< If you touch that wire, you will receive a shock.	你掂嗰條電線就會觸電㗎喇。
>>yue<< Is it OK if I eat one of the apples on the table?	檯上面啲蘋果我食個得唔得啊？
>>yue<< My dad bought a model plane for me for Christmas.	我阿爸買咗部模型飛機俾我做聖誕禮物。
>>yue<< That actor is both attractive and good at acting.	個演員又靚仔，又好戲。
>>yue<< That problem has been shelved for the time being.	呢個問題擺埋一邊先。
>>yue<< The children were so noisy that I couldn't study.	啲細路嘈到我溫唔到書。
>>yue<< The problem has more to do with you than with me.	呢個問題關你事多過關我事。
>>yue<< The rocket ought to have reached the moon by now.	支火箭而家應該已經到咗月球喇。
>>yue<< The teacher wrote French words on the blackboard.	個老師喺黑板度寫咗啲法文字。
>>yue<< There's no need to panic. There's plenty of time.	唔使急，仲有大把時間。
>>yue<< This is very good ice cream. Won't you have some?	呢隻雪糕好好味㗎，你試唔試少少呀？
>>yue<< This piano has probably not been tuned for years.	呢部琴應該都好多年冇調過音喇。
>>yue<< Tom spent the entire day cleaning out the garage.	阿湯抹車房抹咗成日。
>>yue<< We hurried to the airport only to miss the plane.	我哋急急腳趕咗去機場，但係班機已經走咗。
>>yue<< What is the temperature of the water in the pool?	泳池啲水幾多度呀？
>>yue<< What was the best present you got last Christmas?	你舊年聖誕收過最正嘅禮物係咩呀？
>>yue<< Where are you going to spend the summer holidays?	你諗住去邊度過你個暑假呀？
>>yue<< Why do I get hiccups every time I eat spicy food?	點解我食親辣嘢都會打思噎嘅？
>>yue<< You are not to speak to him while he is studying.	你唔應該喺佢溫緊書嗰陣同佢講嘢。
>>yue<< You need to take this medicine three times a day.	呢隻藥每日要食三次。
>>yue<< You will miss Japanese food in the United States.	你去到美國就會掛住日本啲嘢食㗎喇。
>>yue<< "Why aren't you going?" "Because I don't want to."	「你做咩唔去嘅？」「因為我唔想去囉。」
>>yue<< After they had finished their work, they went out.	佢哋做完啲嘢就出咗去。
>>yue<< At that time, my mother was younger than I am now.	我阿媽嗰陣仲後生過我。
>>yue<< Don't forget to take your umbrella when you leave.	你出門口嗰陣記住攞遮呀。
>>yue<< For him to finish it in a day would be impossible.	佢冇可能一日之內就搞得掂。
>>yue<< For your birthday, I'll buy you anything you want.	你生日想要咩禮物，我就買咩俾你。
>>yue<< He was angry because I wouldn't give him any help.	佢嬲我唔幫佢手。
>>yue<< I find your reaction to be totally understandable.	我覺得你有咁嘅反應係完全合理嘅。
>>yue<< I had no idea it would put you to so much trouble.	我唔知會搞到你咁麻煩。
>>yue<< I have something that I need to do this afternoon.	我今日晏晝有啲嘢做。
>>yue<< I heard that Tom is good at dancing. Is that true?	我聽講阿湯跳舞好叻。係咪真㗎？
>>yue<< I think it's time for me to make some new friends.	我諗我係時候識返幾個新朋友喇。
>>yue<< I will include the author's and publisher's names.	我會擺埋個作者名同埋個出版社名落去。
>>yue<< I'm not saying that your answers are always wrong.	我唔係話你啲答案一定錯。
>>yue<< Is there any chance you can get that done by 2:30?	你兩點半前有冇可能搞得掂呀？
>>yue<< It cost me a thousand yen to get my bicycle fixed.	我用咗一千円修理我架單車。
>>yue<< Maybe everything you need to know is in this book.	或者呢本書有齊晒你需要知嘅嘢呢。
>>yue<< People are more educated now than they used to be.	而家啲人啲教育程度高過以前好多。
>>yue<< Radishes might be more expensive than the carrots.	啲白蘿蔔可能貴過啲紅蘿蔔。
>>yue<< She is still financially dependent on her parents.	佢仲要問佢阿爸阿媽攞錢。
>>yue<< She tasted the cake to see if it was sweet enough.	佢試個蛋糕夠唔夠甜。
>>yue<< Since the weather is so good, can I open a window?	天氣咁好，我開窗得唔得呀？
>>yue<< The cottage looked as if nobody were living in it.	間屋仔睇落好似冇人住噉。
>>yue<< The matter will be brought up at the next meeting.	呢個問題等下次開會先傾。
>>yue<< This piece of candy is too big to put in my mouth.	呢粒糖太大，我擺唔落口。
>>yue<< We had less snow this winter than we had expected.	今個秋天冇我哋想像中落咁多雪。
>>yue<< What are you staring at? Never seen a pretty lady?	望咩呀望，未見過靚女呀？
>>yue<< What do you want Santa to bring you for Christmas?	你想聖誕老人送咩禮物俾你呀？
>>yue<< When are you going to stop laughing like an idiot?	你可唔可以唔好成個傻仔噉喺度笑呀？
>>yue<< Who will you give Christmas presents to this year?	你今年諗住送聖誕禮物俾咩人呀？
>>yue<< You shouldn't go swimming after eating a big meal.	食到好飽嗰陣唔應該去游水。
>>yue<< Your composition was good except for the spelling.	你啲文章寫得好好，但係有好多字串錯咗。
>>yue<< "Have you seen my cell phone?" "It's on the table."	「你有冇見過我部手提電話呀？」「咪喺張枱度囉。」
>>yue<< Come to think of it, I promised to see him at five.	諗諗吓我好似約咗佢五點見面喎。
>>yue<< Could you please tell me how to get to the station?	我想問吓火車站點行呀？
>>yue<< Don't people tell you you look like Audrey Hepburn?	乜啲人冇同你講話你好似Audrey Hepburn咩？
>>yue<< Don't put off until tomorrow what you can do today.	今日嘅嘢今日做。
>>yue<< Even Tom is a little interested in learning French.	連Tom都對學法文有少少興趣。
>>yue<< He suddenly hung up the phone while I was speaking.	我講講吓嘢，佢就突然間收咗線。
>>yue<< His income is now double what it was ten years ago.	佢而家嘅人工係佢十年前嘅人工嘅兩倍。
>>yue<< How many Christmas cards did you receive last year?	你舊年收到幾多張聖誕卡呀？
>>yue<< How many Christmas presents did you give this year?	你今年送咗幾多份聖誕禮物俾人呀？
>>yue<< I can't get over how different the weather is here.	我唔慣呢度啲天氣，太唔同喇。
>>yue<< I don't use taxis unless it's absolutely necessary.	如非必要我都唔會搭的士。
>>yue<< I promise you that you'll get a raise after a year.	我保證你一年之後就會加人工。
>>yue<< I saw my neighbor's dog running around in the yard.	我見到隔籬屋養嗰隻狗喺個花園裏面跑嚟跑去。
>>yue<< I want to clean the house before my parents return.	我想喺阿爸阿媽返嚟之前執乾淨間屋。
>>yue<< I'll meet him at the earliest opportunity possible.	我有機會會盡快見佢。
>>yue<< I'm not going to need a heavy coat where I'm going.	我去嗰度唔使厚褸。
>>yue<< I've been working for minimum wage most of my life.	我成世人都係做緊最低工資咋！
>>yue<< In order to buy a foreign car, he worked very hard.	為咗買外國車，佢好努力做嘢。
>>yue<< It is impossible to master English in a year or so.	用一年半載就精通到英文係冇可能嘅事。
>>yue<< It looks like you're quicker at doing that than me.	睇來你做得快手過我。
>>yue<< It occurred to me that I had left my purse at home.	我突然間醒起個銀包漏咗喺屋企。
>>yue<< It would seem that you know something that I don't.	好似你知道啲我唔知嘅嘢噃。
>>yue<< It's already eleven o'clock. I must be leaving now.	而家已經十一點喇。我一定要走喇。
>>yue<< It's getting dark. Please turn the light on for me.	個天開始黑囉喎。唔該幫我開咗盞燈佢吖。
>>yue<< Just because you can, doesn't mean that you should.	你可以咁做，唔等於你應該咁做。
>>yue<< Look at yourself, your whole mouth is full of food.	你睇吓你，食到成個口都係喇。
>>yue<< My cat likes it when I scratch her behind the ears.	我隻貓好鍾意我幫佢𢯎耳仔。
>>yue<< Never go to a doctor whose office plants have died.	如果一個醫生間診所啲盆栽係謝嘅，唔好睇佢。
>>yue<< No matter how he tried, he could not open the door.	佢出盡晒力都開唔到嗰道門。
>>yue<< Please remove your shoes before entering the house.	麻煩你入屋之前除咗對鞋先吖。
>>yue<< The accident was brought about by his carelessness.	因為佢唔小心，所以先會出事。
>>yue<< The book I bought last week was really interesting.	我上個禮拜買嗰本書都幾趣致。
>>yue<< The castle was transformed into a marvelous museum.	個城堡改造咗做一間好靚嘅博物館。
>>yue<< The committee consists of scientists and engineers.	個委員會係由科學家同工程師組成嘅。
>>yue<< The judge sentenced him to one year's imprisonment.	個法官判咗佢坐一年監。
>>yue<< The knight swore an oath of allegiance to the king.	個騎士發誓向國王忠誠。
>>yue<< The teachers are trying to motivate their students.	啲老師想俾啲動力班學生。
>>yue<< There has been no rain here for the past two weeks.	我哋呢度已經兩個禮拜冇落過雨喇。
>>yue<< There were few students remaining in the classroom.	個班房裏面剩返好少學生。
>>yue<< This flower is yellow, but all the others are blue.	呢朵花係黃色嘅，但係其他嗰啲全部都係藍色嘅。
>>yue<< Tom was running around the streets drunk and naked.	阿Tom飲醉咗，冇著衫通街走。
>>yue<< Tufts University is a very famous school in Boston.	塔夫斯大學係波士頓一間好出名嘅大學。
>>yue<< What's the good of having a car if you don't drive?	你都唔揸車，要架車嚟做咩啫？
>>yue<< You hope to be the first one to do that, don't you?	你想做第一個，係咪呀？
>>yue<< You must consider what kind of work you want to do.	你一定要諗清楚你想做啲點嘅工。
>>yue<< You shouldn't talk about people behind their backs.	你唔應該喺背後講人壞話。
>>yue<< Can you make sashimi out of this fish I just caught?	你可唔可以用呢條我啱啱釣到嘅魚嚟整魚生呀？
>>yue<< Do you think a little salt would improve the flavor?	你話落少少鹽會唔會好味啲吖嗱？
>>yue<< Do you think we'll have a white Christmas this year?	你話今年聖誕會唔會落雪吖嗱？
>>yue<< Do you think you could lend me some of your records?	可唔可以借幾張 CD 俾我聽吓呀？
>>yue<< Do you want to eat French, Japanese or Chinese food?	你想食法國嘢，日本嘢定係中國嘢？
>>yue<< Don't make any noise or you'll scare the birds away.	唔好嘈呀，會嚇走啲雀仔㗎。
>>yue<< Don't you think we're better off than we used to be?	你唔覺得我哋而家嘅生活比以前好咗咩？
>>yue<< Drinking on an empty stomach is bad for your health.	空肚飲酒對身體唔好㗎。
>>yue<< Enter the laboratory and press the emergency button.	入實驗室㩒緊急掣。
>>yue<< Has it ever occurred to you that you might be wrong?	你有冇諗過其實自己可能係錯㗎？
>>yue<< He said he knew the famous actress, which was a lie.	佢話佢識得嗰個出名嘅女演員，但係佢講緊大話。
>>yue<< How much is the monthly fee of this swimming school?	呢間游水學校每個月要俾幾多學費㗎？
>>yue<< I avoid crossing the street here if I am in a hurry.	我趕時間嗰陣唔會喺呢到過馬路。
>>yue<< I don't like him because he loses his temper easily.	佢郁吓就發脾氣，所以我唔係好鍾意佢。
>>yue<< I regret having fallen in love with a girl like her.	我好後悔愛上咗一個咁樣樣嘅女仔。
>>yue<< I tried to discourage Tom, but he went there anyway.	我勸過阿湯㗎，點知渠都照去。
>>yue<< I used to go swimming in the sea when I was a child.	我細個嗰陣時會去海邊游水。
>>yue<< I'd like to invite you to lunch, if you're not busy.	如果你得閒嘅話不如一齊食飯吖？
>>yue<< If I eat too much chocolate, I break out in pimples.	我食得太多朱古力就會爆瘡。
>>yue<< If the hay caught fire, it would be a real disaster.	如果啲乾草著咗火就大劑喇。
>>yue<< It is impossible for me to finish the work in a day.	我用一日時間冇可能做得晒啲嘢。
>>yue<< Last night, I went to bed without brushing my teeth.	尋晚我冇刷牙就走咗去瞓覺。
>>yue<< Most Swiss people can speak three or four languages.	瑞士人多數識講三、四種語言。
>>yue<< My coworker really knows how to suck up to the boss.	我個同事真係好識擦老細鞋㗎。
>>yue<< She breaks something every time she cleans the room.	佢執親房都要打爛咁啲嘢先至安樂。
>>yue<< She was kind enough to lend me a large sum of money.	佢好好人，借咗一大筆錢俾我。
>>yue<< Since I couldn't pay the rent, I asked him for help.	我冇錢交租，所以就搵佢幫手。
>>yue<< The children are sleeping. Please don't be so noisy.	班小朋友瞓緊覺㗎。唔該你細聲啲啦。
>>yue<< The house is opposite the church. You can't miss it.	間屋喺教堂對面，你去到就會見到㗎喇。
>>yue<< The teacher said that we must memorize these idioms.	個老師話我哋一定要背熟晒呢啲諺語佢。
>>yue<< There are over 800,000 Basque speakers in the world.	世界上有超過八十萬人講巴斯克文。
>>yue<< Three Chinese students were admitted to the college.	間大學收咗三個中國學生。
>>yue<< To tell the truth, I'd rather stay home than go out.	老實講，我其實想留喺屋企，唔想出街㗎。
>>yue<< While swimming in the pool, she lost her locker key.	佢喺個泳池游水嗰陣整唔見咗儲物櫃條鎖匙。
>>yue<< Would you please tell me your full name and address?	請問你全名同地址係咩呀？
>>yue<< You may take this book as long as you keep it clean.	你可以拎呢本書走，但係唔好整污糟佢喎。
>>yue<< "Would you mind shutting the door?" "No, not at all."	「你可唔可以幫手閂埋道門呀？」「可以，梗係可以啦。」
>>yue<< A bad habit, once formed, is difficult to get rid of.	一養成咗壞習慣，就好難改返正㗎喇。
>>yue<< Anyone over eighteen years of age counts as an adult.	所有十八歲以上嘅人都算係大人。
>>yue<< Apparently my anti-virus software is not up to snuff.	睇來我裝嘅防毒軟體無乜用。
>>yue<< As soon as you get the wall painted, you can go home.	你一油好埲牆就可以返屋企㗎喇。
>>yue<< Cambridge is the most famous university in the world.	劍橋大學係世界最有名嘅大學。
>>yue<< Did you believe in Santa Claus when you were a child?	你細個嗰陣信唔信有聖誕老人㗎？
>>yue<< Do you know why spring rolls are called spring rolls?	你知唔知點解春卷叫春卷吖？
>>yue<< He lived in France for some time, then went to Italy.	佢喺法國住咗一排，跟住就走咗去意大利。
>>yue<< I don't know whether he's younger or older than I am.	我唔知佢大過我定係細過我。
>>yue<< I personally didn't find that movie very interesting.	我自己就覺得套戲冇咩特別囉。
>>yue<< I'm not as good at speaking French as you think I am.	我講法文無你恁嘅咁好。
>>yue<< I'm really bad with names, but I never forget a face.	我記名好差，但係認人好叻。
>>yue<< If you don't want this, I'll give it to someone else.	如果你唔想要我就俾第個㗎喇。
>>yue<< It is dangerous to ride a motorbike without a helmet.	揸電單車唔戴頭盔好危險㗎。
>>yue<< It took a lot of time and money to build the machine.	呢部機係用咗好多時間同埋錢先至起好㗎。
>>yue<< It was a long war because neither side would give in.	因為雙方都唔肯投降，所以場仗打咗好耐。
>>yue<< It's possible that Tom didn't know about the meeting.	可能阿湯唔知道有呢場會議。
>>yue<< There is no need to be frightened. He won't harm you.	唔使驚，佢唔會傷害你嘅。
>>yue<< This is the restaurant where we had dinner last week.	我哋上個禮拜就係喺呢間餐廳度食飯㗎喇。
>>yue<< This morning I missed the 8:30 train by five minutes.	我今朝爭五分鐘就搭到八點半班火車。
>>yue<< This seems like something out of a movie, doesn't it?	好似做戲咁做呀可。
>>yue<< We kept on working for hours without eating anything.	我哋一粒飯都冇落過肚，一路做咗幾個鐘頭。
>>yue<< We've been having strange weather the past few years.	呢幾年啲天氣好唔正常。
>>yue<< What's the best Christmas present you've ever gotten?	你成世人收過最正嘅聖誕禮物係咩呀？
>>yue<< Whether he comes or not, the result will be the same.	佢嚟又好，唔嚟又好，個結果都係一樣。
>>yue<< Why didn't you try the dress on before you bought it?	你做咩唔試吓條裙先買嘅？
>>yue<< Wouldn't it be great if there were 28 hours in a day?	你話如果一日有廿八個鐘幾好吖。
>>yue<< You had better put out the fire before you go to bed.	你瞓覺之前最好整熄啲火先。
>>yue<< You should assume that email messages aren't private.	你應該當咗你啲電郵係會俾人睇到嘅先。
>>yue<< An article about our school appeared in the newspaper.	我哋間學校上咗報紙。
>>yue<< As soon as I hung up, the phone started ringing again.	我啱啱收線，個電話又響喇。
>>yue<< At nightfall, you can expect to see birds on the lake.	入夜嗰陣，湖面可以見到好多雀仔。
>>yue<< Before I went to bed, I set the alarm clock for seven.	我瞓覺之前較咗七點鐘鬧鐘。
>>yue<< He asked me my age, my name, my address, and so forth.	他問咗我幾多歲、叫咩名、住邊度等等。
>>yue<< He not only speaks French, but he speaks Spanish, too.	佢唔單止識講法文，仲識講西班牙文。
>>yue<< I can't conceive how I could have made such a mistake.	我唔明點解我可以犯埋啲咁嘅錯。
>>yue<< I don't have time to be bothered by such small things.	我冇時間煩埋啲咁芝蔴綠豆嘅嘢。
>>yue<< I don't want to be the one who breaks the news to her.	我唔想做話俾佢聽嗰個。
>>yue<< I hear that even taxi drivers often get lost in Tokyo.	我聽講連啲的士司機都成日喺東京蕩失路個喎。
>>yue<< I put in a good word for my friend at today's meeting.	我喺今日個會度幫我個朋友講咗啲好說話。
>>yue<< I think that everyone should study a foreign language.	我覺得所有人都應該學外語。
