>>nno<< Run!	Laup!
>>nno<< May I borrow that book from you?	Får eg låna den boka av deg?
>>nno<< May I borrow that book from you?	Får eg låna den boka av dykk?
>>nno<< She loves to wear tight clothes.	Ho elskar å gå med tronge klede.
>>nno<< The kids climbed over the fence.	Borna klatra over gjerdet.
>>nno<< The kids climbed over the fence.	Ungane klatra over gjerdet.
>>nno<< There are no tables in the room.	Det er ingen bord i rommet.
>>nno<< There are too many things to do!	Det er altfor mange ting å gjera!
>>nno<< Tom and Mary have adopted a kid.	Tom og Mary har adoptert eit barn.
>>nno<< Tom bought his son a sports car.	Tom kjøpte ein sportsbil til son sin.
>>nno<< Tom didn't give Mary any choice.	Tom gav ikkje Mary noko val.
>>nno<< Tom didn't tell Mary everything.	Tom sa ikkje alt til Mary.
>>nno<< Tom didn't tell Mary everything.	Tom fortalde ikkje Mary alt.
>>nno<< Tom doesn't go to a good school.	Tom går ikkje på ein god skule.
>>nno<< Tom found out where Mary worked.	Tom fann ut kor Mary jobba.
>>nno<< Tom is afraid to tell the truth.	Tom er redd for å seia sanninga.
>>nno<< Tom is going to be an architect.	Tom skal bli arkitekt.
>>nno<< Tom is going to be an architect.	Tom skal verta arkitekt.
>>nno<< Tom is likely to come home soon.	Tom kjem sannsynlegvis hit snart.
>>nno<< Tom is wearing a pirate costume.	Tom har på seg eit piratkostyme.
>>nno<< Tom knows how to play the viola.	Tom kan spela bratsj.
>>nno<< Tom never ceases to surprise me.	Tom sluttar aldri å overraska meg.
>>nno<< Tom shouldn't have won the race.	Tom skulle ikkje ha vunne kapplaupet.
>>nno<< Turkey was stronger than Greece.	Tyrkia var sterkare enn Hellas.
>>nno<< We don't know how that happened.	Vi veit ikkje korso det skjedde.
>>nno<< We don't know how that happened.	Vi veit ikkje korleis det skjedde.
>>nno<< We don't know how that happened.	Vi veit ikkje korso det hende.
>>nno<< We don't know how that happened.	Vi veit ikkje korleis det hende.
>>nno<< We looked for it here and there.	Vi leita etter det her og der.
>>nno<< We've been here for three hours.	Vi har vore her i tre timar.
>>nno<< What do you do in the afternoon?	Kva gjer du om ettermiddagen?
>>nno<< What do you do in the afternoon?	Kva gjer de om ettermiddagen?
>>nno<< When does summer vacation begin?	Når startar sommarferien?
>>nno<< When does summer vacation begin?	Når startar sumarferien?
>>nno<< When does summer vacation begin?	Når begynner sommarferien?
>>nno<< When does summer vacation begin?	Når begynner sumarferien?
>>nno<< You don't need to worry anymore.	Du treng ikkje å bekymra deg lenger.
>>nno<< You don't need to worry anymore.	Du treng ikkje å uroa deg lenger.
>>nno<< You forgot her name, didn't you?	Du gløymde namnet hennar, ikkje sant?
>>nno<< You forgot her name, didn't you?	De gløymde namnet hennar, ikkje sant?
>>nno<< You must be careful from now on.	Du må vera forsiktig frå no av.
>>nno<< You must be careful from now on.	Du må vera varsam frå no av.
>>nno<< Are you thinking of helping them?	Lurer du på å hjelpa dei?
>>nno<< Armenia is a mountainous country.	Armenia er eit fjellendt land.
>>nno<< Armenia is a mountainous country.	Armenia er eit fjelland.
>>nno<< Be careful not to drink too much.	Pass på å ikkje drikka for mykje.
>>nno<< Can it be phrased in another way?	Kan det bli sagt på ein annan måte?
>>nno<< Can it be phrased in another way?	Kan det verta sagt på ein annan måte?
>>nno<< Can we forget what just happened?	Kan vi gløyma det som nettopp skjedde?
>>nno<< Did you do what I told you to do?	Gjorde du det eg bad deg gjera?
>>nno<< Did you really sprain your ankle?	Forstua du verkeleg okla di?
>>nno<< Do you have non-alcoholic drinks?	Har du alkoholfri drikke?
>>nno<< Do you have non-alcoholic drinks?	Har de alkoholfri drikke?
>>nno<< Does he write letters in English?	Skriv han brev på engelsk?
>>nno<< Dolphins are intelligent animals.	Delfinar er intelligente dyr.
>>nno<< Drink your coffee while it's hot.	Drikk kaffien din mens han er varm.
>>nno<< Everyone here understands French.	Alle her forstår fransk.
>>nno<< He knows how to curse in Chinese.	Han kan bannast på kinesisk.
>>nno<< He knows how to curse in Chinese.	Han kan banna på kinesisk.
>>nno<< His mother is an English teacher.	Mor hans er engelsklærar.
>>nno<< How many moons does Jupiter have?	Kor mange månar har Jupiter?
>>nno<< How tall is your younger brother?	Kor høg er veslebroren din?
>>nno<< I did that without anyone's help.	Eg gjorde det utan hjelp frå nokon.
>>nno<< I didn't know where it came from.	Eg visste ikkje kor det kom frå.
>>nno<< I didn't know where it came from.	Eg visste ikkje kvar det kom frå.
>>nno<< I didn't take the wrong umbrella.	Eg tok ikkje feil paraply.
>>nno<< I don't care about anything else.	Eg bryr meg ikkje om andre ting.
>>nno<< I don't understand him sometimes.	Av og til forstår eg han ikkje.
>>nno<< I go to the country every summer.	Eg reiser på landet kvar sommar.
>>nno<< I haven't read all of her novels.	Eg har ikkje lese alle romanane hennar.
>>nno<< I helped Tom climb over the wall.	Eg hjelpte Tom å klatra over veggen.
>>nno<< I like reading historical novels.	Eg likar å lesa historiske romanar.
>>nno<< I need to finish mowing the lawn.	Eg må gjera meg ferdig med å slå plenen.
>>nno<< I still have a lot of work to do.	Eg har framleis mykje arbeid å gjera.
>>nno<< I think that Tom hasn't left yet.	Eg trur at Tom ikkje har drege enno.
>>nno<< I was vaccinated against the flu.	Eg vaksinerte meg mot influensa.
>>nno<< I wonder if Tom is still unlucky.	Eg lurar på om Tom framleis er uheldig.
>>nno<< I'm sure I saw her two years ago.	Eg er viss på at eg såg ho for to år sidan.
>>nno<< I've been trying to make a movie.	Eg har prøvd å laga ein film.
>>nno<< In case of fire, push the button.	I tilfelle brann, trykk på knappen.
>>nno<< It took little more than an hour.	Det tok litt over ein time.
>>nno<< Many young Romans went to Greece.	Mange unge romarar fór til Hellas.
>>nno<< May I ask you something personal?	Kan eg spørja deg om noko personleg?
>>nno<< My little brother is watching TV.	Litlebror min ser på TV.
>>nno<< Our class consists of fifty boys.	Klassen vår består av femti gutar.
>>nno<< Our class consists of fifty boys.	Klassa vår består av femti gutar.
>>nno<< Our stay in Boston was too short.	Opphaldet vårt i Boston var altfor kort.
>>nno<< Pay closer attention from now on.	Fylg nøyare med framover.
>>nno<< People like talking about others.	Folk likar å prata om andre.
>>nno<< She stood up to answer the phone.	Ho reiste seg opp for å svara på telefonen.
>>nno<< She's asking how that's possible.	Ho spør korso det er mogleg.
>>nno<< She's asking how that's possible.	Ho spør korleis det er mogleg.
>>nno<< Ten years is a long time to wait.	Ti år er ei lang tid å venta.
>>nno<< That is the house where he lives.	Det er huset der ho bur.
>>nno<< The EU has 24 official languages.	EU har 24 offisielle språk.
>>nno<< The library is closed on Sundays.	Biblioteket er stengt på søndag.
>>nno<< The only thing I want is revenge.	Det einaste eg vil ha, er hemn.
>>nno<< The policewoman directed traffic.	Politidama dirigerte trafikken.
>>nno<< There are many islands in Greece.	Det er mange øyer i Hellas.
>>nno<< There are many islands in Greece.	Det er mange øyar i Hellas.
>>nno<< There's a group of ten boys here.	Det er ei gruppe på ti gutar her.
>>nno<< These coins aren't very valuable.	Desse myntane er ikkje so veldig verdifulle.
>>nno<< Today is the best day of my life.	I dag er den beste dagen i livet mitt.
>>nno<< Tom appears to be a friendly guy.	Tom verkar som ein venleg kar.
>>nno<< Tom bought me the books I needed.	Tom kjøpte bøkene eg trong.
>>nno<< Tom called me again this morning.	Tom ringde meg igjen i dag tidleg.
>>nno<< Tom does that every other Monday.	Tom gjer det annankvar måndag.
>>nno<< Tom is interested in mathematics.	Tom er interessert i matematikk.
>>nno<< Tom lives in my old neighborhood.	Tom bur i det gamle nabolaget mitt.
>>nno<< Tom plans to become an architect.	Tom har planar om å bli arkitekt.
>>nno<< Tom plans to become an architect.	Tom har planar om å verta arkitekt.
>>nno<< Tom played soccer and basketball.	Tom spelte fotball og basketball.
>>nno<< Tom rides his bicycle everywhere.	Tom syklar overalt.
>>nno<< Tom said something controversial.	Tom sa noko kontroversielt.
>>nno<< Tom said that he found something.	Tom sa at han fann noko.
>>nno<< Tom seemed somewhat disappointed.	Tom såg litt skuffa ut.
>>nno<< Tom shot at Mary with a crossbow.	Tom skaut på Mary med ein armbrøst.
>>nno<< Tom survived a zombie apocalypse.	Tom overlevde ein zombieapokalypse.
>>nno<< Tom thought the same thing I did.	Tom tenkte det same som meg.
>>nno<< Tom took a sip from his beer can.	Tom drakk litt av ølboksen sin.
>>nno<< Tom was politically conservative.	Tom var politisk konservativ.
>>nno<< Transportation has been arranged.	Skyss er blitt ordna.
>>nno<< We stopped to take some pictures.	Vi stansa for å taka nokre bilete.
>>nno<< We stopped to take some pictures.	Vi stoppa for å taka nokre bilete.
>>nno<< We will play soccer after school.	Me skal spela fotball etter skulen.
>>nno<< What are they protesting against?	Kva protesterer dei mot?
>>nno<< What are they protesting against?	Kva protesterer dei imot?
>>nno<< What do you plan to do this year?	Kva planlegg du å gjera dette året?
>>nno<< What languages do you speak, Tom?	Kva språk snakkar du, Tom?
>>nno<< What were you doing in Australia?	Kva dreiv du med i Australia?
>>nno<< Whenever they meet, they quarrel.	Kvar gong dei møtest, kjeklar dei.
>>nno<< Whenever they meet, they quarrel.	Kvar gong dei møtest, kranglar dei.
>>nno<< Whenever they meet, they quarrel.	Kvar gong dei møtest, kjeklast dei.
>>nno<< Who's that man in the black coat?	Kven er den mannen i svart frakk?
>>nno<< Why didn't you ever say anything?	Korfor sa du aldri noko?
>>nno<< Why didn't you ever say anything?	Kvifor sa du aldri noko?
>>nno<< Why don't you answer my question?	Korfor svarer du ikkje på spørsmålet mitt?
>>nno<< Why don't you answer my question?	Kvifor svarer du ikkje på spørsmålet mitt?
>>nno<< Winter is just around the corner.	Vinteren er rett rundt hjørnet.
>>nno<< Without water, we would soon die.	Utan vatn ville me fort ha døydd.
>>nno<< You always repeat the same thing.	Du gjentek alltid det same.
>>nno<< You have a staff meeting at 2:30.	Du har eit personalmøte 2:30.
>>nno<< You're Tom's parents, aren't you?	De er foreldra til Tom, ikkje sant?
>>nno<< You're in better shape than I am.	Du er i betre form enn eg er.
>>nno<< Aren't you going to do that today?	Skal du ikkje gjera det i dag?
>>nno<< Aren't you going to do that today?	Skal de ikkje gjera det i dag?
>>nno<< Do you want to go jogging with me?	Vil du bli med meg å jogga?
>>nno<< Do you want to go jogging with me?	Vil de bli med meg å jogga?
>>nno<< Everybody here understands French.	Alle her forstår fransk.
>>nno<< Go fetch some water from the well.	Gå og hent litt vatn i brønnen.
>>nno<< Have you ever sung professionally?	Har du nokon gong sunge profesjonelt?
>>nno<< He took part in the Olympic Games.	Han tok del i OL.
>>nno<< He took part in the Olympic Games.	Han tok del i dei olympiske leikane.
>>nno<< He took part in the Olympic Games.	Han deltok i dei olympiske leikane.
>>nno<< He took part in the Olympic Games.	Han deltok i OL.
>>nno<< He went by me without noticing me.	Han gjekk forbi utan å leggja merke til meg.
>>nno<< How tall is your youngest brother?	Kor høg er den yngste broren din?
>>nno<< I can't stand Tom and he knows it.	Eg kan ikkje fordraga Tom og det veit han.
>>nno<< I did that without anybody's help.	Eg gjorde det utan hjelp frå nokon.
>>nno<< I didn't know you played the oboe.	Eg visste ikkje at du spelte obo.
>>nno<< I didn't think Tom would be broke.	Eg trudde ikkje Tom kom til å vera blakk.
>>nno<< I don't know what happened to Tom.	Eg veit ikkje kva som skjedde med Tom.
>>nno<< I don't think Tom really did that.	Eg trur ikkje at Tom verkeleg gjorde det.
>>nno<< I had a situation to take care of.	Eg hadde ein situasjon å taka meg av.
>>nno<< I have three cousins in Australia.	Eg har tre syskenborn i Australia.
>>nno<< I helped Tom climb over the fence.	Eg hjelpte Tom å klatra over gjerdet.
>>nno<< I know who your secret admirer is.	Eg veit kven den hemmelege beundraren din er.
>>nno<< I really enjoy learning languages.	Eg likar verkeleg å læra språk.
>>nno<< I remember the warmth of his arms.	Eg hugsar varmen av armane hans.
>>nno<< I still haven't washed my clothes.	Eg har framleis ikkje vaska kleda mine.
>>nno<< I thought Tom and John were twins.	Eg trudde at Tom og John var tvillingar.
>>nno<< I thought it would be a good idea.	Eg trudde at det kom til å vera ein god idé.
>>nno<< I want you to find out about that.	Eg vil at du skal finna ut av det.
>>nno<< I wonder if Tom is still homeless.	Eg lurer på om Tom framleis er heimlaus.
>>nno<< I'd like to find out what this is.	Eg vil gjerne finna ut kva dette er.
>>nno<< I've just started learning French.	Eg er nettopp begynt å læra meg fransk.
>>nno<< If it stops raining, I may go out.	Viss det sluttar å regna, går eg kanskje ut.
>>nno<< If you think that, you’re wrong.	Viss du trur det, tek du feil.
>>nno<< If you think that, you’re wrong.	Om du trur det, tek du feil.
>>nno<< Is French pronunciation difficult?	Er fransk uttale vanskeleg?
>>nno<< It is warmer today than yesterday.	Det er varmare i dag enn i går.
>>nno<< Last night, I didn't sleep at all.	I går natt sov eg ikkje i det heile teke.
>>nno<< Now let's look at them one by one.	Lat oss no sjå på dei ein etter ein.
>>nno<< Now let's look at them one by one.	Lat oss no sjå på dei ei etter ei.
>>nno<< Now let's look at them one by one.	Lat oss no sjå på dei eit etter eit.
>>nno<< Our conversation lasted for hours.	Samtalen vår vara i timevis.
>>nno<< She climbed a rope hand over hand.	Ho klatra opp eit tau hand over hand.
>>nno<< Television is ruining family life.	TV øydelegg livet mitt.
>>nno<< Television is ruining family life.	Fjernsyn øydelegg livet mitt.
>>nno<< Tell me about your new girlfriend.	Fortel meg om den nye kjærasten din.
>>nno<< That sounds like a waste of money.	Det høyrest ut som bortkasta pengar.
>>nno<< The children help out on the farm.	Borna hjelpest til på garden.
>>nno<< The earthquake smashed everything.	Jordskjelvet knuste alt.
>>nno<< The price of everything increased.	Alle prisane steig.
>>nno<< There are many people in the park.	Det er mange folk i parken.
>>nno<< This is the only one in the store.	Dette er den einaste i butikken.
>>nno<< This isn't a violin. It's a viola.	Dette er ikkje ein fiolin. Det er ein bratsj.
>>nno<< This prisoner's not to be trusted.	Denne fangen er ikkje til å stola på.
>>nno<< This store has a lot of postcards.	Denne butikken har mange frimerke.
>>nno<< Tom doesn't like being criticized.	Tom likar ikkje å bli kritisert.
>>nno<< Tom doesn't like being criticized.	Tom likar ikkje å verta kritisert.
>>nno<< Tom has been arrested three times.	Tom er blitt arrestert tre gongar.
>>nno<< Tom has been arrested three times.	Tom er vorten arrestert tre gongar.
>>nno<< Tom is mad because he had to wait.	Tom er sint fordi han måtte venta.
>>nno<< Tom is wearing a wide-brimmed hat.	Tom går med ein breibremma hatt.
>>nno<< Tom lost his wife seven years ago.	Tom mista kona si for sju år sidan.
>>nno<< Tom most likely won't get married.	Tom kjem sannsynlegvis ikkje til å gifta seg.
>>nno<< Tom tried to climb over the fence.	Tom prøvde å klatra over gjerdet.
>>nno<< Tom wasn't afraid to ask for help.	Tom var ikkje redd for å be om hjelp.
>>nno<< Tom will go to Boston next summer.	Tom skal reisa til Boston neste sommar.
>>nno<< Tom will never do that by himself.	Tom kjem aldri til å gjera det sjølv.
>>nno<< Tom will probably be here all day.	Tom kjem sikkert til å vera her heile dagen.
>>nno<< We may never see each other again.	Kanskje ser me kvarandre aldri att.
>>nno<< We often send each other pictures.	Vi sender ofte bilete til kvarandre.
>>nno<< What do you think I've been doing?	Kva trur du eg har halde på med?
>>nno<< Where did you meet your boyfriend?	Kor møtte du kjærasten din?
>>nno<< Why did you sell your grand piano?	Korfor selde du flygelet ditt?
>>nno<< Why did you sell your grand piano?	Kvifor selde du flygelet ditt?
>>nno<< Yerevan is the capital of Armenia.	Yerevan er hovudstaden i Armenia.
>>nno<< Your birthday is the same as mine.	Du har same fødselsdag som meg.
>>nno<< "Will it rain?" "It's hard to say."	«Kjem det til å regna?» «Det er ikkje godt å seia.»
>>nno<< Be open and honest with each other.	Ver opne og ærlege med kvarandre.
>>nno<< Bilingual dictionaries are allowed.	Tospråklege ordbøker er tillatne.
>>nno<< Do you have an iron I could borrow?	Har du eit strykejarn eg kan låna?
>>nno<< Do you have an iron I could borrow?	Har de eit strykejarn eg kan låna?
>>nno<< Einstein was a mathematical genius.	Einstein var eit matematisk geni.
>>nno<< How many close friends do you have?	Kor mange nære vener har du?
>>nno<< I believed that he was a physician.	Eg trudde han var dokter.
>>nno<< I can't believe Tom did that again.	Eg kan ikkje tru at Tom gjorde det igjen.
>>nno<< I climbed over the fence to escape.	Eg klatra over gjerdet for å rømma.
>>nno<< I don't remember why we went there.	Eg hugsar ikkje kvifor me drog dit.
>>nno<< I haven't quite decided what to do.	Eg har ikkje heilt bestemt meg for kva eg skal gjera.
>>nno<< I hear you've got a new girlfriend.	Eg høyrer du har fått deg ny kjærast.
>>nno<< I hope everybody gets here on time.	Eg håpar at alle kjem seg hit i tide.
>>nno<< I just drove down here from Boston.	Eg køyrde nettopp hit frå Boston.
>>nno<< I left the restaurant disappointed.	Eg forlét restauranten skuffa.
>>nno<< I like swimming and playing soccer.	Eg likar å symja og spela fotball.
>>nno<< I need to ask you a silly question.	Eg må stilla deg eit dumt spørsmål.
>>nno<< I need to ask you a silly question.	Eg må stilla deg eit teit spørsmål.
>>nno<< I suggest you have a talk with Tom.	Eg føreslår at du tek deg ein prat med Tom.
>>nno<< I would like to tell you something.	Eg har lyst å seia deg noko.
>>nno<< I'd like you to do that right away.	Eg vil at du skal gjera det med det same.
>>nno<< I'd like you to do that right away.	Eg vil at de skal gjera det med det same.
>>nno<< I'm not good at this sort of thing.	Eg er ikkje flink med sånt.
>>nno<< I'm really happy when I'm with you.	Eg er veldig lukkeleg når eg er saman med deg.
>>nno<< I'm trying to find the post office.	Eg prøver å finna postkontoret.
>>nno<< I've made many mistakes in my life.	Eg har gjort mange feil i livet mitt.
>>nno<< In case of fire, break this window.	I tilfelle brann, knus dette vindauga.
>>nno<< In case of fire, press this button.	I tilfelle brann, trykk på denne knappen.
>>nno<< It started raining three hours ago.	Det byrja å regna for tre timar sidan.
>>nno<< It started raining three hours ago.	Det begynte å regna for tre timar sidan.
>>nno<< Many philosophers come from Greece.	Mange filosofar kom frå Hellas.
>>nno<< Mathematics is a difficult subject.	Matematikk er eit vanskeleg fag.
>>nno<< My girlfriend dumped me last night.	Kjærasten min slo opp med meg i går.
>>nno<< My girlfriend dumped me last night.	Kjærasten min gjorde det slutt med meg i går.
>>nno<< Our hearts were filled with sorrow.	Hjarta våre var fylt med sorg.
>>nno<< Superman flies as fast as a rocket.	Supermann flyg så fort som ein rakett.
>>nno<< Superman flies as fast as a rocket.	Supermann flyg so fort som ein rakett.
>>nno<< That bicycle belongs to our school.	Den sykkelen høyrer til skulen vår.
>>nno<< That word contains four consonants.	Det ordet inneheld fire konsonantar.
>>nno<< That's going to be difficult to do.	Det kjem til å bli vanskeleg å gjera.
>>nno<< That's going to be difficult to do.	Det kjem til å verta vanskeleg å gjera.
>>nno<< The old man possesses great wealth.	Den gamle mannen har store rikdomar.
>>nno<< The station is near, so let's walk.	Stasjonen er nær, så lat oss gå.
>>nno<< The station is near, so let's walk.	Stasjonen er nær, so lat oss gå.
>>nno<< Things will get easier from now on.	Ting vert lettare frå no av.
>>nno<< Things will get easier from now on.	Ting blir lettare frå no av.
>>nno<< Things will get easier from now on.	Ting vert lettare framover.
>>nno<< Things will get easier from now on.	Ting blir lettare framover.
>>nno<< Those mushrooms are hallucinogenic.	Dei soppane er hallusinogeniske.
>>nno<< Those mushrooms are hallucinogenic.	Dei der soppane er hallusinogeniske.
>>nno<< Tom and Mary were horrible parents.	Tom og Mary var forferdelege foreldre.
>>nno<< Tom is going to like you, I'm sure.	Tom kjem til å lika deg, det er eg sikker på.
>>nno<< Tom is going to like you, I'm sure.	Tom kjem til å lika dykk, det er eg sikker på.
>>nno<< Tom is watching the Olympics on TV.	Tom ser på OL på TV.
>>nno<< Tom probably lied to us about that.	Tom laug sikkert til oss om det.
>>nno<< Tom shouldn't have been here today.	Tom skulle ikkje ha vore her i dag.
>>nno<< Tom was here less than an hour ago.	Tom var der for mindre enn ein time sidan.
>>nno<< Tomorrow, he will land on the moon.	I morgon landar han på månen.
>>nno<< What did you learn at school today?	Kva lærte du på skulen i dag?
>>nno<< What did you learn at school today?	Kva lærte de på skulen i dag?
>>nno<< Where did Tom get this sheet music?	Kor fekk tom tak i desse notane?
>>nno<< Where did you get this sheet music?	Kor fekk du tak i desse notane?
>>nno<< Why did Tom want to talk with Mary?	Korfor hadde Tom lyst til å snakka med Mary?
>>nno<< Why did Tom want to talk with Mary?	Kvifor hadde Tom lyst til å snakka med Mary?
>>nno<< You can't do that without a permit.	Det kan du ikkje gjera utan løyve.
>>nno<< You looked like you were concerned.	Du såg uroa ut.
>>nno<< You looked like you were concerned.	Du såg bekymra ut.
>>nno<< You looked like you were concerned.	Du verka uroa.
>>nno<< You looked like you were concerned.	Du verka bekymra.
>>nno<< You need to go inside and get warm.	Du må gå inn og få varmen i deg.
>>nno<< You need to go inside and get warm.	De må gå inn og få varmen i dykk.
>>nno<< Blackbeard was a very famous pirate.	Blackbeard var ein veldig kjend pirat.
>>nno<< Didn't you know Tom played the oboe?	Visste du ikkje at Tom spelte obo?
>>nno<< Do you think that's a turning point?	Trur du det er eit vendepunkt?
>>nno<< Do you think that's a turning point?	Trur du at det er eit vendepunkt?
>>nno<< Earth, Mars and Jupiter are planets.	Jorda, Mars og Jupiter er planetar.
>>nno<< Everything is ruined because of you.	Alt er øydelagt på grunn av det.
>>nno<< He was thrown in prison for robbery.	Han vart kasta i fengsel for ran.
>>nno<< How many Olympic medals did you win?	Kor mange olympiske medaljar vann du.
>>nno<< How many months ago did you do that?	Kor mange månader er det sidan du gjorde det?
>>nno<< How many nights will you be staying?	Kor mange netter blir du?
>>nno<< How many nights will you be staying?	Kor mange netter blir de?
>>nno<< How many strings do most harps have?	Kor mange strengar har dei fleste harper?
>>nno<< I am learning two foreign languages.	Eg lærer meg to framandspråk.
>>nno<< I don't think that Tom is bilingual.	Eg trur ikkje at Tom er tospråkleg.
>>nno<< I don't want to talk about my child.	Eg vil ikkje snakka om barnet mitt.
>>nno<< I have nothing to do with that case.	Eg har ingenting med den saka å gjera.
>>nno<< I see no other possible explanation.	Eg ser inga anna mogleg forklaring.
>>nno<< I think Tom needs medical attention.	Eg trur Tom treng legehjelp.
>>nno<< I think that I'd be able to do that.	Eg trur eg hadde klart å gjera det.
>>nno<< I think that I'd be able to do that.	Eg trur eg hadde fått det til.
>>nno<< I would've noticed that immediately.	Eg hadde merka det med det same.
>>nno<< I would've noticed that immediately.	Eg hadde merka det med ein gong.
>>nno<< I would've noticed that immediately.	Eg hadde lagt merke til det med ein gong.
>>nno<< I would've noticed that immediately.	Eg hadde lagt merke til det med det same.
>>nno<< I've always preferred working alone.	Eg har alltid føretrekt å jobba åleine.
>>nno<< It doesn't matter to me what you do.	Det har ikkje noko å seia for meg kva du gjer.
>>nno<< It's impossible to breathe in there.	Det er umogleg å pusta der inne.
>>nno<< No one remembers how it all started.	Ingen hugsar korleis det heile tok til.
>>nno<< She depressed the keys of the piano.	Ho trykte ned tangentane på pianoet.
>>nno<< Sometimes I only read the headlines.	Av og til les eg berre overskriftene.
>>nno<< Thanks to you I've lost my appetite.	Takk vere deg har eg mist appetitten min.
>>nno<< That shouldn't be a problem, either.	Det burde heller ikkje vera eit problem.
>>nno<< The earthquake destroyed everything.	Jordskjelvet øydela alt.
>>nno<< The school is across from our house.	Skulen ligg overfor huset vårt.
>>nno<< The station is close, so let's walk.	Stasjonen er nær, så lat oss gå.
>>nno<< The station is close, so let's walk.	Stasjonen er nær, so lat oss gå.
>>nno<< These cotton socks are really comfy.	Desse bomullssokkane er veldig behagelege.
>>nno<< This conversation is being recorded.	Denne samtalen blir teken opp.
>>nno<< This conversation is being recorded.	Denne samtalen vert teken opp.
>>nno<< Tom and I were in Boston last month.	Eg og Tom var i Boston førre månad.
>>nno<< Tom didn't trust anyone in the room.	Tom stolte ikkje på nokon i rommet.
>>nno<< Tom doesn't know who's going to win.	Tom veit ikkje kven som kjem til å vinna.
>>nno<< Tom is still in Australia, isn't he?	Tom er framleis i Australia, ikkje sant?
>>nno<< Tom killed himself three months ago.	Tom drap seg sjølv for tre månader sidan.
>>nno<< Tom said Mary wants John to do that.	Tom sa at Mary vil at John skal gjera det.
>>nno<< Tom sits in front of the TV all day.	Tom sit framfor TV-en heile dagen.
>>nno<< Tom wasn't the one who told me this.	Det var ikkje Tom som fortalde meg dette.
>>nno<< Wasn't Tom just in Boston last week?	Var ikkje Tom nettopp i Boston førre veke?
>>nno<< When I grow up, I want to be a king.	Når eg blir stor har eg lyst å bli konge.
>>nno<< When I grow up, I want to be a king.	Når eg vert stor har eg lyst å verta konge.
>>nno<< Where did you learn to speak French?	Kor lærte du å snakka fransk?
>>nno<< Why do people do such stupid things?	Korfor gjer folk slike dumme ting?
>>nno<< Why do people do such stupid things?	Kvifor gjer folk slike dumme ting?
>>nno<< Why doesn't Tom sit with me anymore?	Korfor sit ikkje tom i lag med meg lenger?
>>nno<< Why doesn't Tom sit with me anymore?	Kvifor sit ikkje tom i lag med meg lenger?
>>nno<< You're too old to apply for the job.	Du er for gamal til å søkja på jobben.
>>nno<< You're too old to apply for the job.	De er for gamle til å søkja på jobben.
>>nno<< Your composition has a few mistakes.	Komposisjonen din har nokre feil.
>>nno<< Are you planning to go to that store?	Har du tenkt å gå på den butikken?
>>nno<< Are you planning to go to that store?	Har du tenkt å fara på den butikken?
>>nno<< At this time, no one was in the park.	På denne tida var det ingen i parken.
>>nno<< Can somebody tell me what's going on?	Kan nokon seia meg kva som skjer?
>>nno<< Can you guess what I have in my hand?	Klarer du å gjetta kva eg har i handa mi?
>>nno<< Did you know Tom could play the oboe?	Visste du at Tom kunne spela obo?
>>nno<< How many Olympic medals have you won?	Kor mange olympiske medaljar har du vunne?
>>nno<< I don't think that that can be fixed.	Eg trur ikkje det kan bli fiksa.
>>nno<< I don't think that that can be fixed.	Eg trur ikkje det kan verta fiksa.
>>nno<< I know that you'll never forgive Tom.	Eg veit at du aldri kjem til å tilgjeva Tom.
>>nno<< I love music, particularly classical.	Eg elskar musikk, særleg klassisk.
>>nno<< I miss my friends in Australia a lot.	Eg saknar vennene mine i Australia veldig.
>>nno<< I never expected it to end like this.	Eg forventa aldri at det kom til å enda slik.
>>nno<< I think Tom expected Mary to hug him.	Eg trur Tom forventa at Mary skulle klemma han.
>>nno<< I'm convinced that I need to do that.	Eg er overtydd om at eg må gjera det.
>>nno<< Road rage is a problem in my country.	Trafikkraseri er eit problem i landet mitt.
>>nno<< Road rage is a problem in my country.	Vegsinne er eit problem i landet mitt.
>>nno<< She took the entrance exam yesterday.	Ho tok opptaksprøven i går.
>>nno<< Someone's got to be held accountable.	Nokon må bli halden ansvarleg.
>>nno<< Someone's got to be held accountable.	Nokon må verta halden ansvarleg.
>>nno<< The bus goes from here to the garage.	Bussen går herfrå til garasjen.
>>nno<< The bus goes from here to the garage.	Bussen går herfrå til bilverkstaden.
>>nno<< The bus goes from here to the garage.	Bussen går herfrå til bensinstasjonen.
>>nno<< Tom can come with you if he wants to.	Tom kan bli med deg viss han vil.
>>nno<< Tom can come with you if he wants to.	Tom kan bli med dykk viss han vil.
>>nno<< Tom can't help you do that right now.	Tom kan ikkje hjelpa deg å gjera det akkurat no.
>>nno<< Tom climbed over the fence to escape.	Tom klatra over gjerdet for å rømma.
>>nno<< Tom gave Mary some investment advice.	Tom gav Mary råd om investering.
>>nno<< Tom got sick because he ate too much.	Tom vart sjuk fordi han åt for mykje.
>>nno<< Tom got sick because he ate too much.	Tom vart kvalm fordi han åt for mykje.
>>nno<< Tom helped Mary climb over the fence.	Tom hjelpte Mary å klatra over gjerdet.
>>nno<< Tom is Mary's ex-boyfriend's brother.	Tom er bror til ekskjærasten til Mary.
>>nno<< Tom is dissatisfied with the results.	Tom er misfornøgd med resultata.
>>nno<< Tom is dissatisfied with the results.	Tom er utilfreds med resultata.
>>nno<< Tom is dissatisfied with the results.	Tom er misnøgd med resultata.
