>>pes<< Who?	چه کسی؟
>>pes<< The campaign was successful and she won the election.	کارزار تبلیغاتی موفقیت‌آمیز بود و او در انتخابات پیروز شد.
>>pes<< The train had already left when I got to the station.	وقتی من به ایستگاه رسیدم، قطار قبل از آن رفته بود.
>>pes<< They explored the desert in quest of buried treasure.	آنها کویر را در جستجوی گنج کاوش کردند.
>>pes<< Tom couldn't see the lake from where he was standing.	تام نمی توانست از آنجایی که ایستاده بود، دریاچه را ببیند.
>>pes<< Tom is the one who told me when the meeting would be.	تام کسی است که به من گفت زمان ملاقات کی خواهد بود.
>>pes<< Tom never got around to reading that book I lent him.	تام هرگز نتوانست کتابی را که به او قرض‌دادم بخواند.
>>pes<< What criteria do you use in deciding who to vote for?	برای تصمیم‌گیری در مورد اینکه به چه کسی رأی بدهید، از چه معیارهایی استفاده می‌کنید؟
>>pes<< When I was a child, our house seemed bigger than now.	هنگامی که بچه بودم، خانه مان بزرگ تر از اکنون به نظر می رسید.
>>pes<< When Tom stopped for a stop sign, his engine stalled.	وقتی تام مقابل تابلوی ایست ایستاد، موتورش واماند.
>>pes<< When the telephone rings, you must answer right away.	هنگامی که تلفن زنگ می‌خورد، تو باید فوراً پاسخ بدهی.
>>pes<< When the telephone rings, you must answer right away.	وقتی که تلفن زنگ می‌زند، شما فوراً باید جواب دهید.
>>pes<< After a couple of drinks, the guy was feeling no pain.	بعد از چند نوشیدنی، دیگر آن مرد دردی احساس نمی کرد.
>>pes<< How many different pieces are there in Japanese chess?	چند مهرهٔ متفاوت در شطرنج ژاپنی موجود است؟
>>pes<< I'd scream very loudly if I saw a scorpion in my room.	اگر یک کژدم در اتاقم می‌دیدم، بلند فریاد می‌زدم.
>>pes<< In the beginning God created the heaven and the earth.	در ابتدا خداوند بهشت و زمین را آفرید.
>>pes<< Please give me some kind of medicine to curb the pain.	لطفا چند نوع دارو به من بدهید تا دردم را تسکین دهد.
>>pes<< She made arrangements to get him into a good hospital.	او ترتیب کارها را داده تا او را به یک بیمارستان خوب ببرد.
>>pes<< The dullest pencil is better than the sharpest memory.	نتراشیده‌ترین مداد بهتر از هوشیارترین حافظه است.
>>pes<< There's a small possibility that Tom will be arrested.	احتمال کوچکی وجود دارد که تام دستگیر شود.
>>pes<< Tom got so absorbed in his work that he forgot to eat.	تام به قدری جذب کارش شده بود که یادش می‌رفت غذا بخورد.
>>pes<< Tom is the one who told me that I should study French.	تام کسی است که به من گفت باید فرانسوی یاد بگیرم.
>>pes<< Don't cry because it's over. Smile because it happened.	گریه نکن که چرا پایان یافت، بخند زیرا اتفاق افتاده بود.
>>pes<< It's easy to make friends, but hard to get rid of them.	دوست شدن آسان است، ولی از شر آنها خلاص شدن سخت است.
>>pes<< My mother tasted the soup and added a little more salt.	مادرم سوپ را چشید و بعد کمی نمک به آن اضافه کرد.
>>pes<< Not all horses were born equal. A few were born to win.	اسبها همه برابر زاده نشدند. معدودی از آنها برای بُردن زاده شدند.
>>pes<< The police could not establish the identity of the man.	پلیس نتوانست هویت مرد را احراز دهد.
>>pes<< This cola has lost its fizz and doesn't taste any good.	این کولا گاز خود را از دست داده است و طعم خوبی ندارد.
>>pes<< Tom didn't seem terribly interested in learning French.	تام چندان علاقه مند به آموزش فرانسه به نظر نمی رسید.
>>pes<< Tom didn't seem terribly interested in learning French.	به نظر نمی رسید تام چندان علاقه مند به آموزش فرانسه باشد.
>>pes<< Tom double-checked his door to make sure it was locked.	تام دوباره درب را بررسی کرد تا مطمئن شود قفل است.
>>pes<< Tom was wearing sweatpants when I saw him this morning.	امروز صبح که تام را دیدم، لباس ورزشی پوشیده بود.
>>pes<< Words cannot express the extent to which you are wrong.	کلمات از بیان اشتباه شما قاصر اند.
>>pes<< Any teacher that can be replaced by a machine should be.	معلمی که بتواند توسط ماشین جایگزین شود، باید بشود.
>>pes<< Experience is the name everyone gives to their mistakes.	تجربه نامیست که هر کس به شکست‌هایش می‌دهد.
>>pes<< He who thinks he has learned enough has learned nothing.	آنکه می‌پندارد که به اندازهٔ کافی آموخته است، هیچ چیز نیاموخته است.
>>pes<< If I'd had more time, I'd have written a shorter letter.	اگر بیشتر وقت داشتم، یک نامهٔ کوتاه‌تر نوشته بودم.
>>pes<< Never tell the truth to people who are not worthy of it.	هیچوقت به افرادی که لیاقتش را ندارند صداقت نورزید.
>>pes<< The more you explain it, the more I don't understand it.	هرچه بیشتر آن را توضیح می‌دهید، من بیشتر آنرا نمی‌فهمم.
>>pes<< These clothes are not appropriate for a cold winter day.	این لباس ها واسه یه روز سرد زمستانی مناسب نیست.
>>pes<< They are filibustering to prevent the bill from passing.	آنها تعلل می‌کنند تا مانع آمدن لایحه شوند.
>>pes<< This is by far the best seafood restaurant in this area.	این تا کنون بهترین رستوران غذاهای دریایی در این منطقه است.
>>pes<< Tom arrived at 2:30 and Mary arrived a short time later.	تام در ساعت 2:30 رسید و ماری مدّک کوتاهی بعد از آن رسید.
>>pes<< Tom is the one who told me why I needed to go to Boston.	تام کسی است که به من گفت چرا باید به بوستون بروم.
>>pes<< Which do you like better, rock music or classical music?	از کدامیک بیشتر خوشتان می‌آید، موسیقی راک یا موسیقی کلاسیک؟
>>pes<< You are old enough to know better than to act like that.	تو آنقدر بزرگ شده ای که بدانی بهتر از آن باید رفتار کنی.
>>pes<< You aren't really going to go camping with Tom, are you?	تو که واقعا با تام نمی روی اردو. می روی؟
>>pes<< You must not despise a man because he is poorly dressed.	نباید یک آدم را به خاطر اینکه لباس‌های خوبی ندارد، کوچک بشمارید.
>>pes<< You should ask your father for his advice and follow it.	تو باید از پدرت راهنمایی بخواهی و به آن عمل کنی.
>>pes<< You shouldn't respect someone just because they're rich.	فقط چون کسی پولداره نباید بهش احترام بگذارید.
>>pes<< As always, I could only hope the police wouldn't stop me.	مثل همیشه تنها امیدم این بود که پلیس مرا متوقف نکند.
>>pes<< As far as I know, this is the only translation available.	این که تنها ترجمه ی موجود است،دور از ذهن من بود.
>>pes<< As soon as you trust yourself, you will know how to live.	به محض اینکه به خودت اعتماد کنی، خواهی فهمید که چگونه زندگی کنی.
>>pes<< Barack Obama's mother, Ann Dunham, was an anthropologist.	مادر باراک اوباما، آن دانهام، یک انسان‌شناس بود.
>>pes<< Every day I waited for her at the bookstore after school.	هر روز بعد از مدرسه در کتابفروشی منتظر او می ماندم.
>>pes<< I studied French intensively for three weeks last winter.	من فرانسه را زمستان گذشته، در عرض سه هفته به طور فشرده مطالعه کردم
>>pes<< If he calls, tell him I will get in touch with him later.	اگر او زنگ زد به او بگو که بعدا با او تماس می گیرم.
>>pes<< If he wanted to get to London today, he should leave now.	اگر بخواهد امروز به لندن برسد، باید همین الان برود.
>>pes<< In many countries, being gay is a cause for imprisonment.	در خیلی از کشورها، همجنس باز بودن دلیلی است برای زندانی کردن.
>>pes<< It's too far to walk to the station, so let's take a bus.	پیاده روی تا ایستگاه طولانی است پس بیا سوار اتوبوس شویم.
>>pes<< My father will cook me a delicious meal tomorrow morning.	فردا صبح، پدرم غذای خوشمزه ای برایم می پزد.
>>pes<< Quite a few people were present at the meeting yesterday.	تعداد نسبتًاً اندکی از مردم در جلسه دیروز حاضر بودند.
>>pes<< The more you study, the more you discover your ignorance.	هر چه بیشتر بخوانی، بیشتر به نادانیت پی می بری.
>>pes<< The soldier sacrificed himself to save his friend's life.	سرباز خودش را فدا کرد تا جان دوستش را نجات دهد.
>>pes<< Tom hid the gun under a bunch of oily rags in his garage.	تام زیر یک دسته از لباس‌های روغنی کهنه توی گاراژش اسحله را پنهان کرد.
>>pes<< Tom said that he thought that Mary would need to do that.	تام گفت که فکر می کند ماری باید این کار را انجام دهد.
>>pes<< Do you really need to ask the question to know the answer?	آیا برای فهمیدن جواب حتماً باید سؤال بپرسی؟
>>pes<< He was so confused that his answer did not make any sense.	او به حدی گیج شده بود که جوابش به هیچ وجه عاقلانه نبود.
>>pes<< I forgot to turn off the television before going to sleep.	من فراموش کردم که تلویزیون را قبل به خواب رفتن خاموش کنم.
>>pes<< I had to abstain from smoking while I was in the hospital.	من مجبور بودم هنگامی که در بیمارستان بودم از سیگار کشیدن اجتناب کنم.
>>pes<< I have a lot of flowers. Some are red and some are yellow.	من گلهای بسیاری دارم.برخی شان سرخند و برخی زرد.
>>pes<< If it were to rain tomorrow, the match would be postponed.	اگر قرار بود فردا باران ببارد، مسابقه به تعویق می‌افتاد.
>>pes<< If you can't keep your promise, what excuse will you make?	اگر نتوانی به وعده‌ات عمل کنی، چه عذری خواهی آورد؟
>>pes<< It was close to 2:30 by the time Tom reached Mary's house.	زمانی که تام به خانه ی ماری رسید، ساعت نزدیک 2:30 بود.
>>pes<< My grandmother was gradually becoming forgetful and frail.	مادربزرگم به تدریج فراموشکار و نحیف می شد.
>>pes<< Now that you are in Italy, you must absolutely see Naples.	حالا که شما در ایتالیا هستید، باید از ناپل دیدن کنید.
>>pes<< Sea otters are able to use stones to break open shellfish.	سمورهای آبی قادر هستند از سنگ‌ها برای شکستن پوستهٔ صدف استفاده کنند.
>>pes<< Spider bites are much less dangerous than scorpion stings.	نیش عنکبوت کم خطر تر از نیش عقرب است.
>>pes<< The government banned cigarette advertising on television.	دولت تبلغات سیگار در تلویزیون را ممنوع کرد.
>>pes<< The moral of the story is that you can't trust the system.	نتیجهٔ اخلاقی این داستان اینست که شما نمی‌توانید به سیستم اعتماد کنید.
>>pes<< There is no satisfactory answer a parent can give to this.	هیچ جواب قانع کننده ای نبود که یک پدر و مادر بخواهند بدهند.
>>pes<< They announced the date of their wedding in the newspaper.	آنها تاریخ عروسی را در روزنامه اعلام کردند.
>>pes<< Tom and Mary have been happily married for thirteen years.	تام و ماری پانزده سال با شادمانی در عقد یکدیگر بوده اند.
>>pes<< You aren't really going to buy Tom's old tractor, are you?	تو که واقعا نمی خواهی تراکتور کهنه ی تام را بخری، می خواهی؟
>>pes<< A common way to finance a budget deficit is to issue bonds.	یک روش معمول برای تأمین کسری بودجه، صدور اوراق قرضه است.
>>pes<< A fool always believes that it is the others who are fools.	نادان همه را به کیش خود پندارد.
>>pes<< An optimist laughs to forget; a pessimist forgets to laugh.	خوشبین می‌خندد تا فراموش کند؛ بدبین فراموش می‌کند بخندد.
>>pes<< She wanted to die because she couldn't satisfy her parents.	او می خواست بمیرد چونکه او نمی توانست پدر و مادرش را خوشحال کند.
>>pes<< The grass is always greener on the other side of the fence.	مرغ همسایه غاز است.
>>pes<< I will show you a new approach to foreign language learning.	من شیوه ای نو برای یادگیری زبان نشانت می دهم.
>>pes<< If you want something done right, you should do it yourself.	اگر می‌خواهید چیزی درست انجام شود، باید خود آن را انجام دهید.
>>pes<< In spite of the language difficulty, we soon became friends.	علیرغم دشواری زبان، خیلی زود با هم دوست شدیم.
>>pes<< On the train, Tom gave his seat to an old woman with a cane.	در قطار تام صندلیش را به یک پیرزن با عصا داد.
>>pes<< The more things are forbidden, the more popular they become.	هر چه چیزها بیشتر ممنوع می‌شوند، بیشتر محبوب می‌شوند.
>>pes<< The worst loneliness is to not be comfortable with yourself.	بدترین تنهایی راحت نبودن با خود است.
>>pes<< Tom is the only person that has any chance to persuade Mary.	تام تنها کسی است که احتمال دارد ماری را مجاب کند.
>>pes<< Tom was in a quandary about who to vote for in the election.	تام دربارهٔ اینکه به چه کسی در انتخابات رأی دهد در سردرگمی بود.
>>pes<< We can run away from everything, except from our conscience.	ما از همه چیز می‌توانیم فرار کنیم به جز از وجدانمان.
>>pes<< When I was younger, many people used to say I was beautiful.	وقتی جوون تر بودم، خیلی ها بهم میگفتم که خوشگلم.
>>pes<< "What's going on in the cave? I'm curious." "I have no idea."	" در این غار چه می گذرد؟ من کنجکاو هستم." "من هیچ حدسی نمی زنم."
>>pes<< Last night was very hot and muggy, so I didn't sleep so well.	دیشب هوا خیلی گرم و شرجی بود، به همین خاطر نتوانستم خوب بخوابم.
>>pes<< On average, how many carbonated beverages do you drink daily?	به طور متوسط روزانه چند نوشابه می‌نوشی؟
>>pes<< Please put a cassette in the VCR and press the record button.	لطفاً یک کاست در دستگاه ویدئو بگذار و دکمهٔ ضبط را فشار بده.
>>pes<< She learned the craft of basket weaving from her grandmother.	او مهارت سبدبافی را از مادربزرگش یادگرفت.
>>pes<< The only one who enjoys a crowded subway car is a pickpocket.	تنها کسی که از یک مترو پر ازدحام لذت می‌برد یک جیب‌بر است.
>>pes<< The peace we have today is the result of lengthy peace talks.	صلحی که ما امروز داریم، نتیجه مذاکرات طولانی صلح است.
>>pes<< This program has both downloading and uploading capabilities.	این برنامه قابلیت دانلود و آپلود، هر دو را دارد.
>>pes<< Today, things are better for the Latino community in the USA.	امروزه، اوضاع برای گروه لاتینی ها ( اهالی آمریکای جنوبی) در ایالات متحده آمریکا بهتر است.
>>pes<< Tom fell off the ladder when he was cleaning out his gutters.	هنگام تمیز کردن ناودان، تام از نردبان پایین افتاد.
>>pes<< Tom has been in and out of mental hospitals most of his life.	تام بیشتر عمرش به تناوب در بیمارستان‌های روانی بستری بوده است.
>>pes<< When cleaning the classroom, a few students carry the podium.	هنگام نظافت کلاس، چند دانش‌آموز تریبون را حمل می‌کنند.
>>pes<< Ever since she fell in the kitchen, she hasn't been all there.	از زمانی که او در آشپزخانه افتاد، عقل سالم نداشته است.
>>pes<< It's too late to shut the barn door after the horse is stolen.	نوشدارو بعد از مرگ سهراب.
>>pes<< Japan is now very different from what it was twenty years ago.	ژاپن از آنچه که بیست سال پیش بود، بسیار تفاوت دارد.
>>pes<< Let's go drink a cup of coffee at that coffee shop over there.	بیا بریم یک فنجان قهوه بنوشیم در آن کافی شاپ آنجا.
>>pes<< Life is really simple, but we insist on making it complicated.	زندگی واقعاً ساده است، اما ما اصرار داریم آن را پیچیده کنیم.
>>pes<< Some ideas are so stupid that only intellectuals believe them.	بعضی عقاید آنقدر احمقانه هستند که فقط روشنفکران آنها را باور دارند.
>>pes<< That toilet brush belongs in the bathroom, not in the kitchen.	این فرچه توالت متعلق به حمام هست، نه برای تو آشپزخانه.
>>pes<< The baby sleeping in the baby carriage is as cute as an angel.	بچهٔ خوابیده در یک کالسکه مثل یک فرشته ناز است.
>>pes<< We should play a more active role in combating global warming.	باید در مبارزه با گرم شدن کره‌ی زمین نقش فعال‌تری ایفا کنیم.
>>pes<< You aren't really going to go to Boston in Tom's car, are you?	تو که واقعا نمی خواهی با ماشین تام بروی بوستون. می خواهی؟
>>pes<< It's because you work too much that you're sleepy all the time.	به این دلیل که تو بسیار کار می کنی، همیشه خواب آلود هستی.
>>pes<< The media has a lot of influence on the outcome of an election.	رسانه تاثیر بسیاری روی نتیجهٔ انتخابات دارد.
>>pes<< The weather here is getting cold and I really do not like that.	هوای اینجا در حال سرد شدن است و من واقعاً آن را دوست ندارم.
>>pes<< They argue that the distribution of wealth should be equitable.	آنها استدلال می‌کنند که توزیع ثروت باید عادلانه باشد.
>>pes<< Tom politely pretended not to notice that Mary had been crying.	تام مودبانه تظاهر کرد که متوجه گریه کردن مری نشده است.
>>pes<< You're up very early this morning. Do you have something to do?	امروز صیح خیلی زود از خواب بیدار شده ای؟ کاری داری که انجام بدهی؟
>>pes<< I called the police as soon as I saw his dead body on the floor.	من با پلیس تماس گرفتم، به محض اینکه جسدش را در کف اتاق دیدم.
>>pes<< If peace cannot be maintained with honor, it is no longer peace.	اگر صلح را نتوان با شرافت حفظ کرد، این دیگر صلح نیست.
>>pes<< My father has a habit of reading the newspaper before breakfast.	پدرم عادت دارند قبل از صبحانه روزنامه بخوانند.
>>pes<< The price of anything is the amount of life you exchange for it.	قیمت هر چیز مقداری از زندگی است که صرف آن می‌کنید.
>>pes<< The slope of the ground made it difficult to construct the road.	شیب زمین ساختن راه را سخت کرد.
>>pes<< They've asked me to go down to the morgue and identify the body.	آنها از من خواستند بروم پایین در سردخانه و جسد را شناسایی کنم.
>>pes<< Tom checked his rearview mirror before pulling out into traffic.	تام به آیینه بغلش نگاهی کرد قبل از آنکه از پارکینگ وارد ترافیک شود .
>>pes<< Tom doesn't seem to understand why he isn't supposed to do that.	به نظر می‌رسد که تام متوجه نیست که چرا نباید آن کار را انجام دهد.
>>pes<< You can go out, as long as you promise to be back by 11 o'clock.	می‌توانی بروی بیرون، به شرط آنکه قول بدهی تا ساعت 11 بر گردی.
>>pes<< You have the right to free speech, but not the right to slander.	شما حق آزادی بیان دارید، اما حق بهتان نه.
>>pes<< All you need is ignorance and confidence and the success is sure.	برای موفقیت فقط نادانی و اعتماد به نفس نیاز است.
>>pes<< Can you spare me a few minutes? I'd like to have a word with you.	می‌توانید چند دقیقه به من وقت بدهید؟ می‌خواهم چند کلمه با شما صحبت کنم.
>>pes<< If I had eaten breakfast this morning, I would not be hungry now.	اگر امروز صبح صبحانه خورده بودم، الان گرسنه نبودم.
>>pes<< If you really need a job, why don't you consider working for Tom?	اگر واقعا به یک شغل نیاز داری، چرا به کارکردن برای تام فکر نمی کنی؟
>>pes<< It was still early in the day when Tom arrived at the campground.	آن روز زودهنگام بود که تام به اردوگاه رسید.
>>pes<< Kyowa Bank and Saitama Bank merged into Asahi Bank ten years ago.	10 سال قبل، بانک کیوئووا و بانک ساییتاما ادغام شدند و بانک آساهی را پدید آوردند.
>>pes<< My father is oblivious to the emotional pain his abuse caused me.	پدرم توجهی به رنج عاطفی که بر اثر سوءاستفاده در من ایجاد کرده است، ندارد.
>>pes<< The dictionary is the only place where success comes before work.	لغتنامه تنها جایی است که پیشرفت قبل از تلاش می‌آید.
>>pes<< A man who doesn't spend time with his family cannot be a real man.	مردی که وقتی را با خانواده اش نگذراند، مرد واقعی نیست.
>>pes<< Ants can lift things that are more than 50 times their own weight.	مورچه‌ها می‌توانند چیزهایی را بلند کنند که بیش از ۵۰ برابر وزن خودشان است.
>>pes<< I find it hard to believe that Tom was involved in the kidnapping.	دشوار می توانم باور کنم که تام در آدم ربایی شرکت داشته.
>>pes<< I wagered him a dollar that I'd sell more magazines than he would.	من با او یک دلار شرط بستم که بیش از او مجله خواهم فروخت.
>>pes<< If you would talk less and listen more, you might learn something.	اگر کم صحبت کنی و بیشتر گوش دهی، چیزی یاد می‌گیری.
>>pes<< There are wavelengths of light that the human eye cannot perceive.	اینجا طول موجی از نور است که چشم انسان قادر به دیدنش نسیت.
>>pes<< To succeed in life, you need two things: ignorance and confidence.	برای موفق شدن در زندگی دو چیز لازم است: نادانی و اعتماد به نفس.
>>pes<< Tom and Mary were married in a small church not too far from here.	تام و ماری در کلیسای کوچکی نه چندان دور از اینجا ازدواج کرده بودند.
>>pes<< Tom and Mary were married in a small church not too far from here.	تام و ماری در کلیسای کوچکی ازدواج کرده بودند که چندان دور از اینجا نیست.
>>pes<< Tom said he'd be very surprised if Mary didn't win the tournament.	تام گفت اگر ماری در این مسابقات پیروز نشود بسیار متعجب خواهد شد.
>>pes<< Empty the vacuum cleaner lint bag, and you will get better suction.	کیسهٔ جاروبرقی را خالی کنید تا مکش بهتری داشته باشید،
>>pes<< It seemed unlikely that Tom wouldn't come to Mary's birthday party.	به نظر غیر محتمل می رسید که تام به جشن تولد ماری نیاید.
>>pes<< Tom gave up his teaching job to become a full-time studio musician.	تام شغل معلمی را رها کرد تا به طور تمام وقت در استودیو نوازنده شود.
>>pes<< We've tried every conceivable method, but absolutely nothing works.	ما هر روش ممکن را بکار گرفتیم ،ولی هیچکدام اثر بخش نبود.
>>pes<< You'll get a ticket if you park the car in front of a fire hydrant.	شما جریمه خواهید شد اگر ماشین را جلوی آتش نشانی پارک کنید.
>>pes<< I've got better things to do than to keep track of what Tom's doing.	من کارهای بهتر از تعقیب فعالیت های تام دارم.
>>pes<< Just when the first human beings will reach Mars remains to be seen.	به وقتی واقعا اولین انسان بر مریخ پای بگذارد، زمان باقی است.
>>pes<< Never put off until tomorrow what you can do the day after tomorrow.	چیزی که پس‌فردا می‌توانی انجام دهی را به فردا نینداز!
>>pes<< Smart people can pretend to be dumb. The opposite is more difficult.	آدمهای باهوش می‌توانند وانمود کنند خنگ هستند. عکس آن سخت‌تر است.
>>pes<< Surround yourself only with people who are going to lift you higher.	اطراف خود را با افرادی پر کن که قصد دارند تو را بالاتر ببرند.
>>pes<< The human race has one really effective weapon and that is laughter.	نژاد انسانی یک سلاح واقعاً موثر دارد و آن خنده است.
>>pes<< Thus money in circulation drops, and price escalation quietens down.	به این ترتیب، پول در گردش کم می‌شود و نوسان قیمت فروکش می‌کند.
>>pes<< Tom didn't want to see Mary in prison for a crime she didn't commit.	تام نمی خواست ماری را به خاطر جرمی که مرتکب نشده بود در زندان ببیند.
>>pes<< It was on the morning of February the ninth that I arrived in London.	صبح نهم فوریه بود که من به لندن رسیدم.
>>pes<< Macedonia gained its independence peacefully from Yugoslavia in 1991.	در سال ۱۹۹۱ مقدونیه به طور صلح آمیزی استقلالش را به دست آورد.
>>pes<< For the lack of something better to do, Tom started cleaning his room.	تام به خاطر نداشتن کاری بهتر برای انجام دادن، شروع به تمیز کردن اتاقش کرد.
>>pes<< For the lack of something better to do, Tom started cleaning his room.	تام شروع به تمیز کردن اناقش کرد. زیرا کار بهتری برای انجام دادن نداشت.
>>pes<< It was raining when we left, but by the time we arrived, it was sunny.	وقتی که بیرون آمدیم باران می آمد، اما حدود زمانی که رسیدیم آفتابی بود.
>>pes<< She is popular not because of her beauty, but because of her kindness.	او محبوب است، نه به‌خاطر زیبائی‌اش، بلکه به‌خاطر مهربانی‌اش.
>>pes<< The United Nations General Assembly adopted the cease-fire resolution.	اجلاس عمومی سازمان ملل متحد، یک قطعنامهٔ آتش بس را تصویب کرد.
>>pes<< The dark clouds and swirling wind indicated that a storm was imminent.	ابرهای سیاه و گردباد نشان می‌داد که طوفان قریب الوقوع است.
>>pes<< The old cottage had only one bed, so we all took turns sleeping in it.	آن کلبه‌ی قدیمی فقط یک تخت داشت. بنا بر این، به نوبت روی آن می‌خوابیدیم.
>>pes<< The police were hoping that Tom could shed some light on the incident.	پلیس امیدوار بود تام بتواند قضیه را قدری روشن کند.
>>pes<< Those who know nothing of foreign languages know nothing of their own.	کسانی که هیچ چیز از یک زبان خارجی نمی‌دانند، هیچ چیز دربارهٔ زبان خودشان هم نمی‌دانند.
>>pes<< To get the full value of joy, you must have someone to divide it with.	برای گرفتن ارزش واقعی شادی، باید آن را با کسی تقسیم کنید.
>>pes<< An old man walking with a cane asked Tom to help him across the street.	پیرمرد رهگذر با عصا از تام خواست برای گذر از خیابان به او کمک کند.
>>pes<< I spent three years looking for a good director, but couldn't find one.	سه سال دنبال یک کارگردان خوب می‌گشتم، ولی کسی را پیدا نکردم.
>>pes<< Kindness is the language which the deaf can hear and the blind can see.	مهربانی زبانی است که در آن کر می‌تواند بشنود و کور می‌تواند ببیند.
>>pes<< We learn from experience that men never learn anything from experience.	از تجربیات می‌آموزیم که انسانها هرگز از تجربیات نمی‌آموزند.
>>pes<< I wonder where the ice cream is. Do you think Tom could've eaten it all?	نمی دانم آن بستنی کجاست. فکر می کنی تام ممکن است تمام آن را خورده باشد؟
>>pes<< Mary took her time choosing a dress even though Tom was waiting for her.	ماری وقت زیادی را برای انتخاب لباس صرف کرد، با وجود اینکه تام منتظر او بود.
>>pes<< My father always thought that he wanted to be a pilot when he was a boy.	پدرم وقتی بچه بود همیشه فکر می‌کرد می‌خواهد خلبان شود.
>>pes<< The United States has officially ended economic sanctions against Burma.	ایالات متحده رسماً تحریم های اقتصادی علیه برمه را پایان داد.
>>pes<< The death of one man is a tragedy. The death of millions is a statistic.	مرگ یک انسان تراژدی است اما مرگ میلیونها انسان، آمار است.
>>pes<< The freight train was held up about half an hour because of a dense fog.	قطار برای نیم ساعت به علت مه غلیظ توقف کرد.
>>pes<< Tom didn't think he had the stomach to tell Mary what needed to be done.	تام فکر نمی کرد که دلش را داشته باشد به ماری بگوید چه کاری بایست انجام می شد.
>>pes<< A good ballboy or ballgirl must be able to concentrate hard and run fast.	یک توپ جمع کن خوب باید بتواند بطور کامل تمرکز کند و به سرعت بدود.
>>pes<< I realized that I had grown up when I started heeding my parents' advice.	زمانی که به نصیحت والدینم توجه کردم، فهمیدم که بزرگ شده ام.
>>pes<< If Tom had been wearing a helmet, he wouldn't have been so badly injured.	اگر تام یک کلاه ایمنی می‌پوشید، به این شدت زخمی نمی‌شد.
>>pes<< If you can't get a lawyer who knows the law, get one who knows the judge.	اگر نمی‌توانید وکیلی بگیرید که قانون را بشناسد، وکیلی بگیرید که قاضی را بشناسد.
>>pes<< Life is like riding a bicycle. To keep your balance you must keep moving.	زندگی مثل دوچرخه سواری است. برای حفظ تعادل باید در حرکت باشید.
>>pes<< Life is like riding a bicycle. To keep your balance you must keep moving.	زندگی مانند دوچرخه سواری است. برای اینکه نیفتید باید در حرکت باشید.
>>pes<< She had hardly begun to read the book before someone knocked at the door.	هنوز شروع به خواندن کتاب نکرده بود که کسی در زد.
>>pes<< This letter was full of mistakes because it had been written too hastily.	این نامه پر از اشتباه است زیرا بسیار با عجله نوشته شده است.
>>pes<< A poll shows that an overwhelming majority is in favor of the legislation.	نظرسنجی نشان می‌دهد که اکثریت قاطع طرفدار این قانون هستند.
>>pes<< At first, he thought English very difficult, but now he thinks it is easy.	در ابتدا، او فکر می کرد انگلیسی خیلی سخت است، اما اکنون او فکر می کند آسان است.
>>pes<< I remember Tom telling me about the time he and Mary had climbed Mt. Fuji.	یادم می آید تام برایم راجع به زمانی می گفت که او و ماری قله فوجی را فتح کرده بودند.
>>pes<< What you spend time doing in your childhood affects the rest of your life.	آنچه تو در دوران کودکی وقت خود را صرف آن می کنی، بر بقیه زندگیت تاثیر دارد.
>>pes<< Last summer, I finally left the firm that I had joined twelve years before.	تابستان گذشته، بالاخره من شرکتی را که بیست سال پیش به آن ملحق شده بودم، ترک کردم.
>>pes<< The caves are situated on a hilltop and provide an excellent vantage point.	غارها در بالای تپه قرار دارند و یک مرصاد عالی فراهم می‌کنند.
>>pes<< When he went out the front door, the bus was just coming around the corner.	وقتی او از جلوی در بیرون رفت، اتوبوس در حال آمدن به نبش بود.
>>pes<< From the time he was a small boy, Tom knew that he wanted to be a policeman.	تام از زمانی که پسر کوچکی بود، میدانست که می خواهد یک پلیس شود.
>>pes<< It's not through inventions but through improvements that fortunes are made.	نه به واسطهٔ اختراعات بلکه به واسطهٔ بهبودها ثروت‌ها خلق می‌شوند.
>>pes<< After I graduated from college, I spent two years traveling around the world.	بعد از فارغ التحصیلی از دانشگاه، دو سال را صرف گشتن دور دنیا کردم.
>>pes<< Statistics suggest that the population of this town will double in five years.	آمار نشان می دهد که جمعیت این شهر در طی پنج سال، دو برابر خواهد شد.
>>pes<< The dollar was devalued against the Japanese currency from 360 yen to 308 yen.	دلار در مقابل ارز ژاپنی از ۳۶۰ ین به ۳۰۸ ین ارزش خود را از دست داد.
>>pes<< Tom got out in front of the library and waited while Mary went to park the car.	تام رفت بیرون روبروی کتابخانه منتظر ماند تا ماری برود ماشین را پارک کند.
>>pes<< Keosuvanh said the floodwaters destroyed 95 percent of the homes in the village.	کئوسوان گفت که سیلاب ۹۵٪ خانه‌های روستا را تخریب کرد.
>>pes<< As Tom and Mary spent time together, they began to get to know each other better.	تام و ماری طی دورانی که باهم سپری می کردند، شروع به بهتر شناختن هم کردند.
>>pes<< The police thought the victim was Tom, but they were unable to identify the body.	پلیس گمان می کرد قربانی تام است، اما آنها نتوانستند جسد را شناسایی کنند.
>>pes<< The rights of every man are diminished when the rights of one man are threatened.	زمانی که حقوق یک انسان مورد تهدید قرار گیرد؛ حقوق همه انسان ها نقصان خواهد یافت.
>>pes<< Tom knew that Mary wasn't very likely to be able to do what she was trying to do.	تام می‌دانست که ماری توانایی انجام کاری که می‌خواهد انجام دهد را ندارد.
