>>tgl<< Run.	Takbo.
>>tgl<< He took me over to the island in his boat.	Dinala niya ako sa isla nang bangka niya.
>>tgl<< He was constantly borrowing money from me.	Lagi na lang siyang humihiram ng pera sa akin.
>>tgl<< I didn't know apple trees grow from seeds.	Hindi ko alam na galing pala sa binhi ang puno ng mansanas.
>>tgl<< I don't know when he got back from France.	Di ko alam kung kailan siya bumalik galing sa Pransiya.
>>tgl<< I have already finished reading this book.	Tinapos ko nang basahin itong aklat.
>>tgl<< I have only half as many books as he does.	Meron akong kalahating karaming librong meron siya.
>>tgl<< I refuse to answer such a stupid question.	Hindi ko sasagutin ang ganyan katangang tanong.
>>tgl<< I used to play tennis with him on Sundays.	Naglalaro kami ng tennis kapag Linggo noon.
>>tgl<< I wish our classroom were air-conditioned.	Sana may aircon ang silid namin.
>>tgl<< I wonder if you could get me another beer.	Ikuha mo kaya ako ng isa pang serbesa.
>>tgl<< I'm not sure what else you want me to say.	Hindi ako sigurado kung ano pa ang gusto mong sabihin ko.
>>tgl<< I'm not the only one here who can do that.	Hindi ako lamang ang makakagawa diyan.
>>tgl<< I'm waiting for an answer to my questions.	Naghihintay ako ng sagot sa aking mga tanong.
>>tgl<< If he hadn't been tired, he would've gone.	Kung hindi siya pagod, aalis sana siya.
>>tgl<< If you want me to help Tom, I'll help him.	Kung gusto mong tulungan ko si Tom, tutulungan ko siya.
>>tgl<< It isn't what you say, but how you say it.	Di sa kung anong sinasabi, kundi kung paano.
>>tgl<< It was said that that lady was an actress.	Sinasabi na artista ang babaeng iyon.
>>tgl<< It's Sunday. He can't have gone to school.	Linggo ngayon. Hindi pwedeng nasa skwelahan sya.
>>tgl<< It's been five years since I last saw you.	Limang taon na ang lumipas nang huli kitang makita.
>>tgl<< It's been five years since I last saw you.	Limang taon na mula nung huli kitang makita.
>>tgl<< It's going to be difficult to do that now.	Mahirap na gawin iyan ngayon.
>>tgl<< It's not what you say, but how you say it.	Di sa kung anong sinasabi, kundi kung paano.
>>tgl<< It's time you had a dose of your medicine.	Oras nang nabigyan ka ng dosis ng gamot mo.
>>tgl<< Many flowers start blooming in springtime.	Nag-uumpisang mamulaklak sa tagsibol.
>>tgl<< Mother divided the cake into eight pieces.	Piniraso ng nanay nang walo ang keyk.
>>tgl<< My father is going to go abroad next week.	Mangingibang-bansa ang tatay ko sa susunod na linggo.
>>tgl<< My grandfather gave me a birthday present.	Binigyan ako ng lolo ko ng regalo sa aking kaarawan.
>>tgl<< None of the students were late for school.	Walang estudyanteng nahuli para sa eskuwela.
>>tgl<< She asked about the location of the house.	Nagtanong siya tungkol sa kinaroroonan ng bahay.
>>tgl<< She read an amusing story to the children.	Binabasa niya ang isang kuwentong nakakatuwa sa mga bata.
>>tgl<< She was loved by everybody in the village.	Mahal siya ng lahat sa nayon.
>>tgl<< Thai is the official language of Thailand.	Ang Thai ay wikang opisyal ng Thailand.
>>tgl<< The airport was closed because of the fog.	Sarado ang erport dahil sa ulap na hamog.
>>tgl<< The firemen rushed into the burning house.	Sumugod ang mga bumbero sa nasusunog na bahay.
>>tgl<< The girl screamed when she saw the flames.	Sumigaw 'yung babae nang makakita siya ng apoy.
>>tgl<< The magician had the children's attention.	Nakuha ng mago ang atensiyon ng mga bata.
>>tgl<< The whole experiment was recorded on film.	Ang buong experimento ay naitala sa pelikula.
>>tgl<< There were hundreds of cars on the street.	Daan-daan ang mga kotse sa kalye.
>>tgl<< There's something wrong with this machine.	May diperensiya itong makina.
>>tgl<< Tom and Mary failed to reach an agreement.	Hindi nagkasundo sina Tom at Mary.
>>tgl<< Tom doesn't know what Mary is looking for.	Hindi alam ni Tomas kung anong hinahanap ni Maria.
>>tgl<< Tom grabbed Mary to keep her from falling.	Hinila ni Tom si Mary para hindi ito malaglag.
>>tgl<< Tom said that he didn't know who Mary was.	Sinabi ni Tom na hindi niya alam kung sino si Mary.
>>tgl<< What'll actually happen is anyone's guess.	Kung anuman ang mangyayari ay hula ng sinuman.
>>tgl<< When you have a question, ask the teacher.	Kapag mayroon kang tanong, itanong mo sa guro.
>>tgl<< Wood can be made into all sorts of things.	Maraming bagay ang pwedeng magawa mula sa kahoy.
>>tgl<< You may go as long as you come home early.	Puwede kang pumunta, pero basta maaga kang umuwi.
>>tgl<< A foreigner asked me where the station was.	Tinanong ako ng isang dayuhan kung nasaan ang estasyon.
>>tgl<< After days of warm weather, it became cold.	Pagkatapos ng mainit na panahon, naging malamig.
>>tgl<< All the members of the club agreed with me.	Lahat ng kasapi ng club ay sumang-ayon sa akin.
>>tgl<< Astronomy deals with the stars and planets.	Tungkol sa mga bituwin at planeta ang astronomiya.
>>tgl<< Could you please repeat what you just said?	Pakiulit nga ang kasasabi mo?
>>tgl<< Every word in this dictionary is important.	Bawat salita sa diksiyunaryong ito'y importante.
>>tgl<< He has the bad habit of chewing his pencil.	May masamang habit siyang ngumuya sa kanyang lapis.
>>tgl<< He is tall, but his brother is much taller.	Matangkad siya, pero lalong mas matangkad ang kapatid niyang lalaki.
>>tgl<< He knows Germany like the back of his hand.	Kabisado niya ang bansang Alemanya.
>>tgl<< He lives in the neighborhood of the school.	Nakatira siya sa pook ng eskuwela.
>>tgl<< He studied very hard to become a scientist.	Nag-aral siya nang mabuti para maging dalub-agham.
>>tgl<< He studied very hard to become a scientist.	Para maging dalub-agham, nag-aral siya nang mabuti.
>>tgl<< How much longer will the thunderstorm last?	Gaano pa katagal ang bagyo?
>>tgl<< I am writing to express my dissatisfaction.	Sumusulat ako sa inyo para ipaalam na hindi ako nakontento.
>>tgl<< I don't know how much those two bikes cost.	Hindi ko alam kung magkano yang dalawan bike na yan.
>>tgl<< I eat lunch here two or three times a week.	Nanananghalian ako dito dalawa o tatlong beses sa isang linggo.
>>tgl<< I remember the day you were born very well.	Alaala ko talaga ang araw na pinanganak ka.
>>tgl<< I spent the whole day cleaning up the room.	Buong araw ay naglinis ako ng kuwarto.
>>tgl<< I was rereading the letters you sent to me.	Binasa ko muli ang mga sulat mong pinadala sa akin.
>>tgl<< I wish that I could've done that by myself.	Nais ko na magawa iyan ng sarili ko.
>>tgl<< I would go to the movies if I had the time.	Pupunta ako sa sine kung may oras ako.
>>tgl<< I'm thinking of closing my savings account.	Iniisip kong ipasara na ang savings account ko.
>>tgl<< If I were you, I'd put the money in a bank.	Kung ako sa'yo, ilalagay ko ang pera sa banko.
>>tgl<< Is the cat on the chair or under the chair?	Ang pusa ba'y nasa ibabaw ng silya o sa ilalim ng silya?
>>tgl<< It is high time you started a new business.	Kailangan mo nang magsimula ng bagong negosyo.
>>tgl<< It is not easy to learn a foreign language.	Di madaling pag-aralan ang isang banyagang wika.
>>tgl<< It is not easy to learn a foreign language.	Di madaling pag-aralan ang isang dayuhang wika.
>>tgl<< It's been three years since I've done that.	Tatlong taon na ang nakalipas noong ginawa ko iyan.
>>tgl<< It's really hard to choose the right color.	Talagang napakahirap pumili ng tamang kulay.
>>tgl<< Mary said she was going to dance all night.	Sabi ni Maria na magsasayaw siya buong gabi.
>>tgl<< My dream is to take a round-the-world trip.	Ang pangarap ko ay magbiyaheng palibot ng mundo.
>>tgl<< My father is an architect, not an engineer.	Arkitekto ang tatay ko, hindi inhenyero.
>>tgl<< She brought up her children to be truthful.	Pinalaki niya ang kanyang mga anak nang matapat.
>>tgl<< She gave him her name and telephone number.	Binigay niya ang kanyang pangalan at numero sa telepono.
>>tgl<< Such toys have a bad influence on children.	Ang ganyang uri ng laruan ay may masamang impluwensiya sa mga kabataan.
>>tgl<< That's the tallest building I've ever seen.	Iyan ang pinakamataas na gusaling nakita ko.
>>tgl<< The blue lines on the map designate rivers.	Dinedesigneyt ng mga linyang asul sa mapa ang mga ilog.
>>tgl<< The peach tree is beautiful when in flower.	Pagka namumulaklak, maganda ang puno ng milokoton.
>>tgl<< There is nothing like summer and ice cream.	Walang kagaya ng tag-init at ayskrim.
>>tgl<< This is exactly what I've been looking for.	Eksaktong ito ang hinahanap ko.
>>tgl<< This is the first time I've ridden a horse.	Unang beses kong sakyan ang kabayo.
>>tgl<< This is the first time I've swum in a lake.	Unang beses kong lumangoy sa lawa.
>>tgl<< This movie is for adults, not for children.	Para sa matatanda itong pelikula, di para sa bata.
>>tgl<< Tom asked you a question. Please answer it.	May tinanong sayo si Tom. Paki sagot.
>>tgl<< Tom is fatter now than when I last saw him.	Mas mataba si Tom ngayon kaysa nung huli ko siyang nakita.
>>tgl<< We sometimes lack patience with old people.	Kung minsan nawawalan tayo ng pasensiya para sa matatanda.
>>tgl<< Who's your favorite science fiction writer?	Sino ang paborito mong manunulat ng siyensiyang piksiyon?
>>tgl<< You shouldn't have come here to begin with.	Dapat hindi ka na nagparini sa simula, e.
>>tgl<< "What did you say?" "I didn't say anything."	"Anong sinabi mo?" "Wala akong sinabi."
>>tgl<< A beautiful lake lay just beyond the forest.	Isang magandang lawa'y nasa dako paroon ng gubat.
>>tgl<< After the heavy rain, there was a big flood.	Pagkatapos ng malakas na ulan, bumahang maigi.
>>tgl<< Do it your own way if you don't like my way.	Gawin mo sa iyong paraan kung ayaw mo ang akin.
>>tgl<< Even if you stop me, I won't change my mind.	Kahit na pigilin mo ako, di ko iibahin ang isip ko.
>>tgl<< Have you finished reading today's paper yet?	Natapos mo na bang basahin ang dyaryo ngayong araw?
>>tgl<< Have you forgotten that you were young once?	Nakalimutan mo nang bata ka noon?
>>tgl<< He is serious when he talks about his hobby.	Pagka pinag-uusapan niya ang hobby niya, palagi siyang parang seryoso.
>>tgl<< He pressed his face against the shop window.	Dinagan niya ang kanyang mukha sa bintana ng tindahan.
>>tgl<< He was a very good skier when he was little.	Magaling siyang mag-ski noong maliit pa siya.
>>tgl<< His house is on the south side of the river.	Ang bahay niya'y nasa timugang tabi ng ilog.
>>tgl<< His poetry does not translate into Japanese.	Hindi masalin ang tula niya sa Hapon.
>>tgl<< How much time do you spend with your spouse?	Gaano katagal kayong nagkakasama ng asawa mo?
>>tgl<< I am thinking of closing my savings account.	Iniisip kong ipasara na ang savings account ko.
>>tgl<< I gave up smoking and I feel like a new man.	Pinigil ko na ang pananagarilyo at parang bagong tao na ako.
>>tgl<< I must offer you an apology for coming late.	Pasensiya na at nahulí ako.
>>tgl<< I was absent from school because I was sick.	Ako ay lumiban mula sa paaralan dahil ako ay nagkasakit.
>>tgl<< I was wondering if you could give me a lift.	Pwede mo ba akong isakay?
>>tgl<< I'm eating dinner now. Can I call you later?	Kumakain ako ngayon ng hapunan. Pwede ba kitang tawagan mamaya?
>>tgl<< I've been waiting for you since two o'clock.	Simula alas-dos hinihintay na kita.
>>tgl<< If it's fine tomorrow, we'll go on a picnic.	Kung maganda bukas, magpipiknik tayo.
>>tgl<< It is difficult to walk 60 kilometers a day.	Mahirap maglakad ng 60 kilometro sa isang araw.
>>tgl<< It seems that he is interested in astronomy.	Parang natutuwa siya sa astronomiya.
>>tgl<< It was so cold yesterday that I stayed home.	Napakalamig kagabi kaya nanatili lang ako sa bahay.
>>tgl<< My grandfather died in the Second World War.	Namatay ang aking lolo sa Ikalawang Digmaang Pandaigdig.
>>tgl<< Nobody goes outside in this kind of weather.	Walang lumalabas sa gantong klaseng panahon.
>>tgl<< Our plane was flying over the Pacific Ocean.	Lumipad ang aming eroplano sa itaas ng Karagatang Pasipiko.
>>tgl<< The children chased after the circus parade.	Hinabol ng mga bata ang parada ng sirkus.
>>tgl<< The village was isolated by the heavy storm.	Ang nayon ay binukod ng malakas na bagyo.
>>tgl<< There were curtains hanging over the window.	May mga kurtinang nakabitin sa bintana.
>>tgl<< Tom accused Mary of lying through her teeth.	Inakusahan ni Tom si Mary ng pagsisinungaling.
>>tgl<< Tom acted happy, but deep inside he was sad.	Umarteng masaya si Tomas, pero sa kalaliman niya, malungkot siya.
>>tgl<< Tom and Mary took the boat out of the water.	Inalis nina Tom at Mary ang bangka sa tubig.
>>tgl<< Tom didn't want me to go to Boston with him.	Ayaw ni Tom na samahan ko siya papuntang Boston.
>>tgl<< Tom invited all of his friends to his party.	Inanyaya ni Tom ang lahat ng kaibigan niya sa kaniyang party.
>>tgl<< Tom is planting a palm tree in his backyard.	Nagtatanim si Tom ng palm tree sa kanyang likod-bahay.
>>tgl<< What are you doing at school this afternoon?	Anong gagawin mo sa eskuwela nitong tanghali?
>>tgl<< Whatever he may say, I won't change my mind.	Kahit ano'ng sabihin niya, hindi magbabago ang isip ko.
>>tgl<< You haven't washed your hands yet, have you?	Di ka pa naghugas ng kamay, di ba?
>>tgl<< Zoology deals with the study of animal life.	Ang soolohiya ay tungkol sa pag-aaral ng buhay ng hayop.
>>tgl<< America is the greatest country in the world.	Ang Amerika ang pinaka-magandang lugar sa buong mundo.
>>tgl<< Are you interested in buying an encyclopedia?	Interesado ka bang bumili ng encyclopedia?
>>tgl<< Back in those days, I loved to play checkers.	Noon, gustung-gusto kong maglaro ng checkers.
>>tgl<< By what authority do you order me to do this?	Anong karapatan mong utusan akong gawin ito?
>>tgl<< He gave witness to the truth of my statement.	Siya ang nagbigay ng patunay sa pahayag ko.
>>tgl<< He was afraid about what was going to happen.	Natakot siya sa mangyayari.
>>tgl<< He was the first to carry out the experiment.	Siya ang unang nag-eksperimento.
>>tgl<< I don't think that she looks like her mother.	Sa tingin ko hindi niya kamukha ang nanay niya.
>>tgl<< I usually do my shopping at this supermarket.	Kalimitang sa supermarket na ito ako namimili.
>>tgl<< I wish I had not bought such a useless thing.	Sana ay hindi na lang ako bumili ng isang walang kuwentang bagay.
>>tgl<< If it rains tomorrow, I'll just stay at home.	Kung umulan bukas, nasa bahay na lamang ako.
>>tgl<< If you see a mistake, then please correct it.	Kung makakita ka ng pagkakamali, pakitama ito.
>>tgl<< In Esperanto there are only 16 grammar rules.	Sa Esperanto, may labing-anim lamang na tuntuning gramatika.
>>tgl<< It's about ten minutes to the station by bus.	Mga sampung minuto papunta sa istasyon gamit ang bus.
>>tgl<< It's not my opinion, but just my translation.	Hindi ko opinyon, kundi translasyon ko lamang.
>>tgl<< My brother takes good care of his belongings.	Inaalagaan ng kapatid ko ang lahat ng gamit nya.
>>tgl<< Pilots communicate with the airport by radio.	Nakikipag-usap ang mga piloto sa paliparan gamit ang radyo.
>>tgl<< She has a bad habit of chewing on her pencil.	May masamang habit siyang ngumuya sa kanyang lapis.
>>tgl<< The boy has grown out of all his old clothes.	Nilakihan ng batang lalaki ang kanyang mga lumang suot.
>>tgl<< The magazine you lent me is very interesting.	Nakakatuwa ang magasin na pinahiram mo sa akin.
>>tgl<< The vast majority of children love ice cream.	Talagang ang karamihan ng bata'y gusto ang ayskrim.
>>tgl<< This is the first time I've seen this animal.	Unang beses kong makita itong hayop.
>>tgl<< Those are the problems that we need to solve.	Iyon ang mga problemang dapat nating lutasin.
>>tgl<< Tom doesn't understand how to use a computer.	Di alam ni Tomas ang paggamit ng kompyuter.
>>tgl<< Tom hasn't ever lied to me, as far as I know.	Hindi pa nagsisinungaling si Tom sa akin, sa pagkakaalam ko.
>>tgl<< Tom wants to stay in Australia until October.	Gustong manatili ni Tom sa Australia hanggang Oktubre.
>>tgl<< We must learn to live in harmony with nature.	Dapat matuto tayong tumira sa armonya sa kalikasan.
>>tgl<< What was your mother doing when you got home?	Anong ginagawa ng nanay mo pagdating mo sa bahay?
>>tgl<< Are you sure you don't want us to go with you?	Sigurado ka bang ayaw mong samahan ka namin?
>>tgl<< As soon as he finished his work, he went home.	Nang matapos niya ang kanyang trabaho, agad siyang umuwi.
>>tgl<< He cloaks his wickedness under a smiling face.	Tinatago niya ang kasamaan niya sa likod ng mga ngiti.
>>tgl<< He couldn't wait to try out his new surfboard.	Sabik na niyang subukan ang surpbord na bago niya.
>>tgl<< He told us he had gone through many hardships.	Sinabi niya sa amin na naranasan niya ang maraming kahirapan.
>>tgl<< He was drunk and forgot to shut the back door.	Lasing siya't nakalimutan sarhan ang pinto sa likod.
>>tgl<< He was kind enough to take me to the bus stop.	Mabait naman siyang tinuro sa akin ang tigilan ng bus.
>>tgl<< How many eggs does an octopus lay at one time?	Ilang itlog ang inilalabas ng kugita sa isang pagkakataon?
>>tgl<< I bought a camera, but I lost it the next day.	Bumili ako ng camera, pero nawala ko sa sumunod na araw.
>>tgl<< I don't believe the child came to Tokyo alone.	Di ako naniniwalang bata siyang nagsariling pumunta sa Tokyo.
>>tgl<< I fall asleep in the class every now and then.	Nakakatulog ako sa klase paminsan-minsan.
>>tgl<< I feed my cat every morning and every evening.	Pinapakain ko ang aking pusa sa araw at sa gabi.
>>tgl<< I haven't even thought about that possibility.	Hindi ko man lang naisip ang ganong posibilidad.
>>tgl<< I think that Tom has forgotten how to do that.	Sa palagay ko ay nakalimutan na ni Tom kung paano gawin iyon.
>>tgl<< I'm not wearing a diamond ring, but I'm happy.	Wala akong brilyanteng singsing, pero masaya pa rin ako.
>>tgl<< If you mix blue and red, the result is purple.	Pagka ihalo mo ang asul at pula, ang resulta'y kulay ube.
>>tgl<< If you take this medicine, you'll feel better.	Pagka uminom ka nitong gamot, mas gagaling ang paramdam mo.
>>tgl<< It is interesting for me to read my old diary.	Nakakatuwa para sa akin ang magbasa ng aking lumang talaan sa araw-araw.
>>tgl<< It is no use blaming him for the accident now.	Wala ng magagawa ang paninisi mo sa kanya sa aksidente.
>>tgl<< It's clear that he doesn't want to talk to me.	Klarong di niya gustong kausapin ako.
>>tgl<< Nothing is more important in life than health.	Walang mas importante sa buhay kundi ang kalusugan.
>>tgl<< The boy reached out for another piece of cake.	Umabot ang bata para isa pang pirasong keyk.
>>tgl<< The children built a sand castle on the beach.	Gumawa ng kastilyong buhangin ang mga bata sa dalampasigan.
>>tgl<< The first thing you have to do is take a bath.	Ang unang dapat mong gawin ay magligo.
>>tgl<< The man admitted having broken into the house.	Inamin ng lalaki na pinasok niya ang bahay.
>>tgl<< The only one here who needs to do that is Tom.	Si Tom lamang dito ang kailangan gawin iyan.
>>tgl<< The population explosion is a serious problem.	Seryosong problema ang biglaang pagtaas ng populasyon.
>>tgl<< The stars look dim because of the city lights.	Hindi maliwanag ang mga bituin dahil sa mga ilaw ng siyudad.
>>tgl<< This lake is among the deepest in the country.	Itong lawa'y isa sa pinakalalim sa bansa.
>>tgl<< Tom and I were busy yesterday and couldn't go.	Abala kami ni Tom kahapon at hindi kami nakapunta.
>>tgl<< Tom and his grandmother went to the bookstore.	Si Tomas at ang lola niya ay nagpuntang bukstor.
>>tgl<< Tom could be in the kitchen, but I don't know.	Baka nasa kusina si Tom, pero ewan ko.
>>tgl<< Tom could be in the kitchen, but I don't know.	Maaaring nasa kusina si Tom, pero hindi ko alam.
>>tgl<< Tom definitely seems to be interested in Mary.	Mukhang interesado talaga si Tom kay Mary.
>>tgl<< Tom's dog woke him up a little after midnight.	Nagising si Tom ng aso niya nang mga hatinggabi.
>>tgl<< You'll soon get used to living in the country.	Masasanay ka agad nang pamumuhay sa bukid.
>>tgl<< About one third of the earth's surface is land.	Mga katlo ng ibabaw ng Tiyera'y lupa.
>>tgl<< Generally speaking, women live longer than men.	Karaniwang mas mahaba ang buhay ng mga babae kaysa sa mga lalaki.
>>tgl<< He concentrated his attention on what she said.	Pinakinggan niyang mabuti ang sinabi nito.
>>tgl<< He should have the right to decide for himself.	May karapatan siyang mag-desisyon para sa sarili niya.
>>tgl<< He told me that he would visit Nara next month.	Sabi niya sa akin na baka papuntang Nara siya sa susunod na buwan.
>>tgl<< He will commit suicide if he can't see his son.	Magpapakamatay siya kapag hindi niya nakita ang anak niya.
>>tgl<< Her voice could hardly be heard over the noise.	Halos hindi marinig ang boses niya sa ingay.
>>tgl<< Historically, the Persian Gulf belongs to Iran.	Ayon sa kasaysayan, ang Persian Gulf ay pagmamay-ari ng Iran.
>>tgl<< I am not used to drinking coffee without sugar.	Di ako sanay magkape nang walang asukal.
>>tgl<< I have kept a diary in English these ten years.	Nagtago ako ng talaarawan sa Ingles nitong sampung taon.
>>tgl<< I know Tom isn't a very good basketball player.	Alam kong hindi gaanong magaling maglaro si Tom ng basketbol.
>>tgl<< I postponed my date because I had to work late.	Kinailangan kong magtrabaho hanggang gabi kaya ipinagpaliban ko ang aking date.
>>tgl<< I thought I was doing what you wanted me to do.	Akala ko, ginagawa ko ang gusto mong gawin ko.
>>tgl<< I'm sorry, but I don't understand English well.	Sori po, pero hindi ko masyadong maintindihan ang Ingles.
>>tgl<< Is there anything you want that you don't have?	May gusto ka ba ng wala ka?
>>tgl<< It is human nature to be bugged by such things.	Kalikasang tao ang maabala ng mga ganoong bagay.
>>tgl<< It's very rude of you to say a thing like that.	Napakabastos naman ng sinabi mo.
>>tgl<< Our teacher said, "Water boils at 100 degrees."	Sabi ng guro namin, "Ang tubig ay kumukulo sa 100 antas ng sentigrado."
>>tgl<< Please give us your answer as soon as possible.	Pakibigay po sa amin ang inyong sagot sa pinakabilis na posible.
>>tgl<< She was very surprised when she heard the news.	Nagitla siya nang narinig niya ang balita.
>>tgl<< Some people gain weight when they quit smoking.	May ibang mga tao na tumataba kapag tinigilan ang paninigarilyo.
>>tgl<< Someone must have taken my umbrella by mistake.	Baka may nagkamaling kumuha ng payong ko.
>>tgl<< The cafeteria's primary problem is its quality.	Ang pangunang problema sa kapetirya ay ang kalidad.
>>tgl<< The children would play for hours on the beach.	Ilang oras nang maglalaro ang mga bata sa dalampasigan.
>>tgl<< There are times when we have to hide the truth.	May mga pagkakataon na kailangan nating itago ang katotohanan.
>>tgl<< There were three people waiting in front of me.	Tatlong tao ang nakapila sa harap ko.
>>tgl<< Tom currently lives alone in a small apartment.	Sa ngayon, mag-isang nakatira si Tom sa isang maliit na apartment.
>>tgl<< Tom is going to get killed if he isn't careful.	Mapapatay si Tom kapag hindi siya nag-ingat.
>>tgl<< When I entered his room, he was reading a book.	Noong pumasok ako sa kuwarto niya, nagbabasa siya ng libro.
>>tgl<< While in London, he visited the British Museum.	Pinuntahan niya ang British Museum noong siya ay nasa London.
>>tgl<< A big tree in the field was struck by lightning.	Kinidlatan ang malaking puno sa bukid.
>>tgl<< Everyone was really impressed with that machine.	Na-impres ang lahat sa makinang iyon.
>>tgl<< He said he was tired, so he would go home early.	Sabi niya pagod daw siya kaya uuwi siya nang maaga.
>>tgl<< I asked him not to go, but he left all the same.	Pinakiusapan ko na siyang huwag umalis, pero umalis pa rin siya.
>>tgl<< I cannot thank you enough for all your kindness.	Lubos ang pasasalamat ko sa iyo para sa lahat ng kabutihan mo.
>>tgl<< I passed the city hall on my way to the station.	Dumaan ako sa munisipyo ng bayan papunta sa estasyon.
>>tgl<< I think this medicine will do you a lot of good.	Sa tingin ko, makabubuti sa iyo ang gamot na ito.
>>tgl<< I was just about to go to bed when he phoned me.	Mahihiga na sana ako nang tumawag siya.
>>tgl<< It isn't clear what the writer is trying to say.	Hindi malinaw ang nais sabihin ng manunulat.
>>tgl<< It's high time you got married and settled down.	Oras na para lumagay ka sa tahimik.
>>tgl<< Science has not solved all the problems of life.	Hindi malutas ng agham ang lahat ng problema sa buhay.
>>tgl<< She was able to cross the Pacific Ocean by boat.	Natawid niya ang Karagatang Pasipiko nang bangka.
>>tgl<< The patient's condition changes from day to day.	Pabago-bago ang kondisyon ng pasyente araw-araw.
>>tgl<< There are many interesting animals in Australia.	Maraming kaakit-akit na hayop sa Australia.
>>tgl<< There's a white building just around the corner.	May puting gusali sa palibot ng kanto.
>>tgl<< Tom eats at least three bowls of rice every day.	Kumakain ng hindi bababa sa tatlong mangkok ng kanin si Tom araw-araw.
>>tgl<< Tom had meatloaf and mashed potatoes for dinner.	Meat loaf at mashed potatoes ang hapunan ni Tom.
>>tgl<< Tom is the only one who doesn't want to do that.	Si Tom lamang ang ayaw gawin iyan.
>>tgl<< Tom returned the shirt because it was too small.	Binalik ni Tom ang damit kasi masiyado itong maliit.
>>tgl<< Tom thinks that he's the center of the universe.	Akala ni Tom na siya'y kalagitnaan ng uniberso.
>>tgl<< Valencia is famous for its unusual architecture.	Sikat ang Valencia sa arkitektura.
>>tgl<< Water, taken in moderation, cannot hurt anybody.	Hindi makákasama ang pag-inom ng tubig, basta huwag sobra.
>>tgl<< What you do is more important than what you say.	Ang ginagawa mo'y mas importante kaysa sa sinasabi mo.
>>tgl<< Who will take care of the dog while we are away?	Sinong mag-aalaga sa aso habang wala tayo?
>>tgl<< Why does the US government let people have guns?	Bakit hinahayaan ng gobyerno ng US na magkaroon ng baril ang mga tao?
>>tgl<< You purposely gave the wrong answer, didn't you?	Sinadya mong ibigay ang maling sagot, no?
>>tgl<< Father wants me to study abroad while I am young.	Gusto ni Tatay na mag-aral ako sa ibang bansa habang bata pa ako.
>>tgl<< He got very proficient in English in a few years.	Naging magaling na talaga siya sa Ingles pagkalipas ng ilang taon.
>>tgl<< He was out of breath because he had been running.	Hinihingal siya dahil tumatakbo siya kanina.
>>tgl<< He will kill himself if he doesn't see his child.	Magpapakamatay siya kapag hindi niya nakita ang anak niya.
>>tgl<< How much longer will it take for the tub to fill?	Gaano pa katagal bago mapuno ang tub?
>>tgl<< Hurry up, or you will be late for the last train.	Magmadali ka, o maleleyt ka sa huling tren.
>>tgl<< I quickly ate my lunch and then got back to work.	Kinain ko ng mabilis ang aking tanghalian at bumalik ako sa trabaho.
>>tgl<< I'm not willing to cook dinner for twenty people.	Ayaw kong magluto ng hapunan para sa dalawampung tao.
>>tgl<< My first day in the university was rather boring.	Medyo mainip ang unang araw ko sa unibersidad.
>>tgl<< My parents wouldn't let me go to Boston with Tom.	Hindi ako pinayagan ng magulang ko na samahan si Tom sa Boston.
>>tgl<< On New Year's Eve, the trains will run all night.	Sa bagong taon, buong gabi aandar ang mga tren.
>>tgl<< Quite a few people came to the meeting yesterday.	Kakaunting tao lang ang dumalo sa meeting kahapon.
>>tgl<< Several boys had to leave school early yesterday.	Maraming kabataang lalaki ang kinailangang umuwi nang maaga mula sa paaralan kahapon.
>>tgl<< She had no other choice but to marry the old man.	Wala siyang mapilian kundi ikasal ang matandang lalaki.
>>tgl<< She is from Hokkaido, but is now living in Tokyo.	Taga-Hokkaido siya, pero tumitira siya ngayon sa Tokyo.
>>tgl<< The chances are very good that our team will win.	Malaki ang pag-asang manalo ang pangkat natin.
>>tgl<< The most important thing in one's life is health.	Ang kalusugan ang pinakaimportante sa buhay ng tao.
>>tgl<< The train was delayed on account of a heavy snow.	Naantala ang tren dahil sa mabigat na niyebe.
>>tgl<< There is a time to speak and a time to be silent.	May oras na magsalita at oras na tumahimik.
>>tgl<< There's no need to hurry. We have plenty of time.	Hindi kailangang magmadali. Marami tayong panahon.
>>tgl<< There's no need to panic. There's plenty of time.	Di kailangang magpanik. Marami pang oras.
>>tgl<< This committee includes scientists and engineers.	May kasamang mga dalub-agham at inhenyero itong komiti.
>>tgl<< Tom didn't think that anyone would recognize him.	Hindi inakala ni Tom na may makakakilala sa kaniya.
>>tgl<< Tom is the president of the local astronomy club.	Presidente si Tomas ng klubo ng astronomiya sa pook.
>>tgl<< Tom says Mary will eat lunch with John and Alice.	Sabi ni Tom, makikitanghalian si Mary kina John at Alice.
>>tgl<< Tom thought that the judge's decision was unfair.	Sa tingin ni Tom, hindi naging patas ang desisyon ng hukom.
>>tgl<< Tom was arrested as a suspect in a criminal case.	Hinuli si Tom bilang isang suspek sa krimen.
>>tgl<< We looked at the sky, but couldn't see any stars.	Tinignan namin ang langit ngunit walang mga bituin.
>>tgl<< Whatever happens, you're never going to find out.	Anuman ang mangyari, hindi mo malalaman.
>>tgl<< When was the last time you listened to this song?	Kailan ang pinakahuli mong pakinig sa kantang ito?
>>tgl<< Do you think I can use my cellphone in the shower?	Isip mo bang puwede kong gamitin ang selular ko sa dutsa?
>>tgl<< From now on, you'll have to take care of yourself.	Simula ngayon, dapat ingatan mo ang sarili mo.
