>>ukr<< Go.	Йди.
>>ukr<< I don't think I'll need your help.	Не думаю, що мені потрібна ваша допомога.
>>ukr<< I don't think Tom can help us now.	Не думаю, що Том може нам зараз допомогти.
>>ukr<< I don't think Tom has an umbrella.	Не думаю, що у Тома є парасолька.
>>ukr<< I don't think Tom has an umbrella.	Не думаю, що Том має парасольку.
>>ukr<< I don't think Tom has any enemies.	Я не думаю, що у Тома є якісь вороги.
>>ukr<< I don't think Tom has any friends.	Не думаю, що у Тома є друзі.
>>ukr<< I don't think Tom has any friends.	Не думаю, що Том має друзів.
>>ukr<< I don't think Tom liked the movie.	Не думаю, що Тому сподобалося кіно.
>>ukr<< I don't think Tom will be furious.	Я не думаю, що Том буде розлюченим.
>>ukr<< I don't think Tom will believe us.	Ну думаю, що Том нам повірить.
>>ukr<< I don't think anybody can do that.	Не думаю, що хто-небудь може це зробити.
>>ukr<< I don't think that I can help you.	Не думаю, що я можу тобі допомогти.
>>ukr<< I don't think that I'll be scared.	Не думаю, що мені буде лячно.
>>ukr<< I don't think that Tom heard Mary.	Не думаю, що Том почув Мері.
>>ukr<< I don't think that Tom heard Mary.	Не думаю, що Том чув Мері.
>>ukr<< I don't think that Tom is married.	Не думаю, що Том одружений.
>>ukr<< I don't think that Tom is sincere.	Не думаю, що Том щирий.
>>ukr<< I don't think that Tom lied to us.	Не думаю, що Том нам збрехав.
>>ukr<< I don't think that Tom lied to us.	Не думаю, що Том нам брехав.
>>ukr<< I don't think that Tom likes Mary.	Не думаю, що Мері подобається Тому.
>>ukr<< I don't think that Tom likes Mary.	Не думаю, що Тому подобається Мері.
>>ukr<< I don't think that Tom likes blue.	Не думаю, що Тому подобається синій колір.
>>ukr<< I don't think that Tom lives here.	Не думаю, що Том живе тут.
>>ukr<< I don't think that Tom lives here.	Не думаю, що Том мешкає тут.
>>ukr<< I don't think that Tom lives here.	Не думаю, що Том тут живе.
>>ukr<< I don't think that anybody saw us.	Не думаю, що нас хтось бачив.
>>ukr<< I don't think that it's a problem.	Я не думаю, що це проблема.
>>ukr<< I don't think that that's strange.	Я не думаю, що це дивно.
>>ukr<< I don't think that we can do that.	Не думаю, що ми можемо це зробити.
>>ukr<< I don't think that we can do this.	Не думаю, що ми можемо це зробити.
>>ukr<< I don't think that we can do this.	Не думаю, що ми зможемо це зробити.
>>ukr<< I don't think that you understand.	Не думаю, що ти розумієш.
>>ukr<< I don't think that you understand.	Не думаю, що ви розумієте.
>>ukr<< I don't think they're coming back.	Не думаю, що вони повернуться.
>>ukr<< I don't think this is a good idea.	Я не думаю, що це хороша ідея.
>>ukr<< I don't think we have enough food.	Не думаю, що в нас достатньо їжі.
>>ukr<< I don't think we should stay here.	Я не думаю, що нам варто тут лишатися.
>>ukr<< I don't think we've got much time.	Я не думаю, що у нас багато часу.
>>ukr<< I don't think your plan will work.	Не думаю, що твій план спрацює.
>>ukr<< I don't want to be alone with Tom.	Я не хочу лишатися наодинці з Томом.
>>ukr<< I don't want to do that by myself.	Я не хочу робити це один.
>>ukr<< I don't want to eat anything else.	Я більше нічого не хочу їсти.
>>ukr<< I don't want to go back Australia.	Я не хочу повертатися до Австралії.
>>ukr<< I don't want to live where I work.	Я не хочу жити там, де працюю.
>>ukr<< I don't want to play golf anymore.	Я більше не хочу грати в гольф.
>>ukr<< I don't want to see anybody today.	Я не хочу нікого сьогодні нікого бачити.
>>ukr<< I don't want to work in a factory.	Я не хочу працювати на фабриці.
>>ukr<< I don't want to work in a factory.	Я не хочу працювати на заводі.
>>ukr<< I doubt Tom is still in Australia.	Сумніваюся, що Том і досі в Австралії.
>>ukr<< I doubt Tom is still in Australia.	Маю сумніви, що Том і досі в Австралії.
>>ukr<< I doubt many people will be there.	Сумніваюся, що там буде багато людей.
>>ukr<< I doubt that Tom is still married.	Сумніваюся, що Том усе ще одружений.
>>ukr<< I doubt that Tom is still married.	Сумніваюся, що Том усе ще жонатий.
>>ukr<< I doubt that Tom is still married.	Сумніваюся, що Том усе ще заміжній.
>>ukr<< I doubt that Tom will be offended.	Сумніваюся, що Том образиться.
>>ukr<< I drove to town and went shopping.	Я приїхав до міста машиною і пішов по магазинах.
>>ukr<< I expect to sing better next time.	Наступного разу я сподіваюся заспівати краще.
>>ukr<< I feel a little closer to Tom now.	Я зараз почуваюся трохи ближчою з Томом.
>>ukr<< I feel a little closer to Tom now.	Я зараз почуваюся трохи ближчим з Томом.
>>ukr<< I feel very sorry for your sister.	Мені дуже шкода твою сестру.
>>ukr<< I fell asleep while I was driving.	Я заснув за кермом.
>>ukr<< I fell asleep while I was driving.	Я заснула за кермом.
>>ukr<< I finally found out what happened.	Я нарешті дізнався, що трапилося.
>>ukr<< I finally found out what happened.	Я нарешті дізналася, що трапилося.
>>ukr<< I finally found out what happened.	Я нарешті дізнався, що сталося.
>>ukr<< I finally found out what happened.	Я нарешті дізналася, що сталося.
>>ukr<< I forgot that you're Tom's friend.	Я забув, що ти друг Тома.
>>ukr<< I forgot that you're Tom's friend.	Я забула, що ти друг Тома.
>>ukr<< I forgot that you're Tom's friend.	Я забув, що ви друг Тома.
>>ukr<< I forgot that you're Tom's friend.	Я забула, що ви друг Тома.
>>ukr<< I forgot to close all the windows.	Я забула зачинити всі вікна.
>>ukr<< I forgot to close all the windows.	Я забув зачинити всі вікна.
>>ukr<< I forgot to put sugar in your tea.	Я забув тобі до чаю цукру покласти.
>>ukr<< I found Tom's house all by myself.	Я сам знайшов будинок Тома.
>>ukr<< I found Tom's house all by myself.	Я сама знайшла будинок Тома.
>>ukr<< I found a good Mexican restaurant.	Я знайшов добрий ресторан мексиканської кухні.
>>ukr<< I found the key I was looking for.	Я знайшов ключ, який шукав.
>>ukr<< I found the key I was looking for.	Я знайшла ключ, який я шукала.
>>ukr<< I froze at the sight of the snake.	Я завмер, побачивши змію.
>>ukr<< I get headaches from time to time.	У мене іноді буває головний біль.
>>ukr<< I go to Boston three times a year.	Я їжджу до Бостона тричі на рік.
>>ukr<< I go to the barber's once a month.	Я ходжу до перукарні раз на місяць.
>>ukr<< I got a telescope for my birthday.	Я отримав на день народження телескоп.
>>ukr<< I got a telescope for my birthday.	На день народження я отримала телескоп.
>>ukr<< I got back to Australia on Monday.	Я повернувся з Австралії у понеділок.
>>ukr<< I got back to Australia on Monday.	Я повернулася з Австралії у понеділок.
>>ukr<< I got somebody to help me do that.	Мені допомогли це зробити.
>>ukr<< I had a good time during the trip.	Я добре провів час у подорожі.
>>ukr<< I had a letter from her yesterday.	Вчора я отримав від неї листа.
>>ukr<< I had a little help from a friend.	Мені трохи допоміг товариш.
>>ukr<< I had expected him at the meeting.	Я очікував, що він буде на зустрічі.
>>ukr<< I had my money stolen in the park.	У мене в парку вкрали гроші.
>>ukr<< I had no money on me at that time.	У той момент у мене не було з собою грошей.
>>ukr<< I hardly got any sleep last night.	Я погано спав минулої ночі.
>>ukr<< I hardly got any sleep last night.	Я майже не спав минулої ночі.
>>ukr<< I have a baseball card collection.	У мене є колекція бейсбольних карток.
>>ukr<< I have a great deal to do tonight.	У мене сьогодні ввечері багато роботи.
>>ukr<< I have a lot of problems to solve.	У мене багато проблем які потребують вирішення.
>>ukr<< I have already finished this book.	Я вже дочитав цю книжку.
>>ukr<< I have already finished this book.	Я вже дочитала цю книжку.
>>ukr<< I have eight brothers and sisters.	У мене вісім братів і сестер.
>>ukr<< I have friends all over the world.	У мене є друзі в усьому світі.
>>ukr<< I have just come back from school.	Я щойно повернувся зі школи.
>>ukr<< I have just come back from school.	Я тільки що прийшов зі школи.
>>ukr<< I have just come back from school.	Я щойно повернулася зі школи.
>>ukr<< I have just finished eating lunch.	Я щойно доїв обід.
>>ukr<< I have just finished eating lunch.	Я щойно пообідала.
>>ukr<< I have just finished eating lunch.	Я щойно доїла обід.
>>ukr<< I have just washed all the dishes.	Я щойно помив увесь посуд.
>>ukr<< I have just washed all the dishes.	Я щойно помила весь посуд.
>>ukr<< I have little interest in history.	Мене мало цікавить історія.
>>ukr<< I have lived here for a long time.	Я давно тут мешкаю.
>>ukr<< I have many friends I can talk to.	У мене є багато друзів, я якими я міг би поговорити.
>>ukr<< I have no intention of asking him.	Я не збираюся його питати.
>>ukr<< I have no intention of asking him.	Я не маю наміру його запитувати.
>>ukr<< I have no intention of asking him.	Я не маю наміру його просити.
>>ukr<< I have no intention of asking him.	Я не збираюся його просити.
>>ukr<< I have no intention of selling it.	Я не маю наміру це продавати.
>>ukr<< I have no one to blame but myself.	Мені немає кого звинувачувати, окрім самого себе.
>>ukr<< I have not finished breakfast yet.	Я ще не доснідав.
>>ukr<< I have not finished breakfast yet.	Я ще не доснідала.
>>ukr<< I have nothing in common with Tom.	У нас з Томом немає нічого спільного.
>>ukr<< I have nothing in common with her.	У нас із нею немає нічого спільного.
>>ukr<< I have nothing in common with her.	Ми з нею не маємо нічого спільного.
>>ukr<< I have nothing in common with him.	У мене з ним немає нічого спільного.
>>ukr<< I have some things to give to you.	У мене для тебе дещо є.
>>ukr<< I have stamps from many countries.	У мене є марки з багатьох країн.
>>ukr<< I have three external hard drives.	У мене три зовнішніх жорстких диски.
>>ukr<< I have to prepare my presentation.	Я маю приготувати презентацію.
>>ukr<< I have to repair the refrigerator.	Я маю полагодити холодильник.
>>ukr<< I have two daughters and two sons.	Я маю двох дочок і двох синів.
>>ukr<< I haven't done that since October.	Я не робив цього від жовтня.
>>ukr<< I haven't done that since October.	Я не робила цього від жовтня.
>>ukr<< I haven't downloaded the file yet.	Я ще не скачав файл.
>>ukr<< I haven't downloaded the file yet.	Я ще не скачала файл.
>>ukr<< I haven't finished doing that yet.	Я все ще це не доробив.
>>ukr<< I haven't finished doing that yet.	Я все ще не скінчив цього робити.
>>ukr<< I haven't finished the report yet.	Я ще не закінчив звіт.
>>ukr<< I haven't finished the report yet.	Я ще не закінчила звіт.
>>ukr<< I haven't finished the report yet.	Я ще не доробив звіт.
>>ukr<< I haven't finished the report yet.	Я ще не доробила звіт.
>>ukr<< I haven't had a boyfriend in ages.	У мене вже сто років немає хлопця.
>>ukr<< I haven't had time to tidy up yet.	У мене ще не було часу на прибирання.
>>ukr<< I haven't heard anything from Tom.	Том зі мною не зв'язувався.
>>ukr<< I haven't made up my mind on that.	Я ще не вирішив щодо цього.
>>ukr<< I haven't missed a single meeting.	Я не пропустив жодної зустрічі.
>>ukr<< I haven't missed a single meeting.	Я не пропустила жодної наради.
>>ukr<< I haven't paid the phone bill yet.	Я ще не оплатив свій телефонний рахунок.
>>ukr<< I haven't seen Tom in three years.	Я не бачив Тома три роки.
>>ukr<< I haven't seen you in a long time.	Я тебе вже давно не бачив.
>>ukr<< I haven't seen you in a long time.	Я тебе вже давно не бачила.
>>ukr<< I haven't seen you in a long time.	Я вас вже давно не бачив.
>>ukr<< I haven't seen you in a long time.	Я вас вже давно не бачила.
>>ukr<< I haven't seen you in three years.	Я тебе не бачив три роки.
>>ukr<< I haven't signed the contract yet.	Я ще не підписав контракт.
>>ukr<< I haven't signed the contract yet.	Я ще не підписала договір.
>>ukr<< I haven't watered the flowers yet.	Я ще не полив квіти.
>>ukr<< I haven't watered the flowers yet.	Я ще не полила квіти.
>>ukr<< I haven't yet signed the contract.	Я ще не підписав контракт.
>>ukr<< I haven't yet signed the contract.	Я ще не підписала договір.
>>ukr<< I haven't yet watered the flowers.	Я ще не полив квіти.
>>ukr<< I haven't yet watered the flowers.	Я ще не полила квіти.
>>ukr<< I hear Tom isn't in Australia now.	Я чув, Том зараз не в Австралії.
>>ukr<< I hear Tom isn't in Australia now.	Я чула, Том зараз не в Австралії.
>>ukr<< I hear a dog barking in the woods.	Я чую собаку, що гавкає в лісі.
>>ukr<< I hear you're very good at French.	Я чув, ти дуже добре розмовляєш французькою.
>>ukr<< I hear you're very good at French.	Я чула, ти дуже добре розмовляєш французькою.
>>ukr<< I heard Tom singing in the shower.	Я чув, як Том співає в душі.
>>ukr<< I heard Tom singing in the shower.	Я чула, як Том співає в душі.
>>ukr<< I heard someone knock on the door.	Я чув, як хтось стукав у двері.
>>ukr<< I heard that Tom wouldn't do that.	Я чув, що Том цього не робитиме.
>>ukr<< I helped my mother in the kitchen.	Я допоміг мамі на кухні.
>>ukr<< I hope I wasn't bothering anybody.	Сподіваюся, я нікого не потурбував.
>>ukr<< I hope I wasn't bothering anybody.	Сподіваюся, я нікого не потурбувала.
>>ukr<< I hope Tom doesn't waste our time.	Сподіваюся, Том не марнуватиме нашого часу.
>>ukr<< I hope Tom is having a lot of fun.	Сподіваюся, Том чудово проводить час.
>>ukr<< I hope Tom is having a lot of fun.	Сподіваюся, Том дуже добре розважається.
>>ukr<< I hope Tom isn't still unemployed.	Сподіваюся, що Том вже не безробітний.
>>ukr<< I hope Tom passes the examination.	Сподіваюся, Том здасть іспит.
>>ukr<< I hope Tom passes the examination.	Сподіваюся, Том здасть екзамен.
>>ukr<< I hope everything is fine at home.	Сподіваюся, вдома все гаразд.
>>ukr<< I hope no one sits in front of us.	Сподіваюсь, що перед нами ніхто не сидить.
>>ukr<< I hope no one sits in front of us.	Сподіваюся, що перед нами ніхто не сяде.
>>ukr<< I hope that Tom doesn't lie to us.	Сподіваюся, Том нам не брехатиме.
>>ukr<< I hope that Tom goes to Australia.	Сподіваюся, Том поїде до Австралії.
>>ukr<< I hope that answers your question.	Сподіваюся, це і є відповідь на твоє запитання.
>>ukr<< I hope that answers your question.	Сподіваюся, це задовільна відповідь на ваше запитання.
>>ukr<< I hope that you can do that today.	Сподіваюся, ти зможеш це сьогодні зробити.
>>ukr<< I hope that you can do that today.	Сподіваюся, ви зможете це сьогодні зробити.
>>ukr<< I hope that your dreams come true.	Сподіваюся, твої мрії здійсняться.
>>ukr<< I hope we can get that fixed soon.	Сподіваюся, ми це швидко поремонтуємо.
>>ukr<< I hope we can get that fixed soon.	Сподіваюся, ми це швидко виправимо.
>>ukr<< I hope you're not wasting my time.	Сподіваюся, ти не марнуєш мій час.
>>ukr<< I hope you're not wasting my time.	Сподіваюся, ви не марнуєте мій час.
>>ukr<< I hope you're proud of yourselves.	Сподіваюся, ви собою пишаєтеся.
>>ukr<< I intend on fighting till the end.	Я маю намір боротися до кінця.
>>ukr<< I intend to stay there for a week.	Я маю намір пробути там тиждень.
>>ukr<< I just don't want Tom interfering.	Я просто не хочу, аби Том втручався.
>>ukr<< I just followed your instructions.	Я лише керувався вашими інструкціями.
>>ukr<< I just know Tom has to be stopped.	Я лише знаю, що Тома потрібно зупинити.
>>ukr<< I just want Tom to leave me alone.	Я лише хочу, щоб Том лишив мене в спокої.
>>ukr<< I just wanted to come say goodbye.	Я просто хотів прийти попрощатися.
>>ukr<< I kept a diary when I was younger.	Коли я був молодший, я вів щоденник.
>>ukr<< I kept a diary when I was younger.	Коли я була молодша, я вела щоденник.
>>ukr<< I knew I should've studied French.	Я знав, що мені слід було вчити французьку.
>>ukr<< I knew I should've studied French.	Я знала, що мені слід було вчити французьку.
>>ukr<< I knew Tom wasn't as rich as Mary.	Я знав, що Том не такий багатий, як Мері.
>>ukr<< I knew Tom wasn't as rich as Mary.	Я знала, що Том не такий багатий, як Мері.
>>ukr<< I knew Tom wouldn't pass the exam.	Я знав, що Том не здасть екзамен.
>>ukr<< I knew it wasn't a very good idea.	Я знав, що це не дуже добра ідея.
>>ukr<< I knew that Tom would wait for us.	Я знав, що Том на нас почекає.
>>ukr<< I knew that Tom would wait for us.	Я знала, що Том на нас почекає.
>>ukr<< I knew that Tom would wait for us.	Я знав, що Том на нас зачекає.
>>ukr<< I knew that Tom would wait for us.	Я знала, що Том на нас зачекає.
>>ukr<< I knew you wouldn't pass the exam.	Я знав, що ти не здаш екзамен.
>>ukr<< I knocked over a jug and broke it.	Я перекинув глечик і він розбився.
>>ukr<< I know I didn't do anything wrong.	Я знаю, що не зробив нічого поганого.
>>ukr<< I know I didn't do anything wrong.	Я знаю, що не зробила нічого поганого.
>>ukr<< I know I'm not a very good singer.	Я знаю, що я не дуже добрий співак.
>>ukr<< I know I'm not a very good singer.	Я знаю, що я не дуже добра співачка.
>>ukr<< I know Tom is a pathological liar.	Я знаю, що Том патологічний брехун.
>>ukr<< I know Tom is a religious fanatic.	Я знаю, що Том — релігійний фанатик.
>>ukr<< I know Tom said that he'd do that.	Я знаю, що Том сказав, що він це зробить.
>>ukr<< I know Tom wants to do that alone.	Я знаю, що Том хоче це зробити сам.
>>ukr<< I know Tom will help Mary do that.	Я знаю, що Том допоможе Мері це зробити.
>>ukr<< I know her well. She is my friend.	Я знаю її добре. Вона моя подруга.
>>ukr<< I know it's hard to talk about it.	Я знаю, що про це важко говорити.
>>ukr<< I know neither of the two sisters.	Я не знаю жодну з двох сестер.
>>ukr<< I know that Tom did it on purpose.	Я знаю, що Том це зробив навмисно.
>>ukr<< I know that Tom doesn't like that.	Я знаю, що Тому це не подобається.
>>ukr<< I know that Tom is a psychologist.	Я знаю, що Том психолог.
>>ukr<< I know that Tom is from Australia.	Я знаю, що Том із Австралії.
>>ukr<< I know that Tom is usually polite.	Я знаю, що Том зазвичай увічливий.
>>ukr<< I know that Tom is waiting for us.	Я знаю, що Том на нас чекає.
>>ukr<< I know that Tom knows that I know.	Я знаю, що Том знає, що я знаю.
>>ukr<< I know that Tom loves living here.	Я знаю, що Том обожнює жити тут.
>>ukr<< I know that Tom said he'd do that.	Я знаю, що Том сказав, що він це зробить.
>>ukr<< I know that Tom saved Mary's life.	Я знаю, що Том врятував Мері життя.
>>ukr<< I know that nothing lasts forever.	Я знаю, що ніщо не триває вічно.
>>ukr<< I know that you know where Tom is.	Я знаю, що ти знаєш, де Том.
>>ukr<< I know that you know where Tom is.	Я знаю, що ви знаєте, де Том.
>>ukr<< I know that you know where Tom is.	Я знаю, що тобі відомо, де знаходиться Том.
>>ukr<< I know that you know where Tom is.	Я знаю, що вам відомо, де знаходиться Том.
>>ukr<< I know what you're planning to do.	Я знаю, що ти плануєш зробити.
>>ukr<< I know what you're planning to do.	Я знаю, що ви плануєте зробити.
>>ukr<< I know what you're planning to do.	Я знаю, чим ти плануєш зайнятися.
>>ukr<< I know what you're planning to do.	Я знаю, чим ви плануєте зайнятися.
>>ukr<< I know you used to live in Boston.	Я знаю, що ти колись жив у Бостоні.
>>ukr<< I know you used to live in Boston.	Я знаю, що ти колись жила у Бостоні.
>>ukr<< I know you used to live in Boston.	Я знаю, що ви колись жили в Бостоні.
>>ukr<< I like Tom's straight-forwardness.	Мені подобається прямолінійність Тома.
>>ukr<< I like learning ancient languages.	Я люблю вивчати давні мови.
>>ukr<< I like learning ancient languages.	Я люблю вивчати стародавні мови.
>>ukr<< I like oranges better than apples.	Апельсини мені подобаються більше, ніж яблука.
>>ukr<< I like red wine better than white.	Червоне вино мені подобається більше, ніж біле.
>>ukr<< I like red wine better than white.	Я надаю перевагу червоному вину замість білого.
>>ukr<< I like red wine better than white.	Я люблю більше червоне вино, а не біле.
>>ukr<< I like red wine better than white.	Мені більше подобається червоне вино, а не біле.
>>ukr<< I like the color of your lipstick.	Мені подобається колір твоєї помади.
>>ukr<< I like the color of your lipstick.	Мені подобається колір вашої помади.
>>ukr<< I like this coat. May I try it on?	Мені подобається це пальто. Можна поміряти?
>>ukr<< I like to learn ancient languages.	Я люблю вивчати давні мови.
>>ukr<< I listen to the radio every night.	Я слухаю радіо кожного вечора.
>>ukr<< I lived in Boston for a long time.	Я довго жив у Бостоні.
>>ukr<< I lived in Boston for a long time.	Я довго жила у Бостоні.
>>ukr<< I lived in Boston for three years.	Я прожив у Бостоні три роки.
>>ukr<< I lived in Boston for three years.	Я жила у Бостоні три роки.
>>ukr<< I look forward to your next visit.	З нетерпінням чекаю твоїх наступних відвідин.
>>ukr<< I love listening to you guys sing.	Я дуже люблю слухати, як ви співаєте.
>>ukr<< I love my grandfather's anecdotes.	Я ціную анекдоти мого дідуся.
>>ukr<< I may never be able to walk again.	Можливо, я ніколи більше не зможу ходити.
>>ukr<< I missed the train by two minutes.	Я запізнився на потяг на три хвилини.
>>ukr<< I missed the train by two minutes.	Я запізнилася на потяг на три хвилини.
>>ukr<< I missed the train by two minutes.	Я запізнився на поїзд на три хвилини.
>>ukr<< I missed the train by two minutes.	Я запізнилая на поїзд на три хвилини.
>>ukr<< I must admit that it was my fault.	Посипаю голову попелом, це була моя провина.
>>ukr<< I must admit that it was my fault.	Я маю визнати, що це була моя провина.
>>ukr<< I must remind you of your promise.	Я мушу нагадати тобі про твою обіцянку.
>>ukr<< I must remind you of your promise.	Я повинен нагадати тобі про твою обіцянку.
>>ukr<< I must've parked my car elsewhere.	Я, мабуть, припаркувався деінде.
>>ukr<< I must've parked my car elsewhere.	Я, мабуть, припаркувалася деінде.
>>ukr<< I need some help with my homework.	Мені потрібна допомога з моєю домашньою роботою.
>>ukr<< I need someone to help me do this.	Мені потрібно, щоб хтось допоміг мені це зробити.
>>ukr<< I need someone to help me do this.	Мені потрібно, щоб хто-небудь допоміг мені це зробити.
>>ukr<< I need to ask you a few questions.	Мені потрібно поставити тобі кілька запитань.
>>ukr<< I need to ask you a few questions.	Мені потрібно поставити вам кілька запитань.
>>ukr<< I need to do something else first.	Мені спочатку потрібно зробити дещо інше.
>>ukr<< I need to spend more time at work.	Мені потрібно проводити більше часу на роботі.
>>ukr<< I need to stop thinking about Tom.	Мені потрібно припинити думати про Тома.
>>ukr<< I need to take an exam in January.	Мені треба здавати екзамен у січні.
>>ukr<< I need to take an exam in January.	Мені треба здавати іспит у січні.
>>ukr<< I need to take some stuff with me.	Мені потрібно взяти з собою деякі речі.
>>ukr<< I never got the chance to do that.	У мене ніколи не було можливості це зробити.
>>ukr<< I never thought I'd do that again.	Я ніколи не думав, що я це знову це зроблю.
>>ukr<< I no longer have anything to lose.	Мені більше немає чого втрачати.
>>ukr<< I only did what you told me to do.	Я лише зробив те, що ти сказав мені зробити.
>>ukr<< I only did what you told me to do.	Я лише зробила те, що ви сказали мені зробити.
>>ukr<< I only look like Tom. I'm not Tom.	Я лише схожий на Тома. Я не Том.
>>ukr<< I only look like Tom. I'm not Tom.	Я лише схожа на Тома. Я не Том.
>>ukr<< I paid five dollars for this book.	Я заплатив п'ять доларів за цю книгу.
>>ukr<< I persuaded him that he was wrong.	Я переконав його, що він був неправий.
>>ukr<< I planted some potatoes this week.	Цього тижня я саджав картоплю.
>>ukr<< I planted some potatoes this week.	Цього тижня я саджала картоплю.
>>ukr<< I played chess with Tom yesterday.	Я вчора грав із Томом у шахи.
>>ukr<< I played chess with Tom yesterday.	Я вчора грала з Томом у шахи.
>>ukr<< I probably won't watch TV tonight.	Я, мабуть, не буду дивитися сьогодні ввечері телевізор.
>>ukr<< I probably won't watch TV tonight.	Я, мабуть, не дивитимуся ввечері телевізор.
>>ukr<< I promised Tom I wouldn't do that.	Я пообіцяв Тому не робити цього.
>>ukr<< I promised Tom that we'd help him.	Я пообіцяв Тому, що ми йому допоможемо.
>>ukr<< I promised Tom that we'd help him.	Я пообіцяла Тому, що ми йому допоможемо.
>>ukr<< I promised never to be late again.	Я пообіцяв ніколи більше не запізнюватися.
>>ukr<< I promised never to be late again.	Я пообіцяла ніколи більше не запізнюватися.
>>ukr<< I promised never to do that again.	Я пообіцяв ніколи більше цього не робити.
>>ukr<< I promised never to do that again.	Я пообіцяла ніколи більше цього не робити.
>>ukr<< I promised to never be late again.	Я пообіцяв ніколи більше не запізнюватися.
>>ukr<< I promised to never be late again.	Я пообіцяла ніколи більше не запізнюватися.
>>ukr<< I reached the village before dark.	Я приїхав у село до того, як потемніло.
>>ukr<< I read about him in the newspaper.	Я прочитав про нього в газеті.
>>ukr<< I read about him in the newspaper.	Я прочитала про нього в газеті.
>>ukr<< I realize I don't have to do that.	Я усвідомлюю, що не мушу цього робити.
>>ukr<< I realize I don't have to do that.	Я розумію, що не зобов'язана цього робити.
>>ukr<< I really like the way you do this.	Мені дуже подобається, як ти це робиш.
>>ukr<< I regret having done such a thing.	Я жалію, що таке вчинив.
>>ukr<< I regret having done such a thing.	Я шкодую, що таке зробив.
>>ukr<< I remember Tom talking about that.	Я пам'ятаю, що Том про це говорив.
>>ukr<< I said it wasn't a very good idea.	Я сказав, що це не дуже добра ідея.
>>ukr<< I sat down on a bench next to Tom.	Я сів на лавку поруч із Томом.
>>ukr<< I sat down on a bench next to Tom.	Я сіла на лавку поруч із Томом.
>>ukr<< I sat next to a woman from Boston.	Я сидів поруч із жінкою з Бостона.
>>ukr<< I sat next to a woman from Boston.	Я сиділа поруч із жінкою з Бостона.
>>ukr<< I sat next to a woman from Boston.	Я сів поруч із жінкою з Бостона.
>>ukr<< I sat next to a woman from Boston.	Я сіла поруч із жінкою з Бостона.
>>ukr<< I saw Tom getting into Mary's car.	Я бачив, як Том сідає до машини Мері.
>>ukr<< I saw a boy knocked down by a car.	Я побачив хлопчика, якого збила машина.
>>ukr<< I saw a boy knocked down by a car.	Я бачила хлопчика, якого збила машина.
>>ukr<< I saw a dog swim across the river.	Я бачив, як собака переплив річку.
>>ukr<< I saw a dog swim across the river.	Я бачила, як річку перепливала собака.
>>ukr<< I saw a wolf, a fox, and a rabbit.	Я бачила вовка, лисицю і кроля.
>>ukr<< I saw a wolf, a fox, and a rabbit.	Я побачила вовка, лисицю і кроля.
>>ukr<< I should've done that last summer.	Мені слід було зробити це минулого літа.
>>ukr<< I should've put on some sunscreen.	Мені треба було намазатися сонцезахисним кремом.
>>ukr<< I should've read the instructions.	Мені слід було прочитати інструкцію.
>>ukr<< I shouldn't have drunk that water.	Мені не треба було пити тієї води.
>>ukr<< I sometimes see him on the street.	Я іноді бачу його на вулиці.
>>ukr<< I spend my free time with my kids.	Я проводжу вільний час із дітьми.
>>ukr<< I spend my free time with my kids.	Я проводжу вільний час зі своїми дітьми.
>>ukr<< I spent the whole day in the park.	Я провів цілий день в парку.
>>ukr<< I spent the whole day in the park.	Я провела цілий день в парку.
>>ukr<< I spent twelve hours on the train.	Я провів у потязі дванадцять годин.
>>ukr<< I spent twelve hours on the train.	Я дванадцять годин провів у потязі.
>>ukr<< I spent twelve hours on the train.	Я дванадцять годин провела у потязі.
>>ukr<< I spent twelve hours on the train.	Я провела у потязі дванадцять годин.
>>ukr<< I spilled my coffee on the carpet.	Я пролив каву на килим.
>>ukr<< I stayed at Tom's house in Boston.	Я зупинився в будинку Тома в Бостоні.
>>ukr<< I still can't believe that we won.	Я й досі не можу повірити, що він переміг.
>>ukr<< I still can't believe that we won.	Я й досі не можу повірити, що він виграв.
>>ukr<< I still do that as often as I can.	Я все ще роблю це так часто, як можу.
>>ukr<< I still do that from time to time.	Я все ще роблю це час від часу.
>>ukr<< I still haven't apologized to Tom.	Я так і не вибачився перед Томом.
>>ukr<< I still haven't apologized to Tom.	Я так і не вибачилася перед Томом.
>>ukr<< I still haven't learned the rules.	Я все ще не вивчив правила.
>>ukr<< I still would like Tom to help me.	Я би все ще хотів, щоб Том мені допоміг.
>>ukr<< I stopped paying attention to Tom.	Я припинив звертати на Тома увагу.
>>ukr<< I stopped paying attention to Tom.	Я припинила звертати на Тома увагу.
>>ukr<< I study about two hours every day.	Я навчаюся приблизно по дві години щодня.
>>ukr<< I succeeded because of his advice.	Я досяг успіху завдяки його пораді.
>>ukr<< I suggest changing the word order.	Пропоную змінити порядок слів.
>>ukr<< I support you one hundred percent.	Я тебе підтримую на сто відсотків.
>>ukr<< I suspect Tom and Mary are asleep.	Підозрюю, що Том та Мері сплять.
>>ukr<< I suspect Tom and Mary are scared.	Я підозрюю, що Том із Мері налякані.
>>ukr<< I suspect Tom and Mary are scared.	Я підозрюю, що Тому та Мері страшно.
>>ukr<< I suspect Tom is in Australia now.	Підозрюю, Том зараз у Австралії.
>>ukr<< I suspect Tom is right about that.	Підозрюю, Том правий щодо цього.
