>>nob<< Run!	Løp!
>>nob<< Tom's living room was tastefully furnished.	Toms stue var smakefullt innredet.
>>nob<< We have an obesity problem in this country.	Vi har et problem med overvektige i dette landet.
>>nob<< We've already told Tom what he needs to do.	Vi har allerede fortalt Tom hva han må gjøre.
>>nob<< What time does school start in the morning?	Når om morgenen starter skolen?
>>nob<< What was it that you wanted me to tell Tom?	Hva var det du ville at jeg skulle fortelle Tom?
>>nob<< Why don't you go grab us a couple of beers?	Kan ikke du gå og hente et par øl til oss?
>>nob<< Without the map, he would have gotten lost.	Uten det kartet, ville han nok ha gått seg vill.
>>nob<< You are responsible for what you have done.	Du er ansvarlig for det du har gjort.
>>nob<< You really do hate your ex-wife, don't you?	Du hater virkelig ekskona di, gjør du ikke?
>>nob<< You should be careful when you drive a car.	Du burde være forsiktig når du kjører bil.
>>nob<< A bird in the hand is worth two in the bush.	En fugl i hånden er bedre enn ti på taket.
>>nob<< All three of my sons were born in Australia.	Alle tre sønnene mine ble født i Australia.
>>nob<< Bergen is the second largest city in Norway.	Bergen er Norges nest største by.
>>nob<< Both Tom and Mary checked their own watches.	Både Tom og Mary sjekket sine egne klokker.
>>nob<< Do you have any idea who's in the next room?	Har du peiling på hvem som er i naborommet?
>>nob<< Do you have any idea who's in the next room?	Har du en anelse om hvem som er i naborommet?
>>nob<< Few people live to be one hundred years old.	Få mennesker lever til de er hundre.
>>nob<< Fish is an important food source for people.	Fisk er en viktig matkilde for folk.
>>nob<< He looked at the ship through his telescope.	Han så på skipet gjennom teleskopet sitt.
>>nob<< He worked so hard that he ruined his health.	Han jobbet så hardt at han ødela helsen sin.
>>nob<< Help me pick out a tie to go with this suit.	Hjelp meg å velge et slips som passer til denne dressen.
>>nob<< How long does it take to get to the stadium?	Hvor lang tid tar det å komme seg til stadionet?
>>nob<< I can't find anything wrong with his theory.	Jeg kan ikke finne noen feil med teorien hans.
>>nob<< I feel as if I've woken up from a nightmare.	Det føles som om jeg har våknet fra et mareritt.
>>nob<< I have a Canadian friend who is a carpenter.	Jeg har en kanadisk venn som er snekker.
>>nob<< I have plenty of time, but not enough money.	Jeg har mer enn nok tid, men ikke nok penger.
>>nob<< I just want to be your friend, nothing more.	Jeg vil bare være din venn, intet mer.
>>nob<< I live near her house, but I seldom see her.	Jeg bor i nærheten av huset hennes, men jeg ser henne sjelden.
>>nob<< I used to dream about becoming an astronaut.	Jeg pleide å drømme om å bli en astronaut.
>>nob<< I wish I had gone to the theater last night.	Jeg skulle ønske jeg hadde dratt til teateret i går kveld.
>>nob<< I'm afraid that there isn't any coffee left.	Dessverre er det ikke mer kaffe igjen.
>>nob<< I'm going to work out the problem by myself.	Jeg kommer til å løse problemet selv.
>>nob<< I've lost my umbrella. I must buy a new one.	Jeg har mistet paraplyen min. Jeg blir nødt til å kjøpe en ny.
>>nob<< If only the doctor had come a little sooner.	Om bare legen hadde kommet litt fortere.
>>nob<< Let me see what's going on in the next room.	La meg sjekke ut hva det er som skjer i naborommet.
>>nob<< My ancestors hoped to find political asylum.	Forfedrene mine håpet på å finne et politisk asyl.
>>nob<< My dog follows me whenever I leave the room.	Hunden min følger alltid etter meg når jeg går ut av rommet.
>>nob<< My grandfather was a soldier during the war.	Bestefaren min var soldat under krigen.
>>nob<< Please wake me up at seven tomorrow morning.	Vekk meg klokken syv i morgen, er du snill.
>>nob<< She earns a living by selling her paintings.	Hun tjener til livets opphold ved å selge maleriene sine.
>>nob<< She likes reading better than anything else.	Hun liker å lese, mer enn noe annet.
>>nob<< She promised to meet him at the coffee shop.	Hun lovet å møte ham i kaffebaren.
>>nob<< Take the one you like best, whichever it is.	Ta den du liker best, samme hvilken det er.
>>nob<< The animal struggled to get out of the cage.	Dyret kjempet for å komme seg ut av buret.
>>nob<< The bride was wearing a white wedding dress.	Bruden hadde på seg en hvit brudekjole.
>>nob<< The police arrested the suspect in the case.	Politiet arresterte den mistenkte i saken.
>>nob<< The school year begins on the 10th of April.	Skoleåret begynner den 10. april.
>>nob<< The teacher skipped the exercise on page 21.	Lærerern hoppet over oppgaven på side 21.
>>nob<< This TV program is really quite interesting.	Dette tv-programmet er faktisk ganske interessant.
>>nob<< Tom arrived at the station at three o'clock.	Tom ankom togstasjonen klokken 3.
>>nob<< Tom didn't think that Mary knew how to swim.	Tom trodde ikke Maria kunne svømme.
>>nob<< Tom is going to stay for another three days.	Tom kommer til å bli tre dager til.
>>nob<< Tom knew instantly that something was wrong.	Tom visste med en gang at noe var galt.
>>nob<< Tom likes to watch other people play tennis.	Tom liker å se på at andre spiller tennis.
>>nob<< Tom only knows how to speak a little French.	Tom kan bare snakke litt fransk.
>>nob<< Tom pretended that he knew nothing about it.	Tom lot som han ikke visste noe om det.
>>nob<< Tom said it could take a few hours to do it.	Tom sa at det kan ta noen timer å gjøre det.
>>nob<< Tom said that he got these tickets for free.	Tom sa han fikk disse billettene gratis.
>>nob<< Tom wanted to know when Mary would get home.	Tom ville vite når Mary skulle komme hjem.
>>nob<< Tom went fishing, but didn't catch anything.	Tom drog for å fiske, men han fikk ingenting.
>>nob<< We have a lot more beer in the refrigerator.	Vi har mye mer øl i kjøleskapet.
>>nob<< We have an incredible North Atlantic salmon.	Vi har en fantastisk Nordatlantisk laks.
>>nob<< We went without him because he wasn't ready.	Vi gikk uten ham fordi han ikke var klar.
>>nob<< We were late as a result of the traffic jam.	Vi kom for sent på grunn av trafikkorken.
>>nob<< Were all the members present at the meeting?	Var alle medlemmene til stede på møtet?
>>nob<< You don't think Tom will call again, do you?	Du tror ikke at Tom vil ringe igjen, gjør du?
>>nob<< You must have me confused with someone else.	Du må ha forvekslet meg med noen andre.
>>nob<< You shouldn't eat just before you go to bed.	Du bør ikke spise rett før du legger deg.
>>nob<< You shouldn't judge others on how they look.	Man burde ikke dømme andre basert på utseendet deres.
>>nob<< You'll be able to drive a car in a few days.	Du vil kunne kjøre bil etter noen dager.
>>nob<< You're a lot more beautiful than I remember.	Du er mye vakrere enn jeg husker.
>>nob<< Your wish will come true in the near future.	Ønsket ditt vil gå i oppfyllelse i nær framtid.
>>nob<< A sentence normally has a subject and a verb.	En setning har vanligvis et subjekt og et verb.
>>nob<< After several delays, the plane finally left.	Etter flere forsinkelser, drog flyet endelig.
>>nob<< Are you sure that you can find your way home?	Er du sikker på du finner veien hjem?
>>nob<< Because of the snow, I couldn't see anything.	På grunn av snøen, så jeg ingenting.
>>nob<< Do you walk to school or do you take the bus?	Går du til skolen eller tar du bussen?
>>nob<< Don't throw it away just because it's broken.	Ikke kast det bare fordi det er ødelagt.
>>nob<< Don't walk so fast. I can't keep up with you.	Ikke gå så fort. Jeg greier ikke å holde følge med deg.
>>nob<< Fish'n'chips is the most famous English food.	"FIsh'n'chips" er den mest kjente engelske matretten.
>>nob<< Germany shares a border with the Netherlands.	Tyskland grenser til Nederland.
>>nob<< Have you ever seen a spider spinning its web?	Har du noen ganger sett en edderkopp spinne spindelvev?
>>nob<< He was robbed when coming home late at night.	Han ble ranet idet han kom hjem sent om natta.
>>nob<< How long do you plan to stay in this country?	Hvor lenge har du tenkt å bli i dette landet?
>>nob<< How many audiobooks do you have on your iPod?	Hvor mange lydbøker har du på iPod-en din?
>>nob<< I already told you not to smoke in your room.	Jeg trodde jeg ba deg ikke røyke på rommet ditt.
>>nob<< I assume you must be a close friend of Tom's.	Jeg antar du må være en nær venn av Tom.
>>nob<< I assumed that Tom was working with you guys.	Jeg antok Tom jobbet sammen med dere.
>>nob<< I can't keep up with you if you walk so fast.	Jeg greier ikke å holde følge med deg hvis du går så fort.
>>nob<< I didn't know when to switch the machine off.	Jeg visste ikke når jeg skulle slå av maskinen.
>>nob<< I didn't realize the difference between them.	Jeg innså ikke forskjellen mellom dem.
>>nob<< I don't know if he will visit us next Sunday.	Jeg vet ikke om han vil besøke oss neste søndag.
>>nob<< I don't want to live in Australia any longer.	Jeg vil ikke bo i Australia lenger.
>>nob<< I still don't know if we'll go to the museum.	Jeg vet ikke enda om vi kommer til å dra til muséet.
>>nob<< I thought that Tom was rich, but I was wrong.	Jeg trodde at Tom var rik, men jeg tok feil.
>>nob<< I wonder whether Tom will tell me to do that.	Jeg lurer på om Tom kommer til å si at jeg må gjøre det.
>>nob<< I'll always love you, no matter what happens.	Jeg vil alltid elske deg, uansett hva som skjer.
>>nob<< I'll do my best not to disturb your studying.	Jeg skal gjøre mitt beste for ikke å forstyrre deg når du studerer.
>>nob<< Is it convenient for you if I come at 6 p.m.?	Passer det for deg hvis jeg kommer klokken seks om ettermiddagen?
>>nob<< It doesn't sound to me like you want to talk.	Det høres ikke ut som du har lyst til å snakke.
>>nob<< It is still unclear what caused the accident.	Ulykkesårsaken er ennå ikke klar.
>>nob<< It was so cold that I stayed at home all day.	Det var så kaldt at jeg ble hjemme hele dagen.
>>nob<< Japanese has something in common with Korean.	Japansk har noe til felles med koreansk.
>>nob<< Many tourists come to this island every year.	Mange turister kommer til denne øyen hvert år.
>>nob<< My brother is not satisfied with his new car.	Broren min er ikke fornøyd med den nye bilen sin.
>>nob<< My mother bought two bottles of orange juice.	Min mor kjøpte to flasker appelsinjuice.
>>nob<< My mother bought two bottles of orange juice.	Min mor kjøpte to flasker med appelsinjuice.
>>nob<< She made a promise to write to me every week.	Hun lovte å skrive til meg hver uke.
>>nob<< Something is wrong with this washing machine.	Noe er galt med denne vaskemaskinen.
>>nob<< Take your umbrella with you in case it rains.	Ta med paraply i tilfelle det blir regn.
>>nob<< That doesn't mean that the danger has passed.	Det betyr ikke at faren har passert.
>>nob<< The bank opens at 9 a.m. and closes at 3 p.m.	Banken åpner klokken 9 og stenger klokken 15.
>>nob<< The gardener didn't let us walk on the grass.	Gartneren lot oss ikke gå på gresset.
>>nob<< The last time I saw him, he was very healthy.	Sist jeg så ham var han svært sunn.
>>nob<< The only book Tom has ever read is the Bible.	Den eneste boka Tom noen gang har lest er Bibelen.
>>nob<< There are a lot of places to see around here.	Det er mange steder å se her i området.
>>nob<< They are having breakfast at eight this week.	De spiser frokost klokken åtte denne uken.
>>nob<< Tom got a parking ticket yesterday afternoon.	Tom fikk en parkeringsbot i går ettermiddag.
>>nob<< Tom has really changed a lot since last year.	Tom har virkelig endret seg mye siden i fjor.
>>nob<< Tom is already here, but Mary isn't here yet.	Tom er allerede her, men Mary er ikke kommet ennå.
>>nob<< Tom is obviously glad that that has happened.	Tom er åpenbart glad for at det har skjedd.
>>nob<< Tom probably didn't really mean what he said.	Tom mente mente sikkert ikke det han sa.
>>nob<< Tom said that he doesn't know how to do that.	Tom sa at han ikke vet hvordan man gjør det.
>>nob<< Tom takes a bath at least three times a week.	Tom tar et bad minst tre ganger i uken.
>>nob<< Tom will probably know what needs to be done.	Tom vet nok hva som må gjøres.
>>nob<< Turn off the television. I can't concentrate.	Slå av TV. Jeg klarer ikke konsentrere meg.
>>nob<< Usually I don't buy anything on the Internet.	Vanligvis kjøper jeg ikke noe på internett.
>>nob<< Who do you think the author of this novel is?	Hvem tror du romanens forfatter er?
>>nob<< Why did you think that Tom liked heavy metal?	Hvorfor trodde du at Tom likte heavy metal?
>>nob<< Would you be so kind as to turn the light on?	Kunne du være så snill og slå på lyset?
>>nob<< You'd better hurry, otherwise you'll be late.	Du bør skynde deg, ellers kommer du for sent.
>>nob<< "Jump across the ditch." "I will if you will."	"Hopp over grøfta." "Jeg gjør det hvis du gjør det."
>>nob<< A lot of English words are derived from Latin.	Mange engelske ord stammer fra latin.
>>nob<< Do you remember what the attacker looked like?	Husker du hvordan angriperen så ut?
>>nob<< Don't say anything to Tom about what happened.	Ikke si noe til Tom om hva som skjedde.
>>nob<< Every time I see Tom, he's wearing sunglasses.	Hver gang jeg ser Tom, har han på seg solbriller.
>>nob<< Five thousand dollars is a large sum of money.	Fem tusen dollar er mye penger.
>>nob<< He didn't like to sing but they made him sing.	Han likte ikke å synge, men de tvang ham til å synge.
>>nob<< He is always complaining about his low salary.	Han klager bestandig om sin lave lønn.
>>nob<< He listened to the music with his eyes closed.	Han hørte på musikken med øynene lukket.
>>nob<< He never fails to give her a birthday present.	Han gir henne alltid en gave på fødselsdagen.
>>nob<< I always eat something before going to school.	Jeg spiser alltid noe før jeg drar til skolen.
>>nob<< I can't figure out the answer to this problem.	Jeg klarer ikke å finne ut hvordan jeg løser dette problemet.
>>nob<< I don't think we should go there by ourselves.	Jeg tror ikke vi burde dra dit alene.
>>nob<< I have a feeling you'll be a very good lawyer.	Jeg har på følelsen av at du vil bli en veldig god advokat.
>>nob<< I have some powerful friends who can help you.	Jeg har noen mektige venner som kan hjelpe deg.
>>nob<< I sometimes suffer from pain in my lower back.	Jeg sliter noen ganger med smerte i korsryggen.
>>nob<< I think the love of money is common to us all.	Jeg tror det å elske penger, er noe vi alle har til felles.
>>nob<< I was asked to show my passport at the border.	På grensen ble jeg bedt om å vise pass.
>>nob<< I was worried you wouldn't be able to do that.	Jeg var bekymret for at du ikke ville klare det.
>>nob<< I'll always remember the first time I saw Tom.	Jeg vil alltid huske første gang jeg så Tom.
>>nob<< I'm sorry, but I don't understand French well.	Beklager, men jeg forstår ikke fransk så godt.
>>nob<< I've been trying to reach Tom since yesterday.	Jeg har forsøkt å nå Tom siden i går.
>>nob<< Imagination affects every aspect of our lives.	Fantasien påvirker alle sider av livene våre.
>>nob<< It's going to be hard to convince Tom to sing.	Det kommer til å bli vanskelig å overtale Tom til å synge.
>>nob<< She takes great pride in her stamp collection.	Hun er veldig stolt over frimerkesamlingen sin.
>>nob<< The drug smuggler was arrested at the airport.	Dopsmugleren ble arrestert på flyplassen.
>>nob<< The exhibition will be open for another month.	Utstillingen vil være åpen i en måned til.
>>nob<< The police treated Tom like a common criminal.	Politiet behandlet Tom som om han var en alminnelig kriminell.
>>nob<< There are lots of things I want to talk about.	Det er mange ting jeg vil snakke om.
>>nob<< There are lots of things I want to talk about.	Det er mange ting jeg har lyst til å snakke om.
>>nob<< There aren't many students who can read Latin.	Det er ikke mange studenter som kan lese latin.
>>nob<< There were few students left in the classroom.	Det var få elever igjen i klasserommet.
>>nob<< They say that the movie is an interesting one.	De sier at filmen er en interessant en.
>>nob<< This is a secret, so please don't tell anyone.	Dette er en hemmelighet, så vær så snill ikke si det til noen.
>>nob<< This is the best method to solve that problem.	Dette er den beste måten å løse problemet på.
>>nob<< Three-fourths of the earth's surface is water.	Tre fjerdedeler av jordens overflate er vann.
>>nob<< Tom and I've known each other for a long time.	Tom og jeg har kjent hverandre lenge.
>>nob<< Tom bought that car because his wife liked it.	Tom kjøpte den bilen fordi kona hans likte den.
>>nob<< Tom had only himself to blame for the failure.	Tom hadde kun seg selv å klandre for nederlaget.
>>nob<< Tom has already given Mary what she asked for.	Tom har allerede gitt Maria det hun spurte etter.
>>nob<< Tom hasn't yet told us what he wants us to do.	Tom har ikke fortalt oss hva han vil at vi skal gjøre enda.
>>nob<< Tom must be very happy after winning the race.	Tom må være veldig glad etter å ha vunnet løpet.
>>nob<< Tom seemed surprised when I told him about it.	Tom så overrasket ut når jeg fortalte ham om det.
>>nob<< Tom was the only one on his boat when it sank.	Tom var den eneste på båten hans da den sank.
>>nob<< Tom will be arriving here soon from Australia.	Tom kommer snart hit fra Australia.
>>nob<< Tom won't admit that he's done anything wrong.	Tom vil ikke innrømme at han har gjort noe galt.
>>nob<< Tom's eyesight isn't as good as it used to be.	Tom hadde bedre syn før i tiden.
>>nob<< Tom's house is on the other side of the river.	Huset til Tom er på den andre siden av elven.
>>nob<< When I got home, I found I had lost my wallet.	Da jeg kom hjem, oppdaget jeg at jeg hadde mistet lommeboken min.
>>nob<< Would it be OK if I took a vacation next week?	Ville det vært greit om jeg tok ferie neste uke?
>>nob<< You and I make about the same amount of money.	Du og jeg tjener omtrent likt.
>>nob<< You have to do it, whether you like it or not.	Du må gjøre det, enten du vil eller ikke.
>>nob<< You must be starving now after your long walk.	Du må være sulten etter å ha gått så langt.
>>nob<< All you have to do is to hand this book to him.	Du trenger kun gi denne boken til han.
>>nob<< Couldn't you have told me about that yesterday?	Kunne du ikke ha fortalt meg om det i går?
>>nob<< Did you go anywhere during the summer vacation?	Reiste du noe sted i sommerferien?
>>nob<< He was living in London when the war broke out.	Han bodde i London da krigen brøt ut.
>>nob<< He's made up his mind and refuses to change it.	Han har bestemt seg og nekter å endre mening.
>>nob<< He's made up his mind and refuses to change it.	Han har gjort opp sin mening og nekter å endre den.
>>nob<< How can you tell good English from bad English?	Hvordan kan en se forskjell på god og dårlig engelsk?
>>nob<< How long would you say they've been there, Tom?	Hvor lenge antar du at de har vært der, Tom?
>>nob<< I am almost 40 years old and I am still single.	Jeg er nesten 40 år gammel og jeg er fortsatt singel.
>>nob<< I am not used to drinking coffee without sugar.	Jeg er ikke vant til å drikke kaffe uten sukker.
>>nob<< I can't tell you exactly how long it will take.	Jeg kan ikke si nøyaktig hvor lang tid det vil ta.
>>nob<< I need to talk to you about something personal.	Jeg må snakke med deg om noe personelig.
>>nob<< I shouldn't have to do all this work by myself.	Jeg burde ikke måtte gjøre alt dette arbeidet alene.
>>nob<< I tore up all the letters that you wrote to me.	Jeg rev i stykker alle brevene du skrev meg.
>>nob<< I wish I had a little more time to finish this.	Jeg skulle ønske jeg hadde litt mer tid til å bli ferdig med dette.
>>nob<< I wish you hadn't told that story to my mother.	Jeg skulle ønske at du ikke hadde fortalt den historien til moren min.
>>nob<< I wish you would shut the door when you go out.	Jeg skulle ønske at du kunne lukke døra når du går ut.
>>nob<< I'll clean up the house before my parents come.	Jeg vil rydde opp huset før foreldrene mine kommer.
>>nob<< I'm planning to travel to Europe with a friend.	Jeg planlegger å reise til Europa med en venn.
>>nob<< I'm sorry, but I don't understand English well.	Beklager, jeg forstår nesten ikke engelsk.
>>nob<< If Tom shows up, it's going to ruin Mary's day.	Hvis Tom kommer, vil det ødelegge dagen til Mary.
>>nob<< In a democracy, all citizens have equal rights.	I et demokrati har alle innbyggere like rettigheter.
>>nob<< Is this ladder strong enough to bear my weight?	Er denne stigen solid nok til å bære meg?
>>nob<< It doesn't matter who says that, it's not true.	Det er ikke sant, uansett hvem som sier det.
>>nob<< It rained after it had been dry for many weeks.	Det regnet etter at det hadde vært tørt i flere uker.
>>nob<< It was the best thing that ever happened to me.	Det var det beste som noen gang har skjedd meg.
>>nob<< It's easy to lose your footing on loose gravel.	Det er lett å miste fotfeste på løs grus.
>>nob<< It's not easy writing a love letter in English.	Det er ikke lett å skrive et kjærlighetsbrev på engelsk.
>>nob<< John and Mary have known each other since 1976.	John og Mary har kjent hverandre siden 1976.
>>nob<< Nineteen states voted in the elections of 1816.	Nitten stater stemte i valgene i 1816.
>>nob<< One million people lost their lives in the war.	En million mennesker mistet livet i krigen.
>>nob<< Some guy named Tom said he was looking for you.	En fyr kalt Tom sa at han så etter deg.
>>nob<< Take some bottles of water to the meeting room.	Ta med noen flasker vann til møterommet.
>>nob<< The man reading a paper over there is my uncle.	Mannen som leser avisen der borte er min onkel.
>>nob<< The newspaper hasn't published our article yet.	Avisa har ikke publisert artikkelen vår enda.
>>nob<< The very thought of snakes makes her turn pale.	Bare tanken på slanger gjør henne blek.
>>nob<< There are a lot of French books in the library.	Det er mange franske bøker på biblioteket.
>>nob<< There are lots of things for us to think about.	Det er mange ting vi må tenke på.
>>nob<< There aren't that many synagogues in this city.	Det er ikke mange synagoger i denne byen.
>>nob<< There is more than enough room for another car.	Det er mer enn nok plass til en bil til.
>>nob<< They were stuck in the elevator for four hours.	De satt fast i heisen i fire timer.
>>nob<< This cola has gone flat and doesn't taste good.	Denne colaen smaker ikke godt. Den har mistet kullsyren.
>>nob<< Tom Jackson is an extremely dangerous criminal.	Tom Jackson er en ekstremt farlig kriminell.
>>nob<< Tom asked Mary where she usually went shopping.	Tom spurte Mary hvor hun vanligvis handlet.
>>nob<< Tom became anorexic when he was in high school.	Tom ble anoreksisk mens han gikk på videregående.
>>nob<< Tom has to do that, whether he wants to or not.	Tom må gjøre det, enten han vil eller ikke.
>>nob<< Tom hasn't yet told us what he wants us to buy.	Tom har ikke fortalt oss hva han vil at vi skal kjøpe enda.
>>nob<< Tom isn't really going to eat that frog, is he?	Tom skal vel ikke spise den frosken?
>>nob<< Tom realized that Mary wasn't paying attention.	Tom innså at Mary ikke fulgte med.
>>nob<< Tom went to school to learn how to tune pianos.	Tom drog til en skole for å lære hvordan å stemme pianoer.
>>nob<< Tom will be absent today because he has a cold.	Tom blir borte i dag på grunn av forkjølelse.
>>nob<< Tom worked all day and was completely worn out.	Tom jobbet hele dagen og var helt utslitt.
>>nob<< We suspected our cashier of stealing the funds.	Vi mistenkte at kassereren hadde stjålet pengene.
>>nob<< We've got to finish this before we can go home.	Vi må gjøre dette ferdig før vi kan gå hjem.
>>nob<< We've known about this problem for a long time.	Vi har visst om dette problemet lenge.
>>nob<< Where is the most beautiful place in the world?	Hvor er det vakreste stedet i verden?
>>nob<< Which do you like better, physics or chemistry?	Hva liker du best, fysikk eller kjemi?
>>nob<< Without the ozone layer, we would be in danger.	Uten osonlaget ville vi vært i fare.
>>nob<< You can't kill yourself by holding your breath.	Du kan ikke drepe deg selv ved å holde pusten din.
>>nob<< You need good equipment to climb that mountain.	Du trenger godt utstyr for å bestige det fjellet.
>>nob<< A guide conducted the visitors round the museum.	En guide ledet de besøkende rundt i muséet.
>>nob<< Among other things, we talked about the weather.	Vi snakket blant annet om været.
>>nob<< An old man was resting in the shade of the tree.	En gammel mann hvilte seg i skyggen av treet.
>>nob<< Because of the flood, it was a bad rice-harvest.	På grunn av oversvømmelsen ble det en dårlig rishøst.
>>nob<< Could you recommend a nice restaurant near here?	Kunne du anbefale en fin restaurant i nærheten?
>>nob<< Grandmother's ashes are in an urn at the temple.	Bestemors aske er i en urne i tempelet.
>>nob<< He barely escaped being hit and killed by a car.	Han unnslapp så vidt å bli påkjørt og drept av en bil.
>>nob<< He didn't get in until 2 o'clock in the morning.	Han kom ikke inn før klokka to om natta.
>>nob<< He hasn't come yet. He must have missed the bus.	Han har ikke kommet enda. Han må ha mistet bussen.
>>nob<< I can no more predict the future than I can fly.	Jeg kan ikke forutse fremtiden, like lite som jeg kan fly.
>>nob<< I got drunk last night and did something stupid.	Jeg ble full i går kveld og gjorde noe dumt.
>>nob<< I know better than to borrow money from friends.	Jeg vet bedre enn å låne penger fra venner.
>>nob<< I think it's unlikely that Tom will get elected.	Jeg tror det er usannsynlig at Tom blir valgt.
>>nob<< I think there's something you're not telling me.	Jeg tror det er noe du ikke forteller meg.
>>nob<< I think this medicine will do you a lot of good.	Jeg tror denne medisinen vil hjelpe deg mye.
>>nob<< I want to know why Tom and Mary don't get along.	Jeg vil vite hvorfor Tom og Mary ikke kommer overens.
>>nob<< I was searching for something that didn't exist.	Jeg lette etter noe som ikke fantes.
>>nob<< I wish I could figure out how to make this work.	Jeg skulle ønske jeg kunne finne ut hvordan man får dette til å virke.
>>nob<< I wish I could tell you the reason, but I can't.	Jeg skulle ønske jeg kunne si deg hvorfor, men jeg kan ikke.
>>nob<< I'd rather starve to death than steal something.	Jeg sulter heller ihjel enn å stjele.
>>nob<< I'm sorry. I wish I could take back what I said.	Unnskyld. Jeg skulle ønske jeg kunne tatt tilbake det jeg sa.
>>nob<< I've learned never to borrow money from friends.	Jeg har lært å aldri låne penger fra venner.
>>nob<< It is an advantage to be able to use a computer.	Det er en fordel å kunne bruke en datamaskin.
>>nob<< Many criminals in America are addicted to drugs.	Mange kriminelle i Amerika er avhengige av narkotika.
>>nob<< People might think you're stupid if you do that.	Hvis du gjør det kommer folk til å tro at du er dum.
>>nob<< Please forgive me for not having written sooner.	Vær snill og tilgi meg for at jeg var så sen til å skrive dette.
>>nob<< She spoke too quickly, so I couldn't understand.	Hun snakket for fort, slik at jeg ikke forstod.
>>nob<< The new secretary types faster than the old one.	Den nye sekretæren skriver raskere enn den forrige.
>>nob<< The teacher encouraged the students with praise.	Læreren oppmuntret studentene ved å rose dem.
>>nob<< There were not many women doctors in those days.	Det var ikke mange kvinnelige leger på den tiden.
>>nob<< There's a helicopter waiting for us on the roof.	Et helikopter venter på oss på taket.
>>nob<< There's a possibility that the man was murdered.	Det er en mulighet for at mannen ble myrdet.
>>nob<< This elevator does not go above the sixth floor.	Denne heisen går ikke høyere enn sjette etasje.
>>nob<< This guitar is so expensive that I can't buy it.	Denne gitaren er så dyr at jeg ikke kan kjøpe den.
>>nob<< This is the place where the incident took place.	Dette er stedet hvor hendelsen fant sted.
>>nob<< Tom and I have played poker together many times.	Tom og jeg har spilt poker sammen mange ganger.
>>nob<< Tom didn't say how many times he had been there.	Tom sa ikke hvor mange ganger han hadde vært der.
>>nob<< Tom finished his homework before going to sleep.	Tom gjorde ferdig leksene før han la seg.
>>nob<< Tom said he didn't know why Mary had to do that.	Tom sa han ikke visste hvorfor Mary måtte gjøre det.
>>nob<< Tom said that he knew why Mary couldn't do that.	Tom sa at han visste hvorfor Mary ikke kunne gjøre det.
>>nob<< Tom thinks that he's the center of the universe.	Tror tror han er universets senter.
>>nob<< Tom took off his clothes and put on his pajamas.	Tom tok av seg klærne sine og tok på seg pysjamasen sin.
>>nob<< Tom worked for a construction company in Boston.	Tom jobbet for et byggefirma i Boston.
>>nob<< Tom's bicycle was blue before he painted it red.	Tom sin sykkel var blå før han malte den rød.
>>nob<< We can communicate with each other in many ways.	Vi kan kommunisere med hverandre på mange måter.
>>nob<< We often hear about an energy crisis these days.	Vi hører ofte om en energikrise disse dager.
>>nob<< Were I to die, who would look after my children?	Hvem ville tatt vare på barna mine om jeg døde?
>>nob<< What do your children usually eat for breakfast?	Hva spiser barna dine vanligvis til frokost?
>>nob<< You don't like living with your parents, do you?	Du liker ikke å bo med foreldrene dine, ikke sant?
>>nob<< You have no idea what I'm talking about, do you?	Du har ikke peiling på hva jeg snakker om, har du?
>>nob<< You need to stop pretending that you don't care.	Du må slutte å late som om du ikke bryr deg.
>>nob<< You'd be surprised what you can learn in a week.	Du ville blitt overrasket over hvor mye en kan lære på en uke.
>>nob<< "I'll do it tomorrow." "You said that yesterday!"	"Jeg gjør det i morgen." "Det sa du i går!"
>>nob<< A fast walker can walk six kilometers in an hour.	En som går fort kan gå seks kilometer i timen.
>>nob<< Despite everything, the world is still beautiful.	Trass i alt, er verden fremdeles vakker.
>>nob<< Difficult problems require imaginative solutions.	Vanskelige problemer krever fantasifulle løsninger.
>>nob<< Don't count your chickens before they're hatched.	Ikke selg skinnet før bjørnen er skutt.
>>nob<< He didn't show up at the party yesterday evening.	Han viste seg ikke på festen i går kveld.
>>nob<< He had no clothes other than what he was wearing.	Han hadde ingen andre klær enn de han hadde på seg.
>>nob<< He is happiest when he is with his grandchildren.	Han er gladest når han er med barnebarna sine.
>>nob<< He's not smart enough to work it out in his head.	Han har ikke hode til hoderegning.
>>nob<< I don't remember ever seeing one of these before.	Jeg kan ikke huske å ha sett en av disse før.
>>nob<< I don't remember the last time I had so much fun.	Jeg kan ikke huske sist jeg hadde så mye morro.
>>nob<< I don't think Tom likes you the way you like him.	Jeg tror ikke Tom liker deg på samme måte som du liker ham.
>>nob<< I don't think that I can do that better than Tom.	Jeg tror ikke jeg kan gjøre det bedre enn Tom.
>>nob<< I have a feeling that Tom wants to call the cops.	Jeg har en følelse av at Tom vil ringe politiet.
>>nob<< I require absolute loyalty from all my employees.	Jeg krever absolutt lojalitet fra alle mine ansatte.
>>nob<< I should probably not tell Tom to do that for me.	Jeg burde kanskje ikke spørre Tom om å få det gjort for meg.
>>nob<< I shouldn't have to tell you to do your homework.	Jeg burde ikke trenge å be deg om å gjøre leksene.
>>nob<< I wish I could figure out how to beat the system.	Jeg skulle ønske jeg kunne finne ut hvordan jeg vinner over systemet.
>>nob<< I wish I could figure out how to make more money.	Jeg skulle ønske jeg kunne finne ut hvordan man tjener mer penger.
