>>mar<< Go.	जा.
>>mar<< I watched the 4th season of X-files.	मी एक्स-फाइल्सचा चौथा सीझन बघितला.
>>mar<< I went to Disneyland with my mother.	मी आईबरोबर डिज्नीलँडला गेलो.
>>mar<< I went to Disneyland with my mother.	मी आईबरोबर डिज्नीलँडला गेले.
>>mar<< I will come back to Canada tomorrow.	उद्या मी कॅनडाला परतेन.
>>mar<< I will cook dinner tomorrow evening.	उद्याचं संध्याकाळचं जेवण मी बनवेन.
>>mar<< I will go even if it rains tomorrow.	उद्या पाऊस पडला तरीही मी जाईन.
>>mar<< I won't allow you to ruin your life.	मी तुला स्वतःच्या आयुष्याची वाट लावायला देणार नाही.
>>mar<< I won't allow you to ruin your life.	मी तुम्हाला स्वतःच्या आयुष्याची वाट लावायला देणार नाही.
>>mar<< I would love to sing with your band.	मला तुझ्या बँडसोबत गायला खूप आवडेल.
>>mar<< I would love to sing with your band.	मला तुमच्या बँडसोबत गायला खूप आवडेल.
>>mar<< I wrote a couple of songs last week.	मी मागच्या आठवड्यात दोन गाणी लिहिली.
>>mar<< I wrote that letter three weeks ago.	ते पत्र मी तीन आठवड्यांपूर्वी लिहिलं.
>>mar<< I'd be surprised if Tom doesn't win.	टॉम जिंकला नाही तर मला आश्चर्य होईल.
>>mar<< I'll be back the day after tomorrow.	मी परवा परतेन.
>>mar<< I'll be sixteen on my next birthday.	माझ्या पुढच्या वाढदिवसाला मी सोळा वर्षांचा होईन.
>>mar<< I'll be sixteen on my next birthday.	माझ्या पुढच्या वाढदिवसाला मी सोळा वर्षांची होईन.
>>mar<< I'll give you a call tomorrow night.	मी तुला उद्या रात्री फोन करेन.
>>mar<< I'll give you a call tomorrow night.	मी तुम्हाला उद्या रात्री फोन करेन.
>>mar<< I'll go and get you a cup of coffee.	मी जाऊन तुझ्यासाठी एक कप कॉफी आणतो.
>>mar<< I'll stay in Australia until Monday.	मी सोमवारपर्यंत ऑस्ट्रेलियात राहेन.
>>mar<< I'm getting ready to leave tomorrow.	मी उद्या निघायची तयारी करतोय.
>>mar<< I'm getting ready to leave tomorrow.	मी उद्या निघायची तयारी करतेय.
>>mar<< I'm going to Boston on October 20th.	मी २० ऑक्टोबरला बॉस्टनला जाणार आहे.
>>mar<< I'm going to study French next year.	पुढच्या वर्षी मी फ्रेंचचा अभ्यास करणार आहे.
>>mar<< I'm going to swim a lot this summer.	मी या उन्हाळ्यात खूप पोहणार आहे.
>>mar<< I'm going to write about what I did.	मी जे केलं त्याबद्दल मी लिहिणार आहे.
>>mar<< I'm hungry. I want to eat something.	मला भूक लागली आहे. मला काहीतरी खायचं आहे.
>>mar<< I'm not as lonely now as I was then.	मला तेव्हा जितका एकटेपणा जाणवायचा तितका आज जाणवत नाही.
>>mar<< I'm smarter than everyone else here.	मी इथे असलेल्या बाकी सर्वांपेक्षा हुशार आहे.
>>mar<< I've become accustomed to the noise.	मला आवाजाची सवय होऊन गेली आहे.
>>mar<< I've become accustomed to the noise.	मला आवाजाची सवय झाली आहे.
>>mar<< I've ordered a book from Amazon.com.	मी अ‍ॅमेझॉन डॉट कॉम पासून एक पुस्तक मागवलंय.
>>mar<< I've spent a lot of time in casinos.	मी जुगारगृहांमध्ये भरपूर वेळ घालवला आहे.
>>mar<< I've studied French for three years.	मी तीन वर्षं फ्रेंचचा अभ्यास केला आहे.
>>mar<< If I had enough money, I'd buy this.	माझ्याकडे पुरेसे पैसे असते तर मी हे विकत घेतले असतं.
>>mar<< If I need money, I'll ask my father.	मला पैश्यांची गरज पडली तर मी माझ्या वडिलांकडून मागेन.
>>mar<< If I weren't poor, I'd buy that car.	मी गरीब नसतो तर मी ती गाडी विकत घेतली असती.
>>mar<< If I weren't poor, I'd buy that car.	मी गरीब नसते तर मी ती गाडी विकत घेतली असती.
>>mar<< If it rains tomorrow, I'll watch TV.	उद्या पाऊस पडला तर मी टीव्ही बघेन.
>>mar<< If that happened, what would you do?	तसं घडलं तर तू काय करशील?
>>mar<< If that happened, what would you do?	तसं घडलं तर तुम्ही काय कराल?
>>mar<< If you aren't going, I'm not either.	तू जाणार नसशील तर मीही जाणार नाही.
>>mar<< If you aren't going, I'm not either.	तुम्ही जाणार नसाल तर मीही जाणार नाही.
>>mar<< In 1497, John Cabot explored Canada.	१४९७मध्ये जॉन कॅबटने कॅनडाचं अन्वेषण केलं.
>>mar<< In 1847, they declared independence.	१८४७ साली त्यांनी स्वातंत्र्याची घोषणा केली.
>>mar<< In Japan, all children go to school.	जपानमध्ये सर्व लहान मुले शाळेत जातात.
>>mar<< In my house, my wife did everything.	माझ्या घरात माझी बायकोच सगळं करत होती.
>>mar<< In my house, my wife did everything.	माझ्या घरात सगळं माझी बायको करत होती.
>>mar<< In those days, there were no radios.	त्याकाळी रेडिओ नव्हते.
>>mar<< Is French an easy language to learn?	फ्रेंच ही शिकायला सोपी भाषा आहे का?
>>mar<< Is eating with chopsticks difficult?	चॉप्स्टिक्सबरोबर खाणं कठीण असतं का?
>>mar<< Is it your cellphone that's ringing?	तुझाच सेलफोन वाजतोय का?
>>mar<< Is it your cellphone that's ringing?	तुमचाच फोन वाजतोय का?
>>mar<< Is it your cellphone that's ringing?	सेलफोन तुझा वाजतोय का?
>>mar<< Is it your cellphone that's ringing?	सेलफोन तुमचा वाजतोय का?
>>mar<< Is there a clothing store near here?	इथून जवळ एखादं कपड्यांचं दुकान आहे का?
>>mar<< Is this book the one he always uses?	तो जे पुस्तक नेहमीच वापरतो ते हेच का?
>>mar<< Is this going to happen to me again?	माझ्याबरोबर असं पुन्हा घडणार आहे का?
>>mar<< It cost about three hundred dollars.	किंमत तीनशे डॉलर होती.
>>mar<< It doesn't look like anybody's home.	घरी कोणी दिसत नाहीये.
>>mar<< It only takes thirty minutes by car.	गाडीने जायला फक्त तीस मिनिटे लागतात.
>>mar<< It rained all over Europe yesterday.	काल संपूर्ण युरोपमध्ये पाऊस पडला.
>>mar<< It was impossible to find an answer.	उत्तर शोधून काढणं अशक्य होतं.
>>mar<< It was impossible to find an answer.	एखादं उत्तर सापडणं अशक्य होतं.
>>mar<< It's because of me that Tom is here.	टॉम इथे आहे ते माझ्यामुळेच.
>>mar<< It's dangerous to swim in this lake.	या तलावात पोहणं धोकादायक आहे.
>>mar<< It's difficult to speak French well.	फ्रेंच बर्‍यापैकी बोलणं कठीण असतं.
>>mar<< It's important to know one's limits.	स्वतःची मर्यादा माहीत असणं महत्त्वाचं असतं.
>>mar<< It's very difficult to know oneself.	स्वतःला जाणणे कठीण असते.
>>mar<< Japan and South Korea are neighbors.	जपान आणि दक्षिण कोरिया शेजारी आहेत.
>>mar<< Kabul is the capital of Afghanistan.	काबूल ही अफगाणिस्तानची राजधानी आहे.
>>mar<< Kites were invented 2,000 years ago.	पतंगांचा शोध २,००० वर्षांपूर्वी लावला गेला होता.
>>mar<< Learning a foreign language is hard.	विदेशी भाषा शिकणं कठीण असतं.
>>mar<< Let's go grab a burger or something.	जाऊन बर्गर-वर्गर खाऊया.
>>mar<< Let's start the party when he comes.	तो आल्यावर पार्टी सुरू करू या.
>>mar<< Let's start the party when he comes.	ते आल्यावर पार्टी सुरू करू या.
>>mar<< Let's start the party when he comes.	तो येईल तेव्हा आपण पार्टी सुरू करू या.
>>mar<< Let's start the party when he comes.	ते येतील तेव्हा आपण पार्टी सुरू करू या.
>>mar<< Let's try to understand one another.	एकमेकांना समजायचा प्रयत्न करूया.
>>mar<< Make sure to back up all your files.	आपल्या सर्व फायली आठवणीने बॅकअप करा.
>>mar<< Make sure to back up all your files.	तुझ्या सर्व फायली आठवणीने बॅकअप कर.
>>mar<< Many Japanese get married in church.	पुष्कळ जपानी लोकं चर्चमध्ये लग्न करतात.
>>mar<< Many of my friends can speak French.	माझे कित्येक मित्र फ्रेंच बोलू शकतात.
>>mar<< Many of my friends can speak French.	माझ्या कित्येक मित्रांना फ्रेंच बोलता येते.
>>mar<< Many of my friends can speak French.	माझ्या कित्येक मैत्रिणी फ्रेंच बोलू शकतात.
>>mar<< Many of my friends can speak French.	माझ्या कित्येक मैत्रिणींना फ्रेंच बोलता येते.
>>mar<< Many people only speak one language.	पुष्कळ लोकं एकच भाषा बोलतात.
>>mar<< Mark Twain was an American novelist.	मार्क ट्वाय्न एक अमेरिकन कादंबरीकार होते.
>>mar<< Mary doesn't like her mother-in-law.	मेरीला तिची सासू आवडत नाही.
>>mar<< Mary eats less than her sister does.	मेरी आपल्या बहिणीपेक्षा कमी खाते.
>>mar<< Mary hasn't watered her flowers yet.	मेरीने अजूनपर्यंत तिच्या फुलांना पाणी घातलेलं नाहीये.
>>mar<< Mary isn't my wife. She's my sister.	मेरी माझी बायको नाही. ती माझी बहीण आहे.
>>mar<< Milk is made into butter and cheese.	दुधाचे लोणी व चीज बनवले जातात.
>>mar<< Most people here can't speak French.	इथे बहुतेक लोकांना फ्रेंच येत नाही.
>>mar<< My apartment is on the fourth floor.	माझा फ्लॅट चौथ्या मजल्यावर आहे.
>>mar<< My appointment is in thirty minutes.	माझी अपॉइंटमेंट तीस मिनिटांत आहे.
>>mar<< My brother lives in a small village.	माझा भाऊ एका छोट्या गावात राहतो.
>>mar<< My brother lives in a small village.	माझा दादा एका छोट्या गावात राहतो.
>>mar<< My brother lives in a small village.	दादा एका छोट्या गावात राहतो.
>>mar<< My dream is to be a baseball player.	माझं स्वप्न आहे बेसबॉल खेळाडू बनायचं.
>>mar<< My father passed away two years ago.	माझे वडील दोन वर्षांपूर्वी वारले.
>>mar<< My father won't let me go to Boston.	माझे बाबा मला बॉस्टनला जायला देणार नाहीत.
>>mar<< My girlfriend is tall and beautiful.	माझी गर्लफ्रेंड उंच आणि सुंदर आहे.
>>mar<< My legs ache from sitting on tatami.	तातामीवर बसून माझे पाय दुखताहेत.
>>mar<< My mother made cookies this morning.	माझ्या आईने आज सकाळी कुकी बनवले.
>>mar<< My neighbor was arrested last night.	माझ्या शेजारच्याला काल रात्री अटक करण्यात आली.
>>mar<< My neighbor was arrested last night.	माझ्या शेजारचीला काल रात्री अटक करण्यात आली.
>>mar<< My wife and I can both speak French.	माझ्या बायकोला आणि मला दोघांनाही फ्रेंच बोलता येते.
>>mar<< My wife is hiding something from me.	माझी बायको माझ्यापासून काहीतरी लपवत आहे.
>>mar<< No one is sure how many people died.	किती लोकं मेली याची कोणालाच खातरी नाहीये.
>>mar<< No one knew that you were in Boston.	तू बॉस्टनमध्ये होतास हे कोणालाच माहीत नव्हतं.
>>mar<< No one knew that you were in Boston.	तू बॉस्टनमध्ये होतीस हे कोणालाच माहीत नव्हतं.
>>mar<< No one knew that you were in Boston.	तुम्ही बॉस्टनमध्ये होता हे कोणालाच माहीत नव्हतं.
>>mar<< No one remembered what Tom had done.	टॉमने काय केलं होतं हे कोणालाही आठवलं नाही.
>>mar<< No one's going to tell Tom anything.	टॉमला कोणीही काहीही सांगणार नाहीये.
>>mar<< Nobody knew that you were in Boston.	तू बॉस्टनमध्ये होतास हे कोणालाच माहीत नव्हतं.
>>mar<< Nobody knew that you were in Boston.	तू बॉस्टनमध्ये होतीस हे कोणालाच माहीत नव्हतं.
>>mar<< Nobody knew that you were in Boston.	तुम्ही बॉस्टनमध्ये होता हे कोणालाच माहीत नव्हतं.
>>mar<< Not all Americans supported the war.	सगळेच अमेरिकन युद्धाचं समर्थन करत नव्हते.
>>mar<< Not everybody wants to be an artist.	सर्वांनाच काय कलाकार बनायचं नसतं.
>>mar<< Not everybody wants to be an artist.	सगळ्यांनाच कलाकार बनायचं नाही आहे.
>>mar<< Nothing is more important than time.	वेळेपेक्षा महत्त्वाचं काहीच नाही.
>>mar<< Nothing is more important than time.	वेळेपेक्षा महत्त्वपूर्ण काहीच नाही.
>>mar<< Now listen, and do exactly as I say.	आता ऐक, आणि मी जसं सांगतो, बरोब्बर तसंच कर.
>>mar<< Now listen, and do exactly as I say.	आता ऐक, आणि मी जसं सांगते, बरोब्बर तसंच कर.
>>mar<< Now listen, and do exactly as I say.	आता ऐका, आणि मी जसं सांगतो, बरोब्बर तसंच करा.
>>mar<< Now listen, and do exactly as I say.	आता ऐका, आणि मी जसं सांगते, बरोब्बर तसंच करा.
>>mar<< Play outside instead of watching TV.	टीव्ही बघत बसण्यापेक्षा बाहेर जाऊन खेळ.
>>mar<< Play outside instead of watching TV.	टीव्ही बघण्यापेक्षा बाहेर खेळा.
>>mar<< Put your coat on. It's cold outside.	कोट घाल. बाहेर थंड आहे.
>>mar<< Put your coat on. It's cold outside.	कोट घाला. बाहेर थंड आहे.
>>mar<< Return this book as soon as you can.	हे पुस्तक लवकरात लवकर परत कर.
>>mar<< Scientists have found water on Mars.	वैज्ञानिकांना मंगळावर पाणी सापडलं आहे.
>>mar<< Send me the tracking number, please.	मला जरा ट्रॅकिंग नंबर पाठवा.
>>mar<< Send me the tracking number, please.	मला जरा ट्रॅकिंग नंबर पाठव.
>>mar<< Send me the tracking number, please.	कृपा करून मला ट्रॅकिंग नंबर पाठवा.
>>mar<< Send me the tracking number, please.	कृपा करून मला ट्रॅकिंग नंबर पाठव.
>>mar<< Seoul is the capital of South Korea.	सऊल ही दक्षिण कोरियाची राजधानी आहे.
>>mar<< Several students raised their hands.	अनेक विद्यार्थ्यांनी आपले हात वर केले.
>>mar<< Shag rugs were popular in the 1960s.	१९६० च्या दशकात शॅग रग लोकप्रिय होते.
>>mar<< Shakespeare is the name of a writer.	शेक्सपिअर हे एका लेखकाचं नाव आहे.
>>mar<< She and her boyfriend live together.	ती आणि तिचा बॉयफ्रेंड एकत्र राहतात.
>>mar<< She believes her son is still alive.	तिचा विश्वास आहे की तिचा मुलगा अजूनही जिवंत आहे.
>>mar<< She believes her son is still alive.	त्यांचा विश्वास आहे की त्यांचा मुलगा अजूनही जिवंत आहे.
>>mar<< She belongs to the Democratic Party.	ती डेमोक्रॅटिक पक्षाची आहे.
>>mar<< She grew up to be a great scientist.	ती मोठी होऊन एक महान शास्त्रज्ञ बनली.
>>mar<< She grew up to be a great scientist.	त्या मोठ्या होऊन एक महान शास्त्रज्ञ बनल्या.
>>mar<< She has lived there for seven years.	ती तिथे सात वर्ष राहिली आहे.
>>mar<< She has lived there for seven years.	तिथे त्या सात वर्ष राहिल्या आहेत.
>>mar<< She has read a lot of Tagalog books.	तिने भरपूर टगालोग पुस्तकं वाचली आहेत.
>>mar<< She is writing a new book this year.	ती या वर्षी एक नवीन पुस्तक लिहत आहे.
>>mar<< She is writing a new book this year.	त्या या वर्षी एक नवीन पुस्तक लिहत आहेत.
>>mar<< She saw my name written on the wall.	तिने माझं नाव भिंतीवर लिहिलं पाहिलं.
>>mar<< She saw my name written on the wall.	तिला माझं नाव भिंतीवर लिहिलं दिसलं.
>>mar<< She screamed when she saw the snake.	साप पाहिल्यावर ती किंचाळली.
>>mar<< She shut the door and went upstairs.	ती दार बंद करून वर गेली.
>>mar<< She stirred her coffee with a spoon.	तिने एका चमच्याने तिची कॉफी ढवळली.
>>mar<< She was cooking dinner at that time.	त्यावेळी ती जेवण बनवत होती.
>>mar<< Some of them have committed suicide.	त्यातून काहींनी आत्महत्या केली आहे.
>>mar<< Something is wrong with my computer.	माझ्या संगणकात काहीतरी गडबड आहे.
>>mar<< Sometimes her mother sang old songs.	कधीकधी तिची आई जुनी गाणी गायची.
>>mar<< Sometimes her mother sang old songs.	कधीकधी त्यांची आई जुनी गाणी गायची.
>>mar<< Spanish is spoken in many countries.	स्पॅनिश अनेक देशांमध्ये बोलली जाते.
>>mar<< Sunday is the first day of the week.	रविवार हा आठवड्याचा पहिला दिवस असतो.
>>mar<< Take advantage of every opportunity.	प्रत्येक संधीचा फायदा घे.
>>mar<< Take advantage of every opportunity.	प्रत्येक संधीचा फायदा घ्या.
>>mar<< Take any book that you want to read.	तुला वाचायचं असेल असं कोणतंही पुस्तक घे.
>>mar<< Take any book that you want to read.	तुम्हाला वाचायचं असेल असं कोणतंही पुस्तक घ्या.
>>mar<< Tell Tom I won't be at school today.	टॉमला सांग की मी आज शाळेत नसेन.
>>mar<< Tell Tom I won't be at school today.	टॉमला सांगा की मी आज शाळेत नसेन.
>>mar<< Tell me something about your family.	मला तुझ्या कुटुंबाबद्दल काहीतरी सांग.
>>mar<< Tell me something about your family.	आपल्या कुटुंबाबद्दल काहीतरी सांगा.
>>mar<< That's all I can tell you right now.	सध्यातरी मी तुला इतकच सांगू शकतो.
>>mar<< That's all I can tell you right now.	याक्षणी मी तुला इतकच सांगू शकतो.
>>mar<< That's all I can tell you right now.	या वेळी मी तुम्हाला इतकच सांगू शकतो.
>>mar<< That's all I can tell you right now.	सध्या मी तुम्हाला इतकच सांगू शकते.
>>mar<< That's all I can tell you right now.	आतातरी मी तुला इतकच सांगू शकते.
>>mar<< That's when my parents sent me home.	तेव्हा मला माझ्या आईवडिलांनी घरी पाठवलं.
>>mar<< The Battle of North Africa was over.	उत्तर आफ्रिकेची लढाई संपली होती.
>>mar<< The English alphabet has 26 letters.	इंग्रजी वर्णमालेत २६ अक्षरं आहेत.
>>mar<< The French Revolution began in 1789.	फ्रेंच क्रांती १७८९ साली सुरू झाली.
>>mar<< The French Revolution began in 1789.	फ्रेंच क्रांती १७८९ मध्ये सुरू झाली.
>>mar<< The Japanese destroyed Pearl Harbor.	जपान्यांनी पर्ल हार्बर उध्वस्त केलं.
>>mar<< The Sphinx began to walk around him.	स्फिंक्स त्याच्याभोवती फिरू लागला.
>>mar<< The accident was entirely avoidable.	अपघात पूर्णपणे टाळता येण्यासारखा होता.
>>mar<< The address on this parcel is wrong.	या पार्सलवरचा पत्ता चुकीचा आहे.
>>mar<< The answer to this question is easy.	या प्रश्नाचं उत्तर सोपं आहे.
>>mar<< The baby was sleeping in the cradle.	बाळ पाळण्यात झोपत होतं.
>>mar<< The baby was sleeping in the cradle.	बाळ पाळण्यात झोपलेलं होतं.
>>mar<< The beggar turned out to be a thief.	भिकारी चोर निघाला.
>>mar<< The boy grabbed the cat by the tail.	मुलाने मांजरीला शेपटीने धरलं.
>>mar<< The boy grabbed the cat by the tail.	मुलाने मांजरीला शेपटीने पकडलं.
>>mar<< The bus stopped, but nobody got off.	बस थांबली, पण कोणीही उतरलं नाही.
>>mar<< The bus was almost completely empty.	बस जवळजवळ पूर्णपणे रिकामीच होती.
>>mar<< The calculator on the table is mine.	टेबलावरचा कॅलक्युलेटर माझा आहे.
>>mar<< The calculator on the table is mine.	टेबलावरील कॅलक्युलेटर माझं आहे.
>>mar<< The capital city of France is Paris.	फ्रान्सची राजधानी पॅरिस आहे.
>>mar<< The doctor's children died of mumps.	वैद्याची पोरे गालगुंडाने मेली.
>>mar<< The dragon is an imaginary creature.	ड्रॅगन हा एक काल्पनिक प्राणी आहे.
>>mar<< The elephant was brought to the zoo.	हत्तीला प्राणीसंग्रहालयात आणण्यात आलं.
>>mar<< The experiment confirmed his theory.	प्रयोगाने त्याच्या सिद्धांताची पुष्टी दिली.
>>mar<< The food in this hotel is very good.	या हॉटेलमधलं खाणं एकदम चांगलं आहे.
>>mar<< The girls I met today were students.	आज मी ज्या मुलींना भेटलो त्या विद्यार्थिनी होत्या.
>>mar<< The girls I met today were students.	आज मी ज्या मुलींना भेटले त्या विद्यार्थिनी होत्या.
>>mar<< The ham sandwiches were really good.	हॅम सँडविच खरच चांगली होती.
>>mar<< The handkerchiefs are in the drawer.	रुमाल ड्रॉवरमध्ये आहेत.
>>mar<< The inventor of Esperanto was a Jew.	एस्पेरांतोचा शोधक यहुदी होता.
>>mar<< The man Mary is talking with is Tom.	मेरी ज्या माणसाशी बोलत आहे तो टॉम आहे.
>>mar<< The man shot three birds with a gun.	त्या माणसाने एका बंदुकीने तीन पक्ष्यांना गोळी मारली.
>>mar<< The monkeys tried to steal our food.	माकडांनी आमचं खाणं चोरायचा प्रयत्न केला.
>>mar<< The monkeys tried to steal our food.	माकडांनी आपलं खाणं चोरायचा प्रयत्न केला.
>>mar<< The opportunity is definitely there.	संधी तर नक्कीच आहे.
>>mar<< The opportunity is definitely there.	संधी नक्कीच आहे.
>>mar<< The picture reminded me of Scotland.	या चित्राने मला स्कॉटलंडची आठवण करून दिली.
>>mar<< The plane dropped bombs on the city.	विमानाने शहरावर बाँब टाकले.
>>mar<< The police found a gun in Tom's car.	पोलिसांना टॉमच्या गाडीत बंदूक सापडली.
>>mar<< The police haven't notified Tom yet.	पोलिसांनी अजूनपर्यंत टॉमला कळवलं नाहीये.
>>mar<< The price of rice is going up again.	तांदळाचा भाव पुन्हा वाढत आहे.
>>mar<< The rule only applies to foreigners.	नियम केवळ परदेशीयांवर लागू आहे.
>>mar<< The rules are the same for everyone.	नियम सगळ्यांसाठी समान आहेत.
>>mar<< The soldiers surrounded the village.	सैनिकांनी गावाच्या भोवती गराडा घातला.
>>mar<< The teams are coming onto the field.	संघ मैदानावर येत आहेत.
>>mar<< The thunder frightened the students.	विजेने विद्यार्थी घाबरले.
>>mar<< The train leaves Tokyo Station at 7.	ट्रेन तोक्यो स्थानकापासून ७ वाजता निघते.
>>mar<< The train was running at full speed.	ट्रेन पूर्ण वेगाने धावत होती.
>>mar<< The village I live in is very small.	मी ज्या गावात राहतो ते अतिशय छोटं आहे.
>>mar<< The village I live in is very small.	मी ज्या गावात राहते ते अतिशय छोटं आहे.
>>mar<< There are 35 students in this class.	या वर्गात ३५ विद्यार्थी आहेत.
>>mar<< There are few painters like Picasso.	पिकासोसारखे खूप कमी चित्रकार होते.
>>mar<< There are four members in my family.	माझ्या कुटुंबात चार सदस्य आहेत.
>>mar<< There are many old temples in Kyoto.	क्योतोमध्ये पुष्कळ जुनी देवळं आहेत.
>>mar<< There are many old temples in Kyoto.	क्योतोमध्ये पुष्कळ जुनी मंदिरं आहेत.
>>mar<< There are sixty seconds in a minute.	एका मिनिटात साठ सेकंद असतात.
>>mar<< There are some oranges on the table.	टेबलावर काही संत्री आहेत.
>>mar<< There is a little milk in the glass.	ग्लासात थोडंसं दूध आहे.
>>mar<< There is a lot of work at this time.	या वेळी भरपूर काम आहे.
>>mar<< There is a lot of work at this time.	या वेळी भरपूर काम असतं.
>>mar<< There is no factory in this village.	या गावात कोणताही कारखाना नाही आहे.
>>mar<< There is no factory in this village.	या गावात कोणतीही फॅक्टरी नाही आहे.
>>mar<< There is no factory in this village.	या गावात कारखाना नाही आहे.
>>mar<< There must be something heavy in it.	त्यात काहीतरी जड असेल.
>>mar<< There used to be an old temple here.	इथे एक जुनं देऊळ असायचं.
>>mar<< There were four chairs by the table.	टेबलापाशी चार खुर्च्या होत्या.
>>mar<< There were no people in the village.	गावात लोकं नव्हती.
>>mar<< There'll be coffee and cake at five.	पाच वाजता कॉफी आणि केक असेल.
>>mar<< There's a rumor that Tom likes Mary.	अशी अफवा आहे की टॉमला मेरी आवडते.
>>mar<< There's a rumor that Tom likes Mary.	मेरी टॉमला आवडते अशी एक अफवा आहे.
>>mar<< There's nothing as precious as love.	प्रेमाइतकं अमूल्य काहीच नाहीये.
>>mar<< There's nothing to eat in the house.	घरात खायला काहीही नाहीये.
>>mar<< There's something strange happening.	काहीतरी विचित्र घडतंय.
>>mar<< They ate turkey on Thanksgiving Day.	त्यांनी थँक्सगिव्हिंग डेला टर्की खाल्ली.
>>mar<< They checked how pure the water was.	पाणी किती शुद्ध आहे हे त्यांनी तपासलं.
>>mar<< They don't understand French at all.	त्यांना फ्रेंच अजिबात समजत नाही.
>>mar<< They export grain to many countries.	ते अनेक देशांना धान्य निर्यात करतात.
>>mar<< They export grain to many countries.	त्या अनेक देशांना धान्य निर्यात करतात.
>>mar<< They got married three months later.	त्यांनी तीन महिन्यांनंतर लग्न केलं.
>>mar<< They got thoroughly wet in the rain.	ते पावसात पूर्णपणे भिजून गेले.
>>mar<< They got thoroughly wet in the rain.	त्या पावसात पूर्णपणे भिजून गेल्या.
>>mar<< They have two sons and one daughter.	त्यांना दोन मुलं आणि एक मुलगी आहे.
>>mar<< They stayed at the hotel for a week.	ते एक आठवडाभर हॉटेलमध्ये राहिले.
>>mar<< They stayed at the hotel for a week.	त्या एक आठवडाभर हॉटेलमध्ये राहिल्या.
>>mar<< This book is written in easy French.	हे पुस्तक सोप्या फ्रेंचमध्ये लिहिलं आहे.
>>mar<< This book was written by two people.	हे पुस्तक दोन जणांनी लिहिलं होतं.
>>mar<< This computer is the most expensive.	हा संगणक सर्वात जास्त महागडा आहे.
>>mar<< This concludes the press conference.	याने पत्रकार परिषद समाप्त होते.
>>mar<< This is a car imported from Germany.	ही जर्मनीपासून आयात केलेली गाडी आहे.
>>mar<< This is a very sophisticated device.	हे एक अतिशय सुविकसित उपकरण आहे.
>>mar<< This is a very sophisticated device.	हे एक अतिशय अत्याधुनिक उपकरण आहे.
>>mar<< This medicine is good for headaches.	हे औषध डोकेदुखीसाठी चांगलं आहे.
>>mar<< This photograph was taken on Monday.	हा फोटो सोमवारी काढलेला.
>>mar<< This poor cat almost died of hunger.	ही बिचारी मांजर भुकेने जवळजवळ मरूनच गेली होती.
>>mar<< This room doesn't get much sunlight.	या खोलीत जास्त ऊन येत नाही.
>>mar<< This stone has a hole in the center.	ह्या दगडाच्या मधोमध एक भोक आहे.
>>mar<< This watch was given me by my uncle.	हे घड्याळ मला माझ्या मामाने दिलं होतं.
>>mar<< This watch was given me by my uncle.	हे घड्याळ मला माझ्या काकाने दिलं होतं.
>>mar<< This watch was given me by my uncle.	हे घड्याळ माझ्या काकांनी दिलं होतं.
>>mar<< To tell the truth, I don't like Tom.	खरं सांगायचं झालं तर मला टॉम आवडत नाही.
>>mar<< Tom Jackson has written three books.	टॉम जॅक्सनने तीन पुस्तकं लिहिली आहेत.
>>mar<< Tom Jackson has written three books.	टॉम जॅक्सन ह्यांनी तीन पुस्तकं लिहिली आहेत.
>>mar<< Tom Jackson is one of our employees.	टॉम जॅक्सन हे आमच्या कर्मचार्‍यांमधील एक आहेत.
>>mar<< Tom Jackson is one of our employees.	टॉम जॅक्सन हे आपल्या कर्मचार्‍यांमधील एक आहेत.
>>mar<< Tom Jackson is one of our employees.	टॉम जॅक्सन हा आमच्या कर्मचार्‍यांमधील एक आहे.
>>mar<< Tom Jackson is one of our employees.	टॉम जॅक्सन हा आपल्या कर्मचार्‍यांमधील एक आहे.
>>mar<< Tom and I got here at the same time.	टॉम आणि मी इथे एकाच वेळी पोहोचलो.
>>mar<< Tom and Mary adopted three children.	टॉम आणि मेरीने तीन मुलं दत्तक घेतली.
>>mar<< Tom and Mary are both wearing black.	टॉम व मेरी दोघांनी काळे कपडे घातले आहेत.
>>mar<< Tom and Mary are brother and sister.	टॉम आणि मेरी भाऊ-बहीण आहेत.
>>mar<< Tom and Mary are kissing each other.	टॉम आणि मेरी एकमेकांना किस करताहेत.
>>mar<< Tom and Mary are waiting in the car.	टॉम आणि मेरी गाडीत वाट बघताहेत.
>>mar<< Tom and Mary are waiting in the car.	टॉम आणि मेरी गाडीत थांबले आहेत.
>>mar<< Tom and Mary didn't travel together.	टॉम आणि मेरीने एकत्र प्रवास केला नाही.
>>mar<< Tom and Mary have gone to Australia.	टॉम व मेरी ऑस्ट्रेलियाला गेले आहेत.
>>mar<< Tom and Mary live in the same house.	टॉम व मेरी एकाच घरात राहतात.
>>mar<< Tom and Mary still haven't woken up.	टॉम आणि मेरी अजूनही उठले नाहीत.
>>mar<< Tom and Mary were alone in the room.	टॉम आणि मेरी खोलीत एकटे होते.
>>mar<< Tom and Mary were both born in 2013.	टॉम आणि मेरी दोघांचाही जन्म २०१३ मध्ये झाला.
>>mar<< Tom and Mary were in the same class.	टॉम व मेरी एकाच वर्गात होते.
>>mar<< Tom ate a spoonful of peanut butter.	टॉमने एक चमचाभर पीनट बटर खाल्लं.
>>mar<< Tom began thinking about the future.	टॉम भविष्याचा विचार करू लागला.
