>>dan<< Go.	Gå!
>>dan<< Tom was fired for constantly being late to work.	Tom blev fyret for konstant at komme for sent på arbejde.
>>dan<< Tom was lying in bed, staring up at the ceiling.	Tom lå i sengen og stirrede op i loftet.
>>dan<< Tom was wearing flip-flops and a Hawaiian shirt.	Tom gik med klipklapper og hawaiiskjorte.
>>dan<< Tom wrote a book about living with disabilities.	Tom har skrevet en bog om det at leve med handicap.
>>dan<< Tom's house is only three blocks away from here.	Toms hus ligger kun tre blokke herfra.
>>dan<< Tom's house is only three blocks away from here.	Toms hus ligger kun tre husblokke herfra.
>>dan<< Trees give off oxygen and absorb carbon dioxide.	Træer afgiver ilt og optager kultveilte.
>>dan<< Trees give off oxygen and absorb carbon dioxide.	Træer afgiver ilt og optager kuldioxid.
>>dan<< Trees give off oxygen and absorb carbon dioxide.	Træer afgiver oxygen og absorberer karbondioxid.
>>dan<< We can go back home if you two want to be alone.	Vi kan tage hjem hvis I to ønsker at være alene.
>>dan<< We could not help admiring the beautiful sunset.	Vi kunne ikke andet end at beundre den smukke solnedgang.
>>dan<< We have to find a new market for these products.	Vi er nødt til at finde et nyt marked for disse produkter.
>>dan<< What will happen if there's a power failure now?	Hvad vil der ske hvis der kommer et strømudfald nu?
>>dan<< When I was a kid, our family had a kumquat tree.	Da jeg var barn, havde vi et kumquattræ.
>>dan<< Where do you plan to go on vacation next summer?	Hvor vil du holde ferie til næste sommer?
>>dan<< Why didn't you tell us that there was a witness?	Hvorfor fortalte du os ikke at der var et vidne?
>>dan<< Why do you have a picture of Tom in your wallet?	Hvorfor har du et billede af Tom i din tegnebog?
>>dan<< Would it be OK if I ate the last slice of pizza?	Vil det være i orden hvis jeg spiser det sidste stykke pizza?
>>dan<< Would you be so kind as to open the door for me?	Kan jeg få dig til at åbne døren for mig?
>>dan<< You know Tom doesn't need to do that, don't you?	Du ved at Tom ikke behøver gøre det, gør du ikke?
>>dan<< You know this isn't the way I want things to be.	Ser du, det er ikke den måde jeg ønsker tingene skal være på.
>>dan<< You know this isn't the way I want things to be.	Som du ved, er det ikke den måde, jeg ønsker tingene skal være på.
>>dan<< You need to wear a helmet when riding a bicycle.	Du skal have hjelm på når du cykler.
>>dan<< You need to wear a helmet when riding a bicycle.	Du skal have en hjelm på når du cykler.
>>dan<< You should obey the traffic laws when you drive.	Du skal overholde færdselsloven når du kører.
>>dan<< You will soon get accustomed to your new school.	Du vil snart vænne dig til din nye skole.
>>dan<< You will soon get accustomed to your new school.	Du vænner dig snart til din nye skole.
>>dan<< You're not old enough to get a driver's license.	Du er ikke gammel nok til at få et kørekort.
>>dan<< You're not old enough to get a driver's license.	Du er ikke gammel nok til at få kørekort.
>>dan<< You're planning to help me tomorrow, aren't you?	Du påtænker at hjælpe mig i morgen, gør du ikke?
>>dan<< Your French is really good. Where did you study?	Du taler jo et udmærket fransk! Hvor har du lært det?
>>dan<< "Tom is getting married." "Who's the lucky girl?"	"Tom skal giftes!" "Og hvem er den lykkelige?"
>>dan<< "When will Tom get here?" "I really wish I knew."	"Hvornår vil Tom være her?" "Jeg ville virkelig ønske jeg vidste det."
>>dan<< "When will Tom get here?" "I really wish I knew."	"Hvornår vil Tom være her?" "Gid jeg vidste det."
>>dan<< A friend of mine asked me to send him a postcard.	En af mine venner bad mig om at sende ham et postkort.
>>dan<< A friend of mine asked me to send him a postcard.	En af mine venner bad mig sende ham et postkort.
>>dan<< A little stage fright is normal before a concert.	En smule sceneskræk er normalt før en koncert.
>>dan<< Aside from that, is there anything else you want?	Bortset fra det, er der ellers andet du ønsker?
>>dan<< At first, we were all convinced Tom was innocent.	I begyndelsen var vi alle overbevist om at Tom var uskyldig.
>>dan<< Be careful what you wish for. It might come true.	Pas på med, hvad du ønsker dig! Det kunne blive til virkelighed.
>>dan<< Do you know how much strawberries cost right now?	Ved du hvad jordbær koster lige nu?
>>dan<< Do you think there's too much violence in movies?	Synes du at der er for meget vold i film?
>>dan<< Don't you know that he passed away two years ago?	Ved du ikke at han gik bort for to år siden?
>>dan<< He explained the literal meaning of the sentence.	Han forklarede sætningens bogstavelige betydning.
>>dan<< He returned home after being away for ten months.	Han vendte hjem efter at have været væk i ti måneder.
>>dan<< He's not smart enough to add numbers in his head.	Han har ikke hoved til hovedregning.
>>dan<< How long does it take you to get there from here?	Hvor lang tid tager det at komme herfra og dertil?
>>dan<< How many Christmas cards did you write last year?	Hvor mange julekort skrev du sidste år?
>>dan<< How many blueberry muffins did you eat yesterday?	Hvor mange blåbærmuffins spiste du i går?
>>dan<< I can stay in the car while you go into the bank.	Jeg kan blive i bilen, mens du går i banken.
>>dan<< I caught a big fish yesterday with my bare hands.	I går fangede jeg en stor fisk med de bare hænder.
>>dan<< I don't think that anybody really understands me.	Jeg tror ikke at der er nogen der virkelig forstår mig.
>>dan<< I don't think that it would be stupid to do that.	Jeg tror ikke, at det vil være dumt at gøre det.
>>dan<< I don't want to be any more burden to my parents.	Jeg vil ikke længere ligge mine forældre til last.
>>dan<< I found the book which I had lost the day before.	Jeg fandt den bog, som jeg havde mistet dagen før.
>>dan<< I have a friend whose father is a famous pianist.	Jeg har en ven, hvis far er en kendt pianist.
>>dan<< I have an appointment with the professor at 1:30.	Jeg har et møde med professoren kl. 13:30.
>>dan<< I hope that you're aware nobody is above the law.	Du er forhåbentlig klar over at ingen er over loven.
>>dan<< I moved to Boston from Chicago when I was thirty.	Jeg flyttede til Boston fra Chicago, da jeg var tredive.
>>dan<< I require absolute loyalty from all my employees.	Jeg kræver absolut loyalitet fra alle mine ansatte.
>>dan<< I stayed in bed all day instead of going to work.	Jeg blev i sengen hele dagen i stedet for at gå på arbejde.
>>dan<< I think Mary looks more beautiful without makeup.	Jeg synes at Mary ser smukkere ud uden makeup.
>>dan<< I think Mary looks more beautiful without makeup.	Jeg synes at Mary er smukkere uden makeup.
>>dan<< I took it for granted that he would win the race.	Jeg tog det for givet at han ville vinde løbet.
>>dan<< I was just about to leave when the bomb exploded.	Jeg skulle lige til at gå, da bomben eksploderede.
>>dan<< I wish I could learn every language in the world.	Jeg ville ønske, at jeg kunne lære alle sprog i verden.
>>dan<< I wish I could remember people's names and faces.	Gid jeg kunne huske folks navne og ansigter.
>>dan<< I wish I could remember people's names and faces.	Jeg ville ønske jeg kunne huske folks navne og ansigter.
>>dan<< I wonder what happened at Tom's house last night.	Jeg gad vide hvad der skete hjemme hos Tom i aftes.
>>dan<< I'm not very good at cooking, so I eat out a lot.	Jeg er ikke ret god til at lave mad; derfor spiser jeg tit ude.
>>dan<< I've been spending a lot of time training my dog.	Jeg har brugt masser af tid på at træne min hund.
>>dan<< I've got to go somewhere, but I'll be right back.	Jeg skal et sted hen, men jeg er snart tilbage.
>>dan<< I've got to go somewhere, but I'll be right back.	Jeg skal et sted hen, men jeg kommer straks tilbage.
>>dan<< If Tom comes to see me, tell him I'm not at home.	Hvis Tom kommer forbi og spørger efter mig, så sig til ham at jeg ikke er hjemme.
>>dan<< If Tom comes to see me, tell him I'm not at home.	Hvis Tom kommer forbi og spørger efter mig, så fortæl ham at jeg ikke er hjemme.
>>dan<< If it sounds too good to be true, it probably is.	Hvis det lyder for godt til at være sandt, så er det det nok.
>>dan<< If it's an infection, you might need antibiotics.	Hvis det er en infektion, vil du måske få brug for antibiotika.
>>dan<< Is it true that Tom is one of your close friends?	Passer det at Tom er en af dine nære venner?
>>dan<< It is said that he studied law when he was young.	Det siges at han studerede jura da han var ung.
>>dan<< It means a lot to me to know you want me to stay.	Det betyder meget for mig at vide at du ønsker, jeg skal blive.
>>dan<< It means a lot to me to know you want me to stay.	Det betyder meget for mig at vide at I ønsker, jeg skal blive.
>>dan<< It might sound like I'm complaining, but I'm not.	Det kunne lyde som om jeg klager, men det er ikke tilfældet.
>>dan<< It was not until yesterday that we knew about it.	Først i går fik vi det at vide.
>>dan<< Japan does a lot of trade with the United States.	Japan handler meget med USA.
>>dan<< Mary is very beautiful, but she's not very smart.	Mary er meget smuk, men hun er ikke ret klog.
>>dan<< Mary shaves her legs three or four times a month.	Mary barberer benene tre til fire gange om måneden.
>>dan<< McKinley demanded an immediate ceasefire in Cuba.	McKinley krævede en øjeblikkelig våbenhvile i Cuba.
>>dan<< Most Swiss citizens speak two or three languages.	De fleste schweizere taler to eller tre sprog.
>>dan<< Mt. Everest is the highest mountain in the world.	Mount Everest er det højeste bjerg i verden.
>>dan<< My dad bought a model plane for me for Christmas.	Min far har købt et modelfly til mig til jul.
>>dan<< My doctor told me that I should drink more water.	Min læge sagde til mig at jeg skulle drikke mere vand.
>>dan<< My father was about to leave when the phone rang.	Min far skulle til at gå da telefonen ringede.
>>dan<< My sister-in-law had four children in five years.	Min svigerinde har fået fire børn på fem år.
>>dan<< On a hot day, nothing is better than a cold beer.	På en varm dag er der ikke noget bedre end en kold øl.
>>dan<< Once upon a time, there was a beautiful princess.	Der var engang en smuk prinsesse.
>>dan<< People say she was an actress when she was young.	Det siges at hun var skuespillerinde da hun var ung.
>>dan<< Perhaps we can find a cheaper one somewhere else.	Måske kan vi finde en billigere en et andet sted.
>>dan<< Prizes will be awarded at the end of the contest.	Præmier uddeles ved slutningen af konkurrencen.
>>dan<< That was probably what influenced their decision.	Det er nok det, der påvirkede deres beslutning.
>>dan<< The Atari 2600 was popular in the early eighties.	Atari 2600 var populær i begyndelsen af firserne.
>>dan<< The baby is in his crib, sucking on his pacifier.	Babyen er i sin tremmeseng og sutter på sin sut.
>>dan<< The beach is an ideal place for children to play.	Stranden er et ideelt sted for børn at lege.
>>dan<< The beauty of the sunrise was beyond description.	Solopgangens skønhed er ubeskrivelig.
>>dan<< The clock in the classroom is three minutes fast.	Uret i klasseværelset er tre minutter foran.
>>dan<< The cough syrup that Tom recommended worked well.	Hostesaften som Tom anbefalede, virkede godt.
>>dan<< The drummer is also the lead singer of that band.	Trommeslageren er også bandets forsanger.
>>dan<< The drummer is also the lead singer of that band.	Trommeslageren er også forsangeren i det band.
>>dan<< The fact is that she didn't even read the letter.	Faktum er, at hun ikke engang læste brevet.
>>dan<< The flight was canceled because of the thick fog.	Flyet blev aflyst på grund af den tætte tåge.
>>dan<< The history of China is older than that of Japan.	Kinas historie er ældre end Japans.
>>dan<< The house stood out because of its unusual shape.	Huset skilte sig ud på grund af sin usædvanlige form.
>>dan<< The house stood out because of its unusual shape.	Huset skilte sig ud på grund af sin ualmindelige form.
>>dan<< The last time I saw Tom, he was riding a bicycle.	Sidst jeg så Tom, var han på cykel.
>>dan<< The little boy is used to talking with grown-ups.	Den lille dreng er vant til at tale med voksne.
>>dan<< The little boy lost a mitten playing in the snow.	Den lille dreng mistede en vante da han legede i sneen.
>>dan<< The little boy lost a mitten playing in the snow.	Den lille dreng mistede en luffe da han legede i sneen.
>>dan<< The period is missing at the end of the sentence.	Punktummet mangler ved enden af sætningen.
>>dan<< The police think that Tom might've poisoned Mary.	Politiet tror at Tom måske har forgiftet Mary.
>>dan<< The population of China is 8 times that of Japan.	Kinas befolkning er otte gange så stor som Japans.
>>dan<< The river is no longer as clean as it used to be.	Floden er ikke mere så ren som den engang var.
>>dan<< The station is situated in between the two towns.	Stationen ligger mellem de to byer.
>>dan<< The woman sitting over there is his present wife.	Kvinden der sidder derovre, er hans nuværende kone.
>>dan<< There are a few apples on the tree, aren't there?	Der er et par æbler på træet, er der ikke?
>>dan<< There are about 500 head of cattle on that ranch.	Der er omkring 500 stykker kvæg på den ranch.
>>dan<< There are about 500 head of cattle on that ranch.	Der er omkring 500 høveder på den ranch.
>>dan<< There are more than 50,000 books in this library.	Der er mere end 50.000 bøger i dette bibliotek.
>>dan<< There being no train, we had to walk all the way.	Da der ikke gik noget tog, måtte vi gå hele vejen.
>>dan<< There were three empty wine bottles on the table.	Der var tre tomme vinflasker på bordet.
>>dan<< There were three empty wine bottles on the table.	Der stod tre tomme vinflasker på bordet.
>>dan<< These problems will be solved in the near future.	Disse problemer bliver løst i nær fremtid.
>>dan<< They are sitting in the kitchen and drinking tea.	De sidder i køkkenet og drikker te.
>>dan<< They are sitting in the kitchen and drinking tea.	De sidder og drikker te i køkkenet.
>>dan<< They can make the same product much more cheaply.	De kan producere de samme varer meget billigere.
>>dan<< They met the crown princes of Sweden and Denmark.	De mødte Sveriges og Danmarks kronprinser.
>>dan<< They were sitting on the sofa in our living room.	De sad i sofaen i vor stue.
>>dan<< They were sitting on the sofa in our living room.	De sad i sofaen i vores stue.
>>dan<< This afternoon the weather is going to get worse.	I eftermiddag vil vejret blive dårligere.
>>dan<< This afternoon the weather is going to get worse.	I eftermiddag bliver vejret dårligere.
>>dan<< This flower is the most beautiful of all flowers.	Denne blomst er den smukkeste af alle blomster.
>>dan<< This mountain is covered with snow all year long.	Dette bjerg er snedækket hele året rundt.
>>dan<< This mountain is covered with snow all year long.	Dette bjerg er dækket af sne hele året rundt.
>>dan<< Three people are still missing and presumed dead.	Tre mennesker savnes stadig og formodes døde.
>>dan<< Today is the tomorrow we worried about yesterday.	'I dag' er det 'i morgen' vi bekymrede os om i går.
>>dan<< Tom acts like he doesn't want to be seen with us.	Tom opfører sig som om han ikke ønsker at blive set sammen med os.
>>dan<< Tom and Mary are getting married in a few months.	Tom og Mary skal giftes om et par måneder.
>>dan<< Tom celebrated his 13th birthday on October 20th.	Tom fejrede sin 13-års fødselsdag den 20. oktober.
>>dan<< Tom doesn't realize he gets on everyone's nerves.	Tom er ikke klar over at han går alle på nerverne.
>>dan<< Tom has a hard time believing anything Mary says.	Tom havde svært ved at tro på noget af det Mary sagde.
>>dan<< Tom insists I stop calling him by his first name.	Tom insisterer på at jeg holder op med at kalde ham ved fornavn.
>>dan<< Tom is giving a concert at the end of this month.	Tom giver koncert i slutningen af denne måned.
>>dan<< Tom is in the garden, and Mary is in the kitchen.	Tom er i haven, og Mary er i køkkenet.
>>dan<< Tom is planning to get up early tomorrow morning.	Tom planlægger at stå tidligt op i morgen tidlig.
>>dan<< Tom renewed his driver's license three weeks ago.	Tom fornyede sit kørekort for tre uger siden.
>>dan<< Tom rides his bicycle to the beach every weekend.	Tom cykler til stranden hver weekend.
>>dan<< Tom rides his electric bicycle to work every day.	Tom cykler hver dag på arbejde på sin elcykel.
>>dan<< Tom rides his electric bicycle to work every day.	Tom kører hver dag til arbejde på sin elcykel.
>>dan<< Tom says his teacher gives him too much homework.	Tom siger at hans lærer giver ham for mange lektier for.
>>dan<< Tom spilled red wine all over Mary's white dress.	Tom spildte rødvin udover Marys hvide kjole.
>>dan<< Tom started learning French when he was thirteen.	Tom begyndte at lære fransk da han var tretten.
>>dan<< Tom told me that he's quit taking his medication.	Tom fortalte mig at han er holdt op med at tage sin medicin.
>>dan<< Tom tossed the rotten apple into the garbage can.	Tom kastede det rådne æble i skraldespanden.
>>dan<< Tom was lying flat on his back on a hospital bed.	Tom lå fladt på ryggen i en hospitalsseng.
>>dan<< Tom was the last person to cross the finish line.	Tom var den sidste der krydsede målstregen.
>>dan<< Tom weighs about three kilos more than Mary does.	Tom vejer cirka tre kilo mere end Mary.
>>dan<< Tom weighs about three kilos more than Mary does.	Tom vejer omkring tre kilo mere end Mary.
>>dan<< Tom weighs about three kilos more than Mary does.	Tom vejer ca. tre kilo mere end Mary.
>>dan<< Tom weighs about three kilos more than Mary does.	Tom vejer ca. 3 kg mere end Mary.
>>dan<< Tom weighs about three kilos more than Mary does.	Tom vejer ca. tre kilogram mere end Mary.
>>dan<< Tom wondered how long he'd have to wait for Mary.	Tom spekulerede over, hvor længe han skulle vente på Mary.
>>dan<< Tom writes everything down so he won't forget it.	Tom skriver alt ned for ikke at glemme det.
>>dan<< Tom's doctor suggested that he cut down on sugar.	Toms læge foreslog ham at skære ned på sukkeret.
>>dan<< Tom's father planted this tree when Tom was born.	Toms far plantede dette træ da Tom blev født.
>>dan<< We drove too fast to enjoy the beautiful scenery.	Vi kørte for hurtigt til at kunne nyde det smukke landskab.
>>dan<< We drown in information but thirst for knowledge.	Vi drukner i information, men tørster efter viden.
>>dan<< We haven't seen a lot pigeons around here lately.	Vi har ikke set ret mange duer her omkring på det sidste.
>>dan<< We pitched our tent in the shade of a large tree.	Vi slog vores telt op i skyggen af et stort træ.
>>dan<< What he says has nothing to do with this problem.	Hvad han siger har intet at gøre med dette problem.
>>dan<< What was Mary's last name before she got married?	Hvad var Marys efternavn før hun blev gift?
>>dan<< What was your favorite toy when you were a child?	Hvad var dit yndlingslegetøj som barn?
>>dan<< What would our lives be like without electricity?	Hvordan ville livet være uden elektricitet?
>>dan<< What's the difference between fission and fusion?	Hvad er forskellen på fission og fusion?
>>dan<< When was the last time you had a really good cry?	Hvornår har du sidst rigtigt kunnet græde ud?
>>dan<< Which do you like better, white wine or red wine?	Hvad kan du bedst lide, hvidvin eller rødvin?
>>dan<< Who will reap the benefits from lower oil prices?	Hvem vil høste fordelene af lavere oliepriser?
>>dan<< Yesterday, I got a call out of the blue from Tom.	I går fik jeg ud af det blå et opkald fra Tom.
>>dan<< You can ask the child that is playing over there.	Du kan spørge barnet, der leger derovre.
>>dan<< You should brush your teeth at least twice a day.	Man bør børste sine tænder mindst to gange om dagen.
>>dan<< You're the only one who doesn't have an umbrella.	Du er den eneste, der ikke har en paraply.
>>dan<< "Do you want something to drink?" "No, thank you."	"Ønsker du noget at drikke?" "Nej, tak."
>>dan<< "Which apple would you like?" "I'd like that one."	"Hvilket æble ønsker du?" ― "Jeg ønsker det der."
>>dan<< A new branch will be opened in Chicago next month.	En ny filial åbner i Chicago i næste måned.
>>dan<< A new branch will be opened in Chicago next month.	En ny filial åbner næste måned i Chicago.
>>dan<< A piano is expensive, but a car is more expensive.	Et klaver er dyrt, men en bil er endnu dyrere.
>>dan<< A trip to Mars may become possible in my lifetime.	En tur til Mars kan blive muligt i min levetid.
>>dan<< All of the apples that fall are eaten by the pigs.	Alle de æbler der falder, bliver spist af grisene.
>>dan<< Common sense tells me this isn't the way to do it.	Sund fornuft fortæller mig at dette ikke er måden at gøre det på.
>>dan<< Despite the concerns, the weather was magnificent.	Trods bekymringerne var vejret pragtfuldt.
>>dan<< Do unto others as you would have them do unto you.	Gør mod andre det som du ønsker at de skal gøre mod dig.
>>dan<< Do you know the difference between silver and tin?	Kender du forskellen mellem sølv og tin?
>>dan<< Do you think I can use my cellphone in the shower?	Tror du jeg kan bruge min mobiltelefon under bruseren?
>>dan<< Don't take it for granted that everyone has a car.	Tag det ikke for givet at alle har en bil.
>>dan<< Finish your homework before your father gets home.	Lav dine lektier før din far kommer hjem.
>>dan<< Girls are often judged by how attractive they are.	Piger bliver ofte bedømt efter hvor attraktive de er.
>>dan<< Globalization destroys the diversity of languages.	Globaliseringen ødelægger den sproglige diversitet.
>>dan<< Have you already finished your Christmas shopping?	Er du allerede færdig med dine juleindkøb?
>>dan<< He cleansed the wound before putting on a bandage.	Han rensede såret og lagde derefter en forbinding på.
>>dan<< He finished drinking one beer and ordered another.	Han drak én øl færdig og bestilte endnu én.
>>dan<< He told me he was a liar, but I don't believe him.	Han sagde til mig at han var en løgner, men jeg stoler ikke på ham.
>>dan<< How much money do you think I should take with me?	Hvor mange penge synes du, jeg skulle tage med?
>>dan<< I can build your dog a doghouse if you want me to.	Jeg kan bygge et hundehus til din hund, hvis du ønsker det.
>>dan<< I dated Tom's brother before I started dating him.	Jeg datede Toms bror, før jeg begyndte at date ham.
>>dan<< I don't know her name, but I do know her by sight.	Jeg kender ikke hendes navn, men jeg kan genkende hende.
>>dan<< I don't know if I can memorize this long password.	Jeg ved ikke om jeg kan lære et så langt password udenad.
>>dan<< I don't know if I can memorize this long password.	Jeg ved ikke om jeg kan lære en så lang adgangskode udenad.
>>dan<< I don't think Tom knows that you have a boyfriend.	Jeg tror ikke, Tom ved, du har en kæreste.
>>dan<< I don't think Tom will do what we asked him to do.	Jeg tror ikke Tom vil gøre det vi har bedt ham om at gøre.
>>dan<< I had no idea you were interested in Japanese art.	Jeg anede ikke du var interesseret i japansk kunst.
>>dan<< I have an older brother who's the same age as you.	Jeg har en storebror på din alder.
>>dan<< I have nowhere to sleep. Can I crash on your sofa?	Jeg har ingen steder at sove. Kan jeg overnatte på din sofa?
>>dan<< I hope you and your family have a merry Christmas.	Jeg håber at du og din familie får en glædelig jul.
>>dan<< I just wish I could have some alone time with Tom.	Gid jeg kunne tilbringe lidt tid alene sammen med Tom.
>>dan<< I like to keep my clothes for as long as possible.	Jeg kan godt lide at beholde mit tøj så længe som muligt.
>>dan<< I spent the whole weekend at home on the computer.	Jeg tilbragte hele weekenden hjemme ved computeren.
>>dan<< I spent the whole weekend at home on the computer.	Jeg har tilbragt hele weekenden hjemme ved computeren.
>>dan<< I stayed at home all day instead of going to work.	Jeg blev hjemme hele dagen i stedet for at tage på arbejde.
>>dan<< I stopped sending Christmas cards a few years ago.	Jeg holdt op med at sende julekort for nogle år siden.
>>dan<< I sympathize with you from the bottom of my heart.	Jeg føler med dig af hele mit hjerte.
>>dan<< I thought that you said that I could count on you.	Jeg troede, du sagde at jeg kunne regne med dig.
>>dan<< I want to know who you're going to the dance with.	Jeg vil gerne vide hvem du vil danse med.
>>dan<< I want to know who you're going to the dance with.	Jeg vil gerne vide hvem du har i sinde at danse med.
>>dan<< I was caught in a shower on my way to the station.	Jeg blev på vej til stationen fanget af en byge.
>>dan<< I wasn't smart enough to get into that university.	Jeg var ikke klog nok til at komme ind på det universitet.
>>dan<< I'd like you to translate this letter into French.	Jeg vil gerne have dig til at oversætte dette brev til fransk.
>>dan<< I'd like you to translate this report into French.	Jeg vil gerne have dig til at oversætte denne rapport til fransk.
>>dan<< I'll never forget the first time I heard Tom sing.	Jeg glemmer aldrig den første gang, jeg hørte Tom synge.
>>dan<< I'll never forget the first time I heard Tom sing.	Jeg vil aldrig glemme den første gang, jeg hørte Tom synge.
>>dan<< I'll never forget the first time I heard Tom sing.	Jeg kommer aldrig til at glemme den første gang, jeg hørte Tom synge.
>>dan<< I'm not the least bit worried about losing my job.	Jeg er overhovedet ikke bekymret for at miste mit job.
>>dan<< I've been thinking about my conversation with Tom.	Jeg har tænkt over den samtale jeg havde med Tom.
>>dan<< I've persuaded Tom to stay in Boston until Monday.	Jeg har overtalt Tom til at blive i Boston indtil mandag.
>>dan<< If I were you, I'd stay here until the rain stops.	Hvis jeg var dig, ville jeg blive her indtil det holder op med at regne.
>>dan<< In city after city, big public meetings were held.	I by efter by blev der holdt store offentlige møder.
>>dan<< In the summer, days are long and nights are short.	Om sommeren er dagene lange og nætterne korte.
>>dan<< India is the seventh largest country in the world.	Indien er verdens syvende største land.
>>dan<< It cost me a thousand yen to get my bicycle fixed.	Det kostede mig tusind yen at få min cykel repareret.
>>dan<< It is said that Friday the 13th is an unlucky day.	Det siges at fredag den 13. er en uheldig dag.
>>dan<< It is said that Friday the 13th is an unlucky day.	Det siges at fredag den 13. er en tychobrahesdag.
>>dan<< It is said that Friday the 13th is an unlucky day.	Det siges, at fredag den 13. er en uheldsdag.
>>dan<< It is said that Friday the 13th is an unlucky day.	Det siges, at fredag den trettende er en uheldsdag.
>>dan<< It took us three hours to come to this conclusion.	Det tog os tre timer at komme til denne konklusion.
>>dan<< It was very difficult to swim against the current.	Det var meget vanskeligt at svømme mod strømmen.
>>dan<< It's been 10 days since my boyfriend went to jail.	Det er ti dage siden min kæreste blev sat i fængsel.
>>dan<< It's one of the most polluted cities in the world.	Det er en af de mest forurenede byer i verden.
>>dan<< King Charles borrowed money from William's father.	Kong Charles lånte penge af Williams far.
>>dan<< Let's get down to brass tacks and make a decision.	Lad os komme til sagen og træffe en beslutning.
>>dan<< Many of the soldiers kissed their spouses goodbye.	Mange af soldaterne kyssede deres ægtefælle farvel.
>>dan<< Mary is Catholic, but her boyfriend is an atheist.	Mary er katolsk, men hendes kæreste er ateist.
>>dan<< Mary is Catholic, but her boyfriend is an atheist.	Mary er katolik, men hendes kæreste er ateist.
>>dan<< Mary wore a blue dress to Tom and Alice's wedding.	Mary havde en blå kjole på til Tom og Alices bryllup.
>>dan<< My grandfather can't walk without a walking stick.	Min bedstefar kan ikke gå uden en stok.
>>dan<< My little sister asked me to teach her how to ski.	Min lillesøster bad mig om at lære hende at stå på ski.
>>dan<< My wife buys vegetables from a supermarket nearby.	Min kone køber grøntsager fra et supermarked i nærheden.
>>dan<< Never put off till tomorrow what you can do today.	Udskyd aldrig til i morgen hvad du kan gøre i dag.
>>dan<< Our teacher often overlooked his name on the list.	Vores lærer overså ofte hans navn på listen.
>>dan<< Revolutions that don't succeed are soon forgotten.	Fejlslagne revolutioner går hurtigt i glemmebogen.
>>dan<< She put on a sweater so she wouldn't catch a cold.	Hun tog en sweater på, for at hun ikke skulle blive forkølet.
>>dan<< She will make a business trip to London next week.	Hun vil tage på forretningsrejse til London i næste uge.
>>dan<< That tower you see over there is the Eiffel Tower.	Det tårn, du ser derovre, er Eiffeltårnet.
>>dan<< That tower you see over there is the Eiffel Tower.	Det tårn, I ser derovre, er Eiffeltårnet.
>>dan<< That's why I told you that you shouldn't go alone.	Det er derfor jeg sagde til dig at du ikke skulle gå alene.
>>dan<< The building is surrounded by a barbed wire fence.	Bygningen er omgivet af et pigtrådshegn.
>>dan<< The crowd demonstrated in support of human rights.	Folkemassen demonstrerede til støtte for menneskerettigheder.
>>dan<< The hummingbird is the smallest bird in the world.	Kolibrien er den mindste fugl i verden.
>>dan<< The idea of seeing my mother thrills me very much.	Tanken om at se min mor begejstrer mig meget.
>>dan<< The official dinner took place at the White House.	Den officielle middag fandt sted i Det Hvide Hus.
>>dan<< The pears we eat in Japan look almost like apples.	De pærer vi spiser i Japan, ligner næsten æbler.
>>dan<< The police cordoned off the area with yellow tape.	Politiet spærrede området af med gult afspærringsbånd.
>>dan<< The police officer asked Tom to empty his pockets.	Betjenten bad Tom tømme lommerne.
>>dan<< The police officer asked Tom to empty his pockets.	Politibetjenten bad Tom tømme lommerne.
>>dan<< The telephone is ringing, but nobody is answering.	Telefonen ringer, men ingen svarer.
>>dan<< The wedding will take place at the end of October.	Brylluppet vil finde sted i slutningen af oktober.
>>dan<< The wreckage of the plane was found in the desert.	Flyvraget blev fundet i ørkenen.
>>dan<< There are a lot of gifts under the Christmas tree.	Der er masser af gaver under juletræet.
>>dan<< There are some stores that'll give you a discount.	Der er nogle butikker der giver rabat.
>>dan<< This bicycle is old, but it's better than nothing.	Den her cykel er gammel, men den er bedre end ingenting.
>>dan<< This bicycle is old, but it's better than nothing.	Denne cykel er gammel, men den er bedre end ingenting.
>>dan<< This is one of the T-shirts I bought in Australia.	Dette er en af de T-shirts, jeg købte i Australien.
>>dan<< This is one of the T-shirts I bought in Australia.	Dette er én af de T-shirt, jeg købte i Australien.
>>dan<< Those are the most expensive shoes I've ever seen.	Det er de dyreste sko jeg nogensinde har set.
>>dan<< To make a long story short, we buried the hatchet.	For at gøre en lang historie kort, så begravede vi stridsøksen.
>>dan<< To the best of my knowledge, the rumor isn't true.	Så vidt jeg ved, er rygtet ikke sandt.
>>dan<< Tom and Mary walked on the beach in the moonlight.	Tom og Mary gik på stranden i måneskinnet.
>>dan<< Tom broke his collarbone in a motorcycle accident.	Tom brækkede kravebenet i en motorcykelulykke.
>>dan<< Tom burned all the letters that Mary had sent him.	Tom har brændt alle de breve, som Mary havde sendt ham.
>>dan<< Tom burned all the letters that Mary had sent him.	Tom brændte alle de breve, som Mary havde sendt ham.
>>dan<< Tom carefully checked that the gas was turned off.	Tom kontrollerede nøje at der var lukket for gassen.
>>dan<< Tom carefully checked that the gas was turned off.	Tom tjekkede omhyggeligt at gashanen var lukket.
>>dan<< Tom didn't pay Mary what he promised he'd pay her.	Tom betalte ikke Mary hvad han havde lovet at ville betale hende.
>>dan<< Tom didn't want to work overtime on Christmas Eve.	Tom havde ikke lyst til at arbejde over juleaften.
