>>ind<< Hi.	Hai.
>>ind<< My heart aches for the starving children in Africa.	Pedih rasanya melihat anak-anak yang menderita karena kelaparan di Afrika.
>>ind<< Out of twenty students, only one had read the book.	Dari dua puluh murid, hanya satu orang yang telah membaca buku.
>>ind<< She certainly looks beautiful in a Japanese kimono.	Dia tentu saja terlihat cantik mengenakan kimono Jepang.
>>ind<< She felt lonely when all her friends had gone home.	Dia merasa kesepian ketika semua temannya sudah pulang.
>>ind<< She has made up her mind to go to America to study.	Dia memutuskan untuk pergi ke Amerika untuk belajar.
>>ind<< She is capable of teaching both English and French.	Dia mampu mengajar bahasa Inggris maupun bahasa Prancis.
>>ind<< Soccer and the word "soccer" originated in England.	Sepak bola dan kata "soccer" berasal dari Inggris.
>>ind<< Speaking of last night, what time did you get home?	Omong-omong soal kemarin malam, kamu sampai di rumah jam berapa?
>>ind<< The day will soon come when man can travel to Mars.	Akan segera tiba hari ketika manusia bisa pergi ke Mars.
>>ind<< The girl was badly injured in the traffic accident.	Gadis itu telah terluka parah dalam kecelakaan lalu-lintas.
>>ind<< The interview is scheduled for 10:00 a.m. tomorrow.	Wawancara telah dijadwalkan pada jam 10 pagi besok.
>>ind<< The tallest mountain in the world is Mount Everest.	Gunung tertinggi di dunia adalah Gunung Everest.
>>ind<< The thief ran away and the policeman ran after him.	Pencuri itu kabur dan polisi mengejarnya.
>>ind<< The thief ran away and the policeman ran after him.	Maling itu kabur dan polisi itu mengejarnya.
>>ind<< The trouble with him is that he is seldom punctual.	Masalahnya adalah dia jarang tepat waktu.
>>ind<< There are ten thousand students in this university.	Ada sepuluh ribu mahasiswa di universitas ini.
>>ind<< This book still hasn't been translated into French.	Buku ini masih belum diterjemahkan ke Bahasa Prancis.
>>ind<< This job will provide you with valuable experience.	Pekerjaan ini akan memberikan Anda pengalaman yang berharga.
>>ind<< To the best of my knowledge, the rumor is not true.	Sejauh yang saya tahu, desas-desus itu tidak benar.
>>ind<< Tom Jackson was born in Boston on October 20, 1995.	Tom Jackson lahir di Boston pada tanggal 20 Oktober 1995.
>>ind<< Tom boarded the ship along with his three children.	Tom menaiki kapal itu bersama ketiga anaknya.
>>ind<< Tom decided to upload the video he took to YouTube.	Tom memutuskan untuk mengunggah video yang diambilnya ke YouTube.
>>ind<< Tom didn't seem to understand what you were saying.	Tom sepertinya nggak ngerti kamu ngomong apa.
>>ind<< Tom doesn't know what Mary wants to eat for dinner.	Tom tidak tahu apa yang Mary inginkan untuk makan malam.
>>ind<< Tom has been told not to try to do that by himself.	Tom sudah diberi tahu untuk tidak melakukan itu sendiri.
>>ind<< Tom has lots of acquaintances but very few friends.	Tom kenalannya banyak tapi temannya sedikit.
>>ind<< Tom has to stay home and take care of his children.	Tom harus tinggal di rumah dan merawat anak-anaknya.
>>ind<< Tom may not have enough money to buy what he needs.	Tom mungkin tidak punya cukup uang untuk membeli apa yang ia butuhkan.
>>ind<< Tom posted a lewd photo of himself on social media.	Tom mengepos foto tidak senonohnya di media sosial.
>>ind<< Tom says he just wants to stay here for a few days.	Tom mengatakan dia akan tinggal di sini selama beberapa hari.
>>ind<< Washing clothes by hand is hard and time-consuming.	Mencuci pakaian dengan tangan itu susah dan memakan waktu.
>>ind<< We'll contact you if we have any further questions.	Kami akan menghubungi Anda jika kami memiliki pertanyaan-pertanyaan yang lebih lanjut.
>>ind<< What's the real reason Tom doesn't want to do that?	Apa alasan sebenarnya Tom tidak mau melakukan itu?
>>ind<< Would you prefer to go to the zoo or go to a movie?	Kamu lebih memilih pergi ke kebun binatang atau bioskop?
>>ind<< You can't enter that bookstore with your shirt off.	Kamu tidak bisa memasuki toko buku tanpa mengenakan pakaian.
>>ind<< You know that Tom is a friend of Mary's, don't you?	Kamu tahu kalau Tom itu temannya Mary, kan?
>>ind<< By the time she gets there, she will be happy again.	Dia akan kembali senang setelah sampai di sana.
>>ind<< Do you know those ladies who just got off the train?	Kamu kenal perempuan-perempuan yang baru saja turun kereta?
>>ind<< Do you know where Tom has been the past three weeks?	Apa kau tahu di mana Tom berada tiga minggu belakangan ini?
>>ind<< Excuse me, which way to the station is the shortest?	Maaf, mana jalan menuju stasiun yang paling singkat?
>>ind<< He can't do this kind of work, and she can't either.	Dia tidak dapat melakukan pekerjaan sejenis ini. Begitu pula dengannya.
>>ind<< He declared that they had been friends for 30 years.	Dia menyatakan bahwa mereka telah berteman selama 30 tahun.
>>ind<< He was found lying unconscious on the kitchen floor.	Dia ditemukan terbaring tidak sadar di lantai dapur.
>>ind<< He was strong enough to help his father on the farm.	Dia cukup kuat untuk membantu ayahnya di kebun.
>>ind<< I believe you know what you're supposed to be doing.	Saya yakin Anda tahu harus berbuat apa.
>>ind<< I can't buy anything because I don't have any money.	Aku tidak bisa membeli apa-apa karena aku tidak punya uang.
>>ind<< I don't want to hear about all your old girlfriends.	Aku tidak mau mendengar tentang semua pacar lamamu.
>>ind<< I had a room with a beautiful view of the mountains.	Aku punya kamar dengan pemandangan pegunungan yang indah.
>>ind<< I had a room with a beautiful view of the mountains.	Aku punya kamar dengan pemandangan gunung-gunung yang indah.
>>ind<< I had to push my bicycle because it had a flat tire.	Saya harus mendorong sepeda saya karena bannya bocor.
>>ind<< I heard that Tom's boss refused to give him a raise.	Aku dengar bos Tom menolak memberinya kenaikan gaji.
>>ind<< I know you probably want to be alone, so I'll leave.	Aku tahu kamu mungkin ingin sendirian, jadi aku akan meninggalkanmu.
>>ind<< I met your son yesterday and he greeted me politely.	Aku bertemu dengan anak laki-lakimu kemarin dan ia menyapaku dengan sopan.
>>ind<< I plan to spend the New Year's holiday in Australia.	Saya berencana untuk menghabiskan waktu liburan akhir tahun di Australia.
>>ind<< I really don't understand what you're talking about.	Saya sangat tidak mengerti apa yang anda bicarakan.
>>ind<< I remember the night when I first saw the Milky Way.	Saya ingat malam ketika melihat Bima Sakti untuk pertama kalinya.
>>ind<< I want you to tell me everything you know about Tom.	Saya ingin kamu memberitahu saya semua yang kamu tahu tentang Tom.
>>ind<< I want you to tell me everything you know about Tom.	Saya ingin kamu memberitahu saya semua yang kamu tahu soal Tom.
>>ind<< I want you to tell me everything you know about Tom.	Saya ingin kamu memberitahu saya semua yang kamu tahu mengenai Tom.
>>ind<< I would like to give him a present for his birthday.	Saya ingin memberikan hadiah padanya di hari ulang tahunnya.
>>ind<< If Tom doesn't mind, I'd like to join him for lunch.	Kalau Tom tidak keberatan, saya ingin makan siang bersamanya.
>>ind<< If you lie down with dogs, you'll get up with fleas.	Bercampur dengan orang pemaling, sekurang-kurangnya jadi pencecak.
>>ind<< My driving instructor says I should be more patient.	Instruktur mengemudiku berkata bahwa aku harus lebih sabar.
>>ind<< The couple separated, never to see each other again.	Pasangan itu telah berpisah, tidak pernah bertemu lagi.
>>ind<< The plants must've died because no one watered them.	Tanamannya pasti mati karena tidak ada yang menyiramnya.
>>ind<< The traffic was heavy so I was late for the meeting.	Kemacetannya parah sekali, akibatnya aku terlambat datang ke rapat.
>>ind<< The umbrella that I bought in Australia is this one.	Payung yang saya beli di Australia adalah yang ini.
>>ind<< There was an enormous traffic jam in downtown Kyoto.	Terdapat banyak kemacetan lalu lintas di jalanan Kyoto.
>>ind<< This is one of the worst movies that I've ever seen.	Ini salah satu film terburuk yang pernah kulihat.
>>ind<< Tom bought a camera to give to Mary on her birthday.	Tom membeli sebuah kamera untuk diberikan kepada Mary pada hari ulang tahunnya.
>>ind<< Tom earns more money in an hour than I do in a week.	Tom menghasilkan lebih banyak uang dalam 1 jam dibandingkan apa yang saya hasilkan dalam 1 minggu.
>>ind<< Tom is a gang member. You should stay away from him.	Tom itu anggota geng. Kamu harus menjauhinya.
>>ind<< Tom often has trouble choosing what clothes to wear.	Tom seringkali bingung dengan pakaian yang akan ia kenakan.
>>ind<< Tom picked up John's briefcase and handed it to him.	Tom mengambil tas milik John dan menyerahkannya kepada John.
>>ind<< Tom probably doesn't even know why I don't like him.	Tom mungkin tidak akan pernah tahu mengapa aku tidak menyukainya.
>>ind<< Tom started playing the violin when he was thirteen.	Tom mulai bermain biola ketika dia berumur tigabelas tahun.
>>ind<< Tom was the one who planted the roses in our garden.	Tom adalah orang yang menanam mawar di kebun kita.
>>ind<< Tom, Mary, John and Alice are all in the same class.	Tom, Mary, John, dan Alice ada di kelas yang sama.
>>ind<< We could go to Australia with you if you want us to.	Kita bisa pergi ke Australia bersamamu jika kamu mau.
>>ind<< We often come across Japanese tourists in this area.	Kami sering bertemu turis dari Jepang di daerah ini.
>>ind<< What sort of information do you get on the Internet?	Informasi apa saja yang dapat ditemukan di Internet?
>>ind<< What's the scariest thing that ever happened to you?	Hal apa yang paling menakutkan dan pernah terjadi padamu?
>>ind<< What's the scariest thing that ever happened to you?	Hal menakutkan apa yang pernah kamu alami?
>>ind<< You're finally going to be a June bride, aren't you?	Akhirnya kamu menjadi pengantin di bulan Juni juga, ya?
>>ind<< After eating, the first thing I do is brush my teeth.	Setelah makan, hal pertama yang aku lakukan adalah menggosok gigi.
>>ind<< Are you still planning to go to Australia next month?	Apakah kamu masih berencana pergi ke Australia bulan depan?
>>ind<< Because there was traffic, I was late to the meeting.	Karena macet, aku terlambat datang ke rapat.
>>ind<< Can you wake me up at seven o'clock tomorrow morning?	Bisakah kamu membangunkanku pukul tujuh besok pagi?
>>ind<< Cut the cheese into thin slices or into little cubes.	Potong keju menjadi irisan tipis atau kubus kecil.
>>ind<< Do you eat spaghetti by twirling it around your fork?	Apa kamu makan spageti dengan melilitkannya ke garpu?
>>ind<< He breathed deeply before entering his boss's office.	Dia menarik napas yang dalam sebelum memasuki kantor bosnya.
>>ind<< He breathed deeply before entering his boss's office.	Dia menarik napas dalam-dalam sebelum masuk ke kantor bosnya.
>>ind<< He is a nice person, to be sure, but not very clever.	Dia adalah orang yang baik, tetapi sesungguhnya, dia tidak terlalu pandai.
>>ind<< I could hardly believe my ears when I heard the news.	Sulit untukku mempercayai berita itu.
>>ind<< I didn't even know that you knew how to speak French.	Aku bahkan tidak tahu kalau kau tahu bagaimana caranya berbicara dalam bahasa Perancis.
>>ind<< I don't want to get married, but I want to have kids.	Aku tidak mau menikah, tapi aku mau punya anak.
>>ind<< I met Tom just the other day in front of the station.	Waktu lalu saya bertemu Tom di depan stasiun.
>>ind<< I thought a cup of coffee might make you feel better.	Secangkir kopi akan membuatmu merasa lebih baik.
>>ind<< I wish girls found me as attractive as they find Tom.	Aku harap para perempuan menganggapku tampan seperti Tom.
>>ind<< Is there something that you can't stop talking about?	Adakah hal yang tidak bisa kamu berhenti bicarakan?
>>ind<< It seems unlikely that the train will arrive on time.	Sepertinya kereta tidak akan datang tepat waktu.
>>ind<< It took a lot of time and money to build the machine.	Banyak waktu dan biaya telah dihabiskan untuk membuat mesin itu.
>>ind<< It wasn't that hard to find a pair of shoes that fit.	Menemukan sepasang sepatu yang muat tidaklah sesusah itu.
>>ind<< It's been a long time since I visited my grandmother.	Sudah lama sejak saya mengunjungi nenek saya
>>ind<< It's been a long time since I visited my grandmother.	Sudah lama aku tidak mengunjungi nenekku.
>>ind<< Let's find a solution that is acceptable to everyone.	Mari cari solusi yang bisa diterima semua orang.
>>ind<< Mathematics is not just the memorization of formulas.	Matematika bukan hanya sekadar menghafal rumus.
>>ind<< Most of Dr. Jackson's patients are over 60 years old.	Sebagian besar pasien dr. Jackson berusia di atas 60 tahun.
>>ind<< No matter how cold it was, he never wore an overcoat.	Tidak peduli sedingin apa, dia tidak pernah mengenakan mantel.
>>ind<< No one is working. Everyone's watching the World Cup.	Tidak ada yang sedang bekerja. Semua orang sedang menonton Piala Dunia.
>>ind<< Not everything that you read on the Internet is true.	Tidak semua yang kamu baca di Internet itu benar.
>>ind<< Our plane landed in Boston just before the storm hit.	Pesawat kami mendarat di Boston tepat sebelum badai menghantam.
>>ind<< Seen from the plane, the island looks very beautiful.	Dilihat dari pesawat, pulau itu terlihat indah sekali.
>>ind<< Several gardeners look after the azaleas in the park.	Beberapa tukang kebun merawat bunga azalea in taman.
>>ind<< She must have been very beautiful when she was young.	Dia pasti sangat cantik ketika muda.
>>ind<< She's not from here. She was born in another country.	Dia tidak berasal dari sini. Dia lahir di negara lain.
>>ind<< The bank came through with the loan we had requested.	Bank itu memberikan pinjaman yang kami minta.
>>ind<< The boy fell off the bicycle and fractured his skull.	Anak laki-laki itu jatuh dari sepeda dan tempurung kepalanya retak.
>>ind<< The dog hid under the bed whenever lightning flashed.	Anjing itu bersembunyi tiap kali kilat menyambar.
>>ind<< The mountain is covered with snow all the year round.	Gunung itu tertutup salju sepanjang tahun.
>>ind<< The only weapons I have in my home are water pistols.	Satu-satunya senjata yang ada di rumahku hanyalah pistol air.
>>ind<< The police caught sight of the criminal running away.	Polisi melihat pelaku kriminal itu melarikan diri.
>>ind<< The teacher didn't mind explaining the problem again.	Guru itu tidak keberatan menjelaskan persoalan itu lagi.
>>ind<< The teacher is likely to get angry with the students.	Guru itu mudah sekali menjadi marah dengan murid-muridnya.
>>ind<< The traffic jam caused me to be late for the meeting.	Kemacetan lalu lintas menyebabkanku terlambat untuk meeting/pertemuan.
>>ind<< There are over seven thousand languages in the world.	Ada lebih dari tujuh ribu bahasa di dunia.
>>ind<< There are still a lot of things that have to be done.	Masih ada banyak hal yang harus dilakukan.
>>ind<< There's nothing I like as much as the smell of roses.	Tidak ada yang aku suka sebanyak aku suka wangi bunga mawar.
>>ind<< They did not like the way he gave orders to everyone.	Mereka tidak senang dengan caranya memberikan perintah.
>>ind<< This book has been translated into several languages.	Buku ini telah diterjemahkan ke beberapa bahasa.
>>ind<< Tom Jackson founded this university thirty years ago.	Tom Jackson mendirikan universitas ini tiga puluh tahun yang lalu.
>>ind<< Tom and Mary have been married for about three years.	Tom dan Mary telah menikah selama kurang lebih 3 tahun.
>>ind<< Tom died of rabies after having been bitten by a bat.	Tom meninggal akibat rabies setelah tergigit kelelawar.
>>ind<< Tom has been putting aside a little money each month.	Tom menyisihkan sebagian uangnya tiap bulan.
>>ind<< Tom might not have enough money to buy what he needs.	Tom mungkin tidak punya cukup uang untuk membeli apa yang ia butuhkan.
>>ind<< Tom planted a small peach tree in front of his house.	Tom menanam pohon persik kecil di depan rumahnya.
>>ind<< Tom said that he didn't know that Mary couldn't swim.	Tom bilang dia tidak tahu kalau Mary tidak bisa berenang.
>>ind<< Tom said that he thought Mary didn't enjoy the movie.	Tom bilang kalau dia mengira Mary tidak menikmati filmnya.
>>ind<< We kept on working for hours without eating anything.	Kami terus bekerja selama berjam-jam tanpa memakan apa pun.
>>ind<< We kept on working for hours without eating anything.	Kami tetap bekerja berjam-jam tanpa makan apa pun.
>>ind<< What would happen if the Mediterranean Sea dried out?	Apa yang akan terjadi kalau Laut Tengah mengering?
>>ind<< When the police arrived, the thieves had disappeared.	Ketika polisi tiba, para pencuri telah melarikan diri.
>>ind<< You should pack a couple of extra changes of clothes.	Kamu harus menyiapkan pakaian ganti lebih.
>>ind<< An article about our school appeared in the newspaper.	Sebuah artikel tentang sekolah kita muncul di koran.
>>ind<< An idiot is a person who thinks differently than I do.	Orang idiot itu orang yang pikirannya berbeda denganku.
>>ind<< Blow out all the candles on the birthday cake at once.	Tiup semua lilin diatas kue ulang tahun dalam sekali tiup.
>>ind<< Both Tom and Mary lived in Boston when they were kids.	Tom dan Mary sama-sama tinggal di Boston ketika mereka masih kecil.
>>ind<< Can you remember the first word you learned in French?	Apa kamu ingat kata pertama yang kamu pelajari dalam bahasa Prancis?
>>ind<< Croatia is located in the southeastern part of Europe.	Kroasia terletak di bagian tenggara Eropa.
>>ind<< Do you really think that I'm going to let you do that?	Kamu pikir aku akan membiarkanmu melakukan itu?
>>ind<< Generally speaking, Americans are very fond of coffee.	Umumnya, orang Amerika sangat suka kopi.
>>ind<< Generally speaking, men can run faster than women can.	Pada umumnya, laki-laki berlari lebih cepat daripada perempuan.
>>ind<< Gold, bauxite, and diamonds are Guinea's main exports.	Emas, bauksit, dan intan adalah produk ekspor utama Guinea.
>>ind<< How long are you going to sleep, Tom? It's already 11.	Sampai kapan kamu mau tidur, Tom? Sekarang sudah jam sebelas.
>>ind<< I can't let you do that and that's all there is to it.	Aku tidak bisa membiarkanmu melakukannya. Titik.
>>ind<< I can't play it from memory. Please give me the music.	Aku tidak bisa memainkannya melalui ingatan. Tolong mainkan musiknya.
>>ind<< I couldn't bring myself to see the horror movie again.	Aku tidak bisa menonton film horor itu lagi.
>>ind<< I have a couple of friends who used to live in Boston.	Aku punya beberapa teman yang dulunya tinggal di Boston.
>>ind<< I suspect that Tom doesn't do his homework by himself.	Aku menduga kalau Tom tidak mengerjakan PRnya sendiri.
>>ind<< I tried to call you last night, but you didn't answer.	Aku mencoba meneleponmu semalam, tapi kamu tidak menjawab.
>>ind<< I want to take a year off and travel around the world.	Saya ingin mengambil cuti setahun dan berkeliling dunia.
>>ind<< I was searched by the customs officers at the airport.	Saya diperiksa badan oleh petugas Bea dan Cukai di bandar udara.
>>ind<< I wouldn't allow Tom to go to Australia if I were you.	Kalau jadi kamu, saya tidak akan mengizinkan Tom pergi ke Australia.
>>ind<< I'm not leaving until you tell me what I want to know.	Aku tidak akan pergi sampai kau memberitahuku apa yang ingin ku ketahui.
>>ind<< I'm not likely to be able to talk Tom into doing that.	Aku sepertinya tidak bisa membujuk Tom melakukan itu.
>>ind<< I've been subscribing to that magazine for four years.	Aku sudah berlangganan majalah itu selama empat tahun.
>>ind<< I've lost my fountain pen. I have to buy one tomorrow.	Aku kehilangan penaku. Aku harus membeli satu lagi besok.
>>ind<< If I had been rich, I would have given you some money.	Jika saya kaya, saya akan memberimu uang.
>>ind<< In my city, there is no school for learning Esperanto.	Di kota saya tidak ada sekolah untuk belajar bahasa Esperanto.
>>ind<< It is hard for the couple to live together any longer.	Sulit bagi pasangan tersebut untuk tinggal bersama lebih lama lagi.
>>ind<< My father's name is Tom, and my mother's name is Mary.	Ayah saya bernama Tom, dan ibu saya bernama Mary.
>>ind<< My parents told me that we should respect the elderly.	Orang tuaku memberitahuku bahwa kita harus menghormati orang yang lanjut usia.
>>ind<< The least talented player will be kicked off the team.	Pemain yang paling tidak berbakat akan dikeluarkan dari tim.
>>ind<< There's a swimming pool not too far from where I live.	Tidak jauh dari tempat tinggalku ada kolam renang.
>>ind<< They survived, even though the building was destroyed.	Mereka berhasil selamat meskipun bangunannya telah hancur.
>>ind<< This caterpillar will turn into a beautiful butterfly.	Ulat ini akan berubah menjadi kupu-kupu yang indah.
>>ind<< This is the most beautiful lake that I have ever seen.	Ini adalah danau terindah yang pernah aku lihat.
>>ind<< Tom and Mary both lived in Boston when they were kids.	Tom dan Mary sama-sama tinggal di Boston ketika mereka masih kecil.
>>ind<< Tom continued to study French for another three years.	Tom melanjutkan mempelajari bahasa Prancis hingga tiga tahun ke depan.
>>ind<< Tom doesn't know what to say to make Mary feel better.	Tom tidak tahu apa yang sebaiknya ia katakan untuk membuat Mary merasa lebih baik.
>>ind<< Tom grew to love the stray dog that followed him home.	Tom mulai menyukai anjing liar yang mngikutinya sampai ke rumah.
>>ind<< Tom has to go shopping with his mother this afternoon.	Tom harus pergi berbelanja dengan ibunya siang ini.
>>ind<< Tom noticed Mary's car parked in front of the library.	Tom menyadari mobil Mary yang diparkir di depan perpustakaan.
>>ind<< Tom put off his wedding because of a traffic accident.	Tom membatalkan pernikahannya karena kecelakaan lalu-lintas.
>>ind<< Tom said that he didn't believe you'd do that for him.	Tom berkata dia tidak percaya Anda melakukan itu untuknya.
>>ind<< Tom spent the first three years of his life in Boston.	Tom menghabiskan tiga tahun hidupnya di Boston.
>>ind<< Tom squatted down to put something on the lower shelf.	Tom berjongkok untuk menaruh sesuatu di rak bawah.
>>ind<< Tom tried his best to get here, but he didn't make it.	Tom berusaha sekeras mungkin untuk bisa sampai ke sini, tapi dia tidak berhasil.
>>ind<< What are the animals that you can see in this picture?	Hewan-hewan apa saja yang bisa Anda lihat di gambar ini?
>>ind<< "I'm moving to Boston next week." "I miss you already."	"Aku akan pindah ke Boston minggu depan." "Aku akan merindukanmu."
>>ind<< "Tom likes Mary." "I think that's obvious to everyone."	"Tom suka pada Mary." "Aku pikir itu sudah jelas bagi semuanya."
>>ind<< Are you one of the people who had to be here yesterday?	Apakah kamu salah satu orang yang harus berada di sini kemarin?
>>ind<< Because of a traffic jam, we were late for the meeting.	Karena kemacetan lalu lintas kami terlambat untuk meeting/pertemuan.
>>ind<< Black or white, a cat that catches mice is a great cat.	Entah hitam atau putih, seekor kucing yang menangkap tikus adalah kucing yang bagus.
>>ind<< Here is our answer to your fax message dated April 1st.	Ini adalah jawaban kami untuk pesan faks Anda pada tanggal 1 April.
>>ind<< How many years have you been teaching children to swim?	Sudah berapa tahun Anda mengajar anak-anak berenang?
>>ind<< I don't suppose you'd still have last Saturday's paper?	Mungkinkah anda masih memiliki koran Sabtu kemarin?
>>ind<< I want to ask, what is your name and where do you live?	Saya hendak bertanya, siapa namamu dan di mana kamu tinggal?
>>ind<< I'll need at least three days to translate that thesis.	Aku membutuhkan waktu paling tidak tiga hari untuk menerjemahkan tesis itu.
>>ind<< I'm afraid I can't help you. You must ask someone else.	Maaf saya tidak bisa membantu Anda. Tolong mintalah kepada yang lain.
>>ind<< I'm supposed to meet Tom in Boston next Monday at 2:30.	Saya seharusnya bertemu Tom di Boston Senin depan pada 2:30.
>>ind<< I've already waited two hours. I can't wait any longer.	Saya sudah menunggu selama dua jam. Saya tidak bisa menunggu lebih lama lagi.
>>ind<< Is there something in particular that you want to hear?	Apakah ada sesuatu hal yang ingin kau ketahui?
>>ind<< It looks like Tom and Mary aren't going to get married.	Kelihatannya Tom dan Mary tidak akan menikah.
>>ind<< It sounds like having time alone has been good for you.	Kedengarannya menghabiskan waktu seorang diri selalu menyenangkan bagimu.
>>ind<< Lake Baikal in Russia is the deepest lake in the world.	Danau Baikal di Rusia adalah danau terdalam di dunia.
>>ind<< Little did she dream that her son would commit suicide.	Tidak pernah ia bermimpi kalau anaknya akan bunuh diri.
>>ind<< Many men grow beards because they're too lazy to shave.	Banyak pria menumbuhkan janggut hanya karena mereka malas bercukur.
>>ind<< Maybe that's what Tom would do, but I wouldn't do that.	Mungkin itu apa yang Tom akan lakukan, tetapi saya tidak mungkin pernah melakukan hal itu.
>>ind<< My father told me about his experiences during the war.	Ayah menceritakan padaku pengalaman-pengalamannya selama masa perang.
>>ind<< She came to Japan for the purpose of studying Japanese.	Dia datang ke Jepang untuk belajar bahasa Jepang.
>>ind<< She's already rich even though she's only 26 years old.	Dia sudah kaya meski usianya baru 26 tahun.
>>ind<< So difficult was the question that no one could answer.	Pertanyaannya sesulit itu hingga tiada siapapun mampu menjawabnya.
>>ind<< Talking about music is like dancing about architecture.	Berbicara tentang musik itu seperti menari tentang arsitektur.
>>ind<< That may mean nothing to you, but it means a lot to me.	Mungkin itu tidak berarti apa-apa bagimu, tetapi itu sangat berarti bagiku.
>>ind<< The Taj Mahal is one of the seven wonders of the world.	Taj Mahal adalah salah satu dari tujuh keajaiban dunia.
>>ind<< The noise of the heavy traffic kept me awake all night.	Kebisingan dari jalanan yang padat membuatku terjaga sepanjang malam.
>>ind<< The number of people suffering from AIDS has increased.	Jumlah penderita AIDS semakin bertambah.
>>ind<< The problem is that Tom didn't do what he said he'd do.	Masalahnya Tom tidak melakukan apa yang dia bilang dia akan lakukan.
>>ind<< Tom accepted Mary's invitation to have dinner with her.	Tom menerima undangan Mary untuk makan malam bersamanya.
>>ind<< Tom certainly wasn't at home when we went to visit him.	Tom benar-benar tidak ada di rumah saat kami datang mengunjunginya.
>>ind<< Tom doesn't like the color of the walls in his bedroom.	Tom tidak suka warna dinding kamar tidurnya.
>>ind<< Tom hasn't slept at all since the day before yesterday.	Tom belum tidur sama sekali sejak kemarin lusa.
>>ind<< Tom read the note from Mary and then handed it to John.	Tom membaca catatan dari Mary dan menyerahkannya kepada John.
>>ind<< Tom tried to convince Mary that the plan wouldn't work.	Tom mencoba meyakinkan Mary bahwa rencana itu tidak akan berhasil.
>>ind<< Tom wondered what could have made Mary change her mind.	Tom penasaran akan apa yang telah membuat Mary berubah pikiran.
>>ind<< We have to transmit our culture to the next generation.	Kita harus mewariskan budaya kita pada generasi berikutnya.
>>ind<< When he got to the station, the train had already left.	Ketika dia sampai stasiun, keretanya telah berangkat.
>>ind<< When was the last time you rode your bicycle to school?	Kapan terakhir kali kamu pergi ke sekolah dengan sepeda?
>>ind<< You have to unpack your luggage for customs inspection.	Anda harus membuka barang bawaan anda untuk pemeriksaan pabean.
>>ind<< You should concentrate on the road when you're driving.	Anda harus berkonsentrasi pada jalan saat anda menyetir.
>>ind<< You'll save yourself a lot of time if you take the car.	Kau akan menghemat banyak waktu jika menggunakan mobil.
>>ind<< A rush-hour traffic jam delayed my arrival by two hours.	Pada jam sibuk kemacetan memperlambat kedatangan saya selama dua jam.
>>ind<< African elephants have bigger ears than Asian elephants.	Gajah Afrika memiliki telinga lebih besar dibandingkan gajah Asia.
>>ind<< All but three of the cars in the parking lot were white.	Semua mobil yang ada di tempat parkir berwarna putih, kecuali tiga mobil.
>>ind<< As far as I know, Tom has never tried to commit suicide.	Sejauh yang saya tahu, Tom tidak pernah mencoba membunuh diri.
>>ind<< Customs officials carried out a full body search on Tom.	Petugas Bea dan Cukai melakukan pemeriksaan badan terhadap Tom.
>>ind<< Do you have anything in the refrigerator that I can eat?	Kamu punya sesuatu yang bisa aku makan di kulkas?
>>ind<< Don't hesitate to ask questions if you don't understand.	Jangan ragu untuk menanyakan pertanyaan jika tidak mengerti.
>>ind<< He asked us if we could draw a map of the United States.	Dia bertanya pada kami apakah kami bisa menggambar peta Amerika Serikat
>>ind<< He claimed that he had returned the book to the library.	Dia mengatakan kalau dia sudah mengembalikan bukunya ke perpustakaan.
>>ind<< He said he would run 200 kilometers in a day and he did.	Dia bilang dia ingin lari 200 kilometer dalam sehari dan dia melaksanakannya.
>>ind<< He took a chance investing his money in the new company.	Dia mencoba berinvestasi di perusahaan baru tersebut.
>>ind<< He took a deep breath before entering his boss's office.	Dia menarik napas panjang sebelum memasuki kantor bosnya.
>>ind<< He who thinks he has learned enough has learned nothing.	Dia yang berfikir telah cukup belajar, maka dia tidak belajar apapun.
>>ind<< How long do you think it takes to go from here to Tokyo?	Menurutmu dari sini sampai Tokyo akan memakan waktu berapa lama?
>>ind<< I did so, not because I wanted to, but because I had to.	Aku melakukannya bukan karena ingin, tetapi karena harus.
>>ind<< I didn't know that you were going to ask Tom to do that.	Aku tidak tahu bahwa kamu akan meminta Tom melakukan itu.
>>ind<< I heard her speaking English as fluently as an American.	Saya mendengarnya berbicara dengan bahasa Inggris dengan lancar seperti orang Amerika.
>>ind<< I plan to go to bed as soon as all these people go home.	Aku berencana pergi tidur segera setelah orang-orang ini pulang.
>>ind<< I think it's dangerous for children to play in the pond.	Kurasa berbahaya bagi anak-anak bermain di kolam.
>>ind<< I think we've finally found the solution to the problem.	Aku rasa kita sudah menemukan solusi untuk masalah ini.
>>ind<< I used to go to the beach every summer when I was a kid.	Saya sering pergi ke pantai setiap musim panas ketika aku masih anak-anak
>>ind<< I'd like to say it's been fun being here, but it hasn't.	Maunya sih bilang di sini itu menyenangkan, tapi tidak.
>>ind<< I've always wondered what it'd be like to have siblings.	Aku selalu penasaran seperti apa jadinya kalau memiliki saudara.
>>ind<< If you don't want to miss the train, you'd better hurry.	Kalau kamu tidak mau ketinggalan kereta, lebih baik kamu bergegas.
>>ind<< If you don't want to miss the train, you'd better hurry.	Jika Anda tidak ingin ketinggalan kereta, sebaiknya Anda bergegas.
>>ind<< It was in this room that we had the meeting last Friday.	Hari Jumat lalu kami rapat di ruangan ini.
>>ind<< It was in this room that we had the meeting last Friday.	Hari Jumat lalu kita rapat di ruangan ini.
